date,YUE XIU SECURITIES CO LTD,UBS SECURITIES HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,GET NICE SECURITIES LTD,TAIPING SECURITIES (HK) CO LTD,HUNG SING SECURITIES LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,48.255504908670964,51.744495091329036,0.0,0.0,0.0
2024-03-14,0.0,0.0,19.394432353609297,80.60556764639071,0.0,0.0,0.0
2024-03-19,0.0,0.0,38.99260146639602,61.00739853360398,0.0,0.0,0.0
2024-03-20,0.0,0.0,44.69137788861849,55.30862211138151,0.0,0.0,0.0
2024-04-11,0.0,0.0,56.673126309653235,43.32687369034677,0.0,0.0,0.0
2024-04-15,0.0,0.0,46.581888346434255,35.6120744357105,17.80603721785525,0.0,0.0
2024-04-18,0.0,0.0,44.027855117131345,38.166107665013406,17.80603721785525,0.0,0.0
2024-06-06,92.66985042777637,0.0,3.227307633527644,2.79763277774139,1.3052091609545968,0.0,0.0
2024-06-11,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-06-13,92.20779220779221,0.0,3.709822904368359,2.7836835891381346,1.2987012987012987,0.0,0.0
2024-06-20,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-07-26,93.42105263157895,0.0,2.442846889952153,2.820311004784689,1.3157894736842104,0.0,0.0
2024-07-30,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-07-31,93.83811591326234,0.0,2.0073186521338138,2.832901830191699,1.3216636044121457,0.0,0.0
2024-08-01,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-08-02,93.42105263157895,0.0,2.442846889952153,2.820311004784689,1.3157894736842104,0.0,0.0
2024-08-05,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-08-06,93.83811591326234,0.0,2.0073186521338138,2.832901830191699,1.3216636044121457,0.0,0.0
2024-08-07,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-08-08,93.42105263157895,0.0,2.442846889952153,2.820311004784689,1.3157894736842104,0.0,0.0
2024-08-09,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-08-15,93.0802187015679,0.0,2.798770816717541,2.810021485917833,1.310988995796731,0.0,0.0
2024-08-23,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-08-26,93.0802187015679,0.0,2.798770816717541,2.810021485917833,1.310988995796731,0.0,0.0
2024-08-27,94.31670026321726,0.0,1.5075455775490991,2.8473499301742433,1.328404229059398,0.0,0.0
2024-08-29,93.0802187015679,0.0,2.798770816717541,2.810021485917833,1.310988995796731,0.0,0.0
2024-09-02,93.0802187015679,0.0,2.798770816717541,2.810021485917833,1.310988995796731,0.0,0.0
2024-09-04,92.20779220779221,0.0,3.709822904368359,2.7836835891381346,1.2987012987012987,0.0,0.0
2024-09-09,87.65432098765432,4.938271604938271,3.52662177328844,2.6462177328844,1.2345679012345678,0.0,0.0
2024-09-10,88.75,3.75,3.5707045454545456,2.679295454545455,1.25,0.0,0.0
2024-09-11,88.90941053174657,3.756735656270982,3.577118155711456,2.5044904375139883,1.2522452187569941,0.0,0.0
2025-04-10,88.90941053174657,3.756735656270982,3.577118155711456,2.5044904375139883,1.2522452187569941,0.0,0.0
