date,FIRST SHANGHAI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,ZHONGTAI INTERNATIONAL SECURITIES LTD,CINDA INTERNATIONAL SECURITIES LTD,VALUABLE CAPITAL LTD,CITIBANK N.A.,ASTRUM CAPITAL MANAGEMENT LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,TOTAL_CCASS_PCT
2024-03-01,0.0,3.9745000000000004,0.0,0.0,0.0,0.32966666666666666,0.0,0.0,0.0,4.304166666666666
2024-03-04,0.0,3.9745000000000004,0.0,0.0,0.9863333333333333,0.33666666666666667,0.0,0.0,0.18483333333333332,5.482333333333333
2024-03-05,0.0,3.9745000000000004,0.0,0.0,0.9730000000000001,0.3405,0.0,0.0,0.18683333333333335,5.474833333333334
2024-03-06,0.0,3.9745000000000004,0.0,0.0,0.9730000000000001,0.34199999999999997,0.0,0.0,0.1875,5.477
2024-03-07,0.0,3.9733333333333336,0.0,0.0,0.9730000000000001,0.33899999999999997,0.0,0.0,0.19066666666666668,5.476
2024-03-08,0.0,3.971,0.0,0.0,0.9730000000000001,0.3388333333333333,0.0,0.0,0.19066666666666668,5.4735
2024-03-11,0.0,3.961,0.0,0.0,0.9733333333333334,0.33866666666666667,0.0,0.0,0.18683333333333335,5.459833333333333
2024-03-12,0.0,3.961333333333333,0.0,0.0,0.9804999999999999,0.32166666666666666,0.0,0.0,0.18683333333333335,5.450333333333333
2024-03-13,0.0,3.9623333333333335,0.0,1.2365,0.9738333333333333,0.32266666666666666,0.0,0.0,0.187,6.682333333333333
2024-03-14,0.0,3.977,0.0,1.2363333333333333,0.9738333333333333,0.375668,0.0,0.0,0.1875,6.750334666666667
2024-03-15,0.0,3.9614999999999996,0.0,1.2363333333333333,0.9738333333333333,0.3758346666666667,0.0,0.0,0.18616666666666667,6.733668
2024-03-18,0.0,3.9614999999999996,0.0,1.2363333333333333,0.9741666666666666,0.37850133333333336,0.0,0.0,0.18616666666666667,6.736668
2024-03-19,0.0,3.9656666666666665,0.0,1.2363333333333333,0.9745,0.37883466666666665,0.0,0.0,0.1865,6.741834666666667
2024-03-20,0.0,3.970666666666667,0.0,1.2363333333333333,0.9745,0.37633466666666665,0.0,0.0,0.18616666666666667,6.744001333333334
2024-03-21,0.0,3.9731666666666667,0.0,1.2363333333333333,0.9811666666666666,0.3760013333333333,0.0,0.0,0.18616666666666667,6.752834666666667
2024-03-22,0.0,3.9733333333333336,0.0,1.2363333333333333,0.9745,0.377668,0.0,0.0,0.18616666666666667,6.748001333333334
2024-03-26,0.0,3.9835000000000003,0.0,1.2363333333333333,0.9745,0.377668,0.0,0.0,0.18616666666666667,6.758168
2024-03-27,0.0,3.9733333333333336,0.0,1.2363333333333333,0.9745,0.377668,0.0,0.0,0.18616666666666667,6.748001333333334
2024-03-28,0.0,3.9726666666666666,0.0,1.2363333333333333,0.9745,0.38083466666666665,0.0,0.0,0.18033333333333335,6.744668
2024-04-02,0.0,3.9726666666666666,0.0,1.2363333333333333,0.9745,0.38183466666666666,0.0,0.0,0.17816666666666667,6.743501333333334
2024-04-03,0.0,3.9735,0.0,1.2363333333333333,0.9748333333333333,0.38050133333333336,0.0,0.0,0.17583333333333334,6.741001333333334
2024-04-05,0.0,3.9748333333333328,0.0,1.2363333333333333,0.9748333333333333,0.38050133333333336,0.0,0.0,0.17583333333333334,6.742334666666666
2024-04-08,0.0,3.983166666666667,0.0,1.2363333333333333,0.9823333333333333,0.37983466666666665,0.0,0.0,0.17583333333333334,6.757501333333334
2024-04-09,0.0,3.9766666666666666,0.0,1.2363333333333333,0.9764999999999999,0.379668,0.0,0.0,0.17583333333333334,6.745001333333334
2024-04-10,0.0,3.9773333333333336,0.0,1.2363333333333333,0.9764999999999999,0.37850133333333336,0.0,0.0,0.17600000000000002,6.744668
