date,YICKO SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,SORRENTO SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,CITIBANK N.A.,BANK OF COMMUNICATIONS TRUSTEE LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,10.73684653554346,9.303715923698599,0.0,0.0,0.0,0.0,0.0,2.2149831978508625,0.0,22.25554565709292
2024-03-05,0.0,10.73684653554346,9.303715923698599,0.0,0.0,0.0,3.046013239399811,0.0,2.2149831978508625,0.0,25.301558896492732
2024-03-06,0.0,10.73684653554346,9.303715923698599,0.0,0.0,0.0,3.046013239399811,0.0,2.2106727039071266,0.0,25.297248402548995
2024-03-08,0.0,10.704302306268252,9.303715923698599,0.0,0.0,0.0,3.047090862885745,0.0,2.2106727039071266,0.0,25.265781796759722
2024-03-11,0.0,10.704302306268252,9.303715923698599,0.0,0.0,0.0,3.047090862885745,0.0,2.2052845864774566,0.0,25.26039367933005
2024-03-12,0.0,10.703224682782318,9.305547883624685,0.0,0.0,0.0,3.047090862885745,0.0,2.182654493272842,0.0,25.23851792256559
2024-03-15,0.0,10.687060330493308,9.31201362454029,0.0,0.0,0.0,3.047090862885745,0.0,2.1942928269209294,0.0,25.24045764484027
2024-03-18,17.068136032727434,10.686629281098934,9.31201362454029,0.0,0.0,2.44341599243923,3.0481415457845307,0.0,2.1942928269209294,0.0,44.75262930351135
2024-03-19,17.068136032727434,10.686629281098934,9.33033322380117,0.0,0.0,2.460657968214174,3.0481415457845307,0.0,2.1878270860053255,0.0,44.78172513763157
2024-03-20,17.068136032727434,10.686629281098934,9.33033322380117,0.0,0.0,2.44341599243923,3.029821946523652,0.0,2.1845942155475235,0.0,44.74293069213794
2024-03-22,17.068136032727434,10.686629281098934,9.33033322380117,0.0,0.0,2.44341599243923,3.029821946523652,0.0,2.1813613450897216,0.0,44.73969782168014
2024-03-25,17.068136032727434,10.685767182310187,9.327100353343367,0.0,0.0,2.44341599243923,3.019045711664312,0.0,2.1802837216037876,1.2238602258457223,45.94760921993404
2024-03-26,17.068136032727434,10.685767182310187,9.327100353343367,0.0,0.0,2.44341599243923,3.009347100290906,0.0,2.173817980688183,1.2238602258457223,45.93144486764503
2024-03-27,17.068136032727434,10.705164405057,9.327100353343367,0.0,0.0,2.44341599243923,3.009347100290906,0.0,2.173817980688183,1.2238602258457223,45.950842090391845
2024-03-28,17.068136032727434,10.705164405057,9.326669303948993,0.0,0.0,2.44341599243923,2.9985708654315655,0.0,2.173817980688183,1.2238602258457223,45.93963480613812
2024-04-02,17.068136032727434,10.705164405057,9.347144150181737,0.0,0.0,2.44341599243923,2.9942603714878295,0.0,2.173817980688183,1.2238602258457223,45.95579915842713
2024-04-03,17.068136032727434,10.683054265184348,9.347144150181737,0.0,0.0,2.44341599243923,2.9942603714878295,0.0,2.173817980688183,1.2238602258457223,45.93368901855449
2024-04-05,17.068136032727434,10.715382969762368,9.357920385041078,0.0,0.0,2.449881733354834,2.9942603714878295,0.0,2.174895604174117,1.2238602258457223,45.98433732239339
2024-04-08,17.05843742135403,10.760643156171598,9.335290291836463,5.95760695803467,0.0,2.444493615925164,2.9942603714878295,0.0,2.1705851102303813,1.2238602258457223,51.945177150885854
2024-04-09,17.05843742135403,10.760643156171598,9.335290291836463,5.95760695803467,0.0,2.444493615925164,2.9942603714878295,0.0,2.166274616286645,1.2238602258457223,51.94086665694212
2024-04-10,17.05843742135403,10.759565532685663,9.334751480093498,5.95760695803467,0.0,2.444493615925164,2.9942603714878295,0.0,2.178128474631919,1.2238602258457223,51.9511040800585
2024-04-11,17.05843742135403,10.759565532685663,9.354148702840309,5.95760695803467,0.0,2.444493615925164,2.9942603714878295,0.0,2.166274616286645,1.2238602258457223,51.95864744446003
2024-04-12,17.05843742135403,10.759565532685663,9.375701172558989,5.95760695803467,0.0,2.444493615925164,2.9942603714878295,0.0,2.115626312447746,1.2238602258457223,51.92955161033981
2024-04-15,17.05843742135403,10.759565532685663,9.345527714952837,5.95760695803467,0.0,2.444493615925164,2.9942603714878295,0.3435471216522052,2.033726927516761,1.2238602258457223,52.16102588945488
2024-04-16,17.05843742135403,10.75848790919973,9.321819998262288,5.95760695803467,0.0,2.444493615925164,3.0481415457845307,0.3995835429207741,2.032649304030827,1.2324812137331946,52.25370150924521
2024-04-17,17.05843742135403,10.75848790919973,9.321819998262288,5.95760695803467,0.0,2.444493615925164,3.0481415457845307,0.3995835429207741,2.0412702919182992,1.2195497319019861,52.24939101530147
2024-04-18,17.05843742135403,10.845775411560385,9.340139597523168,5.95760695803467,0.0,2.4768223205031843,3.0481415457845307,0.3995835429207741,2.0412702919182992,1.2195497319019861,52.38732682150102
2024-04-19,17.05843742135403,10.845775411560385,9.350915832382507,5.95760695803467,0.0,2.444493615925164,3.017968088178378,0.3995835429207741,2.0401926684323652,1.2195497319019861,52.334523270690255
2024-04-22,17.05843742135403,10.845775411560385,9.331518609635696,5.95760695803467,0.0,2.444493615925164,3.017968088178378,0.3995835429207741,2.0401926684323652,1.2227826023597883,52.318358918401245
2024-04-23,17.083222761530507,10.83930967064478,9.353071079354375,5.95760695803467,0.0,2.444493615925164,3.017968088178378,0.3995835429207741,2.0401926684323652,1.2227826023597883,52.35823098738081
2024-04-24,17.083222761530507,10.842542541102583,9.353071079354375,5.95760695803467,0.0,2.444493615925164,3.017968088178378,0.3995835429207741,2.0401926684323652,1.2227826023597883,52.36146385783861
2024-04-25,17.083222761530507,10.842542541102583,9.353071079354375,5.95760695803467,0.0,2.444493615925164,3.017968088178378,0.3995835429207741,2.0229506926574206,1.2217049788738543,52.34314425857774
2024-04-26,17.083222761530507,10.854611924145043,9.299200681292534,5.95760695803467,0.0,2.462813215186042,3.017968088178378,0.3995835429207741,2.029416433573025,1.2195497319019861,52.32397333676296
2024-04-29,17.083222761530507,10.863232912032517,9.245319506995834,5.95760695803467,0.0,2.4811328144469202,3.017968088178378,0.3995835429207741,2.0251059396292885,1.2195497319019861,52.292722255670874
2024-04-30,17.19098511012391,10.863232912032517,9.245319506995834,5.95760695803467,0.0,2.444493615925164,3.017968088178378,0.3995835429207741,2.024028316143355,1.2195497319019861,52.36276778225659
2024-05-02,17.19098511012391,10.917114086329217,9.245319506995834,5.95760695803467,0.0,2.4832880614187887,3.017968088178378,0.3995835429207741,1.916265967549953,1.2195497319019861,52.34768105345351
2024-05-03,17.19098511012391,10.917114086329217,9.245319506995834,5.95760695803467,0.0,2.4789775674750523,3.017968088178378,0.3995835429207741,1.916265967549953,1.2195497319019861,52.34337055950977
2024-05-06,17.19098511012391,10.937588932561964,9.289286545221941,5.95760695803467,0.0,2.4886761788484586,3.017968088178378,0.3995835429207741,1.930275072867095,1.2411022016206668,52.45307263037786
