date,BOCOM INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TFI SECURITIES AND FUTURES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,BOCI SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.866678858814925,72.13332114118508
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.69522677395757,72.30477322604243
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.626948645181358,19.189052598841506,49.18399875597714
2024-03-07,0.0,0.0,0.0,48.04078046422233,6.103411326189794,0.0,20.67764494902587,7.78928627339166,5.127652602886552,12.261224384283803
2024-03-08,0.0,0.0,0.0,48.61215596700411,6.153271106789635,0.0,20.715610084229155,6.817920247321376,5.417306021839107,12.283736572816622
2024-03-11,0.0,0.0,0.0,48.732336058152335,6.19491793590006,0.0,20.84164103256238,6.250799429235323,5.497269396268141,12.483036147881768
2024-03-12,0.0,0.0,0.0,48.7747763108099,6.200312996011251,0.0,20.859791701764134,6.246566657477219,5.4246448991258935,12.493907434811609
2024-03-13,0.0,0.0,0.0,48.812563085173544,6.205116499909891,0.0,20.875952190892455,6.115830067970991,5.486951446483776,12.503586709569344
2024-03-14,0.0,0.0,0.0,48.86925400732595,6.289910015195413,0.0,20.9002804553718,5.764231920023246,5.658165554084781,12.518158047998812
2024-03-15,0.0,0.0,0.0,47.850783121405215,7.017398224247073,0.0,21.755474237198886,5.389479659959926,5.543071318651335,12.443793438537561
2024-03-18,0.0,0.0,0.0,48.124900067511014,7.029499160638944,0.0,21.792989795174442,5.178430926040905,5.40892829548728,12.465251755147415
2024-03-19,0.0,0.0,0.0,48.14381020408183,7.032261323032333,0.0,21.762259232790026,5.180465732053937,5.411053672841331,12.470149835200543
2024-03-20,0.0,28.66405008238533,0.0,34.42632871057622,5.028578728171725,0.0,15.561599438369381,3.6632910943045607,3.739087104898732,8.917064841294051
2024-03-21,0.0,28.762607537431585,0.0,34.269629812601565,5.045868815250275,0.0,15.615105890970696,3.5177220531960387,3.8413409291850242,8.947724961364816
2024-03-22,0.0,28.709420727411032,0.0,34.20625960918918,5.036126329962577,0.0,15.586230982136613,3.579857334235631,3.9097417984826,8.972363218582366
2024-03-25,0.0,28.707450244297476,0.0,34.203911848237205,5.035780673323067,0.0,15.585161214646496,3.5864751711029514,3.9094734517170764,8.971747396675726
2024-03-26,0.0,28.707450244297476,0.0,34.203911848237205,5.035780673323067,0.0,15.585161214646496,3.6002022548519577,3.8957463679680697,8.971747396675726
2024-03-27,0.0,28.68382552778177,0.0,34.17576383389716,5.031636491592188,0.0,15.572335449473544,3.5972394783968467,3.974835096806368,8.964364122052126
2024-03-28,0.0,28.707450244297476,0.0,34.16273059699019,5.303458806428695,0.0,15.585161214646496,3.517839752357918,3.7516119886035004,8.971747396675726
