date,GF SECURITIES (HONG KONG) BROKERAGE LTD,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,SPDB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,DAIWA CAPITAL MARKETS HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,10.52016451790067,21.79800300548133,20.497733546045353,0.0,18.540470699670944,14.381898530786168,0.0,7.664650509860736,4.142718694286668,2.4543604959681278
2024-03-04,10.525669664129088,21.76137975894535,20.522884027301053,0.0,18.55121948869209,14.391750411154755,0.0,7.6394712198393,4.149654670918086,2.4579707590202764
2024-03-05,10.529929008572386,21.751105600953448,20.508755704961743,0.0,18.582576689753473,14.39757421373446,0.0,7.621039261202367,4.150752168193276,2.4582673526288485
2024-03-06,10.515894352099862,21.69755878931282,20.9241421347532,0.0,18.572623988717446,14.376002072738153,0.0,7.286316510978503,4.155336665539277,2.4721254858607358
2024-03-07,10.520826396170571,21.707525928459443,20.798190899951567,0.0,18.75590118519725,14.38274454022683,0.0,7.218419730314062,4.159028894170143,2.4573624255101336
2024-03-08,10.512878138023185,21.677085392574455,20.746840170898523,0.0,18.799382163056592,14.379821320044819,0.0,7.2688300447727086,4.157370199089159,2.4577925715405584
2024-03-11,10.52355843714099,21.694606220163397,20.755656424000883,0.0,18.873847878675086,14.394430144663762,0.0,7.136017613351861,4.16159377675141,2.460289505252615
2024-03-12,10.541949747967024,21.73170477235299,20.75076873369681,0.0,18.937943370810437,14.41725590807373,0.0,7.00125357651926,4.167701508574764,2.4514223820049836
2024-03-13,10.532759117260044,21.753039653252998,20.757109668867272,0.0,18.98744245231886,14.404686727037303,0.0,6.945788202106485,4.169888984139138,2.4492851950179007
2024-03-14,10.530178844507214,21.79810767775658,20.658615996758485,0.0,19.023411197158065,14.401157925109809,0.0,6.973769085083504,4.170031364506587,2.4447279091197602
2024-03-15,10.498529593163267,21.699636317557747,20.565266441107198,0.0,19.053845447784514,14.354392938333888,0.0,7.236352161015902,4.154829088050698,2.4371480129867855
2024-03-18,10.491126782778117,21.667405327121283,20.54103473561485,0.0,19.13503229899433,14.344271249560862,0.0,7.231249604276618,4.154218573419982,2.435661428233959
2024-03-19,10.499538806774375,21.778796810089407,20.186459985868602,0.0,19.416597634227013,14.357397535172773,0.0,7.210841238430682,4.158013726834736,2.392354262602412
2024-03-20,10.493894428524637,21.67792622152768,20.09053820751418,0.0,19.471577523616386,14.349679235934898,0.0,7.370233698273833,4.154618555097366,2.3915321295110235
2024-03-21,10.48923509278808,21.645809204564248,20.091468917152365,0.0,19.537480023115943,14.325569440496249,0.0,7.367540970472522,4.15300576148422,2.3898905899263703
2024-03-22,10.460930850240832,21.623706182173798,20.002682081243847,0.0,19.60073168495381,14.286913200219011,0.0,7.513091920344952,4.130352390572912,2.38159169025084
2024-03-25,10.461184388903334,21.60087347565351,19.97509582968925,0.0,19.661795654246887,14.287259468148312,0.0,7.5042330836382565,4.130452496771467,2.3791056029489837
2024-03-26,10.487182501862494,21.659540267225694,19.781434287183227,0.0,19.81602588883865,14.322766134671058,0.0,7.3957237754974425,4.1378196121382675,2.3995075325831707
2024-03-27,10.472390201728816,21.630186727776238,19.78688772164858,0.0,19.918872036713335,14.300983005860314,0.0,7.3644530028576325,4.131642246845432,2.3945850565696567
2024-03-28,10.456450499235794,21.571031377333405,19.83582650449966,0.0,19.997067414191186,14.28268279813284,0.0,7.343767662840178,4.121540035755276,2.391633708011658
2024-04-02,10.460649800356077,21.598157042595627,19.775539655735752,0.0,20.079434810130575,14.288418710704628,0.0,7.280392025889074,4.124813768629516,2.3925941859587483
2024-04-03,10.453267610817827,21.609565021135353,19.759846039631913,0.0,20.11414476410423,14.282281347618833,0.0,7.267326745213174,4.1218864269634645,2.391682044515204
2024-04-05,10.441072185713065,21.640805687093128,19.680197800894213,0.0,20.215683131952485,14.26561875951865,0.0,7.248921725100453,4.1185780995667995,2.3891226101612095
2024-04-08,10.459008536171073,21.673472375826165,19.6722949054597,0.0,20.28232283930727,14.290125163939566,0.0,7.266577419266272,4.127271979340275,2.2289267806896773
2024-04-09,10.467510762516293,21.64052270137202,19.640900782889567,0.0,20.29881053018067,14.304056077104374,0.0,7.254201233132662,4.145670262198022,2.2483276506063907
2024-04-10,10.46605502217945,21.658454933962286,19.57209954382507,0.0,20.36621786109728,14.302066779755243,0.0,7.242922779788517,4.14509371448187,2.2470893649102868
2024-04-11,10.473419373299011,21.654706454304375,19.44048031537976,0.0,20.471668909679018,14.312130308112234,0.0,7.251145318507396,4.1480103746248025,2.2484389460934016
2024-04-12,10.472514074207758,21.65017191094131,19.317255641253368,0.0,20.600490331032397,14.310893199380118,0.0,7.246295178829529,4.159460585665572,2.242919078689946
2024-04-15,10.476811713911713,21.609059662229875,19.324459980252268,0.0,20.67623542394518,14.316766007225196,0.0,7.198840999490154,4.15398670024937,2.243839512696244
2024-04-16,10.486062875044139,21.608260485811325,19.23690653721548,0.11592189607380374,20.658325177416494,14.329407897987842,0.0,7.145178644428729,4.1650737259317685,2.2548627600904227
2024-04-17,10.482697134351975,21.575482537004888,19.152334284049772,0.2317693766024448,20.67823201109352,14.324808548181188,0.0,7.1344825537525445,4.1660545444289445,2.25413901053472
2024-04-18,10.507221280004453,21.639060496724454,18.892104779634927,0.3484673974663751,20.73787560221976,14.357159709938852,0.0,7.086614197922886,4.1691800990868675,2.262316437001427
2024-04-19,10.511054406944547,21.62197200936353,18.789892045889083,0.4647926952594374,20.74393038577632,14.359957166703813,0.0,7.075023280042678,4.170120061867673,2.2632579481529165
2024-04-22,10.505009049680089,21.594206950524768,18.765597332161104,0.5806567163589781,20.740128857596524,14.351698140728484,0.0,7.033373448002584,4.169115223457463,2.260214281490008
2024-04-23,10.495797451163732,21.59604077421336,18.714882878228405,0.6961770623602379,20.711499664237863,14.339113469865747,0.0,7.0195480984503105,4.169056337944284,2.2578842635360585
2024-04-24,10.564494982885618,21.713917502746508,18.103902804366438,0.8175226611267032,20.883499589530047,14.432966434068156,0.0,7.010952297368196,4.199497121256286,2.273246606652048
2024-04-25,10.55715984712339,21.703626126949942,18.145602066272563,0.8169550391326774,20.886856069779697,14.421428140601497,0.0,7.004791449474064,4.191913013652501,2.2716682470136713
2024-04-26,10.495876817239216,21.578335397285738,17.99976667217262,1.5473812513509273,20.71919825359786,14.337713502904334,0.0,6.82129166990904,4.241954946621067,2.2584814889192013
2024-04-29,9.775687186430755,20.10056000353333,16.73813319213958,1.4412054690380127,19.318702254172333,13.353910741677739,6.948823609713874,6.267605251224056,3.95758739364435,2.097784898425971
2024-04-30,4.951963276536393,10.195506250603849,8.210488193294232,0.7300557414036274,9.986041401011105,6.76454497057995,3.519935071724043,3.1073593099855605,1.99911334467439,1.0618308759734265
2024-05-02,9.780127112979606,20.13439422142631,16.23311559300661,1.4418600364666037,19.914124044447156,13.357813470026855,6.9518715120550505,6.066619940714124,4.017336035917037,2.1027380329606524
2024-05-03,9.745112928964502,20.03589476143331,16.204886805371338,1.436697981612136,20.00894967177592,13.308697913078108,6.926982867402424,6.243878547275294,3.9945504244298435,2.0943480986571283
2024-05-06,9.741296900516785,20.0654169794671,16.251214536450462,1.436135393942955,20.001114491033217,13.303486442445742,6.924270373060742,6.183443225366945,3.998370653997299,2.0952510037187526
2024-05-07,9.737850218671191,20.04097112147806,16.22890846442534,1.4352623259711874,19.98895523882383,13.295398870776154,6.920060910139575,6.256003044409223,4.002074449127518,2.0945153561779213
2024-05-08,9.720482994546732,20.021020913770478,16.230272010056524,1.4327025697690698,20.232089393696,13.252026932504988,6.907719146189368,6.081765040405435,3.9876315225471157,2.134289476514288
2024-05-09,9.714982915311465,19.94843110344698,16.2231188548077,1.431132699561397,20.294161363733902,13.22323345595656,6.900150078666637,6.127899241201016,3.999359136716717,2.1375311505976273
2024-05-10,9.701182490013394,19.913449772384574,16.202966775038636,1.429099732536741,20.249151579194855,13.203056361674538,6.890348208036885,6.257603906834613,4.000536233882845,2.1526049404029193
2024-05-13,9.703943383998489,19.91922420333636,16.23903875338806,1.4295064451060306,20.260381125970003,13.206813866384023,6.892309156709107,6.270854275881452,4.002639484605901,2.0752893046205774
2024-05-14,9.664755510702586,19.834940187591165,16.340311537552587,1.4237336045988542,20.28329296677756,13.14195025663962,6.864475633031024,6.258320090045045,3.9904255153491284,2.197794697712435
2024-05-16,9.624483299180978,19.75877482701589,16.382486226242683,1.4178010281553701,20.383122369834773,13.087188871319963,6.8358719488123985,6.342840252690331,3.9777313638597165,2.1896998128878997
2024-05-17,9.637314417584607,19.794112221207342,16.313764888601657,1.4196912047289634,20.443617221426617,13.102507270477545,6.844985360892893,6.26430866376011,3.986760319218632,2.192938432101635
2024-05-20,9.658321562392844,19.83108154737076,15.7846279278927,1.4227858073774258,20.530427927615097,13.13106774444939,6.859905865968889,6.571755892942022,4.007079494547746,2.202946229443123
2024-05-21,9.732688442050765,20.01500366454335,15.956092969688097,0.2511411834951296,20.74634743262228,13.234324161346969,6.912725581144407,6.868026428317801,4.047931438766532,2.235718698024674
2024-05-22,9.750073843112473,20.063572691483884,15.932503485649512,0.25158979440301715,20.925141080808128,13.260657025972636,6.925073711609417,6.5847743896305575,4.067978649142277,2.238635328188095
2024-05-23,9.742277025091427,19.990847689848586,16.006930917315497,0.25138860619926845,20.90916122863573,13.247900608658952,6.919535954626181,6.620163763448598,4.0867866905066,2.225007515669167
2024-05-24,9.744363817838234,19.99835886438315,15.813381989974005,0.25144245356151196,20.95217438166205,13.248585544168195,6.894108607945753,6.738584346307541,4.133515882563862,2.225484111595698
2024-05-27,9.775108326575895,20.05280681336874,15.845566565371469,0.2522357813615669,21.045383119125084,13.291250067942235,6.915860257032105,6.445857102551555,4.143426214977486,2.2325057516938664
2024-05-28,9.80115839149303,20.113933158589877,15.451022932477121,0.25290797426822026,21.369857702465065,13.330892785817031,6.934290600986833,6.326379730711189,4.159664931232573,2.2598917919590655
2024-05-29,9.787058604051557,20.11856238406551,15.340902195233278,0.2525441449597857,21.383548438493495,13.31171517974465,6.9243150430348095,6.472762111789622,4.15346468544949,2.2551272131778037
2024-05-30,9.800846196847884,20.19425249230569,15.110696508255106,0.25289991843317233,21.516629789777085,13.330468159137565,6.934069724197883,6.435263609390948,4.162672030717241,2.2622015709374272
2024-05-31,4.955850046005473,10.227589999760614,7.64874188712898,0.12788018985594435,10.899705942404818,6.740622178213919,3.5062492637343237,3.175364144629712,2.1077786601127677,1.1453723325365954
2024-06-03,9.773368975571344,20.18424659076461,15.265712307762087,0.25205168887859947,21.507475661032206,13.285757598774687,6.910812765832798,6.407970617609547,4.155076407117289,2.2575273866568333
2024-06-04,9.847600522106251,20.371627130168868,12.640856082421955,0.2536860223385812,21.682118623282143,13.37418461649937,6.955623306833812,8.398508713233591,4.198851184802612,2.2769437983128182
2024-06-05,9.756802246201794,20.206587794641734,12.58170910204045,0.25141903794830167,21.50289305336183,13.254670472681642,6.893466593129611,9.133341689356993,4.162190511787981,2.2569194988496606
2024-06-06,9.738964692418223,20.038646715956304,12.550333911002816,0.25074917084382026,21.45622870788936,13.22118025648903,6.875100018568427,9.465071781002287,4.151100999517217,2.2526237463125125
2024-06-07,9.714609227753217,19.9367317028466,12.595679502577232,0.25012209057778123,21.665541222547333,13.189187101674483,6.857906583654243,9.40700948763735,4.135366173927682,2.2478469068040816
2024-06-11,9.738818632342285,20.00599401750862,12.617944841949924,0.2507454102343416,21.845227809863882,13.219908575454065,6.874996909289102,9.03736811511939,4.151038743400025,2.2579569448383614
2024-06-12,9.748045005770464,20.027740794350823,12.649775492571228,0.25098296171543616,21.869898896875196,13.232432867958957,6.8815101519314945,8.92347196536595,4.156045772721105,2.260096090739349
2024-06-13,9.745945880833098,20.048853947810812,12.594733695125134,0.2509289155355632,21.872493913249734,13.227757312354868,6.880028301000552,8.96127526405977,4.157299181959489,2.260683588070976
2024-06-14,9.749090317589985,20.042987561243713,12.685183100156896,0.2508716220920059,21.848705974532596,13.224737079452066,6.878457415826578,8.899690768937244,4.156349964984937,2.263926195183981
2024-06-17,9.79162112388225,20.143671392474563,12.73951961331045,0.25196605983089626,21.979508508553536,13.282430537269097,6.908464968368611,8.452267812270051,4.176747317993064,2.273802666047486
