date,SILVERBRICKS SECURITIES CO LTD,WATON SECURITIES INTERNATIONAL LIMITED,YUE XIU SECURITIES CO LTD,OPEN SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,DBS BANK (HONG KONG) LTD,SINOMAX SECURITIES LTD,XIN YONGAN INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7855844857399394,2.7855844857399394
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7854068622183226,2.7854068622183226
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.785371337513999,2.785371337513999
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.785300288105352,2.785300288105352
2024-03-12,27.37496275456781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.811943816347936,30.186906570915745
2024-03-13,27.37496275456781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7536122518488386,30.128575006416654
2024-03-14,27.37496275456781,0.0,0.0,0.0,0.0,0.04168824052356309,0.0,0.0,2.751995877802122,30.168646872893497
2024-03-15,27.37496275456781,0.0,0.0,0.0,0.0,0.04168824052356309,0.0,0.0,2.753132668340472,30.169783663431847
2024-03-18,27.37496275456781,0.0,4.748480652801967,0.0,0.0,0.04168824052356309,0.0,0.0,2.811748430474157,34.9768800783675
2024-03-19,27.37496275456781,0.0,4.741375711937278,0.0,0.0,0.04168824052356309,0.0,0.0,2.841944429149086,34.999971136177734
2024-03-20,27.37496275456781,0.0,4.741375711937278,0.0,0.0,0.04168824052356309,0.0,0.0,2.8401504315807515,34.99817713860941
2024-03-21,27.37496275456781,0.0,4.741375711937278,0.0,0.0,0.04168824052356309,0.0,0.0,2.840061619819943,34.998088326848595
2024-03-26,27.37496275456781,0.0,4.741375711937278,0.0,0.0,0.04168824052356309,0.0,0.0,2.839990570411296,34.99801727743995
2024-03-27,27.37496275456781,0.0,4.741375711937278,14.038652654539124,0.0,0.04168824052356309,0.0,0.0,2.8397774221853553,49.03645678375313
2024-04-03,27.37496275456781,0.0,4.741375711937278,14.038652654539124,0.0,0.04168824052356309,0.0,0.0,2.848658598266217,49.045337959833994
2024-04-15,27.37496275456781,0.0,4.741375711937278,14.038652654539124,0.0,0.04168824052356309,0.0,0.0,2.826349083951093,49.02302844551887
2024-04-16,27.37496275456781,0.0,4.734270771072588,14.038652654539124,0.0,0.04168824052356309,0.0,0.0,2.819244143086404,49.00881856378949
2024-04-17,27.37496275456781,0.0,4.730718300640244,14.038652654539124,0.0,0.04168824052356309,0.0,0.0,2.796597144080208,48.98261909435095
2024-04-22,27.37496275456781,0.0,4.730718300640244,14.038652654539124,0.0,0.04168824052356309,0.0,0.0,2.7962418970369733,48.98226384730771
2024-04-23,27.37496275456781,0.0,4.737823241504933,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.860186364819175,52.6915802898283
2024-04-24,27.541928864888003,0.0,4.734270771072588,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.849528953522141,52.84433651841911
2024-04-25,25.019852481445003,0.0,4.748480652801967,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.803346837901662,50.290287901085016
2024-04-29,25.019852481445003,0.0,4.746704417585795,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.803346837901662,50.28851166586884
2024-05-02,25.12465035919917,0.0,4.746704417585795,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8030093532105895,50.39297205893193
2024-05-03,25.12465035919917,0.0,4.746704417585795,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8118905292914507,50.401853235012794
2024-05-07,25.12465035919917,0.0,4.746704417585795,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8116596187133487,50.40162232443469
2024-05-09,25.129979064847685,0.0,4.746704417585795,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8045546778486594,50.399846089218514
2024-05-13,25.129979064847685,0.0,4.746704417585795,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8042349555097483,50.39952636687961
2024-05-14,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.821944020614986,50.42078790241719
2024-05-16,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8307541472872004,50.429598029089405
2024-05-20,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8396353233680616,50.43847920517026
2024-05-22,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8357631305968063,50.43460701239901
2024-05-23,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.8410918362453232,50.43993571804752
2024-05-24,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.869511599704079,50.468355481506286
2024-05-27,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.9121412448922133,50.51098512669442
2024-05-28,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.929903597053936,50.52874747885614
2024-05-29,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.921022420973075,50.51986630277527
2024-05-31,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.9121412448922133,50.51098512669442
2024-06-03,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.921022420973075,50.51986630277527
2024-06-04,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.928127361837764,50.52697124363997
2024-06-05,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.945889713999487,50.544733595801695
2024-06-11,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.935232302702453,50.53407618450466
2024-06-13,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.935054679180836,50.53389856098304
2024-06-26,25.129979064847685,0.0,4.750256888018138,14.038652654539124,0.0,0.04168824052356309,3.638267033873694,0.0,2.9345040462638226,50.53334792806603
2024-07-05,25.129979064847685,0.0,4.750256888018138,12.674504008518825,0.0,0.04168824052356309,3.638267033873694,0.0,2.9345040462638226,49.169199282045724
