date,SPRING SECURITIES LTD,GLORY SUN SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,BANK OF CHINA (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,EMPEROR SECURITIES LTD
2024-03-01,0.0,0.0,0.0,3.2363531018499354,96.76364689815007,0.0,0.0
2024-03-04,7.836811602478089,9.27141919090987,47.58614782881777,1.4588745824649556,33.84674679532932,0.0,0.0
2024-03-05,7.8167269413674285,9.247657829541248,47.46419113249993,1.4551356892673064,34.01628840732408,0.0,0.0
2024-03-06,8.02873744168074,8.093139078913472,47.70873286200876,1.4626327389300742,34.70675787846695,0.0,0.0
2024-03-08,8.617257266367101,8.04135145896138,47.40344690290655,1.4532734201695012,34.48467095159547,0.0,0.0
2024-03-11,8.8883724983298,5.9909373456879775,48.41548784384349,1.4843001132831788,35.22090219885555,0.0,0.0
2024-03-12,11.209556429926119,5.83831064058652,47.18204206414357,1.4464856908313755,34.32360517451241,0.0,0.0
2024-03-13,13.66563910602224,5.676813828030387,45.87691291423538,1.406473632059892,33.374160519652094,0.0,0.0
2024-03-14,14.138992562726454,6.027460702318359,45.48996104285286,1.3103767673740703,33.03320892472825,0.0,0.0
2024-03-15,14.009687692348862,6.563277758449969,44.68648807771563,1.2872320496694944,33.45331442181604,0.0,0.0
2024-03-18,11.351601163081781,4.7226126976179925,32.15420461766575,0.8684600720186401,24.07136392520845,0.0,26.831757524407386
2024-03-19,12.09117556309781,4.093065411909905,32.200709657513116,0.6383060783708732,24.10617864856526,0.0,26.870564640543044
2024-03-20,12.129771140043722,3.8159447486022713,32.30349577295854,0.6113249888762067,24.183126656477917,0.0,26.956336693041344
2024-03-21,12.999170060411883,2.9964679315203337,32.22867730790759,0.754665997568084,24.127115863426685,0.0,26.893902839165428
2024-03-22,13.49773123240987,3.1734027684708317,31.96952001684823,0.7485975761520935,23.933104861097814,0.0,26.677643545021155
2024-03-25,13.547387152943877,3.171581102543005,31.951168175121026,0.7481678498306576,23.91936625782132,0.0,26.662329461740114
2024-03-26,13.52797309691226,3.167036074594925,31.90538061754815,0.8904004891470498,23.88508865790278,0.0,26.624121063894833
2024-03-27,13.180672110789146,4.953336093026756,31.4191096225492,0.7074850412072404,23.521055206412527,0.0,26.218341926015125
2024-03-28,13.066348324037977,5.777732181828356,31.14659304993378,0.7013486038313033,23.31704314413087,0.0,25.990934696237712
2024-04-02,12.959982238996503,5.952711328190043,30.846792843795672,0.6956393036206545,23.765517751752974,0.0,25.779356533644147
2024-04-03,13.489862408788605,5.264008185465414,29.920030156977838,0.6749418849906208,25.63881633861978,0.0,25.012341025157742
2024-04-05,13.726403463108577,3.602838433929697,30.444669716978545,0.6867768066705024,26.08838598317762,0.0,25.450925596135054
2024-04-08,10.553515380888518,3.8022146232542466,23.40731794659345,0.5280268507270902,22.143423889002015,19.997612644557883,19.567888664976792
2024-04-09,10.575793184488838,3.599147181547598,23.456729314578833,0.529141482018337,22.19016725655622,20.039826340268935,19.609195240541244
2024-04-10,12.149144037579171,3.3440825760003268,23.443348309550917,0.512691151305249,22.134349625367303,19.41681381539028,18.999570484806753
2024-04-11,12.10762331838565,3.516102731349368,23.36322869955157,0.5109389862753092,22.217013181138743,19.350455224894684,18.934637858404674
2024-04-12,12.085452695829096,3.5096642929806716,23.320447609359103,0.5100033909799931,22.359443879281113,19.315022041369957,18.899966090200067
2024-04-24,12.087338140232115,3.510211833653266,23.32408581874419,0.5100829563105808,22.347331221553716,19.31803536665604,18.902914662850087
2024-04-25,12.087830092049302,3.510354698448661,23.325035103546984,0.5101037165668393,22.344170776212344,19.31882160614838,18.903684007027493
2024-04-26,12.068183203418641,3.504649162608949,23.449658339033327,0.5092746222767014,22.3078538002587,19.28742186494741,18.87295900745627
2024-04-29,12.063281456258759,3.5032256754286797,23.48075087496023,0.5090677696468342,22.298792994902552,19.27958787173117,18.865293357071778
2024-04-30,12.06083207558663,3.502514365385006,23.475983242076197,0.5089644063322752,22.29426535184195,19.29597769219836,18.861462866579583
2024-05-06,12.06124023662231,3.502632896998904,23.476777713102216,0.5089816306363624,22.291635644958237,19.296630704046134,18.862101173635835
2024-05-07,12.085780556949663,3.509759505174776,23.524544579032323,0.30655290750512054,22.33699116964855,19.33589246232519,18.900478819364377
2024-05-08,12.164985049765848,2.7750092158977653,23.781112188195458,0.30856191035320785,22.48337725106836,19.462610761437954,19.024343623281407
