date,THE HONGKONG AND SHANGHAI BANKING,THE BANK OF EAST ASIA LTD,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,CMB WING LUNG BANK LTD
2024-03-01,58.44474378160637,0.0,0.0,41.55525621839363,0.0,0.0,0.0,0.0
2024-03-04,35.94221936152121,38.50222101096304,0.0,25.555559627515752,0.0,0.0,0.0,0.0
2024-03-05,35.34632274731936,39.09811762516488,0.0,25.555559627515752,0.0,0.0,0.0,0.0
2024-03-06,35.34330737417985,39.102296400558004,0.0,25.554396225262145,0.0,0.0,0.0,0.0
2024-03-11,35.33067589116247,39.12406086930649,0.0,25.545263239531028,0.0,0.0,0.0,0.0
2024-03-12,35.32857152174358,39.127686768370744,0.0,25.543741709885676,0.0,0.0,0.0,0.0
2024-03-14,35.30964347159012,39.16030043340659,0.0,25.530056095003285,0.0,0.0,0.0,0.0
2024-03-22,36.22617779904152,37.58108105755879,0.0,26.192741143399683,0.0,0.0,0.0,0.0
2024-03-25,36.21954142776176,37.592515747778705,0.0,26.187942824459537,0.0,0.0,0.0,0.0
2024-04-02,29.79155997615624,31.49847922701859,0.0,21.54029671698273,17.16966407984244,0.0,0.0,0.0
2024-04-03,26.19651812476865,27.725838827404004,0.0,18.960369190054116,15.113216595867954,12.004057261905276,0.0,0.0
2024-04-08,26.17568747038134,27.783308986810244,0.0,18.945292495671577,15.10119903727144,11.994512009865394,0.0,0.0
2024-04-11,26.17591238012506,27.78354770974392,0.0,18.944596048118374,15.10132879152562,11.99461507048702,0.0,0.0
2024-04-15,26.030972657985075,27.989423867143543,0.0,18.91952214253735,15.081341598802956,11.978739733531075,0.0,0.0
2024-04-17,26.032121141957198,27.9906587577918,0.0,18.920356870007062,15.077594995885377,11.97926823435857,0.0,0.0
2024-04-18,26.031954705347438,27.99072174013522,0.0,18.920399443082044,15.077628922284692,11.979295189150609,0.0,0.0
2024-04-19,26.031950293347272,27.99072174013522,0.0,18.920399443082044,15.077628922284692,11.979299601150775,0.0,0.0
2024-04-22,24.920423414778902,26.795558134869758,0.0,18.112525568967808,14.433835828669178,11.467800718314273,0.0,4.269856334400084
2024-04-24,24.901904546688723,26.80216743435001,0.0,18.116993141735897,14.437396028578444,11.470629326285255,0.0,4.2709095223616735
2024-04-25,25.606778365793957,26.550601186155426,0.0,17.946946297412687,14.301886034414535,11.362965526664851,0.0,4.230822589558543
2024-04-26,20.494296836478675,21.249682178797606,19.96534455167792,14.363776632629637,11.446465210255367,9.09431030797783,0.0,3.3861242821829576
2024-04-29,20.627643077957064,20.73729285505196,20.095249162557202,14.457234614754064,11.520941691501793,9.153482481977402,0.0,3.4081561162005127
2024-05-03,20.6262542940312,20.737655696979555,20.095600770599415,14.457487574043974,11.521143274259979,9.153642641128897,0.0,3.408215748956986
2024-05-07,20.62347317328895,20.734859555538538,20.106374601801434,14.455538212904532,11.519589832220637,9.152408418712481,0.0,3.4077562055334263
2024-05-08,20.622800238085183,20.735035340717076,20.1065450588349,14.455660763499042,11.519687492547197,9.15248601064136,0.0,3.407785095675238
2024-05-09,19.84540507463842,19.954678163592497,19.349840935305885,13.911473599727788,11.086147319341466,8.80803479415796,3.764886043604876,3.2795340696311044
2024-05-10,19.82548715292383,19.962060491528042,19.35699950083693,13.893903695813858,11.10322956053968,8.811293368452423,3.766278881073162,3.2807473488320684
2024-05-14,19.789771879545178,19.94270030819763,19.338226135270688,13.977690799531354,11.108671453647448,8.802747744864934,3.762626159469499,3.277565519473265
2024-05-17,19.790021464393277,19.94169064072373,19.338470025309537,13.977867083515635,11.108811554104099,8.802858763449288,3.7626736129967133,3.277606855507722
2024-05-20,19.790021464393277,19.94169064072373,19.338470025309537,13.984351304730676,11.108811554104099,8.796374542234245,3.7626736129967133,3.277606855507722
2024-05-21,19.78201002170215,19.936429907659228,19.23613076572323,14.077899811760854,11.135052283393065,8.794054007870546,3.7616809979851062,3.2767422039058163
2024-05-22,19.77676268126262,19.936928456170122,19.23661180191642,14.081493192909997,11.135330736644743,8.794273919988745,3.7617750660037377,3.2768241451036086
2024-05-23,19.77218427466626,19.933838697110822,19.23363057560988,14.10199672808636,11.133605020013041,8.792911012579314,3.755517378170445,3.2763163137638758
2024-05-24,19.766959251451585,19.928696714667886,19.22866921356434,14.124279068031406,11.130733079369326,8.790642859679313,3.7545486332780977,3.275471179958046
2024-05-27,19.766318823104946,19.928051046200356,19.228046225239442,14.127061349578762,11.130372455517563,8.79035805224885,3.754426989916416,3.275365058193664
2024-05-30,19.765078431431625,19.926800505378647,19.226839611673938,14.129414526827272,11.129673993581461,8.789806432747458,3.7541913891443115,3.278195109215288
2024-05-31,19.76379785995424,19.925509455993172,19.225593912473077,14.13497804750263,11.128952906482404,8.789236944726019,3.753948156595032,3.277982716273427
2024-06-05,19.75943299857896,19.921108880394115,19.22134791416445,14.153941453243965,11.126495062244517,8.78729582990942,3.7531190920888253,3.277258769375746
2024-06-06,19.755517210427325,19.917161052431293,19.217538760003695,14.180279626134137,11.124290090192076,8.776228631143253,3.752375324832268,3.276609304835955
2024-06-07,19.70705600534995,19.86830332747072,19.170397241155516,14.390799402681697,11.097001687784852,8.754700133004249,3.7431705731567217,3.268571629396292
2024-06-13,19.706684571859263,19.867928854832243,19.170035922470312,14.392412942735783,11.09679253436935,8.754535126682176,3.743100022846628,3.2685100242042466
2024-06-17,19.712740099206254,19.8664304637661,19.168590164798548,14.391327501815834,11.095955641157287,8.753874880849917,3.742817727310194,3.2682635210958626
2024-06-19,19.596452033016416,19.877040535136125,19.17882754035941,14.472422504660814,11.101881662013728,8.758550065826881,3.7448166552647746,3.27000900372185
2024-06-24,19.595643947090487,19.877240306876452,19.179020294796285,14.4725679579553,11.101993240103864,8.758638092552301,3.74485429208194,3.2700418685433705
2024-06-25,19.589946271804088,19.87146075397356,19.173443757977893,14.497436114223659,11.098765198571536,8.75609141044595,3.7437654294852947,3.2690910635180184
2024-06-27,19.589788999663785,19.871301221776775,19.173289829605913,14.503781059266485,11.098676095389054,8.750362601957015,3.7437353737621337,3.269064818578841
2024-06-28,19.577286828938504,19.858619390420017,19.161053467957547,14.55834460385502,11.091592938782744,8.744778135112597,3.7413461280794027,3.2669785068541666
2024-07-04,19.59187509439325,19.874964367255192,19.096042744171466,14.57032709874201,11.100722064331976,8.751975674540542,3.744425507093299,3.2696674494722666
2024-07-09,19.88218242379369,19.803207342275932,19.027097955598357,14.517722057230445,11.060643764027176,8.720377341809414,3.7309065477794334,3.2578625674855504
2024-07-10,19.879431543072474,19.800467388475344,19.040126551248314,14.51388813998927,11.059113423391217,8.719170798312328,3.7303903429345038,3.2574118125765454
2024-07-11,19.801534487501165,19.880306176433713,19.039513640631068,14.513420931112556,11.058757425335413,8.718890124108746,3.7302702599171194,3.2573069549602214
2024-07-12,19.769079314097738,20.011624209271762,19.0083074370354,14.489633098240636,11.040631865920194,8.704599661364961,3.724156260610465,3.2519681534588454
2024-07-15,14.349853891428847,14.528243633024351,13.797629627106758,10.51764296134366,35.42440536266803,6.318439586354055,2.70326692303269,2.360518015041607
2024-07-16,14.349853891428847,14.626220881074401,13.797629627106758,10.51764296134366,35.32642811461798,6.318439586354055,2.70326692303269,2.360518015041607
2024-07-19,14.365269033872208,14.64193290713374,13.81245154987279,10.449541283332433,35.3363534958646,6.325227087256876,2.7061708720900293,2.363053770577329
2024-07-22,14.36603891589249,14.655013633710428,13.811574076111924,10.44887744764359,35.324768060426564,6.324825259907072,2.7059989551841777,2.362903651123754
2024-07-25,14.36100865113789,14.740921116271293,13.806737957075402,10.389194817956627,35.31239910216472,6.322610624002897,2.7050514503604797,2.362076281030693
2024-07-26,14.358997531451617,14.80887693401317,13.804804457612846,10.33172379981424,35.30745394387333,6.321725203834756,2.704672634195379,2.361745495204665
2024-07-29,14.35866239959886,14.86688005740024,13.80448226035049,10.275467857532085,35.30662988547854,6.321577657916209,2.7046095084828066,2.361690373240766
2024-07-31,19.622742421407782,20.336417200464833,18.86539234067641,14.042593482345545,11.570026941502,8.639153608185785,3.6961559690219534,3.2275180363956912
2024-08-01,19.5491645001859,20.787652854208822,18.794654198083872,13.837411916189977,11.526643681784535,8.606760023744023,3.6822967710122096,3.215416054790661
2024-08-05,19.513200970108443,20.933375482357793,18.760078699394825,13.81195598534253,11.505438745034525,8.590926637463987,3.6755226507843526,3.209500829513545
2024-08-06,19.511963208284552,21.10965730199087,18.758888709640562,13.63981340138194,11.504708931772848,8.59038169760302,3.6752895049449306,3.2092972443812746
2024-08-08,19.510106859947218,21.21230183203907,18.757104008045207,13.559233237514107,11.487757888286252,8.589564417424128,3.6749398416389427,3.208991915105075
2024-08-09,19.848117885461022,19.847311324975465,19.08206931996998,13.79414585817237,11.686782365832576,8.738377927175362,3.738607877569797,3.2645874408434263
2024-08-12,19.848332551257705,19.847506625193347,19.08225709010342,13.793278223309146,11.686897365345862,8.738463913991673,3.738644665975093,3.264619564823751
2024-08-15,19.848332551257705,19.86363799363782,19.08225709010342,13.777146854864675,11.686897365345862,8.738463913991673,3.738644665975093,3.264619564823751
2024-08-19,19.84577143564896,19.873978332657867,19.079794824502148,13.775369130425464,11.68538935477707,8.737336352456275,3.7381622525942784,3.26419831693794
2024-08-21,19.833615156988277,19.923058523393635,19.068107735218298,13.7669312006455,11.678231615924949,8.731984406536865,3.7358724881389778,3.2621988731535
2024-08-28,19.83489406392121,19.924343197794606,19.069337280865298,13.761370738336282,11.678984649159679,8.732547460488826,3.7361133838701805,3.2624092255639137
2024-08-29,19.852816094532844,19.851989981899905,19.086567584460052,13.773804972007287,11.689537320614361,8.740437847117564,3.7394891890657345,3.2653570103022536
2024-09-02,19.8508012759824,19.85248904070309,19.08704740132397,13.774151231431702,11.689831183673448,8.74065757282039,3.739583196014203,3.265439098050788
2024-09-03,19.88789018925593,19.88958110736869,19.122709329317374,13.61385654047045,11.71086399530164,8.756988474841167,3.746570172252987,3.271540191191755
2024-09-10,19.892070554563904,19.893761828101773,19.12672885627142,13.616718125739071,11.713325578159676,8.737809511344024,3.7473576882651405,3.272227857554993
2024-09-12,19.891998019817635,19.893779841162107,19.12674617481197,13.616730455170142,11.713336184139692,8.73781742310507,3.7473610813579463,3.2722308204354347
2024-09-16,19.892180709194367,19.8939625469032,19.12692183606702,13.61593710572091,11.713443760165227,8.737897671776796,3.7473954973607864,3.272260872811697
2024-09-17,19.89893110548879,19.89228615460783,19.125310079519046,13.61478973993069,11.712456710610594,8.73716136073267,3.7470797178912782,3.2719851312191057
2024-09-19,19.89828768386215,19.891642947842232,19.124691672527426,13.617582960943842,11.71207799439168,8.736878849147242,3.7469585580101543,3.2718793332752716
2024-09-20,19.89828768386215,19.88840949965736,19.124691672527426,13.620816409128716,11.71207799439168,8.736878849147242,3.7469585580101543,3.2718793332752716
2024-09-23,19.896357668614474,19.886480442534644,19.122836691479737,13.629194674839859,11.7109419926678,8.736031423998714,3.7465951253739265,3.271561980490846
2024-09-25,19.83977846374062,19.941845729620503,19.12322218875142,13.629469425780169,11.711178073551608,8.736207533659307,3.7466706529863956,3.2716279319099777
2024-09-26,19.83829103030212,19.95004951597456,19.12178847717105,13.626245949427753,11.710300059822643,8.735552560256506,3.7463897565427944,3.2713826505025696
2024-09-27,19.83764968755124,19.95263741305566,19.121170297893165,13.625805432951408,11.709921483057006,8.735270152699277,3.7462686412759267,3.271276891516322
2024-10-02,19.82496644170387,19.988312052966357,19.11200522708541,13.58696134235188,11.704308737713838,8.73108320345783,3.7826540764966774,3.269708918224132
2024-10-03,19.822975641957925,20.008921701704182,19.110086022063673,13.573021986309794,11.70313340483597,8.730206438381106,3.7822742268360674,3.269380577911281
2024-10-04,19.80405406812501,20.07542819494556,19.096826960661602,13.558216346404611,11.694821679858181,8.724006126686364,3.779588004088999,3.2670586192296778
2024-10-08,19.80341467842513,20.078008623569072,19.096210404353638,13.55777860856312,11.69444410320149,8.723724465182114,3.7794659770721433,3.266953139633286
2024-10-09,19.795479133707335,20.080272610148647,19.088558247689498,13.582107822531666,11.689757952573546,8.720228729384862,3.777951484659725,3.265644019304722
2024-10-14,19.788785739755504,20.117431748390445,19.077889431432936,13.574516625184277,11.683224411482524,8.715354892564827,3.7789783381444093,3.263818813045076
2024-10-15,19.747000659346398,20.232476365375383,19.034397440467384,13.542944783548549,11.720952671151013,8.6954864402598,3.7703633761837425,3.2563782636677288
2024-10-22,19.833806401131014,19.88182670577009,19.118070653313556,13.60247814702811,11.772476748584008,8.733710885766543,3.786937497758619,3.270692960648061
2024-10-23,19.83256603121205,19.88211268266439,19.1183456444676,13.60276107551579,11.77264608193494,8.73383651001384,3.78699196843883,3.270740005752564
2024-10-25,19.832448078264143,19.881994435040866,19.118231939300838,13.602680173943801,11.811363701046428,8.733784566066634,3.7487765531066497,3.270720553230641
2024-10-29,19.98205566332012,19.84504615692553,19.082703021260212,13.57677533923738,11.789413712458838,8.717553885477681,3.7418099060165404,3.2646423153036985
2024-10-31,20.014341760424998,19.87711088029878,19.113535985252945,13.59871207559521,11.646887057416759,8.731639312723297,3.747855752350329,3.2699171759376857
2024-11-05,20.07922796781856,19.94155218715775,19.17550179331243,13.642798904059742,11.360447539251084,8.75994716147061,3.760006246657817,3.2805182002720055
2024-11-07,20.077926120879095,19.940259266497424,19.174258539918306,13.648397917036128,11.359710978867206,8.759379205848992,3.759762464743869,3.2803055062089803
2024-11-08,20.077578881728723,19.939914408236454,19.173926929312497,13.649891331084962,11.359514517521298,8.759227716129642,3.759697441259073,3.2802487747273483
2024-11-13,20.129782966805458,19.99176054936345,19.223781412194583,13.68538266659577,11.129038747876516,8.782002746505214,3.769473100278642,3.288777810380375
2024-11-14,20.08687818723547,19.991110808640485,19.2231566311203,13.688187928379984,11.170927602442315,8.78171732767982,3.7693505907992337,3.2886709237023917
2024-11-15,20.084919881912768,20.31088468322389,19.22128253154151,13.651106460103701,10.893611845224145,8.780861182507586,3.7689831101356734,3.2883503053507255
2024-11-18,20.180894255373815,20.2864922352775,19.198198646180245,13.634712102647981,10.88052911327883,8.770315767935086,3.7644567329857535,3.2844011463207883
2024-11-19,20.178317017529395,20.296883145468,19.195746905267793,13.632759905367786,10.879139595498138,8.769195738791746,3.7639759861846858,3.283981705892457
2024-11-20,20.169834860999387,20.47331047579841,19.19076435583376,13.629221314216005,10.723821146153973,8.766919560038147,3.762998988701221,3.2831292982590985
2024-11-21,20.16877016999655,20.485207344401264,19.189751346342707,13.625257483277577,10.724340325328438,8.760916982751825,3.762800353898578,3.282955994003061
2024-11-22,20.168115836707123,20.487787034456627,19.18912877525801,13.624815440482049,10.723992396683169,8.76063275324356,3.7626782777624395,3.2828494854070236
2024-11-25,14.688088548672496,14.920899530968573,13.975109271728941,9.92271649317316,34.98183392209367,6.380216707593603,2.740293251556645,2.3908422742129116
2024-11-26,14.687741512636096,14.922909698166945,13.974779081281502,9.92248204876668,34.98100740495019,6.3800659619666105,2.740228506541973,2.3907857856900003
2024-11-28,14.688435601108537,14.923614899820167,13.975439477779963,9.918225317615569,34.982660478295294,6.380367460344276,2.740357999630928,2.390898765405262
2024-11-29,14.644187089777482,15.222719507413391,13.924838118112536,9.882314054334211,34.85599754309385,6.357265842024183,2.730435890134672,2.382241955109669
2024-12-02,20.12186799968995,21.493270559419592,19.142677798064838,13.585361081888792,9.888923896338895,8.739425956573177,3.7535699912470584,3.2749027167777007
2024-12-03,20.039525647081284,21.741623215600875,19.07661573378775,13.53847751593806,9.890274804036808,8.709265885689764,3.740616287243569,3.263600910621885
2024-12-04,20.035812492703013,21.741093803316396,19.078586232186478,13.538147851669713,9.893259162599167,8.709053813559596,3.7405252025902134,3.2635214413754268
2024-12-05,19.95597548564864,21.69412895042549,19.014806843086166,13.492890053789882,10.181626836953077,8.679939594869035,3.728020690493135,3.2526115447345765
2024-12-06,19.949178259760274,21.689953002100864,19.00833018964324,13.488294226257,10.210291980794677,8.675697786735064,3.72675088542808,3.251503669280803
2024-12-09,19.81721611089707,21.653292352633365,18.897811487502292,13.409870253340465,10.658873049918633,8.625255330717572,3.705082718526995,3.2325986964636093
2024-12-10,19.804562465240686,21.639466339575268,18.88574489808298,13.401307812201694,10.715918951655901,8.6197479514752,3.7027169571816336,3.2305346245866398
2024-12-13,19.708939576726102,21.631849074410304,18.80971943906892,13.347360213983595,11.011741497541745,8.585048748550834,3.6878114950043153,3.217529954714183
2024-12-16,20.01144291962044,22.044579797818077,17.48415032302284,13.552222635314108,11.180755593968742,8.715520407715717,3.7444139976838766,3.2669143248562
2024-12-19,20.010796862740264,22.208518402826872,17.48358585819861,13.551785110308517,11.018972767114725,8.715239032607167,3.7442931116270763,3.266808854576771
2024-12-27,19.981755652551712,22.368029007728566,17.469486073245424,13.53440449183144,10.932666415879606,8.708210554743873,3.741273494936095,3.264174309083285
2024-12-30,19.964982447111705,22.438273526935497,17.46892255486107,13.533967908538694,10.88070208391971,8.70792965141782,3.7411528115693113,3.264069015646192
