date,ASTRUM CAPITAL MANAGEMENT LTD,CHINA SKY SECURITIES LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GRANSING SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,YUANTA SECURITIES (HONG KONG) CO LTD,KGI ASIA LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,62.896046085362656,0.0,37.10395391463734,0.0,0.0
2024-03-15,0.0,10.642218741361836,0.0,0.0,36.575140514143555,33.19819404772874,0.0,19.584446696765873,0.0,0.0
2024-03-25,0.0,10.647123893805311,0.0,0.0,36.545907079646014,33.213495575221245,0.0,19.593473451327434,0.0,0.0
2024-04-03,0.0,10.719257540603248,0.0,0.0,36.793503480278424,32.76102088167053,0.0,19.726218097447795,0.0,0.0
2024-04-30,0.0,6.100942872989462,31.069909938462352,0.0,20.941288328975517,18.646171724374717,0.0,11.2273195467871,12.01436758841085,0.0
2024-05-02,0.0,6.10448983906345,31.08797336222616,0.0,20.92175153933564,18.630585872466373,0.0,11.233846885653128,12.021352501255251,0.0
2024-05-06,43.410249891579056,3.4545155453199543,17.59260643945625,0.0,11.839566914414752,10.543001988963496,0.0,6.3572058801537334,6.802853340112758,0.0
2024-05-07,43.410249891579056,3.4545155453199543,17.59260643945625,0.0,11.839566914414752,10.543001988963496,0.0,6.34225126740343,6.81780795286306,0.0
2024-05-08,43.423237445586324,3.455549073284567,17.597869826025818,0.0,11.843109096620742,10.516238088827059,0.0,6.344148753160107,6.819847716495385,0.0
2024-05-09,43.442083208620176,3.4570487877880876,17.605507333133794,0.0,11.848249027237353,10.47740197545645,0.0,6.3469021251122415,6.8228075426519,0.0
2024-05-10,43.546354635463544,3.4653465346534658,17.647764776477647,0.0,11.876687668766877,10.232523252325231,0.0,6.362136213621363,6.869186918691869,0.0
2024-05-13,43.546354635463544,3.5253525352535253,17.647764776477647,0.0,11.876687668766877,10.172517251725173,0.0,6.362136213621363,6.869186918691869,0.0
2024-05-14,38.10799102044031,3.085082640830741,15.443792419886313,12.501805101545166,10.393446496790201,8.902104420201384,0.0,5.554461554619091,6.011316345686792,0.0
2024-05-16,38.09798800414737,3.0842728334623914,15.439738558660244,12.498523486409512,10.390718307456066,8.899767695195097,0.0,5.566128122005959,6.022862992663367,0.0
2024-05-17,38.10799102044031,3.085082640830741,15.443792419886313,12.501805101545166,10.393446496790201,8.875848397726228,0.0,5.567589565856668,6.02444435692437,0.0
2024-05-20,38.10799102044031,3.085082640830741,15.443792419886313,12.501805101545166,10.367190474315047,8.875848397726228,0.0,5.593845588331823,6.02444435692437,0.0
2024-05-22,35.929744649775344,2.933495067519897,14.5610278372591,11.787204020249781,9.774603606837395,8.368506393038828,0.0,5.27410231337649,5.680088128628189,5.691227983314973
2024-05-23,35.92529795423324,2.933132015692875,14.559225752156532,11.785745225925421,9.77339389363993,8.367470699620053,0.0,5.285825670474376,5.679385156124305,5.690523632133266
2024-05-27,35.9164078642927,2.932406181561723,14.50613083233318,11.782828720258347,9.77097536531347,8.365400081661944,0.0,5.358755768921443,5.677979732990188,5.6891154526670045
2024-05-29,35.914186029248015,2.9322247791552223,14.505233464479254,11.782099819365056,9.76418479202237,8.364882587286269,0.0,5.358424269418256,5.690000742335386,5.688763516690174
2024-06-04,35.9164078642927,2.932406181561723,14.50613083233318,11.782828720258347,9.764788854381907,8.359213570730379,0.0,5.358755768921443,5.690352754853318,5.6891154526670045
2024-06-12,35.68241324630306,2.9133016189106464,14.411623704687097,11.706063846787378,9.701171466853511,8.304753475679464,0.0,5.97534142174036,5.653280230113951,5.652050988924537
2024-06-18,35.67495821453151,2.912692950545669,14.40861272244617,11.703618129977386,9.699144626880345,8.303018385606135,0.0,5.994985743781339,5.6520991052993805,5.650870120932062
2024-07-09,35.67583511540447,2.9127645453875086,14.406508861195094,11.703905808322887,9.699383034682791,8.303222476218568,0.0,5.995133102278593,5.6522380355431014,5.651009020966988
2024-07-10,35.68022026648311,2.9131225723978567,14.40827965976695,11.69305275578937,9.700575249520625,8.304243079797434,0.0,5.995870003441664,5.6529327892226755,5.651703623580313
2024-07-17,35.68241324630306,2.9133016189106464,14.409165222308268,11.693771434893241,9.701171466853511,8.298607269732393,0.0,5.996238521960394,5.653280230113951,5.652050988924537
2024-07-19,35.69557678828347,2.914376360349725,14.414480884396404,11.648897578731201,9.704750310497904,8.289371748994725,0.0,6.023044478056098,5.6553657726786435,5.654136078011829
2024-07-23,35.712264557164474,2.915738838379489,14.421219689233912,11.607593223675307,9.709287304848493,8.29324705042875,0.0,6.025860265984277,5.6580096699186795,5.65677940036662
