date,ASTRUM CAPITAL MANAGEMENT LTD,CHINA SKY SECURITIES LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GRANSING SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,YUANTA SECURITIES (HONG KONG) CO LTD,KGI ASIA LTD
2024-09-10,35.72281224233623,2.9166000073837974,14.425479023861973,11.611021548382332,9.687542303006435,8.216935970169457,0.0,6.1014779901303235,5.659680773821977,5.658450140907469
2024-09-11,35.7254501372257,2.916815379124463,14.42654425067382,11.611878946008147,9.680873321600433,8.21754273688356,0.0,6.10192854417683,5.660098704047851,5.65886798025919
2024-09-12,35.76065933253668,2.919690044719303,14.44076232244712,11.623323026129379,9.690414300321535,8.225641531050966,0.0,6.107942296083673,5.56712207261035,5.664445074100994
2024-09-30,35.76947247791209,2.920409596687738,14.44432122041083,11.62618757162397,9.692802484196518,8.227668724508028,0.0,6.084802779934198,5.568494079085184,5.665841065641443
2024-10-02,35.77388067978753,2.92076950568749,14.446101327286396,11.627620373907792,9.693997017610885,8.228682695981169,0.0,6.073228744315591,5.569180335950112,5.666539319473029
2024-10-03,35.76947247791209,2.920409596687738,14.44432122041083,11.62618757162397,9.71744729091962,8.178379111061822,0.0,6.109447586657302,5.568494079085184,5.665841065641443
2024-10-04,35.76065933253668,2.919690044719303,14.44076232244712,11.709558597070455,9.715053034876128,8.17636406194178,0.0,6.04634545969719,5.56712207261035,5.664445074100994
2024-10-07,35.6640005897313,2.9117983118941435,14.647451255021931,11.653336281989851,9.688793876623297,8.154263880186257,0.0,6.079146855380683,5.552074502721364,5.6491344464511695
2024-10-08,35.60276207179915,2.9067984742374255,14.622300172936113,11.780506052763911,9.672157286006893,8.140262225111304,0.0,6.09323832067997,5.5425410569953275,5.639434339469908
2024-10-09,35.61149755253763,2.9075116852526595,14.625887895182363,11.783396513439575,9.600922552230932,8.142259516886877,0.0,6.143805282592961,5.543900972850956,5.640818029026045
2024-10-10,35.60712927640052,2.9071550360021097,14.624093814015676,11.781951105822897,9.599744857279541,8.141260748500423,0.0,6.155318131079572,5.5432209315162595,5.6401260993829965
2024-10-15,35.615866900604885,2.907868422021275,14.627682416598162,11.784842275744452,9.602100536176582,8.143258530360846,0.0,6.1322896089714485,5.54458118106082,5.641510128461529
2024-10-16,35.68153602202746,2.9132299976644993,14.654653178124963,11.806571361842833,9.435423401718438,8.158273204430076,0.0,6.143596425454501,5.554804371074208,5.651912037663024
2024-10-22,35.77828996832362,2.9211295034079843,14.706716132769651,11.83858602541506,9.300777735323482,8.094117067038074,0.0,6.123279060308382,5.56986676198341,5.667237745430343
2024-10-23,35.77432155973479,2.920805501466565,14.717408986714647,11.836040521554805,9.299746124078775,8.093219294570012,0.0,6.12259988661852,5.569248970939833,5.666609154322052
2024-10-24,35.740845625353984,2.918072348494176,14.703637124775296,11.824964909256568,9.291043857273017,8.085646039055382,0.0,6.210445960255115,5.56403752862666,5.661306606909798
2024-10-29,35.740845625353984,2.918072348494176,14.90063778965254,11.824964909256568,9.291043857273017,7.888645374178138,0.0,6.210445960255115,5.56403752862666,5.661306606909798
2024-10-30,35.74524677371688,2.9184316816077236,14.902472662791844,11.826421042261845,9.279873904048861,7.889616786523495,0.0,6.211210718155847,5.564722687419959,5.66200374347355
2024-10-31,35.7540523230034,2.9191506133911416,14.906143765088437,11.829334384391782,9.269842833916343,7.891560329112676,0.0,6.200423707937134,5.5660935113563585,5.66339853180273
2024-11-07,35.740845625353984,2.918072348494176,14.90063778965254,11.824964909256568,9.303356398827846,7.888645374178138,0.0,6.198133418700288,5.56403752862666,5.661306606909798
2024-11-18,35.707871526453694,2.9153801680341482,14.886890630189562,11.814055330717283,9.294773227707182,7.973626265484112,0.0,6.192415091090254,5.558904210694648,5.656083549629119
2024-11-21,35.71665866893064,2.91609759698793,14.89055405854343,11.81696258289961,9.272452105865417,7.975588448808338,0.0,6.193938946513603,5.5602721691090515,5.6574754223419825
2024-12-02,35.72984749455338,2.9171744027177726,14.859126324729516,11.821326145021725,9.27587607547727,7.9785335351968785,0.0,6.196226136405598,5.562325369570301,5.659564516327561
2024-12-03,35.72984749455338,2.9171744027177726,14.8714350774836,11.821326145021725,9.27587607547727,7.9785335351968785,0.0,6.183917383651514,5.562325369570301,5.659564516327561
2024-12-05,35.734245934533995,2.917533514704615,14.873265790996271,11.822781381950685,9.26470769268647,7.979515714057095,0.0,6.184678640454003,5.563010106730023,5.660261223886844
2024-12-09,35.73512575248366,2.9176053477120805,14.873631987787913,11.823072472331992,9.2624736861543,7.979712178847977,0.0,6.184830914306114,5.563147074392781,5.660400585983184
2024-12-10,35.73072709592447,2.9172462180426137,14.871801184131165,11.833926219519702,9.261333563102374,7.978729951625412,0.0,6.184069620019448,5.562462303516697,5.659703844118118
2024-12-11,35.66487695199715,2.911869862761239,14.844393114717844,11.996412379747147,9.244265336462263,7.9640255065056325,0.0,6.172672654224669,5.552210932412675,5.649273261171383
2024-12-16,35.66531514928124,2.9119056395134537,14.844575500675758,11.996559773928,9.244378916328786,7.962894704509154,0.0,6.172748494901094,5.5522791497726995,5.649342671089815
2025-01-03,35.67408135676539,2.912621359223301,14.823645078038588,11.999508418335996,9.246651099913974,7.964851911023718,0.0,6.174265699889394,5.553643849084429,5.650731227725206
2025-01-06,35.687238750922056,2.913695598721416,14.8291123678387,12.003934103761987,9.25006147037128,7.930907302680108,0.0,6.1765429063191535,5.5556921563806245,5.652815343004672
2025-01-10,28.308952603861908,22.98615174566023,11.763214355373512,9.522137702360055,7.337624341720304,6.291203432806709,0.0,4.899551394577726,4.407060659254925,4.48410376438463
2025-01-20,28.3006727113191,22.979428682850735,11.759773813005753,9.51935263722336,7.3354782100029245,6.289363361606708,0.0,4.927366676416106,4.405771668129082,4.482792239446232
2025-02-10,28.29791382335738,22.977188535776953,11.768375901735231,9.518424644180152,7.334763111717684,6.288750243712225,0.0,4.926886332618444,4.405342171963346,4.482355234938584
2025-02-14,28.3006727113191,22.979428682850735,11.769523252412986,9.51935263722336,7.325728770595691,6.289363361606708,0.0,4.927366676416106,4.405771668129082,4.482792239446232
2025-02-21,28.27035449941566,23.07167900272692,11.766653681340086,9.509154655239579,7.298402804830542,6.28262563303467,0.0,4.922088040514219,4.4010518114530575,4.477989871445267
2025-02-27,28.267601519135262,23.06943227188626,11.775245885675334,9.508228649332944,7.297692082968156,6.2820138280260975,0.0,4.921608725289707,4.400623234979063,4.4775538027071775
2025-03-10,28.267601519135262,23.06943227188626,11.775245885675334,9.508228649332944,7.297692082968156,6.2820138280260975,0.0,4.931346771837569,4.3908851884312,4.4775538027071775
2025-03-12,28.21813939924176,23.02906581121804,11.725478759599495,9.49159132886167,7.09050257606688,6.4362787984835235,0.0,5.156022163896179,4.383202099737533,4.469719062894916
2025-03-13,27.842467724299336,22.588194670912543,11.581845038270444,9.355636977498131,8.1375050355848,6.623952118782252,0.0,5.135337336223599,4.324847973297013,4.410213125131884
2025-03-14,27.8205865439908,22.52252252252252,11.49607053862373,9.386620663216409,8.295955529998084,6.628330458117693,0.0,5.179221774966456,4.321449108683152,4.349242859881158
2025-03-17,27.759395620158745,22.415606770584297,11.46122214784355,9.232093334608397,8.296834656211152,6.6041885818112265,0.0,5.579037964999522,4.311944152242517,4.339676771540595
2025-03-18,27.800603361585978,22.448881865632334,11.478235885648614,9.217066513431977,8.18943638366135,6.613992242493895,0.0,5.587319829526409,4.318345065364172,4.34611885265527
2025-03-19,27.918249579225773,22.543880740562635,11.440250060110603,9.256071170954556,8.224092329886993,6.641981245491705,0.0,5.264727097860063,4.346237076220246,4.3645106996874246
2025-03-26,27.92362079746044,22.54821797893319,11.442451060555047,9.248232408253571,8.225674570727719,6.643259102496272,0.0,5.26573998364677,4.33745370593045,4.365350391996537
2025-04-02,26.310875850879654,21.24593254597696,10.781585649931568,8.714095371033382,7.750595955659086,6.2595738123940645,5.77555811360773,4.961614110779773,4.086941546493605,4.113227043244174
2025-04-07,26.329968162398977,21.26134951517955,10.771268152421381,8.720418696200351,7.756220123903598,6.264116030368173,5.779749108819288,4.910791223343946,4.089907208359412,4.116211779005324
2025-04-10,26.329968162398977,21.26134951517955,10.771268152421381,8.720418696200351,7.747149582301558,6.264116030368173,5.779749108819288,4.910791223343946,4.09897774996145,4.116211779005324
2025-04-15,26.330445825207494,21.26173522608735,10.769649417207129,8.720576896911425,7.747290126536351,6.264229670279832,5.779853961630913,4.910880312032292,4.099052111206857,4.116286452900359
2025-04-24,26.329012888771985,21.26057813534571,10.769063319153569,8.72010231199717,7.746868509129169,6.263888762913715,5.775911329602453,4.9106130556638945,4.107899248079383,4.1160624393429535
2025-04-28,26.326625007935718,21.258649930619168,10.768086630812345,8.71931145191863,7.746165915418869,6.26332066641877,5.7753874896835695,4.91016769301929,4.116596076581929,4.115689137591714
2025-04-29,26.327102549451748,21.259035543583742,10.768281954307584,8.71946961245794,7.7444925130828315,6.263434277473948,5.775492250065755,4.910256759085426,4.116670747966152,4.115763792524874
2025-05-02,26.324715015099436,21.257107618641687,10.776374139604059,8.718678867134008,7.743790185818317,6.262866263410387,5.774968486156581,4.909811461063399,4.116297418132023,4.115390544940101
