date,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,BOCI SECURITIES LTD,DBS BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-06-04,0.0,94.93067418855031,0.0,0.003972825871042073,2.796869413213619,2.268483572365023,0.0,0.0,0.0,0.0
2024-06-05,0.0,95.16129032258065,0.0,0.003982477100756671,3.2019115890083634,1.632815611310235,0.0,0.0,0.0,0.0
2024-06-06,0.0,96.49866731281803,0.0,0.0040384460059769,3.2792181568532426,0.21807608432275258,0.0,0.0,0.0,0.0
2024-06-07,0.0,96.3741227716383,0.0,0.0040332338468984435,3.3274179236912156,0.29442607082358635,0.0,0.0,0.0,0.0
2024-06-11,0.0,96.43635483089838,0.0,0.004035838243603197,3.264993139074986,0.29461619178303333,0.0,0.0,0.0,0.0
2024-06-12,0.0,96.51815648099527,0.0,0.00403926162297532,3.2677626529870336,0.21004160439471667,0.0,0.0,0.0,0.0
2024-06-13,0.0,96.51815648099527,0.0,0.00403926162297532,3.2677626529870336,0.21004160439471667,0.0,0.0,0.0,0.0
2024-06-14,0.0,96.42857142857143,0.0,0.004035512510088782,3.264729620661824,0.3026634382566586,0.0,0.0,0.0,0.0
2024-06-17,0.0,96.42857142857143,0.0,0.004035512510088782,3.264729620661824,0.3026634382566586,0.0,0.0,0.0,0.0
2024-06-18,0.0,96.4597125787179,0.0,0.004036815759728726,3.2778943968997254,0.2583562086226385,0.0,0.0,0.0,0.0
2024-06-19,0.0,96.40133941178843,0.0,0.0040343728567394195,3.275910759672409,0.31871545568241416,0.0,0.0,0.0,0.0
2024-06-21,0.0,96.02555859186626,0.0,0.004018646519852114,3.2631409741199167,0.707281787493972,0.0,0.0,0.0,0.0
2024-06-24,0.0,95.87144920558498,0.0,0.0040121970791205264,3.2779650136414697,0.8465735836944311,0.0,0.0,0.0,0.0
2024-06-25,0.0,95.52650515711201,0.0,0.003997761253697929,3.266170944271208,1.2033261373630766,0.0,0.0,0.0,0.0
2024-06-27,0.0,94.93821764869482,0.0,0.0039731415630338916,2.8487425006952996,2.2090667090468434,0.0,0.0,0.0,0.0
2024-06-28,0.0,74.17582417582418,21.729682746631898,0.0031042403923759857,2.2257403613335818,1.8656484758179672,0.0,0.0,0.0,0.0
2024-07-02,0.0,74.32579551463499,21.77361659771688,0.0031105166568166976,2.2333509595943886,1.664126411396933,0.0,0.0,0.0,0.0
2024-07-03,0.0,73.2660820506531,21.463175323480712,0.0030661679033543872,2.2015085546084503,3.066167903354388,0.0,0.0,0.0,0.0
2024-07-04,0.0,74.50191750070152,21.8252112368659,0.0031178873195522715,2.2448788700776356,1.4248745050353882,0.0,0.0,0.0,0.0
2024-07-08,0.0,74.50888681010291,21.82725288431556,0.003118178983473651,2.298097910820081,1.3626442157779857,0.0,0.0,0.0,0.0
2024-07-10,0.0,74.97646689676813,21.964229683087545,0.003137747097583935,2.31251961091936,0.7436460621273925,0.0,0.0,0.0,0.0
2024-07-12,0.0,75.44995263656457,22.102936532996527,0.003157562361856647,2.3271234606883486,0.11682980738869592,0.0,0.0,0.0,0.0
2024-07-15,0.0,75.2337772740153,22.039608324674916,0.0031485154749535593,2.3204559050407734,0.4030099807940556,0.0,0.0,0.0,0.0
2024-07-16,0.0,75.15568975278354,22.016732716864816,0.0031452475309806886,2.318047430332767,0.5063848524878908,0.0,0.0,0.0,0.0
2024-07-18,0.0,75.18879798615481,22.026431718061673,0.0031466331025802393,2.3190685966016362,0.46255506607929514,0.0,0.0,0.0,0.0
2024-07-19,0.0,75.14150943396226,22.0125786163522,0.003144654088050314,2.3805031446540883,0.46226415094339623,0.0,0.0,0.0,0.0
2024-07-22,0.0,69.46220930232559,26.16279069767442,0.0029069767441860465,2.3459302325581395,2.0261627906976742,0.0,0.0,0.0,0.0
2024-07-23,0.0,69.46220930232559,26.16279069767442,0.0029069767441860465,2.4622093023255816,1.9098837209302326,0.0,0.0,0.0,0.0
2024-07-24,0.0,69.36139332365747,26.124818577648767,0.002902757619738752,2.6037735849056602,1.9071117561683602,0.0,0.0,0.0,0.0
2024-07-25,0.0,69.18066010422699,26.056745801968734,0.0028951939779965257,2.5969889982628835,2.162709901563405,0.0,0.0,0.0,0.0
2024-07-26,0.0,69.16263857130453,26.04995803062317,0.0028944397811803526,2.6223624417493996,2.1621465165417235,0.0,0.0,0.0,0.0
2024-07-29,0.0,68.96302923605299,25.97477560679962,0.002886086178533291,2.6147940777511613,2.4445149932176973,0.0,0.0,0.0,0.0
2024-07-31,0.0,69.06039107111958,25.956047759127877,0.002884005306569764,2.6129088077522065,2.367768356693776,0.0,0.0,0.0,0.0
2024-08-02,0.0,69.06039107111958,25.956047759127877,0.002884005306569764,2.546576685701102,2.434100478744881,0.0,0.0,0.0,0.0
2024-08-07,0.0,69.66311747250829,26.182579856868564,0.0029091755396520626,2.5688020015127715,1.582591493570722,0.0,0.0,0.0,0.0
2024-08-08,0.0,69.34839270199826,26.064291920069504,0.0028960324355632784,2.557196640602375,2.0272227048942946,0.0,0.0,0.0,0.0
2024-08-09,0.0,69.65095986038395,26.17801047120419,0.0029086678301337987,2.5683536940081444,1.5997673065735893,0.0,0.0,0.0,0.0
2024-08-12,0.0,69.66311747250829,26.182579856868564,0.0029091755396520626,2.51061849071973,1.6407750043637634,0.0,0.0,0.0,0.0
2024-08-13,0.0,69.68639087682551,26.182579856868564,0.0029091755396520626,2.51061849071973,1.6175016000465468,0.0,0.0,0.0,0.0
2024-08-14,0.0,69.68639087682551,26.182579856868564,0.0029091755396520626,2.5397102461162504,1.5884098446500263,0.0,0.0,0.0,0.0
2024-08-15,0.0,69.9141906485319,26.26816881676493,0.002918685424084992,2.7815072091529975,1.0332146401260873,0.0,0.0,0.0,0.0
2024-08-20,0.0,69.9141906485319,26.26816881676493,0.002918685424084992,2.985815188838947,0.8289066604401377,0.0,0.0,0.0,0.0
2024-08-23,0.0,69.9141906485319,26.26816881676493,0.002918685424084992,3.015002043079797,0.7997198061992878,0.0,0.0,0.0,0.0
2024-08-27,0.0,66.0581324802824,30.334785726104464,0.0027577077932822236,2.845954442667255,0.7583696431526116,0.0,0.0,0.0,0.0
2024-08-28,0.0,66.24080526519552,30.418671533654113,0.0027653337757867374,2.853824456611913,0.4839334107626791,0.0,0.0,0.0,0.0
2024-08-30,80.60828740559299,12.867287631202931,5.908832092478594,0.0005371665538616903,0.5565045498007113,0.05855115437092425,0.0,0.0,0.0,0.0
2024-09-05,80.42683645796487,12.838323096547363,5.895531187359982,0.0005359573806690892,0.5847295023099763,0.05841935449293072,0.0,0.19562444394421755,0.0,0.0
2024-09-12,80.21231445202879,12.804079516359224,5.879806073305146,0.0005345278248459224,0.5831698569069013,0.31964763925786155,0.005345278248459223,0.19510265606876165,0.0,0.0
2024-09-13,79.34918251232048,12.666300048647392,6.874087861418389,0.0005287759893398761,0.6128513716449163,0.25910023477653926,0.044945959093889466,0.19300323610905476,0.0,0.0
2024-09-23,79.3407918111835,12.664960663226463,6.873360967769224,0.0005287200744437864,0.6127865662803486,0.2696472379663311,0.044941206327721854,0.19298282717198206,0.0,0.0
2024-09-25,79.3407918111835,12.664960663226463,6.873360967769224,0.0005287200744437864,0.6445097707469758,0.23792403349970392,0.044941206327721854,0.19298282717198206,0.0,0.0
2024-09-26,79.3198228198704,12.661613438626537,6.871544406034273,0.0005285803389257134,0.6443394331504445,0.26429016946285666,0.04492932880868563,0.19293182370788536,0.0,0.0
2024-09-27,79.51020754187132,12.692004048046712,6.888037598088305,0.0005298490460067927,0.6458859870822803,0.024902905162319255,0.04503716891057738,0.19339490179247934,0.0,0.0
2024-09-30,79.36512973481842,12.668845661578821,6.875469383005956,0.0005288822602312274,0.6447074752218661,0.20732184601064113,0.04495499211965433,0.19304202498439796,0.0,0.0
2024-10-02,79.47231004697521,12.685954571212193,6.884754505542228,0.0005295965004263252,0.6159207299958162,0.10221212458228077,0.04501570253623764,0.1933027226556087,0.0,0.0
2024-10-03,79.47651909561311,12.686626450509234,6.885119139042333,0.0005296245491571025,0.6159533506697102,0.09692129249574977,0.04501808667835371,0.19331296044234242,0.0,0.0
2024-10-04,79.33156408927987,12.663487666395287,6.87256156229184,0.000528658581714757,0.6148299305342624,0.2791317311453917,0.04493597944575434,0.1929603823258863,0.0,0.0
2024-10-07,79.47231004697521,12.685954571212193,6.884754505542228,0.0005295965004263252,0.6159207299958162,0.10221212458228077,0.04501570253623764,0.1933027226556087,0.0,0.0
2024-10-08,79.41343014240884,12.6765557278409,6.879653688817387,0.0005292041299090298,0.6154644030842016,0.17622497525970693,0.044982351042267534,0.19315950741679588,0.0,0.0
2024-10-09,79.43024406768895,12.679239690244174,6.881110293611684,0.0005293161764316679,0.6235344558365048,0.14714989704800369,0.04499187499669177,0.19320040439755878,0.0,0.0
2024-10-10,79.47231004697521,12.685954571212193,6.884754505542228,0.0005295965004263252,0.6238646775022111,0.09426817707588589,0.04501570253623764,0.1933027226556087,0.0,0.0
2024-10-14,79.37982363800829,12.671191210465343,6.876742328464952,0.0005289801791126886,0.6231386509947473,0.21053411128685007,0.04496331522457853,0.19307776537613136,0.0,0.0
2024-10-15,79.3336611103181,12.663822408314962,6.872743229026238,0.0005286725560789414,0.622776271060993,0.2685656584881022,0.04493716726671002,0.1929654829688136,0.0,0.0
2024-10-16,79.34414787868533,12.665496383401717,6.873651706780592,0.0005287424389831225,0.6106975170255065,0.26754367412546,0.04494310731356541,0.19299099022883973,0.0,0.0
2024-10-21,79.34414787868533,12.665496383401717,6.873651706780592,0.0005287424389831225,0.6080538048305909,0.27018738632037564,0.04494310731356541,0.19299099022883973,0.0,0.0
2024-10-22,75.73992570459501,16.632681902608415,6.561414842929823,0.0005047242186869095,0.5551966405556004,0.2831502866833562,0.042901558588387304,0.18422433982072195,0.0,0.0
2024-10-23,75.74374867503205,16.63352143671953,6.561746030143651,0.0005047496946264347,0.5829858972935321,0.25035584853471166,0.04290372404324695,0.1842336385386487,0.0,0.0
2024-10-25,75.74527797126906,16.633857274094712,6.5618785143907035,0.0005047598857223619,0.582997668009328,0.24834186377540204,0.04290459028640076,0.18423735828866208,0.0,0.0
2024-10-28,75.36486635796578,16.55031790833392,7.031147985576103,0.0005022248561125787,0.5850919573711543,0.24207238064626294,0.04268911276956919,0.18331207248109124,0.0,0.0
2024-10-29,75.36486635796578,16.55031790833392,7.031147985576103,0.0005022248561125787,0.5981498036300812,0.2290145343873359,0.04268911276956919,0.18331207248109124,0.0,0.0
2024-10-30,75.39932570607417,16.55788526954171,7.0343628625837225,0.0005024544901845515,0.5898815714766634,0.19193761525049868,0.042708631665686884,0.1833958889173613,0.0,0.0
2024-11-01,75.38758326886172,16.555306600219037,7.033267354587197,0.0005023762396133713,0.5907944577853246,0.20647663448109557,0.04270198036713656,0.1833673274588805,0.0,0.0
2024-11-08,75.3618384708872,16.54965297656713,7.030865499542993,0.0005022046785387852,0.5905927019616114,0.20640612287944074,0.04268739767579675,0.18330470766665663,0.0,0.0341499181406374
2024-11-11,75.3618384708872,16.54965297656713,7.030865499542993,0.0005022046785387852,0.5032090878958628,0.29378973694518934,0.04268739767579675,0.18330470766665663,0.0,0.0341499181406374
2024-11-12,75.3618384708872,16.54965297656713,7.030865499542993,0.0005022046785387852,0.5032090878958628,0.2887676901598015,0.04268739767579675,0.18832675445204447,0.0,0.0341499181406374
2024-11-13,73.51583856713142,18.593782149890753,6.858643360343324,0.0004899030971673802,0.4908829033617151,0.28169428087124365,0.041641763259227325,0.18371366143776763,0.0,0.033313410607381855
2024-11-15,73.49063626390848,18.58740792979157,6.856292117223006,0.0004897351512302147,0.49071462153267514,0.20813743927284123,0.04162748785456825,0.1836506817113305,0.0,0.14104372355430184
2024-11-19,73.49063626390848,18.58740792979157,6.856292117223006,0.0004897351512302147,0.5494828396803009,0.1493692211252155,0.04162748785456825,0.1836506817113305,0.0,0.14104372355430184
2024-11-20,73.40795022062204,18.566494799972606,6.848577941708818,0.000489184138693487,0.5488646036140924,0.2617135142010155,0.0415806517889464,0.18344405201005762,0.0,0.14088503194372426
2024-11-21,73.39861480669902,18.564133667240572,6.847706996400063,0.0004891219283142902,0.5615119737048051,0.26168023164814525,0.041575363906714666,0.1834207231178588,0.0,0.14086711535451557
2024-11-25,73.39861480669902,18.564133667240572,6.847706996400063,0.0004891219283142902,0.5380341211457192,0.2851580842072312,0.041575363906714666,0.1834207231178588,0.0,0.14086711535451557
2024-11-26,74.50055604098816,17.353443482405275,6.95051235205338,0.0004964651680038129,0.5461116848041941,0.27752402891413136,0.04219953928032409,0.18617443800142983,0.0,0.1429819683850981
2024-11-28,74.55607778451265,17.366376183709768,6.955692240428471,0.000496835160030605,0.47199340202907475,0.2777308544571082,0.042230988602601424,0.1863131850114769,0.0,0.14308852608881426
2024-11-29,74.58943057101956,17.374145061237474,6.958803881024337,0.0004970574200731669,0.47220454906950854,0.23311993001431525,0.042249880706219184,0.18639653252743757,0.0,0.14315253698107205
2024-12-02,74.58386970114165,17.372849765654898,6.958285080939766,0.000497020362924269,0.47216934477805556,0.2405578556553462,0.04224673084856286,0.18638263609660086,0.0,0.14314186452218947
2024-12-03,74.63357620669933,17.409295501454753,6.962922438017556,0.0004973516027155397,0.47099196777161617,0.15069753562280855,0.04227488623082088,0.1865068510183274,0.0,0.14323726158207545
2024-12-04,74.97440844127722,17.227056183314303,6.890035040749636,0.0004921453600535454,0.46606165597070753,0.07382180400803182,0.04183235560455136,0.18455451002007953,0.0,0.1417378636954211
2024-12-06,74.96924303416237,17.23275887523006,6.889560347627531,0.0004921114534019664,0.4660295463716623,0.07381671801029496,0.04182947353916715,0.18454179502573742,0.0,0.14172809857976634
2024-12-10,75.02425427343061,17.24540399986211,6.894615797534683,0.000492472556966763,0.46243173099179047,0.004432253012700867,0.04186016734217486,0.18467720886253614,0.0,0.14183209640642774
2024-12-18,79.3212431725998,12.505662381480498,7.289502595583603,0.0005206787568274002,0.493082782715548,0.0005206787568274002,0.044257694330329014,0.19525453381027508,0.0,0.14995548196629127
2024-12-20,79.27996377961772,12.499154337338739,7.285709081636369,0.000520407791545455,0.4928261785935459,0.05256118694609096,0.044234662281363676,0.19515292182954563,0.0,0.14987744396509106
2024-12-23,79.28450240962601,12.49986989060402,7.286126174887846,0.0005204375839205605,0.4938952671406118,0.04579850738500931,0.044237194633247635,0.19516409397021015,0.0,0.1498860241691214
2024-12-27,79.28450240962601,12.49986989060402,7.286126174887846,0.0005204375839205605,0.49441570472453245,0.045278069801088755,0.044237194633247635,0.19516409397021015,0.0,0.1498860241691214
2024-12-30,79.28285193858964,12.499609679937548,7.285974499089254,0.0005204267499349467,0.4944054124381993,0.04527712724434036,0.04631798074421025,0.195160031225605,0.0,0.14988290398126464
2025-01-02,79.28326454990659,12.499674731588508,7.286012417446877,0.0005204294583890626,0.5048165746373907,0.029144049669787505,0.051522516380517205,0.1951610468958985,0.0,0.14988368401605007
2025-01-07,79.20906363574916,12.48797633222239,7.279193465364038,0.0005199423903831455,0.5043441186716512,0.06551274118827634,0.10866795959007741,0.1949783963936796,0.0,0.14974340843034592
2025-01-09,79.20947547938938,12.488041262842643,7.279231313173328,0.0005199450937980949,0.5298240505802587,0.039515827128655215,0.10866852460380183,0.1949794101742856,0.0,0.14974418701385134
2025-01-14,79.22512871184149,12.490509126839669,7.280669821623589,0.000520047844401685,0.5164075094908732,0.03328306204170784,0.10868999947995216,0.19501794165063185,0.0,0.14977377918768525
2025-01-15,79.16337559758885,12.480773228019123,7.274994803575139,0.0005196424859696529,0.5160049885678653,0.1112034919975057,0.10860527956765745,0.1948659322386198,0.0,0.14965703595926003
2025-01-16,79.09309437155719,12.469692800515029,7.268536064918411,0.0005191811474941722,0.515546879461713,0.1998847417852563,0.10850885982628199,0.19469293031031457,0.0,0.1495241704783216
2025-01-17,79.20082766221816,12.48667786159533,7.278436591820077,0.0005198883279871483,0.5162491096912384,0.06394626434241925,0.108656660549314,0.19495812299518064,0.0,0.14972783846029875
2025-01-20,79.14322376863093,12.477596122375823,7.2731428808918945,0.0005195102057779925,0.5158736343375466,0.11429224527115835,0.1309165718560541,0.19481632716674718,0.0,0.14961893926406183
2025-01-21,79.14281261364226,12.47753130032729,7.273105096368643,0.0005195075068834744,0.5111953867733389,0.11948672658319913,0.13091589173463558,0.19481531508130293,0.0,0.14961816198244066
2025-01-22,79.14281261364226,12.47753130032729,7.273105096368643,0.0005195075068834744,0.5127539092939893,0.1179282040625487,0.13091589173463558,0.19481531508130293,0.0,0.14961816198244066
2025-01-24,79.14281261364226,12.47753130032729,7.273105096368643,0.0005195075068834744,0.5148319393215233,0.11585017403501481,0.13091589173463558,0.19481531508130293,0.0,0.14961816198244066
2025-01-27,79.15638298425102,12.479670783603611,7.274352192957388,0.000519596585211242,0.538821658864058,0.07482190827041885,0.130938339473233,0.19484871945421575,0.0,0.1496438165408377
2025-02-06,79.17859908629283,12.483173339293046,7.276393819223193,0.0005197424156587995,0.5389728850381751,0.04677681740929196,0.13097508874601746,0.19490340587204982,0.0,0.14968581570973424
2025-02-11,79.1613188183637,12.480448959442958,7.274805788666892,0.000519628984904778,0.5388552573462548,0.0685910260074307,0.13094650419600407,0.19486086933929175,0.0,0.14965314765257606
2025-02-12,79.1407569027767,12.477207200187019,7.2729161796410295,0.000519494012831502,0.5465077014987403,0.0716901737707473,0.1459778176056521,0.1948102548118133,0.0,0.14961427569547261
2025-02-14,79.1407569027767,12.477207200187019,7.2729161796410295,0.000519494012831502,0.5517026416270552,0.06649523364243226,0.1459778176056521,0.1948102548118133,0.0,0.14961427569547261
2025-02-17,79.1407569027767,12.477207200187019,7.2729161796410295,0.000519494012831502,0.5517026416270552,0.0716901737707473,0.1459778176056521,0.1896153146834983,0.0,0.14961427569547261
2025-02-18,79.11609669964426,12.473319311365584,7.270649944171795,0.000519332138869414,0.5671106956454,0.08724779933006155,0.14593233102230532,0.1895562306873361,0.0,0.1495676559943912
2025-02-25,79.11609669964426,12.473319311365584,7.270649944171795,0.000519332138869414,0.569707356339747,0.08465113863571447,0.14593233102230532,0.1895562306873361,0.0,0.1495676559943912
2025-02-26,79.10788004673503,12.472023886797352,7.269894846163832,0.0005192782032974165,0.569648189017266,0.08464234713747891,0.15630273919252238,0.18953654420355703,0.0,0.149552122549656
2025-02-27,79.13664580140775,12.476559050414275,7.272538375626607,0.0005194670268304719,0.5698553284330278,0.04831043349523389,0.15635957507597206,0.18960546479312226,0.0,0.14960650372717593
2025-02-28,79.13089097699448,12.475651753852866,7.272009515943881,0.0005194292511388486,0.4893023545727954,0.13609046379837836,0.15634820459279344,0.18959167666567975,0.0,0.1495956243279884
2025-03-03,79.14034577341866,12.47714238217937,7.272878397473194,0.08883301471199402,0.49403623971407196,0.03116947884631369,0.15636688554567368,0.18961432964840827,0.0,0.1496134984623057
2025-03-04,79.07872470749457,12.467427301890515,7.26721551446695,0.08876384664098917,0.48586526582436185,0.11679453505393311,0.15624513356103942,0.18946669019860263,0.0,0.14949700486903442
2025-03-05,79.07872470749457,12.463274607310819,7.26721551446695,0.08876384664098917,0.48586526582436185,0.12094722963362853,0.15624513356103942,0.18946669019860263,0.0,0.14949700486903442
2025-03-06,79.07872470749457,12.463274607310819,7.26721551446695,0.08876384664098917,0.4604300115237275,0.14638248393426284,0.15624513356103942,0.18946669019860263,0.0,0.14949700486903442
2025-03-07,79.07872470749457,12.463274607310819,7.26721551446695,0.08876384664098917,0.456277316944032,0.1349625738401005,0.17181773823489718,0.18946669019860263,0.0,0.14949700486903442
2025-03-13,79.04548921531493,12.458036497221459,7.264161222869656,0.08872654065076507,0.48047237802695003,0.13490585128186502,0.18938706045338743,0.18938706045338743,0.0,0.14943417372760434
2025-03-14,78.24166568228158,12.331349155397596,7.19029105270997,1.1047368610270816,0.4755863939149594,0.13353397669318515,0.1874611595885099,0.1874611595885099,0.0,0.14791455879860507
2025-03-20,78.2818706418577,12.337685694759182,7.19398582784792,1.1053045368357768,0.47583077689908376,0.04624705175045091,0.22352741679384608,0.18755748765460645,0.0,0.1479905656014429
2025-03-21,76.70525208074237,14.103228989914756,7.049096960328689,1.0830433972619293,0.46624741323316904,0.04531562331639872,0.2190255126959271,0.1837800278942837,0.0,0.14500999461247588
2025-03-24,76.39828489757026,14.051302625310298,7.020887139239236,1.078709159750257,0.46438153506682384,0.4408114139565207,0.21814899325493342,0.18304455755873725,0.0,0.14442967829292144
2025-03-26,76.37453814415417,14.046935081993514,7.018704848421042,1.078373866353833,0.46824788060180383,0.4677465445412023,0.2180811863616538,0.1829876621195486,0.0,0.14438478545323286
2025-03-27,76.48996314632015,14.068164244901238,7.029312232007472,1.0800036150748622,0.47749113804565035,0.30878764447747103,0.2184107729230893,0.18326421176305194,0.0,0.14460299448701083
2025-03-31,76.48996314632015,14.068164244901238,7.029312232007472,1.0800036150748622,0.4985790747416728,0.25757408392998804,0.24853639677454986,0.18326421176305194,0.0,0.14460299448701083
2025-04-01,76.50571249215317,14.071060891399876,7.030759573132454,1.080225988700565,0.4986817325800376,0.07884494664155682,0.24858757062146894,0.18330194601381042,0.1581920903954802,0.14463276836158193
2025-04-02,76.49380385225652,14.0688706340758,7.029665187089518,1.080057844102111,0.5031231798188355,0.08987929060635884,0.24854887625780794,0.18327341380626241,0.15816746670951415,0.1446102552772701
2025-04-03,76.50648091882907,14.07120222174234,7.030830190384838,1.0802368385369847,0.5428805311290007,0.03364754448255601,0.2485900674457496,0.18330378710646184,0.15819367928365885,0.14463422105934523
2025-04-09,76.50648091882907,14.07120222174234,7.030830190384838,1.0802368385369847,0.53785850956444,0.038669566047116605,0.2485900674457496,0.18330378710646184,0.15819367928365885,0.14463422105934523
2025-04-11,76.50648091882907,14.07120222174234,7.030830190384838,1.0802368385369847,0.5303254772175992,0.0462025983939575,0.2485900674457496,0.18330378710646184,0.15819367928365885,0.14463422105934523
2025-04-14,76.49111531760417,14.06837615420535,7.029418114810482,1.0800198832112389,0.5302189663742763,0.06627737079678454,0.24854014048794204,0.18326697227898756,0.15816190758323584,0.1446051726475299
2025-04-24,76.49265159997792,14.068658709875024,7.0295592968432254,1.080041574822127,0.5332422838033933,0.061257588158205256,0.24854513228124261,0.18327065309626983,0.15816508417897257,0.1446080769636321
2025-04-25,76.49265159997792,14.068658709875024,7.0295592968432254,1.080041574822127,0.5432845113703122,0.05121536059128636,0.24854513228124261,0.18327065309626983,0.15816508417897257,0.1446080769636321
2025-04-28,76.1104921587338,13.998371294820616,6.994439420660576,1.0746456567029212,0.6304987534909746,0.460633796132075,0.24730339380192745,0.18235502775293644,0.15737488696486293,0.14388561093930324
