date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,DAH SING SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,65.3337225141078,0.0,0.0,19.021210352208602,0.0,0.0,15.645067133683597,0.0,0.0,0.0
2024-03-05,56.71896014537053,0.0,0.0,16.54390839295577,0.0,0.0,13.558921863339895,13.178209598333805,0.0,0.0
2024-03-06,56.71178709788928,0.0,0.0,16.571324989355738,0.0,0.0,13.548776015209702,13.168111897545284,0.0,0.0
2024-03-07,51.4697161571217,0.0,0.0,15.070185976577893,0.0,9.143880295511847,12.376758475305785,11.93945909548277,0.0,0.0
2024-03-08,40.18578191966844,21.923443686782296,0.0,11.739398122671298,0.0,7.139226848138525,9.690230918561245,9.321918504178198,0.0,0.0
2024-03-14,40.1821810447011,21.894597512478967,0.0,11.705490783779354,0.0,7.1385871327462755,9.76104717565474,9.318096350639562,0.0,0.0
2024-03-15,40.17738088178579,21.891981984095672,0.0,11.70409244597625,0.0,7.137734357204195,9.771827119988338,9.31698321094976,0.0,0.0
2024-03-18,40.25253359955463,21.80290032730588,0.0,11.78670308122552,0.0,7.15161725415816,9.671140989723504,9.335104748032306,0.0,0.0
2024-03-20,40.16599748020771,21.756027789949535,0.0,11.80018005068249,0.0,7.136242490164765,9.826516332691314,9.31503585630419,0.0,0.0
2024-03-22,40.15640531800243,21.750832167766703,0.0,11.821243313952543,0.0,7.134538262713782,9.824169632883288,9.31281130468125,0.0,0.0
2024-03-27,40.152809438228886,21.748884449169122,0.0,11.832124339365098,0.0,7.13389938725595,9.820305014256098,9.311977371724847,0.0,0.0
2024-03-28,32.260064737306955,17.47375663398542,14.26426293915416,9.525496367572348,0.0,5.626086223143184,7.8899504152349005,7.481543559394625,5.478839124208405,0.0
2024-04-03,32.26083840422295,17.469379255423302,14.264605027380176,9.523326591077115,0.0,5.626221148996955,7.8949360709710055,7.481722983173829,5.478970518754665,0.0
2024-04-05,29.275544910775135,15.852830312325755,12.94461352433025,8.563728012481429,9.323255604948015,5.10559235509058,7.1643691530086056,6.798098397099933,4.971967729940297,0.0
2024-04-08,29.274907801885668,15.852485315190911,12.944331817247692,8.56354164439638,9.3230527076478,5.105481244664271,7.164213238463249,6.800126702984846,4.971859527519179,0.0
2024-04-09,29.274270720725752,15.852140333071738,12.944050122426168,8.563355284422826,9.322849819178497,5.105370139073939,7.164057330703924,6.802154920589689,4.971751329807468,0.0
2024-04-10,29.27108573080614,15.850415647676606,12.942641832205986,8.564599571547204,9.321835509275461,5.104814683650847,7.163277893682264,6.81011871927624,4.9712104118792535,0.0
2024-04-11,29.269811928881822,15.849725878593937,12.942078601917121,8.5185335787669,9.37147487196655,5.1045925353223875,7.162966166360316,6.80982236052791,4.970994077663056,0.0
2024-04-15,29.268538237817815,15.849036169542591,12.941515420646772,8.53339332208753,9.371067067371493,5.093491526518845,7.16265446616832,6.80952602757199,4.970777762274649,0.0
2024-04-16,29.297861205603414,15.843135121701032,12.954481002893928,8.54847645197691,9.295515285869415,5.098594490210942,7.16983044074089,6.816348217006915,4.975757783996548,0.0
2024-04-18,29.148773284149797,15.833134800121428,12.946304024352076,8.662792538150851,9.368004795025444,5.091023051943427,7.165304782812211,6.812045680062995,4.972617043381768,0.0
2024-04-19,29.14243019804771,15.829689339953203,12.943486769563005,8.682668495386078,9.365966216576863,5.0899151906536435,7.163745535541596,6.810563305766869,4.971534948511036,0.0
2024-04-22,29.17226673113145,15.84589605457814,12.956738539185325,8.682844622930851,9.28188683851188,5.0951263354328304,7.1710799043372715,6.8175360803779945,4.976624893514256,0.0
2024-04-29,29.174808831803706,15.838562781295526,12.957867602416998,8.683601254746833,9.282695671469204,5.095570329867747,7.171704799454734,6.818130167330947,4.977058561614303,0.0
2024-04-30,29.17735137555699,15.839943089872447,12.950282002412692,8.68435801844162,9.283504645403848,5.096014401689651,7.172329803489667,6.818724357831594,4.977492305301486,0.0
2024-05-06,29.1779870807403,15.840288204608735,12.950564158297517,8.682368467499261,9.283706910919536,5.096125431739215,7.172486071520091,6.818872921639256,4.977600753036088,0.0
2024-05-07,29.189245987999584,15.841668813951598,12.951692904797666,8.665693587210686,9.284516061127668,5.096569600323308,7.17311121174191,6.819467241612593,4.978034591234985,0.0
2024-05-08,29.20579187567252,15.807044893967714,12.959034555762724,8.657524599753328,9.289778977473919,5.09945858444297,7.177177280883394,6.823332848110801,4.9808563839326245,0.0
2024-05-09,29.20515514852788,15.806700278262603,12.958752030669581,8.657335853598402,9.28957644728854,5.099347409107697,7.177020808372184,6.825364229881773,4.98074779429134,0.0
2024-05-10,29.18860998208975,15.856575973323789,12.949231794831247,8.65243134061499,9.284313760352674,5.0964585509187765,7.172954916470547,6.821497556802656,4.9779261245955695,0.0
2024-05-13,29.175084998752794,15.861068742167014,12.952900802897641,8.654882902289508,9.280405791475376,5.097902570751739,7.174987286410742,6.823430345554711,4.97933655970048,0.0
2024-05-16,29.142118119417308,15.890441538705232,12.953747792348324,8.655448844592831,9.281012636685034,5.098235922312423,7.1754564584234695,6.823876529278966,4.979662158236409,0.0
2024-05-17,29.154827669629725,15.897371726957369,12.959397220688814,8.659223685572147,9.28506030046996,5.056847072989628,7.178585840570011,6.826852579305144,4.981833903817208,0.0
2024-05-20,29.2119651232506,15.914666391161504,12.955724531901366,8.626249700947957,9.282428917522466,5.022714003281297,7.176551431771714,6.829277846388594,4.980422053774502,0.0
2024-05-21,29.21451262571005,15.91605426943678,12.956854368253346,8.585578411943743,9.283238414945776,5.012251084067716,7.177177280883394,6.829873410638945,5.024460134120252,0.0
2024-05-22,29.22661933268806,15.922649998338882,12.962223783146651,8.482262879464466,9.287085456610876,5.014328197451481,7.180151555463364,6.8327037599635725,5.091975036872652,0.0
2024-05-23,29.2196089638294,15.918830752314395,12.959114632241652,8.484589438676135,9.284857833431762,5.013125448346552,7.178429306636298,6.831064850820027,5.110378773703776,0.0
