date,KINGSTON SECURITIES LTD,VMS SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-04-30,0.0,0.0,40.811173639302375,18.159648829858295,9.02574948803169,7.920716023490823,8.520981905442952,5.146068678027942,5.319343226523421,5.096318209322501
2024-05-02,0.0,0.0,40.81415882532322,18.16097714083287,9.026409688138589,7.921295394497337,8.5216051836729,5.13913046467718,5.319732316755921,5.096690986101985
2024-05-03,0.0,0.0,40.82581269253714,18.137609242712028,9.028987043226913,7.923557200874011,8.52403839945189,5.140597865837809,5.321251286050337,5.09814626930987
2024-05-10,0.0,0.0,40.82448048517621,18.13701738538086,9.02869241386849,7.923298643345536,8.52376024732333,5.143693270079446,5.321077645658019,5.0979799091681075
2024-06-13,0.0,0.0,40.79507896536627,18.146028812408822,9.033178344554702,7.927235356093179,8.527995301072272,5.146248928243775,5.32372143773778,5.100512854523197
2024-06-14,0.0,0.0,40.695231899659106,18.17663146670671,9.048412489553995,7.940604366230241,8.54237747222116,5.154927900293805,5.332699711079105,5.109114694255876
2024-06-18,0.0,0.0,40.689264852046435,18.17396626932764,9.04708574178469,7.93944005380063,8.541124923194586,5.168834813576463,5.331917789669772,5.108365556599789
2024-06-19,0.0,0.0,40.68628198439278,18.172633963710403,9.046422513792805,7.9388580256167645,8.540498786414974,5.175786740976039,5.331526914947296,5.1079910701489455
2024-07-08,0.0,0.0,40.683299554045966,18.171301853417415,9.045759383034248,7.938276082761832,8.539872741430887,5.1827376491800425,5.331136097529473,5.107616638600134
2024-07-09,0.0,0.0,40.680317560909856,18.169969938405725,9.045096349487638,7.9376942252170695,8.53924678822214,5.189687538412588,5.330745337403702,5.10724226194128
2024-07-15,0.0,0.0,37.10478927287917,19.262795235896153,9.589109913762456,8.415103548538273,9.052836240671276,5.509589758760381,5.65136080231322,5.414415227179074
2024-07-17,0.0,0.0,37.12498315773711,19.273278806256172,9.539904753456096,8.419683378674947,9.057763150007359,5.51258829408111,5.654436495008665,5.417361964778542
2024-07-29,0.0,0.0,37.14453082464162,19.267286797773572,9.536938823746857,8.417065722658398,9.05494711677431,5.510874445796588,5.652678546515157,5.4156777220934975
2024-08-06,0.0,0.0,40.712620791586914,18.171301853417415,8.994447217337589,7.938276082761832,8.539872741430887,5.204728577335754,5.331136097529473,5.107616638600134
2024-08-08,0.0,0.0,40.715605371428715,18.172633963710403,8.99510658647991,7.9388580256167645,8.540498786414974,5.197779281252994,5.331526914947296,5.1079910701489455
2024-08-20,0.0,0.0,40.69174097803142,18.161982546839184,8.989834338645888,7.99281727020221,8.535492995122203,5.194732738080454,5.328401979076985,5.104997154001663
2024-08-26,0.0,0.0,40.68279904122395,18.157991483878284,8.987858838737711,7.9910608629995235,8.533617335906145,5.2155660248481,5.327231072336786,5.103875340069495
2024-09-03,0.0,0.0,40.718590388892544,18.17396626932764,8.995766052304,7.998091127492844,8.526462154771533,5.146840660941883,5.331917789669772,5.108365556599789
2024-09-10,0.0,0.0,40.72157584407466,18.21195837902648,8.996425614831129,7.954686010817957,8.527087308304157,5.147218023271373,5.332308721709505,5.108740097964739
2024-09-11,0.0,0.0,40.7365096891306,18.181964207247052,8.999724878757053,7.957603237027697,8.530214451544591,5.1491056652605485,5.334264242108453,5.110613628924007
2024-09-12,0.0,0.0,40.73949777264546,18.183297881337687,9.000385021949333,7.950851790462092,8.530840155449402,5.149483359811997,5.334655518316636,5.110988500027397
2024-09-13,0.0,0.0,40.757435483363196,18.1913040364236,9.004347915742796,7.902983924034869,8.534596307372084,5.159089069492901,5.3370043815255155,5.113238882045035
2024-09-17,0.0,0.0,40.76042663765544,18.19263908109716,9.005008737347433,7.903563917452157,8.535222654296874,5.152128773918722,5.337396059838299,5.113614138393918
2024-09-25,0.0,0.0,40.75800278325131,18.193383453580903,9.005377187504116,7.903887300743466,8.535571882622579,5.152339579117182,5.3376144454581125,5.113823367722336
2024-09-27,0.0,0.0,40.7319038977508,18.201398494496633,9.009344479613558,7.907369334762615,8.539332203403644,5.154609426979386,5.339965915611089,5.116076247382279
2024-09-30,0.0,0.0,40.74087803401354,18.205408663789775,9.01132943679113,7.879735230188614,8.541213606516509,5.163089169140974,5.341142427808637,5.117203431750823
2024-10-03,0.0,0.0,40.73845167779901,18.20615408162561,9.011698404377126,7.880057864812791,8.54156332527754,5.163300571083428,5.341361120116123,5.1174129549083665
2024-10-04,0.0,0.0,40.767756768266906,18.184064168635118,9.018180944241388,7.885726362242368,8.510959415111758,5.167014776805954,5.345203413193059,5.121094151503447
2024-10-08,0.0,0.0,40.66668466263138,18.198035612959902,9.014474161772664,7.891785238069512,8.517498679080255,5.2371824630108454,5.34931031752421,5.125028864951232
2024-10-09,83.39767377394003,0.0,6.737351016375727,2.9925714979050064,1.481654028787895,1.308872129875951,1.4126482539748473,0.9320342005365431,0.8871963665318943,0.8499987320721057
2024-10-10,83.39869115002524,0.0,6.737433205955982,2.9913880951387233,1.4816721036250844,1.3088880969304655,1.4126654870040838,0.9320455705096289,0.8872071895240154,0.8500091012867772
2024-10-15,83.39970855093289,0.0,6.737515397541538,2.9902046634992043,1.4816901789032726,1.3089040643745518,1.4126827204537802,0.9320569407601247,0.8872180127802016,0.850019470754442
2024-10-24,83.39462179460993,0.0,6.737104459666036,2.990022283455638,1.4815998069221572,1.3088242310496965,1.4125965574097425,0.9380993418010128,0.8871638991398213,0.8499676259459573
2024-11-05,83.48525893633857,0.0,6.744426657172433,2.993271978311798,1.4832100782897264,1.3102467219103144,1.304226020448373,0.9403400873558874,0.8881281100005757,0.8508914101723233
2024-11-06,83.48627845047825,0.0,6.744509019477212,2.993308531868015,1.4832281911118725,1.3102627225202004,1.3042419475340186,0.9391303800945076,0.888138955737626,0.8509018011782933
2024-11-14,83.48696408774077,0.0,6.744564409258466,2.993333114636653,1.4824191148063082,1.3102734831501255,1.304252658717882,0.9391380927725058,0.8881462496447642,0.850908789272534
2024-11-25,83.48582731240008,0.0,6.745834194077248,2.9932923568092678,1.4823989298886664,1.3102556422021228,1.3042348997506388,0.939125305278829,0.8881341564663074,0.8508972031268478
2024-12-03,83.4868468404218,0.0,6.74591657413159,2.992107711942927,1.4824170329283923,1.3102716430298782,1.3042508270531525,0.9391367738669171,0.888145002351037,0.850907594274305
2024-12-09,83.47665268060956,0.0,6.745092864119304,2.991742360688863,1.4944465204834996,1.3101116523363499,1.304091571531242,0.9390221005893808,0.8880365554227715,0.8508036942190298
2024-12-12,83.57666292328184,0.0,6.742171292275234,2.9953266548585185,1.4338888130506533,1.3006786336091694,1.305653954668893,0.9046942394116608,0.8891004786702631,0.8518230101737659
2024-12-16,83.59199176401091,0.0,6.743407877540697,2.977534975510796,1.434151803369597,1.300917191777406,1.3058934253634429,0.9048601698690324,0.8892635490675843,0.851979243490527
2024-12-18,83.59608040457086,0.0,6.74373771022417,2.972789425400634,1.4342219504148896,1.3009808220688153,1.305957299051738,0.9049044282712254,0.8893070446099022,0.8520209153877703
2025-01-03,83.59710262720631,0.0,6.742597361756286,2.9728257770169577,1.4342394882484206,1.3009967306142658,1.3059732684501304,0.9049154935482698,0.8893179191603172,0.8520313339990423
2025-01-06,83.59812487484179,0.0,6.742679812032593,2.9728621295223165,1.433034199877708,1.3010126395487842,1.305989238239079,0.9049265590959323,0.8893287939766861,0.8520417528651172
2025-01-23,83.59710262720631,0.0,6.742597361756286,2.9728257770169577,1.4330166765681294,1.3009967306142658,1.3059732684501304,0.9061383052285609,0.8893179191603172,0.8520313339990423
2025-02-04,83.59914714747819,0.0,6.74276226432537,2.9728984829167424,1.4330517236158513,1.301028548872385,1.3060052084185978,0.9037147833278328,0.8893396690590187,0.8520521719860046
2025-02-05,83.60016944511646,0.0,6.7428447186346965,2.972934837200268,1.4330692477825753,1.3010444585850818,1.3060211789887015,0.9025029779231747,0.8893505444073244,0.8520625913617139
2025-02-07,83.6011917677575,0.0,6.742927174960641,2.9693025778910673,1.4330867723778948,1.3010603686868896,1.3060371499494043,0.9049597573627296,0.8893614200216133,0.8520730109922542
2025-02-10,83.60221411540223,0.0,6.743009633303282,2.969338889089901,1.4331042974018264,1.3010762791778223,1.3060531213007207,0.9037479375446822,0.889372295901895,0.8520834308776352
2025-02-11,83.60732622871335,0.0,6.737307149142399,2.969520458406225,1.4331919289512116,1.3011558374698595,1.306132983917005,0.9038031999789407,0.8894266792935375,0.8521355341274744
2025-03-07,83.6138238601082,0.0,6.737830746061755,2.9697512378155007,1.4333033109710949,1.2934853528676946,1.3062344914171842,0.9038734399963153,0.8894958020244688,0.8522017587377922
2025-03-10,83.62200581358404,0.0,6.738490070263753,2.9700418400788693,1.4334435655422382,1.2936119256817373,1.3063623117864,0.8941764800951905,0.8895828428142944,0.8522851501534713
2025-03-13,83.62302867035956,0.0,6.73734930394994,2.9700781693607388,1.4334610992936598,1.2936277490252484,1.306378291091475,0.8941874175806318,0.8895937241107821,0.8522955752279718
2025-03-19,83.62507445898135,0.0,6.727728362578117,2.970150830590801,1.4334961680833622,1.2936593968735968,1.306410250874398,0.9015486183738999,0.8896154875023712,0.8523164261421032
2025-03-20,83.6486082247041,0.0,6.727174549523411,2.9673159951144026,1.4338995825281613,1.281787807705051,1.306777900804527,0.8920138115536282,0.889865843063806,0.8525562850029084
2025-03-25,83.64656128448284,0.0,6.72700993083515,2.967243382806936,1.4338644939978078,1.281756441456713,1.3067459230310507,0.8944390536166188,0.8898440674213375,0.8525354223515422
2025-03-31,83.62405155215835,0.0,6.725199656861395,2.9664448819090747,1.4640587803264997,1.2814115140148752,1.3063942707874694,0.8905287377113528,0.889604605673471,0.8523060005575128
2025-04-01,83.62302867035956,0.0,6.725117394830383,2.9553998784172695,1.464040872092553,1.2813958399056908,1.306378291091475,0.902749753964322,0.8895937241107821,0.8522955752279718
2025-04-03,83.63611065759311,0.0,6.726169472246163,2.952452043124543,1.4642699066575846,1.2815963014805147,1.3065826609211497,0.8906571574631037,0.8897328921596667,0.852428908354165
2025-04-07,83.63304120220447,0.0,6.7259226210120575,2.9523436877770473,1.4642161677747014,1.2815492667410615,1.3065347091792796,0.8942944823465965,0.8897002388547863,0.8523976241100075
2025-04-09,83.67603409037298,0.0,6.67797360564526,2.953861386765139,1.4649688712642646,1.2822080674197818,1.3072063540200336,0.8947542085758065,0.8901576033404339,0.8528358125963006
2025-04-10,83.6766050670443,0.0,6.677336808017699,2.953881542906148,1.464978867711381,1.2822168167696075,1.3072152739496272,0.8947603140728609,0.8901636774718247,0.852841632056541
2025-04-16,84.10794877668059,0.0,6.711757745948361,2.6615374648191046,1.4725306728883607,1.2580694023410486,1.2106099647447341,0.9485840673146475,0.8947523734701448,0.7342095317930127
2025-04-17,84.14622668721536,0.0,6.647115879663193,2.6307775707785432,1.473200828303828,1.2586419554555848,1.2111609188530794,1.0117888142057905,0.8865436716299342,0.734543673894687
2025-04-22,76.08410006638876,9.67235016752219,5.951265121922639,2.378720375561854,1.3320521151257405,1.1380503233092387,1.0951184880702172,0.8825738516655012,0.801603114970856,0.6641663754630049
2025-04-23,76.05870598845955,9.669121892314909,5.955954073595713,2.377926446074141,1.337170246201699,1.1376704839134615,1.0947529777440979,0.9034176212787524,0.8013355692950564,0.6639447011226138
2025-04-24,76.16665640744826,9.682845314847057,5.953266149843452,2.3758511553597548,1.314000323652809,1.1481981702196522,1.0974208881957805,0.7944016419948711,0.802472908003778,0.6648870404345972
2025-04-25,76.15817144836879,9.681766646698232,5.951488957344138,2.375586485742064,1.3138539441279293,1.1480702610406366,1.0972986356016863,0.8065671364122599,0.8023835125897222,0.6648129720745477
2025-04-28,76.12330539477699,9.67733422679703,5.948764299845259,2.3401088034790747,1.301004066573735,1.1464311726187673,1.0967962801445175,0.8997309698857971,0.8020161725391528,0.6645086133396668
2025-04-30,76.0775611636492,9.671518895851063,5.939625451484997,2.338702578704475,1.3002222635449394,1.1179217551753642,1.096137190234025,0.9648466828893572,0.8293547235148554,0.6641092949517253
2025-05-02,76.07502142941634,9.671196026830977,5.939427166079173,2.33862450465861,1.300178857592612,1.1178844350495896,1.096100597352979,0.9681528215889671,0.8293270367626742,0.6640871246680707
