date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD
2024-03-01,31.435053480043962,14.13271152465276,22.155376643523972,8.01647646525934,11.262046700911215,0.0,8.2381809012308,1.5492956239770839,1.199564231929758,2.0112944284711105
2024-03-04,31.509054792548362,14.139816823557771,22.255274316063822,8.032688269391082,11.348570590078886,0.0,7.856323996501642,1.5647539086768099,1.2789935559726455,2.014523747208976
2024-03-05,31.500622907059444,14.062608997111095,22.18416770589777,8.036200870067676,11.563430347563079,0.0,7.770504057036478,1.565771602827823,1.2954997350973319,2.0211937773393047
2024-03-06,27.259900712326267,12.245826255319082,19.229722510442922,7.574660450615471,9.37068764557738,13.406108660621987,6.657691403973614,1.3688021682953027,1.1220058668284603,1.7645943259995103
2024-03-07,27.13577035159297,12.249513585525927,19.374781643979574,7.598467242162213,9.442380410361713,13.358460816702818,6.575546868193729,1.3686181147196326,1.1277643664609822,1.7686966003004418
2024-03-08,27.21959009276721,12.239573455453431,19.38302016486074,7.609507989656211,9.469604292986823,13.300388180003106,6.499695271555074,1.3751355103623966,1.132803074873777,1.7706819674812309
2024-03-11,27.277609025014083,12.259640758373681,19.391949676892267,7.562457601450784,9.534362083566045,13.255606877669452,6.4219951160080475,1.375114887110068,1.1502862157096367,1.7709777582059387
2024-03-12,27.29146484534043,12.283471903832774,19.398498426220964,7.566140862765157,9.759886187663504,13.195943012732947,6.195434973890554,1.3669576744297727,1.170829069933443,1.7713730431904522
2024-03-13,27.200010799817658,12.25497651511011,19.41649608693191,7.565690894674794,9.957608923643905,13.098272870000857,6.1907933031920175,1.3708068344028597,1.1779568454305163,1.7673869267953735
2024-03-14,27.084253177420525,12.234250365492638,19.47593688213674,8.279571590024442,9.455832196358443,13.010479931229293,6.1058428949559245,1.3777186045352967,1.2093837599927202,1.7667305978539771
2024-03-15,27.012427306294533,12.351001440099868,19.704594126240824,8.338435841887492,9.211998289482896,12.961562822338465,6.035674384064654,1.3965702227348034,1.211863859303369,1.7758717075530936
2024-03-18,26.753835937833948,12.536153822092047,19.804047258274952,8.402206767306234,9.274128876408778,12.851531889276743,5.955104047288258,1.4140576273308014,1.2202492976365502,1.788684476551688
2024-03-19,26.92879356670274,12.62228243110462,19.926359208780724,8.419992089708032,9.162369983470011,12.697842380835139,5.82980843519573,1.4350542217583762,1.1659080337536099,1.8115896486910186
2024-03-20,27.030777328371297,12.641935037861208,20.008616621206876,8.462071725725908,9.037980085112688,12.611343473169445,5.734084668749372,1.4388222350323305,1.2093925521886792,1.8249762725821967
2024-03-21,27.075080486787016,12.721680040638736,20.167802125370475,8.506641326020798,8.920717597965707,12.48457612789712,5.619856209635077,1.4524765840085545,1.2133855976002261,1.83778390407629
2024-03-22,27.13091479167216,12.8060733305565,20.17873436556272,8.54183776554837,8.921119958790761,12.386142366828901,5.537408113061609,1.4711499634995242,1.1859274672869577,1.8406918771924976
2024-03-25,27.21027125409884,12.795765268098494,20.06273672898276,8.565333265523991,9.148393075013015,12.303051936216512,5.407596779907923,1.4636508435095243,1.198723131053528,1.8444777175954121
2024-03-26,27.26853513289123,12.871361260518869,20.18065399501931,8.551590211001162,8.970798098793404,12.307167635022974,5.3233865553036015,1.4729534421171557,1.199645956389055,1.85390771294324
2024-03-27,27.465839571501277,12.787503326844929,20.134371115490048,8.548563561987104,9.012344462168159,12.306591571743393,5.155491552152472,1.4924228614017765,1.242413289125313,1.85445868758553
2024-03-28,27.54971807676126,12.798490770803756,20.169759565567933,8.442353436107629,9.015070941577571,12.297873737786752,5.119279282847945,1.5135552396542404,1.240464255053304,1.8534346938396105
2024-04-02,27.597986421533626,12.84706650721259,20.22935981303663,8.40756165453634,8.859864017799072,12.303501796739107,5.126896708247642,1.5241595467161817,1.2506537694987316,1.8529497646800765
2024-04-03,27.543020882618485,12.843353531186763,20.28855155716642,8.375719534798906,8.828218855839848,12.290131262761918,5.199238036607329,1.5136445343660176,1.2657381935754113,1.852383611078903
2024-04-05,27.37171644512403,12.489548843460712,19.724352763275895,8.273498535884752,10.10900848120038,12.294027447170677,5.155710127541884,1.4377303451187844,1.326258494924665,1.8181485162982232
2024-04-08,27.486992959924077,12.484717624176499,19.771437793347967,8.301181190373804,9.928671922353272,12.32963853498385,5.111832253325995,1.443927906259348,1.332371317080124,1.8092284981750602
2024-04-09,27.523588608212922,12.47371013745414,19.754005774014924,8.300437069659882,9.98507810229993,12.318767777907013,5.1160304747371,1.4327889286811417,1.2915008583122403,1.804092268720709
2024-04-10,27.44098348401555,12.463059712085926,19.762811721490316,8.318073263882656,10.035771054879481,12.310082396261702,5.142812147466281,1.427661177976549,1.2904163006625617,1.8083287412789684
2024-04-11,27.340826374363242,12.504137162581927,19.686734024912866,8.313032364431026,10.127203367454518,12.323302811686322,5.226397462360851,1.4128806595097017,1.2776246191582814,1.7878611535412603
2024-04-12,27.336593004242417,12.742504302325559,19.63166631030316,8.312972394138024,10.000753375999219,12.329190252273534,5.165002180349891,1.4150658402007172,1.2825332041301676,1.783719136037314
2024-04-15,27.243669936811827,12.741301985093626,19.631199292597266,8.31478877125012,10.043813359606734,12.331961804099231,5.192423033684688,1.4155001349715024,1.283809159040903,1.801532522844106
2024-04-16,27.253067150785437,12.772436705160079,19.65390217669962,8.37307235228675,9.84016306288365,12.344141050598965,5.2017964148273395,1.4293431133195034,1.2888733786749478,1.843204594763704
2024-04-17,27.23476313463809,12.785380173683286,19.613000247981553,8.391172119995348,9.856914314473176,12.332281316074194,5.219863798352304,1.4381951729509728,1.287635083029712,1.840794638821363
2024-04-18,27.240788445486647,12.81650695692314,19.62925918537086,8.41895026131961,9.810950263567149,12.32115318893648,5.216198441811359,1.4329502826073794,1.2717295064617233,1.8415134675156497
2024-04-19,27.34344152693971,12.906582848927581,19.72252274704075,8.36024778560393,9.46527802176412,12.382623441201078,5.257342634177739,1.4332740163530513,1.2774908115956334,1.8511961663964098
2024-04-22,27.20227427869193,12.97325701252662,20.08359767725082,8.195668622467073,9.293297650450022,12.422951897329472,5.2472506880788075,1.4324405881777602,1.2807442731638503,1.8685173118636476
