date,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,27.24015896087466,0.0,19.973357707730393,8.357426357866078,10.128496905365058,17.787463568410466,14.919763912637537,0.0,0.26926276011742456,1.324069826998382
2024-03-04,27.31728664925383,0.0,19.970419565760412,8.520743756407146,10.137243937604335,17.885025825283666,14.576478222009381,0.0,0.26975864742534406,1.323043396255882
2024-03-05,26.76932856315593,0.0,19.56036112499767,8.453239460009156,9.994704131558887,17.905684544142613,14.166996888283245,1.6314095234275114,0.21431425357205713,1.3039615108529345
2024-03-06,26.833539227594684,0.0,19.587635873356994,8.451127315294274,10.001958754904035,17.75549295357032,14.192882196002564,1.633735642548912,0.23419324988434667,1.309434786843872
2024-03-07,26.83097130224526,0.0,19.602248695784986,8.501005294040672,10.02128140099489,17.664391362991903,14.182822501356105,1.6342061332468616,0.23640929026836627,1.3266640190709569
2024-03-08,26.781208410244243,0.0,19.66941746757923,8.717786627742685,10.199113343333938,17.25504770408154,14.188728909284237,1.634901903433001,0.23043845537063945,1.3233571789304817
2024-03-11,26.764317956638507,0.0,19.809124887684675,8.755249887522268,10.332893786954944,16.818780719148847,14.312912729854308,1.6366002659563517,0.24389043489723275,1.3262293313428704
2024-03-12,19.651033296086613,27.090236115247553,14.455396517412153,6.41126478159761,7.5504729625811535,12.191226536263382,10.35999687433891,1.1934073742302018,0.2233682212351565,0.873597321007268
2024-03-13,19.66308458245651,27.087329452314346,14.458663430529098,6.609157057609075,7.532996738328629,11.96176786342484,10.358082494081215,1.193279326878967,0.2727324034839049,0.8629066508934149
2024-03-14,19.658344770913185,27.068344670986722,14.486311508582409,7.043700731543237,7.557784853467207,11.596894268756381,10.348223549071408,1.1924429894643298,0.20984621997208902,0.8381064372430315
2024-03-15,19.63618771275875,27.29626212883693,14.450886332321605,7.093781112967721,7.560584973051234,11.63007349099879,10.137449408005839,1.1926569089807544,0.16472771175783094,0.8373902203205443
2024-03-18,19.682032723163495,27.283919108670524,14.34359385027103,7.116263066740086,7.601932420182349,11.659508261287396,10.14671018445894,1.1920895714161301,0.13907620773434354,0.8348746060757094
2024-03-19,19.858711522925994,27.15342537973826,14.373900375615225,7.102040838459889,7.688471132809803,11.548766313627727,10.120017016347159,1.1923462734397217,0.12668919806455567,0.835631948971661
2024-03-20,19.77268582441629,27.15071763584756,14.347932678966547,7.092745749686166,7.802567580498901,11.533531441769343,10.124050483402316,1.1937791116778014,0.14287971460789237,0.839109779127188
2024-03-21,19.756782587805922,27.157013745077442,14.342285200470384,7.244230516409086,7.864907147556943,11.335293078768913,10.113088569095599,1.1930847025508038,0.14949149050797253,0.8438229617569382
2024-03-22,19.753172868153598,27.134221605864333,14.33952878071057,7.270317451819485,7.921212973422572,11.300836048516517,10.11289432012646,1.1931413330043397,0.1300410068805404,0.8446336115015844
2024-03-25,19.70152228432406,27.11318733120936,14.327291987155508,7.40272605031818,8.012581871891753,11.295876754839371,10.0052430295066,1.1922940144804655,0.13197003838938065,0.8173066378853223
2024-03-26,19.686124543126475,27.104923440197414,14.32517043320723,7.440809839613018,8.091291056177846,11.226139454030891,9.952925332351976,1.1919306124329854,0.1580786748266848,0.8226066140354779
2024-03-27,19.622997478048486,27.074533196877653,14.306513731315912,7.5594403679195,8.14011472727296,11.162259190065672,9.941926236229436,1.1905942108964886,0.1480891260884061,0.8535317352854874
2024-03-28,19.583167632058306,27.085133142043894,14.349298647275816,7.6033947469761305,8.275132425692895,10.957239089181735,9.95096185662755,1.191060340201802,0.14116260608175635,0.863449513860116
2024-04-02,19.649328077541547,27.1328862824666,14.360919229808625,7.715075446757205,8.20363861545053,10.747754921733936,9.968859351786143,1.2260717142301525,0.14757636189604148,0.8478899983292223
2024-04-03,19.671120337898547,27.092060184487355,14.411103638078151,7.600969646678761,8.19594358892069,10.791697150642639,10.020929871311841,1.2242268782840744,0.14357117909790326,0.8483775246000432
2024-04-05,19.754819637005,26.981299848795253,14.265824313397005,7.964748832781838,8.215151494895736,10.46405070971924,9.974731167602654,1.2192218775909314,0.32645020986413337,0.8337019083482099
2024-04-08,19.936999973021976,27.064198982061637,14.322674669131835,8.135392266177902,8.228293003419607,10.024620178642051,9.96680219714837,1.218038267948945,0.26019941776112077,0.8427810446865577
2024-04-09,19.978981987841856,27.09137886080088,14.342829020860284,8.143562431326238,8.236556466388235,9.8989664543512,9.982910302513117,1.2192615124441746,0.2604567380447134,0.8450962254293041
2024-04-10,19.895577883465876,27.076626625361765,14.32553716290359,8.257716643520865,8.343511529871824,9.8009328543989,9.974602077627019,1.2185975804610207,0.2619424724990354,0.8449551698901027
2024-04-11,19.89850695608404,27.037756529472546,14.311892285138041,8.33878689637298,8.36413405016597,9.69978421873012,9.961716970564137,1.2168482116988677,0.3412356595983809,0.8293382221749157
2024-04-12,19.911991017086557,27.024417312357933,14.251222889300196,8.313045773615322,8.46695440115362,9.659643026041463,9.955082327280257,1.2475260037959897,0.3410607796710728,0.8290564696975824
2024-04-15,19.922135161924743,26.992219152877865,14.19859473028811,8.226673478665887,8.70912525192108,9.671385518941186,9.930785780608366,1.2455405172729102,0.27634402664811153,0.8271963808517419
2024-04-16,19.889428750561986,26.990146376524653,14.17514596054017,8.07259609729933,8.832525669391144,9.788850076402037,9.930462005709032,1.2449417843184782,0.24624383983744957,0.829659439415718
2024-04-17,19.936055421250735,26.977937283167712,14.168733780407235,8.053758637360444,8.76568700986279,9.857654436511881,9.914786497381462,1.2443786302600797,0.25127936853860733,0.8297289352590548
2024-04-18,19.939049721094413,27.972693856405716,14.170177763714081,7.979831975269187,8.514514119419173,9.199020249672497,9.911015181683727,1.2316907376656356,0.2517124369648943,0.8302939581106762
2024-04-19,19.98077575117595,27.936621012775163,14.151904278532015,7.948206981079006,8.529237186223163,9.253958517618962,9.897123569239051,1.2301023819781538,0.24266145440042125,0.8294088669781134
2024-04-22,19.979349015138826,27.899753675401907,14.142465104284815,8.056424474403933,8.514986268121874,9.203784494293913,9.890554000987043,1.229281916371769,0.25441854666478225,0.8289825043311417
2024-04-23,20.07841576285273,27.904619934497138,14.143155692004786,8.022202029951561,8.551042606621273,9.077310327827346,9.910008718735408,1.2294963270212587,0.25446292220232664,0.8292856782861725
2024-04-24,20.020251481516688,27.880971774306307,14.13053608140589,7.9970868091061815,8.543257179762428,9.184640132213824,9.899138540389366,1.2284543731740576,0.288158192143355,0.8275054359819033
2024-04-25,20.026383873341683,27.874977653345606,14.142011478833188,8.032221537543029,8.670241465607013,9.210175472001444,9.796334517789235,1.2289669199134268,0.1901595272930045,0.8285275543323691
2024-04-26,20.093540159746382,27.861482035717657,14.24185037811651,8.007414154618141,8.744865789783878,9.210476668800021,9.68857302329412,1.158703346167652,0.17452675957483715,0.8185676841808036
2024-04-29,20.06026278081685,27.763334281226314,14.201610101913841,8.142775915206574,8.75751733991612,9.372169313922303,9.568280182563006,1.1554628665049367,0.1742882158620075,0.8042990020680402
2024-04-30,20.16909644666329,27.759469632430672,14.199417704834474,8.109627973295476,8.600840076433677,9.475677018530682,9.443749300819231,1.1553020263792435,0.2889218976436252,0.7978979229696306
2024-05-02,20.196962385586286,27.735057574468335,14.167600450790442,8.20814898219212,8.579477742151715,9.501487870471752,9.441664776774306,1.1638535144077085,0.21306580623035393,0.7926808969269836
2024-05-03,20.303156424180116,27.72088264114275,14.067282079399599,8.233768448689045,8.636144628768875,9.638023120857786,9.214098527995999,1.1633911377977006,0.22757286614065253,0.7956801250274762
2024-05-06,20.37247219059678,27.703748442825717,14.061552247527494,8.228679179948122,8.630806652461285,9.799634469458981,9.011065455770913,1.1626720490611202,0.23642060304710105,0.7929487093024881
2024-05-07,20.672803085021062,27.653074418441744,14.06602685402277,8.213627776695846,8.61501970190971,9.696927636339725,8.887971097694487,1.1605453595307746,0.24423750926178736,0.7897665610820914
2024-05-08,20.98279685207099,27.603576254481332,14.041069100880815,8.170701744445903,8.383268321116397,9.617330943052904,8.726228002264913,1.4666364149333797,0.22789689363710647,0.7804954731162612
2024-05-09,21.13633526303752,27.543101927170532,14.042426286802087,8.145973833982701,8.381926586863077,9.553273049061845,8.629061125719325,1.4821241672169452,0.3044785987219183,0.781299161424048
2024-05-10,21.165677148326843,27.564469504717486,14.041240106641201,8.050335983105562,8.371819023788154,9.709045254509807,8.539240389064117,1.4708792830534976,0.29853004434205876,0.7887632624512718
2024-05-13,21.227517980188793,27.597013205391978,14.054200364440577,8.010201592910647,8.326826612945647,9.775902488297405,8.447017086201388,1.4722798061662834,0.3006286665631133,0.7884121968941665
2024-05-14,21.345312926915398,27.55660174568832,14.031390361128734,7.93779408102955,8.348613282825813,9.833741374857894,8.371876637503766,1.4926235920361965,0.30069431535073654,0.7813516826635901
2024-05-16,21.53342828969103,27.46204906330049,14.003455652448737,7.937710465072251,8.359101370344266,9.802778921164531,8.227131296092786,1.5108623387128646,0.3882360536452675,0.7752465495277763
2024-05-17,21.769806805544807,27.422843977810363,13.987443898846102,8.050798193209072,8.388048024217218,9.556940752864405,8.118160338463811,1.5523182932502326,0.3784195825767592,0.7752201332172304
2024-05-20,22.147003916881445,27.25967350192522,14.058929160998037,8.055717353190348,8.520583637644277,9.129924294377728,8.030777101759217,1.5618156459163595,0.456609491171733,0.7789658961356365
2024-05-21,22.310209026155075,27.305758565945855,14.20376696194681,8.15460405950003,8.508460049880222,8.743342881558219,7.969571939010733,1.5735604793827733,0.4578209573268886,0.7729050792933975
2024-05-22,22.376600778550674,27.321520850808493,14.250132571141572,8.265287183778577,8.398966409375891,8.497075745049314,7.983816092743747,1.574468819228551,0.4489928205704524,0.8831387287527283
2024-05-23,22.622019519610483,27.34664270331555,14.330520470737355,8.267250176470377,8.151446156754165,8.360032647147326,7.999363389084925,1.5759165268312718,0.461128355761587,0.8856800542869633
2024-05-24,22.78462296835127,27.367902592712785,14.014239387953731,8.26349774631409,8.039896672295026,8.419279474841963,8.033131823716316,1.5771326129685779,0.6086784133887955,0.8916183074574466
2024-05-27,22.87290458363025,27.401438778169613,14.032294334503101,8.2145213860119,7.858611234897718,8.54617737658485,7.9874016732656665,1.579065205779421,0.6127007391407893,0.8948846880166929
2024-05-28,23.072618457470202,27.49281367034964,14.079098950513707,8.203696748351543,7.751502808493406,8.367574059184758,7.931209275644413,1.5843855237796955,0.6143326687551197,0.9027678374575092
2024-05-29,23.213898129910195,27.536265205629405,14.070924748545776,8.221696461311396,7.573600612711237,8.418459595010939,7.85708940623587,1.5868895957276863,0.6151452996933783,0.9060309452241135
2024-05-30,23.302473465560233,27.50140231187333,14.052572397270414,8.224567793192936,7.5771976192187385,8.469101425100103,7.762462185215637,1.5848804792783295,0.6181818056486194,0.9071605176416577
2024-05-31,23.31328072208413,27.49763733323759,13.97045428429162,8.18691068964335,7.588844495406079,8.616682485010587,7.708967887324729,1.5845505505681676,0.6180809373354058,0.9145906150983423
2024-06-03,23.31304413060473,27.504369002339313,13.978226683236036,8.227764912444016,7.47185171198175,8.696791988574164,7.679634537993797,1.5750088744038493,0.6339878662851677,0.9193202921371763
2024-06-04,23.417971412343064,27.442255825790724,13.941549107718156,8.257292382539767,7.340180688276051,8.973983058640487,7.510932008216574,1.571452028425193,0.6267607422172288,0.9176227458327609
2024-06-05,23.558125639586084,27.43767645221307,13.945246994188373,8.325739110015604,7.279879275319791,8.849492645092107,7.491773052436892,1.5711897953951097,0.6236912866084301,0.917185749144542
2024-06-06,23.80198383278594,27.41506930037973,13.931947607993179,8.363370552140537,7.231865393813459,8.684683767788751,7.466247514594918,1.5698049916414203,0.622950926507484,0.9120761123545867
2024-06-07,23.770271675141107,27.436900955154105,13.942776943450424,8.362800749492816,7.209992350321681,8.711234585357333,7.472615222284312,1.570964796263315,0.6090620171104096,0.9133807054245007
2024-06-11,23.46620022245096,27.44420298179982,15.767108898093,8.409946503551145,7.082450508244766,6.644434230662448,7.4746355208866,1.545579076818829,1.2461401649880113,0.91930189250442
2024-06-12,23.702005028194257,27.588895923428332,15.858174996010518,8.433705272483193,6.896131089898123,6.2893004417299485,7.5163586603099946,1.556708633716487,1.2354908924418901,0.9232290617872608
2024-06-13,23.85137146218681,27.508838522841533,15.763621995108352,8.487268793659483,6.842666692931765,6.302325443704332,7.49910088547554,1.5912412139157894,1.2254895594300492,0.9280754307463486
2024-06-14,24.161825056938692,27.321425343558154,13.88305867100556,8.444394679061938,6.673165344087999,8.27025418791804,7.4538518701256535,1.646348501713892,1.2242691823671525,0.9214071632229192
2024-06-17,24.188411540564488,27.294012443682234,13.869568343852851,8.426384810493504,6.6707992238387135,8.316858367079732,7.449918140224661,1.6526024790241887,1.208389445567068,0.9230552056725542
2024-06-18,24.18245713444002,27.243964091136103,13.859767317205469,8.488599264555983,6.686365234915928,8.288166093032972,7.445211680014663,1.6562996634864546,1.2075370770861156,0.9416324441262893
2024-06-19,24.364370105067497,27.43136844244953,13.953499372030942,8.52971931555604,6.756078597276718,8.31475646970941,7.496099413388932,1.6705943752634689,0.5355448750433064,0.9479690342141649
2024-06-20,24.49863473206908,27.396275917824653,13.830136911074794,8.56057712806849,6.749011867597804,8.328295704423313,7.4796689878116895,1.6744468343309171,0.5360695073233523,0.9468824094759076
2024-06-21,24.515298354591593,27.38749580573084,13.818865961892989,8.569525368145927,6.7364492083171505,8.318064764422587,7.4945416632910975,1.6767149652913385,0.5348892491869556,0.94815465912952
2024-06-24,24.60899653377201,27.39225829137065,13.707545823517982,8.5314898211637,6.773679183720403,8.295648583159494,7.503976996330697,1.685327739029075,0.5498261579661955,0.9512508699697941
2024-06-25,24.71326505360371,27.40593033159529,13.663477968017068,8.547352159884035,6.617376046138433,8.30675135494256,7.5316945294157955,1.6939093608718536,0.5660355583841741,0.9542076371470825
2024-06-26,24.719682844492098,27.32049318191072,13.559074521740877,8.5568401154761,6.63948542831287,8.58995026141946,7.518908179894836,1.69840305201058,0.5510904997540622,0.8460719149883913
2024-06-27,24.778948920875138,27.300152387391,13.469967803781469,8.586530247898013,6.682423221756589,8.564976977073057,7.520105165132721,1.6971385482088885,0.5531769670211948,0.8465797608619305
2024-06-28,24.91771583540007,27.25157398359061,13.385689072582213,8.572861631438796,6.77264062586259,8.502854664954906,7.506456624693797,1.6940441043194814,0.550843367407299,0.8453200897502351
2024-07-02,24.97616873382633,27.26466512805002,13.35301375631933,8.53639090044089,6.80231162595407,8.465734683463126,7.510788515819172,1.6948578912994043,0.550279474803816,0.8457892900238431
2024-07-03,25.01453773853987,27.293399946718377,13.275649549516558,8.488915773037114,6.702656508103488,8.612678631222682,7.498672781726137,1.6966441385885749,0.5694059561163416,0.8474389764308534
2024-07-04,25.08543898820248,27.20038323452338,13.238911485816798,8.422226676650528,6.790447620792428,8.706358721157486,7.509587058348216,1.6317056421800284,0.5675466514818612,0.8473939208467933
2024-07-05,25.147793753617897,27.21663013558136,13.246512255877679,8.361361670266707,6.826061438743398,8.748458743856563,7.51326796655905,1.5599747687747718,0.5496819302809123,0.8302573364416646
2024-07-08,25.159631164112728,27.256785582643676,13.267319079907944,8.229190153406748,6.7981823289349546,8.797838919867347,7.525268656628674,1.5622763573231715,0.5602488710467947,0.8432588861279615
2024-07-09,25.139933148706774,27.259642451865812,13.269214884109712,8.230557895507294,6.743700144371462,8.847508125591615,7.527730927870664,1.562440104410229,0.5730516373161042,0.8462206802503366
2024-07-10,25.239054567748713,27.253414809997945,13.266688545469815,8.187227848475773,6.700015267893315,8.89068962451375,7.514709569021756,1.5620831548490803,0.5401839625195001,0.8459326495103496
2024-07-11,25.19809315276415,27.31188020525415,13.291299952122468,8.116737906084715,6.72553834795955,8.870652062157022,7.528555436034487,1.5649810191968774,0.5291044523891852,0.8631574660373983
2024-07-12,25.230370865219285,27.323862960537326,13.297131348332641,8.062047659629059,6.73165321162407,8.881842776315436,7.531542086621788,1.5656676355863364,0.5125034960312246,0.8633779601028322
2024-07-15,25.238656037136803,27.329308689818145,13.299781507193378,8.063686097794353,6.7703072074763755,8.814980213121093,7.533169735791042,1.5659796779245463,0.5119410428557515,0.8721897908885137
2024-07-16,25.34749199516352,27.318490742155983,13.296478329389249,8.026328464884125,6.769651906126491,8.713362200853874,7.582670185106139,1.5653598054503437,0.5117067627882327,0.8684596080820468
2024-07-17,25.311920588240778,27.3114845903763,13.29294178213723,8.083064277511046,6.795620843483613,8.681258711479325,7.577942358939282,1.5649583503154207,0.5119707066312748,0.868837790885728
2024-07-18,25.321919847020503,27.30521778312161,13.290397538595286,7.97006679599669,6.764022956037362,8.798325778241693,7.5746858090810765,1.5645992599001561,0.5127512270592297,0.8980130049463921
2024-07-19,25.37761934408971,27.29457707170627,13.28524994214334,7.8277309989632045,6.766855101825819,8.899551219676923,7.566803260891963,1.5639895431296296,0.5224890433061393,0.8951344742670028
2024-07-22,30.2817394339726,25.494330371561873,12.395339595387282,7.414881663849947,6.193273781318015,8.352219374728035,7.059782008163301,1.4592294249163478,0.5231997476897308,0.8260045984128711
2024-07-23,30.345554698297665,25.473178889555243,12.386177063644316,7.526579706944505,6.135894001447507,8.41166227816058,6.964641182694613,1.4580120227650182,0.4769844697719923,0.8213156867185578
2024-07-24,30.396571293694883,25.46399378588032,12.38841487778536,7.455274226683187,6.127768686716893,8.494414599151726,6.872880485474778,1.4581609710786272,0.5137838226499652,0.8287372508842584
2024-07-25,30.39720094624049,25.452739144903898,12.383940901167376,7.411476355881173,6.19837503111954,8.610192945483224,6.782536723855072,1.4575164893703247,0.4768552003068001,0.8291662616721074
2024-07-26,30.36667580116425,25.381682070636348,12.417103141396419,7.500583465555502,6.170742647113688,8.793064767819647,6.60579473095625,1.454149243478724,0.4757535395531607,0.8344505923260153
2024-07-29,30.23048776195911,25.43305428414534,12.443044679624201,7.800613629439286,6.0877133993235715,8.94079566051802,6.4558596429966,1.4570941107836497,0.30583222206791527,0.8455046091423009
2024-07-30,30.199210065880226,25.378989153670762,12.46198156584533,7.94203989066107,6.011844087064285,8.870649154710243,6.317172056255346,1.4539713946628077,0.502408352787985,0.8617342784619499
2024-07-31,30.011286062089688,25.28270212880378,12.414701230066122,8.019161999245677,6.024572003252318,9.09692957776778,6.125708457235502,1.4484550764601372,0.7137155398769786,0.8627679252020164
2024-08-01,29.978996324279873,25.297644739350705,12.434687218211142,8.243076798272345,6.046939452680558,9.184168631531534,5.944874448283223,1.4491433618708538,0.5504674235606309,0.8700016019591346
2024-08-02,29.908130590847186,25.282628553480052,12.406847278104154,8.310243874897713,6.120180942322281,9.224003085350693,5.868202733098148,1.4482831787866466,0.5434761508053471,0.8880036123077757
2024-08-05,29.842574745616655,25.252890193107756,12.400556473893653,8.331252948103653,6.08786975676432,9.444852225399684,5.766112927900565,1.4465796546850769,0.5403519648278081,0.8869591097008238
2024-08-06,29.891017331155677,25.26192659881045,12.40499384555212,8.506077343639166,6.052293022784223,9.305286262615493,5.729426730193269,1.4470972936777242,0.5117390730511571,0.8901424985207187
2024-08-07,30.073390631652845,25.20571490665313,12.381534354973045,8.506350347028865,5.990007848080825,9.352240461107792,5.647447073776262,1.4438772784791316,0.5040970615963746,0.8953400366517283
2024-08-08,30.225091585322094,25.189761043053554,12.383466570947355,8.589558555182537,6.028544237251385,9.265773911445436,5.4940122137480705,1.4429633817203729,0.48835891580965385,0.8924695855195437
2024-08-09,30.268035033655433,25.19249155305508,12.38575846246908,8.687274683147624,6.038743914882509,9.230786489307102,5.388288500856655,1.4431081010282762,0.49182347233962315,0.8736897892586211
2024-08-12,40.99925073487968,21.30975627910811,10.513622919622412,7.501364783334634,5.101550357243725,7.75135342939511,4.45191955295081,1.2195487828718548,0.4076718032693366,0.7439613573243256
2024-08-13,40.94044869302652,21.324933638047824,10.533812884045053,7.607138708152222,5.035212427675743,7.815854200882949,4.3689641078460655,1.2204173770209243,0.405298460219605,0.7479195030830991
2024-08-14,40.91132552606,21.319875734399663,10.534860091372844,7.693881744873221,5.100955406504045,7.752810933107278,4.307658651830791,1.2205387034612407,0.4073860568371318,0.7507071515537903
2024-08-15,40.9359531878086,21.328705149325806,10.528784825900757,7.726556545880461,5.08611513878046,7.771925707952996,4.207602576588288,1.2210441774508891,0.4421712581801132,0.7511414321316283
2024-08-16,40.9273824608108,21.346192064158895,10.551691864114488,7.79058301294252,5.067193653135115,7.7367312247860935,4.149194801952024,1.222045283490334,0.4592534935527017,0.7497321410570355
2024-08-19,40.930779616935034,21.33888090426654,10.541653437730597,7.878496169735564,5.055439638970947,7.745508913898323,4.060655119438827,1.2214430164378764,0.47970667476212697,0.7474365078241636
2024-08-20,40.930005686246965,21.35242509503981,10.55145665710676,7.997019197264753,5.062279360291906,7.729564282711969,3.9768062825013746,1.222218289391858,0.4265844902173754,0.7516406592272281
2024-08-21,40.880972152348974,21.350592032127103,10.546441152105496,8.219023559068127,5.043108259385407,7.67997590313281,3.893522695382698,1.2219720079655327,0.40929752621963666,0.7550947122642155
2024-08-22,40.82380064131366,21.372587020675965,10.558747080813559,8.304559281647913,5.055254389749621,7.683153795347615,3.795687319886338,1.223160122374597,0.4199292710539035,0.7631210771368236
2024-08-23,40.80037871886811,21.355219787519694,10.551363705115719,8.347123456129703,4.973148792040323,7.809310643028482,3.751789531790871,1.22217891198532,0.42411240880506873,0.7653740447167111
2024-08-26,40.72007322821858,21.386479363674308,10.55822543519011,8.43711068724346,4.995591376712343,7.770516165309278,3.700315235311575,1.223967926341243,0.43207401049739375,0.7756465715017051
2024-08-27,40.43452188077373,21.426115302420516,10.763505460291691,8.450417875552873,5.008864391091525,7.85265616450589,3.6207105720085675,1.2262363276489492,0.42226831491643185,0.7947037107898252
2024-08-28,40.92125638459343,21.398855358881928,10.548693344269504,8.479514000403238,4.996848745637786,7.758686043348457,3.461491191545027,1.2246762159541846,0.4148010914349482,0.7951776239315028
2024-08-29,40.96846824599044,21.38616529634563,10.532197306169069,8.581119123988827,5.012263783357652,7.716687712267843,3.356876667710498,1.2239499519785404,0.43295813457818,0.7893137776133223
2024-08-30,41.16759048445011,21.42311560660227,10.460559842967703,8.747013205563091,5.032263314295999,7.501708766180501,3.222657442934519,1.2260745788444227,0.4544490448464739,0.7645677133149118
2024-09-02,41.66585404510289,21.322073538462924,10.410606106930121,8.80314552271351,4.995458154163395,7.285559200314783,3.108011108275675,1.220291801333698,0.43287251115340897,0.7561280115495901
2024-09-03,42.36576680678098,21.397756773305233,10.40844792513863,8.737967197588317,4.717075838697325,6.976461658273579,2.987404756898477,1.2483883359611192,0.4170381638344748,0.743692543521866
2024-09-04,42.18080808035382,21.43518399386007,10.499744554178706,8.729040891390696,4.831511638768301,6.909039884126797,2.922044055425924,1.3193961127253728,0.4100678967130387,0.7631628924572722
2024-09-05,41.92856103197653,21.498390647763788,10.454151079055197,8.863463085968624,4.930996174976782,6.983148594072825,2.83579962470288,1.3230700847204548,0.4113335344079725,0.7710861423549497
2024-09-09,41.21500658341948,21.672664953312132,11.784961669932494,8.94312760606603,4.934185889105566,5.538151654712373,2.79694546042175,1.322729521034837,1.0246336858748784,0.7675929761204527
2024-09-10,41.27542831889756,21.623477003667816,11.73725566080035,9.007259760381153,4.950644371163298,5.525369793929718,2.7936623209658507,1.3197274742992893,1.0044880657539559,0.7626872301410065
2024-09-11,41.37489966040763,21.536815763738446,10.383435620011568,8.959098789989781,4.941881040892102,6.865029082834738,2.785447146899379,1.3845962157069747,1.015467999662799,0.753328679856583
2024-09-12,41.329696096851265,21.530812576404536,10.398778770483261,9.024894087555596,4.949387723148304,6.879184329179447,2.7846707293818134,1.3842841021716448,0.9643592839654942,0.7539323008586367
2024-09-13,41.76541364069355,21.50575786626512,10.3979159947421,8.884250267277555,5.026729943306185,7.094480751364419,2.7818842597353046,1.3827522805189298,0.40739740684646797,0.7534175892503708
