date,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF COMMUNICATIONS TRUSTEE LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,KINGSTON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-05-14,0.0,0.0,30.447680643352797,23.71588351044816,20.607026269565196,0.0,14.989225661974654,10.240183914659196,0.0
2024-05-16,0.0,0.0,30.41378378000485,23.689581021193863,20.584171709380694,0.0,15.036141877407491,10.276321612013104,0.0
2024-05-17,0.0,0.0,30.45248295478756,23.71972417086244,20.61036346718698,0.0,15.055274198685911,10.162155208477113,0.0
2024-05-20,0.0,0.0,30.603408693416718,23.687616881427843,20.554620769928043,0.0,15.014555771126703,10.139797884100691,0.0
2024-05-21,0.0,0.0,30.987443453687046,23.63548227667581,20.562791552243485,0.0,14.674301030616565,10.139981686777093,0.0
2024-05-22,0.0,0.0,30.90161178964181,23.700058123758925,20.591043905002344,0.0,14.688042510633714,10.119243670963211,0.0
2024-05-23,0.0,0.0,30.890108919763538,23.691235972779847,20.583379058899514,0.0,14.778844424730178,10.05643162382692,0.0
2024-05-24,0.0,0.0,30.90161178964181,23.662820087764466,20.591043905002344,0.0,14.784347776136626,10.060176441454761,0.0
2024-05-27,0.0,0.0,30.899627925060962,23.661300949184426,20.589721972574875,0.0,14.78339863004989,10.06595052312984,0.0
2024-05-28,0.0,0.0,30.898124661074583,23.663504320923025,20.58940473404839,0.0,14.783170853122932,10.065795430831075,0.0
2024-05-29,0.0,0.0,30.89772794413907,23.664484444505458,20.58914037607716,0.0,14.782981044378799,10.065666190899508,0.0
2024-06-05,0.0,0.0,30.671035081186886,23.730298768596604,20.67781507720671,0.0,14.804096502885745,10.116754570124051,0.0
2024-06-06,0.0,0.0,30.677585223866267,23.729380810804603,20.677015198467014,0.0,14.798366111147693,10.117652655714423,0.0
2024-06-07,0.0,0.0,30.677980795392617,23.729686788844212,20.677281817837564,0.0,14.798556928391859,10.116493669533746,0.0
2024-06-12,0.0,0.0,30.679563183517068,23.727042236215297,20.678348364081682,0.0,14.799320246580846,10.115725969605103,0.0
2024-06-14,0.0,0.0,30.68272844953951,23.72949019807688,20.68048178668244,0.0,14.799557471609367,10.107742094091806,0.0
2024-06-18,0.0,0.0,30.66797452669911,23.72306537522757,20.67488249100399,0.0,14.79555045189636,10.138527155172968,0.0
2024-06-19,0.0,0.0,30.648217177513505,23.739993867601818,20.661563030588027,0.0,14.78601865655667,10.164207267739977,0.0
2024-06-20,0.0,0.0,30.630851756088163,23.72911815295702,20.64985609353344,0.0,14.82399938984409,10.166174607577288,0.0
2024-06-25,0.0,0.0,30.641505476558695,23.702590367777876,20.657038322624853,0.0,14.829155326969587,10.169710506068984,0.0
2024-06-28,0.0,0.0,30.64190020112283,23.702895705081193,20.657304427058087,0.0,14.828058154228966,10.169841512508926,0.0
2024-07-02,0.0,0.0,30.642689680760988,23.703506403288603,20.657836656492858,0.0,14.796234308732718,10.19973295072483,0.0
2024-07-03,0.0,0.0,30.65206295527765,23.7117539101812,20.665024439064425,0.0,14.766588119141266,10.204570576335456,0.0
2024-07-04,0.0,0.0,30.66036037153488,23.71817260678472,20.670618395660007,0.0,14.743515704784315,10.207332921236082,0.0
2024-07-05,0.0,0.0,30.645931841482856,23.727960162723306,20.67914834597223,0.0,14.748310208739959,10.198649441081649,0.0
2024-07-08,0.0,0.0,30.654920465930008,23.735918501887042,20.686084116052164,0.0,14.721006856053338,10.20207006007745,0.0
2024-07-09,0.0,0.0,30.557776498568785,23.735612313206698,20.68581726963556,0.0,14.720816957960189,10.299976960628772,0.0
2024-07-11,0.0,0.0,30.561718900198787,23.738674555535653,20.68848604364553,0.0,14.722716159388433,10.2884043412316,0.0
2024-07-12,0.0,0.0,30.558564897522757,23.736224698467137,20.68635096935348,0.0,14.731516867958403,10.287342566698227,0.0
2024-07-16,0.0,0.0,30.50182418995111,23.74326940084411,20.692490496076697,0.0,14.74879301716914,10.313622895958941,0.0
2024-07-17,0.0,0.0,30.5022177894954,23.74357578710999,20.692757514691024,0.0,14.748983337530778,10.312465571172806,0.0
2024-07-18,0.0,0.0,30.503005019059138,23.744188583364263,20.693291572594063,0.0,14.749363992989947,10.310150831992594,0.0
2024-07-22,0.0,0.0,30.50339864907936,23.74449499335326,20.69355861188331,0.0,14.749554328087857,10.308993417596207,0.0
2024-07-23,0.0,0.0,30.504185939598504,23.745107837056516,20.694092711138605,0.0,14.749935013021286,10.306678499185086,0.0
2024-07-26,0.0,0.0,30.503792289259017,23.744801411250577,20.69382565806474,0.0,14.749744668098241,10.307835973327423,0.0
2024-07-30,0.0,0.0,30.50497327075852,23.745720712395496,20.694626837964737,0.0,14.75031571760612,10.304363461275125,0.0
2024-08-01,0.0,0.0,30.51994028875186,23.757371357882473,20.704780488961255,0.0,14.757552840510424,10.260355023893986,0.0
2024-08-02,0.0,0.0,30.522698973087625,23.75951877650793,20.70665198520502,0.0,14.758886769393317,10.252243495806104,0.0
2024-08-13,0.0,0.0,28.340338224877282,22.060722702807627,19.226134664007198,0.0,13.703632278261837,9.513217425111192,7.155954704934861
2024-08-14,0.0,0.0,28.339998441438922,22.060458208144468,19.22590415433259,0.0,13.703467980035875,9.5143023066629,7.155868909385242
2024-08-15,72.37220303272429,0.0,7.886874917846305,6.138163924492583,5.366313256409228,0.0,3.6624929765965755,2.581583432571487,1.9923684593595374
2024-08-16,72.36882095181907,0.0,7.887173946914576,6.143551648914865,5.352710545777199,0.0,3.7067170001618557,2.5487505539508515,1.9922753524615824
2024-08-19,72.36447302653117,0.0,7.8867000847927,6.143182543777867,5.352388954444982,0.0,3.706494300270271,2.5546054338042357,1.9921556563787735
2024-08-20,72.37244462202813,0.0,7.887568875516273,6.143859270412564,5.352978568075852,0.0,3.7069026038485013,2.5438709499334413,1.9923751101852536
2024-08-21,72.37123669163792,0.0,7.887437228254676,6.143756726490432,5.352889224327355,0.0,3.7068407338877436,2.54549753890118,1.9923418565006938
2024-08-22,72.38235117240191,0.0,7.888648548847748,6.1447002597099365,5.353711299326142,0.0,3.7074100154409586,2.530530871997548,1.992647832275762
2024-08-26,72.3811429113018,0.0,7.888516865543467,6.144597687713098,5.353621931116912,0.0,3.707348128541304,2.532157906296489,1.992614569486934
2024-08-27,72.38790969306984,0.0,7.8685533931548886,6.151515976214508,5.354122431521013,0.0,3.707694721793565,2.5374029288372966,1.9928008554088907
2024-08-28,72.38815138724762,0.0,7.868579665270642,6.151536515357057,5.354140308266237,0.0,3.7077071013225638,2.537077513414155,1.9928075091217312
2024-08-29,72.38863478044512,0.0,7.86863221002847,6.150909814605962,5.3541760621148144,0.0,3.7077318606285656,2.5370944554963613,1.9928208166807084
2024-09-02,72.38911818009866,0.0,7.868684755488068,6.150950889391836,5.354211816440908,0.0,3.7077566202652457,2.536443613897856,1.9928341244174173
2024-09-03,72.3896740976817,0.0,7.868645015278897,6.150998126073782,5.35425293450626,0.0,3.7067834107033155,2.5367969872216865,1.9928494285343576
2024-09-05,68.60158929889607,0.0,7.577091546557449,5.832259394340325,5.391416347259714,4.6210707750816695,3.6080372757277654,2.4799786148358307,1.8885567473011708
2024-09-09,68.6057138693791,0.0,7.593369092669144,5.832610050428517,5.391740498302786,4.621348610220967,3.572812958345834,2.4937346266330027,1.8886702940206428
2024-09-10,68.61331306082641,0.0,7.594210181001454,5.833256106243856,5.392337720690981,4.621860499258384,3.5535872711415775,2.5025556660615904,1.8888794947757352
2024-09-11,68.61842558571013,0.0,7.594811072469223,5.8273876666648,5.392764389120015,4.622226203719153,3.553868448541241,2.501487681512358,1.8890289522630839
2024-09-17,68.61299658608489,0.0,7.594210181001454,5.82692661141341,5.392337720690981,4.621860499258384,3.5535872711415775,2.5092016356335582,1.8888794947757352
2024-09-19,68.59963572807551,0.0,7.592696356132893,5.825448664034961,5.391262815632166,4.620939180622734,3.552878901389432,2.5286353873341776,1.8885029667781217
2024-09-20,68.58933618232585,0.0,7.591591404850378,5.8246008970928065,5.3904782349663405,4.6202667037535745,3.5523618573889117,2.5431365832438155,1.888228136378314
2024-09-23,68.61852490801056,0.0,7.594787034984769,5.827052724273028,5.392747321086469,4.622211574429571,3.553857200590929,2.501796263115194,1.8890229735094803
2024-09-24,68.61907712339982,0.0,7.591718157957922,5.827126495410295,5.392815593868902,4.622270092143528,3.569727332207426,2.4882183162611424,1.8890468887509706
2024-09-25,68.63906362198662,0.0,7.593929377790601,5.828823747258439,5.378556596385192,4.6236164086277665,3.554937328588209,2.491475812880412,1.8895971064827617
2024-09-27,68.64417073586849,0.0,7.594494406800273,5.8371729062338895,5.383706067762937,4.623960430447104,3.5471280624194246,2.479629687841999,1.8897377026258964
2024-09-30,68.62526734860141,0.0,7.619308181617482,5.835565452333457,5.38222349058792,4.622687073747078,3.546784308936588,2.4789468418003655,1.8892173023756935
2024-10-02,68.62287800653363,0.0,7.619042898373145,5.82744926609949,5.382036096447233,4.622526124564389,3.5466608197134186,2.490255263215991,1.8891515250527025
2024-10-03,68.64395339639158,0.0,7.621382851229861,5.82195678334901,5.383689022005838,4.623945790177866,3.5477500666473962,2.4644241955274775,1.8928978946709782
2024-10-04,68.69006016782022,0.0,7.614462434371784,5.825867275350063,5.2732462683801105,4.627051602140867,3.574845774605956,2.497445689231466,1.897020788099536
2024-10-07,68.91925328366987,0.0,7.640750122504264,5.848205598760363,5.098153498766363,4.643025742211598,3.525541882519543,2.4214999289761763,1.9035699425918196
2024-10-08,68.90551777164265,0.0,7.639227331553922,5.84726256190462,5.097137443812739,4.642100393591489,3.540732278737272,2.4248316550269187,1.903190563730393
2024-10-09,68.84940587260786,0.0,7.637770498836962,5.895858056002792,5.092986686792647,4.638320187346501,3.5455984344416698,2.4384195273117744,1.9016407366597958
2024-10-10,68.8489685414905,0.0,7.623429993843176,5.895820605538861,5.092954336164053,4.638290724757472,3.5455759128163145,2.4533312279432464,1.9016286574463648
2024-10-15,68.8491872063547,0.0,7.607256565908503,5.895839330711356,5.092970511426977,4.6383054560052,3.5614672128168925,2.4533390197424723,1.9016346970338982
2024-10-16,68.8426278645702,0.0,7.606531813767151,5.895277627271622,5.0924852982292865,4.6378635592737885,3.570655023500128,2.45310528729338,1.9014535260944405
2024-10-21,68.84280276413104,0.0,7.606297081632266,5.895292604641023,5.092498236048046,4.637875342093894,3.570664095001534,2.4531115195807107,1.901458356871489
2024-10-24,68.84192827521365,0.0,7.606200461183459,5.895217718555033,5.0924335476116305,4.63781642859206,3.570618737955431,2.4543506276570395,1.901434203231701
2024-10-25,68.84212503328303,0.0,7.6059363891843725,5.895234567758505,5.092448102366536,4.637829683999477,3.570628943190337,2.454357642470587,1.9014396377471519
2024-10-28,68.84146917742558,0.0,7.605863927767328,5.8951784041214825,5.093034717202922,4.6377854996027486,3.57059492596751,2.454651825095962,1.9014215228164555
2024-10-29,68.84037611209968,0.0,7.605743161807038,5.895084800437822,5.094541650657104,4.637711860812362,3.5705382320364665,2.454612850117228,1.9013913320323046
2024-11-01,68.84606043087419,0.0,7.606371186682708,5.895571572055018,5.094962319462069,4.638094808060621,3.570833060139591,2.4465582881456176,1.9015483345801814
2024-11-04,68.84474858168494,0.0,7.6062262486599375,5.895459233008476,5.0948652358795625,4.638006430005646,3.5707650185635655,2.448417151276156,1.901512100921706
2024-11-05,68.8340370176551,0.0,7.605042794857482,5.894541957684495,5.094072525087209,4.637284801938591,3.570209442736507,2.463595215651795,1.9012162443888232
2024-11-07,68.8176482204905,0.0,7.603232099027436,5.892186151629714,5.124605199400445,4.636180703976212,3.571581593384206,2.4538024510759864,1.9007635810155077
2024-11-12,68.81767006702427,0.0,7.60320276717488,5.892188022136003,5.124606826234018,4.636182175756795,3.5715827272020553,2.4538032300488153,1.900764184423163
2024-11-13,68.8154854823038,0.0,7.6029614070623435,5.895175430572295,5.1244441479893155,4.636035002323974,3.5714693489803553,2.453725335213983,1.9007038455539385
2024-11-15,68.81767006702427,0.0,7.60320276717488,5.892188022136003,5.124606826234018,4.636182175756795,3.5715827272020553,2.4538032300488153,1.900764184423163
2024-11-18,68.79692211057016,0.0,7.61931732642113,5.890411576342594,5.134804108182735,4.63478440530333,3.5705059246479425,2.453063428737402,1.9001911197947103
2024-11-22,68.7742228981565,0.0,7.616803369442627,5.888468063472057,5.172449521210015,4.633255180557805,3.569327853450549,2.4506677774249788,1.8948053362854629
2024-11-25,68.77378652163847,0.0,7.616755040374076,5.8884307007934,5.17241670171142,4.63322578227924,3.5693052058538948,2.451286733716129,1.8947933136333681
2024-11-26,68.78382458278817,0.0,7.617866764138674,5.873425199017617,5.173171655564763,4.6339020370861235,3.5698261732999295,2.452913714867611,1.8950698732371103
2024-12-04,55.813422638027724,18.856246846215527,6.1788091067036435,4.765887400911434,4.202055937307665,3.7600981688334847,2.8966725558401003,1.9890862844844908,1.5377210616759371
2024-12-11,55.814715977799665,18.856683793688788,6.178952285515894,4.765997838713541,4.202153309692493,3.760185299926299,2.8967396791528395,1.9868151209040892,1.5377566946063905
2024-12-16,55.81457227042057,18.85663524296952,6.178936376431293,4.765985567593887,4.202142490315771,3.7601756184943524,2.8967322208533584,1.9870674776109025,1.5377527353103448
2024-12-23,55.81457227042057,18.85663524296952,6.178678904227809,4.765985567593887,4.208579295402881,3.7601756184943524,2.8967322208533584,1.9808881447272781,1.5377527353103448
2024-12-30,55.81529081471628,18.856877999065986,6.177471069564799,4.766046923824057,4.208633475709613,3.760224026152633,2.89676951273483,1.9809136462373484,1.5377725319944584
2025-01-10,55.80451459248502,18.853237313781726,6.195585324767904,4.765126746215627,4.207820917556424,3.759498042122922,2.8962102353116306,1.9805311925161335,1.5374756352426182
2025-01-15,55.803078077241565,18.852751995291143,6.19542583851798,4.765004082713257,4.207712600175044,3.759401265432278,2.896135681304994,1.9830544016529832,1.5374360576707569
2025-01-21,55.802934429784855,18.852703464816315,6.19540989034459,4.764991816710355,4.207701768743618,3.759391588037247,2.896128226115438,1.9833067154219401,1.5374321000256386
2025-01-24,55.802503491852015,18.852557874890934,6.195362046317056,4.764955019080543,4.207669274783923,3.7593625561510886,2.89610586077706,1.9840636489348418,1.5374202272125361
2025-01-27,55.802359847353465,18.852509345415505,6.19534609847209,4.764942753330237,4.207658443575551,3.7593528789553456,2.89609840574103,1.9843159575078528,1.5374162696489184
2025-02-03,55.79718913788554,18.850762450681422,6.194772030729863,4.764501228371862,4.21988076595452,3.7590045330865025,2.8955726579880268,1.9810433843752295,1.5372738109270403
2025-02-10,55.79546578100021,18.850180224376388,6.199728379764567,4.764354071568375,4.219750430346479,3.758888432142276,2.895483225076544,1.9789231251720958,1.5372263305530711
2025-02-12,55.799343483705655,18.851490284142557,6.193724202926892,4.764685187160197,4.220043696787238,3.759149669352841,2.8951696529902877,1.9790606574150647,1.537333165519272
2025-02-14,55.803365374373634,18.852849056990365,6.1941706325803,4.7650286149085135,4.220347868006879,3.7594206203718104,2.8881705561083897,1.979203303637986,1.5374439730221199
2025-02-17,55.814141152723316,18.85648959231176,6.1760564773068625,4.765948754614061,4.221162828410774,3.7601465744976337,2.8887282695283583,1.9795854930626897,1.5377408575445353
2025-02-18,55.81026139312719,18.855178837636796,6.175627166492628,4.76561746338511,4.233742022281595,3.759885198716264,2.885438040076472,1.976615912375208,1.5376339659087384
2025-02-20,55.80767518637181,18.854305102419175,6.175340992439722,4.76539662815213,4.236120237641008,3.759710968381955,2.8853043309848965,1.9785838405356266,1.537562713073674
2025-02-25,55.80480190440886,18.853334380478262,6.167042811255865,4.765151279673946,4.235902139183563,3.759517398058962,2.8856706341263445,1.9910959018126888,1.5374835510015106
2025-02-26,55.80480190440886,18.853334380478262,6.167042811255865,4.765151279673946,4.238476410512155,3.759517398058962,2.8856706341263445,1.988521630484097,1.5374835510015106
2025-02-28,55.840739207886415,18.865475593708545,6.171014277536612,4.768219952652078,4.241205914208055,3.7619384606387487,2.7613084283044373,2.051624501903374,1.5384736631617282
2025-03-03,55.85440752236066,18.870093355879654,6.152685267066222,4.76938708494151,4.242244047603274,3.7628592822224554,2.7619843225080927,2.047488877188531,1.5388502402295954
2025-03-04,55.85987672189031,18.871941093780467,6.1532877309515515,4.76985409785524,4.2426594432753255,3.7632277370880494,2.7622547728454543,2.0378974796332683,1.5390009226803347
2025-03-05,55.866066844823905,18.874032391545903,6.177163485990842,4.7703826701503065,4.256015081772315,3.763644759890224,2.7625608726369553,1.9909624258273175,1.5391714673622312
2025-03-06,55.90121818956543,18.88590807309515,6.148816215639064,4.773384230404283,4.258692998114269,3.766012873163832,2.737996162636615,1.9878313318848608,1.5401399254965016
2025-03-07,55.901794809648095,18.886102880904833,6.154037131778288,4.773433467778685,4.258736926457661,3.7660517195203984,2.7380244050188884,1.9816628468804003,1.5401558120127514
2025-03-10,55.903092248328576,18.886541213170997,6.152632679086134,4.773544255585068,4.2588357685438085,3.7661391267528534,2.7375721914183697,1.981450959241553,1.5401915578726346
2025-03-11,55.90395724090784,18.88683344598568,6.152727879215434,4.773618116979703,4.258901665816892,3.766197400495255,2.7363251273919627,1.9812237338395058,1.5402153893677206
2025-03-12,55.898911828185135,18.88512888204311,6.149078251520816,4.773187291063803,4.2649638253334405,3.765857495751146,2.736078170104991,1.9867178732888353,1.5400763827087156
2025-03-13,55.89876768691777,18.88508018473716,6.1490623954709696,4.7731749828945915,4.264952827672288,3.765847785088551,2.7347818118559584,1.9882599139041373,1.5400724114585713
2025-03-14,55.90265976207679,18.88639510015488,6.1443329665127,4.773507325744878,4.26524978443255,3.7661099905578928,2.733167077226726,1.988398350891942,1.5401796424016452
2025-03-19,55.902515601479905,18.88634639631856,6.1445749995221846,4.773495015925127,4.265238785296599,3.7661002785930866,2.7331600289932623,1.9883932232523212,1.5401756706189518
2025-03-21,55.902515601479905,18.88634639631856,6.152311336084523,4.773495015925127,4.265238785296599,3.7661002785930866,2.738317586701488,1.9754993289817568,1.5401756706189518
2025-03-25,55.9055431301614,18.887369229634526,6.145681448599057,4.773753535473238,4.26546977906525,3.766304240373485,2.737692211003693,1.9779273433318252,1.540259082357532
2025-03-26,55.871394327907495,18.875832251352833,6.141927479873362,4.770837581949415,4.327297881486621,3.7640036674511705,2.7349890082303476,1.9743995563794354,1.5393182453693155
2025-03-27,55.871394327907495,18.875832251352833,6.141927479873362,4.770837581949415,4.341731003586359,3.7640036674511705,2.7349890082303476,1.9622860431885842,1.536998636460429
2025-03-28,55.870112759440225,18.875399280747786,6.141786597393496,4.770728149294636,4.34163141370473,3.7639173293801607,2.7346427722687494,1.9648183167210815,1.5369633810491328
2025-04-01,55.86996876665731,18.875350633606462,6.141770768305268,4.770715853804456,4.3416202241159,3.7639076287208253,2.734635724335541,1.9650709805862052,1.536959419868037
2025-04-02,55.868240911153535,18.874766887468816,6.143127144269615,4.770568312865613,4.343289991984284,3.763791224708874,2.7345511519706114,1.9647524882912077,1.5369118872874514
2025-04-03,55.86838489503022,18.87481553160122,6.143142976363965,4.770580607595294,4.343301185530392,3.7638009247682063,2.7343004790271737,1.9647575518599791,1.5369158482235408
2025-04-08,55.87212873633709,18.87608036705654,6.143554639462372,4.770900292812076,4.34359223798192,3.7640531438613385,2.7277825289505397,1.964889213809657,1.5370188397284605
2025-04-09,55.87284876334454,18.87632362407872,6.143376070735665,4.77096177565045,4.34364821407933,3.7641016514085246,2.7229206024071355,1.9687806509260344,1.5370386473695974
2025-04-10,55.8562928359687,18.870730298340725,6.1415557001921774,4.7695480711693135,4.374569211259914,3.762986294039868,2.7221137619337856,1.9656206263477207,1.5365832007477953
2025-04-11,55.85730030762971,18.871070666901417,6.141666474520516,4.769634098799748,4.374648114715293,3.7630541664649706,2.7221628602955628,1.9638523948019282,1.5366109158708539
2025-04-14,55.857444235119516,18.87111929198383,6.141424629779237,4.769646388714572,4.374659386869846,3.76306386272557,2.72216987449183,1.963857455059835,1.5366148752557633
2025-04-15,55.854565826242194,18.87014683794411,6.1411081539465915,4.7694006024510776,4.379587088684471,3.7628699470071423,2.7220295974340516,1.9637562548561767,1.5365356914341881
2025-04-16,55.854565826242194,18.87014683794411,6.140850497253134,4.7694006024510776,4.379587088684471,3.7628699470071423,2.7220295974340516,1.964013911549634,1.5365356914341881
2025-04-17,55.85384627037485,18.869903740093932,6.140771386710595,4.769339159843182,4.38081893478569,3.7628214712002257,2.721994530428536,1.9639886098090746,1.536515896753918
2025-04-22,55.84622011783995,18.867327287909344,6.139417703868326,4.768687965514548,4.381508879066769,3.762307704424665,2.7216228757104752,1.9766013611713305,1.536306104494595
2025-04-25,55.8498171001048,18.868542507874036,6.139813135762386,4.768995110492353,4.381791086344147,3.762550029761262,2.7153573022028787,1.976728671489304,1.5364050559688325
2025-04-29,55.84816243071612,18.867983487248406,6.139631230764744,4.768853818888659,4.3829494022548285,3.76243855622955,2.716951430483858,1.9766701067062433,1.5363595367075937
