date,UOB KAY HIAN (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,HAO TIAN INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CEPA ALLIANCE SECURITIES LTD,CENTRAL WEALTH SECURITIES INVESTMENT LTD
2024-05-06,0.0,0.0,14.65666474321985,41.61858049624928,32.025389497980385,0.0,11.69936526255049,0.0,0.0
2024-05-08,0.0,0.0,14.681280646091722,41.60657629074127,32.01615229304874,0.0,11.695990770118257,0.0,0.0
2024-05-13,0.0,0.0,14.716273703944047,41.574735020549426,32.01384382435648,0.0,11.695147451150048,0.0,0.0
2024-05-16,0.0,0.0,14.710124026535908,41.57773291029709,32.01615229304874,0.0,11.695990770118257,0.0,0.0
2024-05-20,0.0,0.0,14.66089466089466,41.6017316017316,32.03463203463203,0.0,11.702741702741703,0.0,0.0
2024-05-23,0.0,0.0,14.667051439290093,41.59873025034268,32.032320900367935,0.0,11.70189740999928,0.0,0.0
2024-05-27,0.0,0.0,14.674069800980675,41.57773291029709,32.01615229304874,0.0,11.732044995673494,0.0,0.0
2024-05-28,0.0,0.0,14.667916636619314,41.580731232422295,32.01846109468522,0.0,11.732891036273166,0.0,0.0
2024-05-29,0.0,0.0,14.913352987704034,41.46113468037679,31.926368016107,0.0,11.69914431581218,0.0,0.0
2024-06-13,0.0,21.183225674151544,10.63262585871014,29.560135342971392,22.762227007074745,0.0,8.341023274889778,7.5207628422024,0.0
2024-06-17,0.0,21.18865699194913,10.609712322445002,29.567714476180708,22.76806317624737,0.0,8.34316188913389,7.522691144043896,0.0
2024-06-18,0.0,18.958476714842853,20.01835283321863,26.455609084652444,20.37164487267722,0.0,7.46501491167699,6.730901582931866,0.0
2024-06-21,0.0,18.95760690034869,20.022022389429253,26.454395301890255,20.370710222059092,0.0,7.46467241695724,6.730592769315471,0.0
2024-06-25,0.0,18.963697278443252,19.99632842259856,26.462894120886688,20.377254577998073,0.0,7.467070540180826,6.7327550598926065,0.0
2024-06-27,0.0,18.958476714842853,20.01835283321863,26.455609084652444,20.37164487267722,0.0,7.46501491167699,6.730901582931866,0.0
2024-07-05,0.0,18.937623172464367,20.10632934598286,26.42650900591228,20.349236903616113,0.0,7.456803703194463,6.723497868829918,0.0
2024-07-22,0.0,18.930682182617858,20.13561185687451,26.416823200623078,20.34177853117698,0.0,7.454070646447061,6.721033582260503,0.0
2024-08-07,0.0,18.930682182617858,20.12644889357218,26.425986163925412,20.34177853117698,0.0,7.454070646447061,6.721033582260503,0.0
2024-08-08,0.0,17.9457111834962,19.070575461454943,25.05103148751357,19.283387622149835,5.211726384364821,7.066232356134636,6.371335504885993,0.0
2024-08-09,0.0,17.013917483323727,18.080375524993826,23.750308819896237,18.28213785720168,10.129292596557688,6.703450547640616,6.040517170386231,0.0
2024-08-15,0.0,17.006914718472178,18.11409285479091,23.740533421139283,18.274613105037865,10.125123477115574,6.700691471847217,6.03803095159697,0.0
2024-08-16,0.0,17.00411522633745,18.127572016460906,23.736625514403293,18.271604938271604,10.123456790123457,6.699588477366255,6.037037037037037,0.0
2024-08-20,0.0,17.001316655694538,18.141046741277155,23.732718894009217,18.268597761685317,10.12179065174457,6.698485845951284,6.03604344963792,0.0
2024-08-26,0.0,17.00061715696359,18.14441472947953,23.731742439827197,18.267846122197078,10.121374202838922,6.698210244805596,6.0357951038880895,0.0
2024-09-04,0.0,16.990830215058182,18.142193346765904,23.718080513178997,18.257329659936676,10.115547514289238,6.743698342859493,6.032320407911509,0.0
2024-09-05,0.0,16.989433000287818,18.1489247975001,23.71613009333498,18.25582829653386,10.1147156778093,6.7431437852062,6.031824349327741,0.0
2024-09-10,0.0,16.971987184753143,18.20832991045757,23.691776883266243,18.237082066869302,10.104329253265423,6.760864207672718,6.0256304937156004,0.0
2024-09-11,0.0,16.9573603644273,18.278819715188575,23.671358804941107,18.221364960807648,10.095621126933969,6.755037550785898,6.0204374769155,0.0
2024-09-12,0.0,16.944843141275374,18.33914291572688,23.65388558540086,18.207914701660858,10.08816895632561,6.75005126102112,6.015993438589297,0.0
2024-09-13,0.0,16.944148281801034,18.342491593537275,23.652915607315673,18.20716804724022,10.08775526941688,6.749774460756172,6.015746739932748,0.0
2024-09-17,0.0,16.941369413694137,18.35588355883559,23.649036490364903,18.20418204182042,10.08610086100861,6.748667486674867,6.014760147601476,0.0
2024-09-19,0.0,16.933038275551183,18.396033112039998,23.63740676993689,18.195229899188593,10.081140890090975,6.745348741906401,6.01180231128596,0.0
2024-09-23,0.0,16.926101917089955,18.429460920858595,23.627724070129442,18.187776503359004,10.077011305915123,6.74258561363264,6.0093396690152385,0.0
2024-09-25,0.0,16.924022117550685,18.439483923817328,23.624820806881015,18.185541675199673,10.075773090313332,6.741757116526726,6.008601269711243,0.0
2024-09-30,0.0,16.906710310965632,18.52291325695581,23.600654664484452,18.16693944353519,10.065466448445171,6.7348608837970545,6.002454991816694,0.0
2024-10-04,0.0,16.90394370806742,18.536246113565703,23.596792668957615,18.163966617574864,10.063819342169857,6.733758795614466,6.001472754050074,0.0
2024-10-07,0.0,16.897031160546334,18.569559172323547,23.58714320765519,18.156538807557045,10.059703933916742,6.731005152531283,5.999018565469862,0.0
2024-10-09,0.0,16.896340216724596,18.57288897975874,23.58617869556328,18.15579636066244,10.059292578204866,6.730729912083419,5.998773257002657,0.0
2024-10-10,0.0,16.8984132177327,18.566988385408145,23.589072468509734,18.158023883526912,10.060526746278423,6.727466055946343,5.9995092425977425,0.0
2024-10-14,0.0,16.897031160546334,18.57364848286579,23.58714320765519,18.156538807557045,10.059703933916742,6.726915841989041,5.999018565469862,0.0
2024-10-15,0.0,16.8984132177327,18.575167675445773,23.58089317847211,18.158023883526912,10.060526746278423,6.727466055946343,5.9995092425977425,0.0
2024-10-17,0.0,16.899795501022492,18.576687116564415,23.574642126789367,18.15950920245399,10.061349693251534,6.7280163599182,6.0,0.0
2024-10-18,0.0,16.900486727473517,18.573356783508526,23.575606364268477,18.160251953045115,10.061761217227698,6.72829154566649,6.000245408810176,0.0
2024-10-21,0.0,20.81926739557616,22.880032246687158,5.854789136897264,22.37113921499471,12.394820375875447,8.288406308258175,7.3915453217110905,0.0
2024-10-22,0.0,20.823464193922288,22.884644459003177,5.835811117270574,22.375648843420855,12.39731895378723,8.290077105276419,7.393035327319458,0.0
2024-10-23,0.0,20.81297536896187,22.923487634110714,5.832871606306352,22.36437817962021,12.391074396816602,8.285901375107036,7.389311439077217,0.0
2024-10-29,17.719472767968167,17.126751222747245,18.855176987482384,4.79980104451629,18.403382243223078,10.196468540164139,6.818370222995938,6.080576970902761,0.0
2024-10-30,17.7187383429353,17.126041364446472,18.85854022464459,4.79960210552493,18.402619471960875,10.196045923653998,6.818087619679197,6.08032494715464,0.0
2024-11-01,17.725350360726427,17.132432208309147,18.811675926693756,4.817978273488681,18.409486690438676,10.199850733891699,6.820631893191807,6.082593913259806,0.0
2024-11-11,17.724615448401675,17.131721879016542,18.8150420830051,4.8177785148638,18.408723413076828,10.199427836975,6.820349102367428,6.082341722293627,0.0
2024-11-12,17.723880597014926,17.13101160862355,18.818407960199004,4.817578772802653,18.407960199004975,10.199004975124378,6.820066334991708,6.082089552238806,0.0
2024-11-13,17.721676408406914,17.128881150768976,18.828503917423205,4.816979645981014,18.40567093645069,10.197736599925381,6.8192181735273385,6.081333167516478,0.0
2024-11-14,17.72241107702512,17.12959124450709,18.829284470607742,4.81717933836332,18.406433960699776,10.198159356603929,6.8153552773401875,6.081585274852832,0.0
2024-11-15,17.715067130780707,17.1224929554119,18.904359356870547,4.8151831592905685,18.39880656389856,10.193933366484337,6.771092325542847,6.079065141720537,0.0
2024-11-19,17.715801251502217,17.123202519580623,18.925862997803655,4.815382702747503,18.399569019104057,10.194355807881978,6.7465086403381544,6.079317061041813,0.0
2024-11-21,17.704062616474094,17.111856545326543,18.9795833850996,4.812191990723486,18.387377313952044,10.187600944216673,6.742038348449082,6.07528885575848,0.0
2024-11-22,17.70186335403727,17.109730848861286,18.989648033126294,4.811594202898551,18.385093167701864,10.186335403726709,6.74120082815735,6.074534161490684,0.0
2024-11-25,17.696001324612965,17.10406490603527,19.01647487374783,4.810000827883103,18.37900488451031,10.182962165742197,6.73896845765378,6.072522559814554,0.0
2024-11-28,17.696733865960177,17.104772943660222,19.013122490375462,4.810199942045784,18.379765699383203,10.18338369830691,6.739247423107174,6.072773937161071,0.0
2024-11-29,17.696001324612965,17.10406490603527,19.01647487374783,4.810000827883103,18.37900488451031,10.182962165742197,6.73896845765378,6.072522559814554,0.0
2024-12-02,17.669670166156898,17.07861453252873,19.136976109779283,4.802843680251303,18.351657435727866,10.16781020087625,6.728941059766884,6.063486814912789,0.0
2024-12-03,17.668939863608184,17.077908658813804,19.140318247571813,4.802645174622857,18.350898946063236,10.167389956602605,6.728662946889854,6.063236205827651,0.0
2024-12-13,17.665289256198346,17.074380165289256,19.15702479338843,4.801652892561983,18.34710743801653,10.165289256198347,6.7272727272727275,6.06198347107438,0.0
2024-12-17,17.649973163783493,17.05957640064407,19.22711696461748,4.797489781594484,18.33120019817514,10.156475785475413,6.721440072664217,6.056727633045704,0.0
2024-12-18,17.641233029340157,17.051128626253455,19.267115090991624,4.795114100606611,18.322122725209425,10.151446374778194,6.718111665910123,6.053728386910411,0.0
2024-12-19,17.638321574452284,17.048314560382885,19.28043899822585,4.794322729710773,18.319098898378513,10.149771011263772,6.717002929405455,6.052729298180467,0.0
2024-12-23,18.68865811443698,16.827530034616167,19.0470372632865,4.732233760944818,18.08185705558949,10.01832620647526,6.630014253716148,5.974343310934636,0.0
2025-01-02,18.687897051637076,16.826844762990714,19.05033393060759,4.732041049030787,18.08112070369767,10.017918227724385,6.6297442580224795,5.974100016289298,0.0
2025-01-09,18.68713605082054,16.82615954717596,19.053630329437635,4.731848352811826,18.08038441177668,10.017510282200595,6.629474284318117,5.973856741458648,0.0
2025-01-14,18.686375111979803,16.82547438716508,19.056926459809432,4.731655672286017,18.079648179819202,10.01710236989983,6.6292043326003744,5.9736134864402635,0.0
2025-01-20,18.68561423510729,16.82478928295126,9.695020155543792,14.096665173663423,18.07891200781791,10.01669449081803,6.628934402866567,5.973370251231728,0.0
2025-02-04,18.684092667236676,16.823419241887546,9.702373681853345,14.09551728349823,18.077439843654574,10.015878832295103,6.628394609340011,5.972883840234519,0.0
2025-02-06,18.716861081654297,16.85292438208663,9.544008483563097,14.120238192348477,18.109144302145364,10.033444816053512,6.6400195774533,5.983359164695326,0.0
2025-02-12,18.71991515052623,16.855674308558374,9.57004160887656,14.081749204536184,18.112099208615483,10.035081993962635,6.641103043159011,5.984335481765521,0.0
2025-02-19,18.74055621350104,16.87425981132846,9.486666394413362,14.097276105688733,18.132070078000574,10.046146935108425,6.632090496998408,5.990933964961,0.0
2025-02-25,18.726790450928384,16.861864925525403,9.553152417873903,14.086921036523158,18.11875127524995,10.038767598449295,6.627218934911243,5.986533360538666,0.0
2025-03-06,18.72373413847974,16.859112978905706,9.567913827573545,14.0846219756008,18.115794198049695,10.037129217838345,6.626137337304663,5.985556326247501,0.0
2025-03-10,18.722206356329814,16.85773734241769,9.575292725714984,14.083472726530946,18.11431602137816,10.036310228060872,6.6255966708824605,5.985067928685081,0.0
2025-03-19,18.72297021623827,16.85842513259894,9.571603427172583,14.084047327621379,18.115055079559365,10.03671970624235,6.625866993064056,5.985312117503059,0.0
2025-04-03,18.72373413847974,16.859112978905706,9.571993961401933,14.0846219756008,18.115794198049695,10.037129217838345,6.622057203476274,5.985556326247501,0.0
2025-04-09,18.72373413847974,16.859112978905706,9.580154229058714,14.0846219756008,18.115794198049695,10.037129217838345,6.613896935819495,5.985556326247501,0.0
2025-04-10,18.725262169992245,16.86048883992329,9.58093605908516,14.085771412249562,18.117272615987268,10.037948341290244,6.606275757946708,5.986044803525523,0.0
2025-04-11,18.695510470137698,16.833699991852033,9.7245987126212,14.063391183899618,18.088486922512832,10.021999511121974,6.595779353051413,5.976533854803226,0.0
2025-04-15,18.672688802083336,16.813151041666664,9.97314453125,14.070638020833334,18.06640625,10.009765625,6.424967447916667,5.96923828125,0.0
2025-04-16,17.765475591343733,15.99628353528706,10.421586465874338,13.38701560140916,16.414385815493013,9.523440826913399,6.112810189307422,5.67922263946421,4.699779334907669
2025-04-17,17.765475591343733,15.99628353528706,11.230691804421046,13.394758236227789,15.597537842127677,9.523440826913399,6.112810189307422,5.67922263946421,4.699779334907669
2025-04-23,17.766851213751984,15.997522165008323,14.657942622633474,13.395795423748499,12.164621162259476,9.524178249254714,6.113283518525688,5.679662394982384,4.700143249835456
2025-04-28,17.766163375919476,15.99690282617112,14.661246612466124,13.395276809910955,12.1641502129307,9.523809523809524,6.1130468447541615,5.679442508710801,4.699961285327139
2025-04-30,17.766851213751984,15.997522165008323,14.657942622633474,13.395795423748499,12.164621162259476,9.524178249254714,6.113283518525688,5.679662394982384,4.700143249835456
