date,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-11,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,90.28960817717207,0.0,0.0,9.710391822827939,0.0,0.0
2024-03-15,90.35532994923858,0.0,0.0,9.644670050761421,0.0,0.0
2024-03-19,90.18612521150592,0.0,0.0,9.813874788494077,0.0,0.0
2024-03-25,90.28475711892797,0.0,0.0,9.715242881072026,0.0,0.0
2024-04-11,90.26845637583892,0.0,0.0,9.731543624161073,0.0,0.0
2024-04-12,67.3913043478261,0.0,25.60386473429952,7.004830917874397,0.0,0.0
2024-04-24,53.142857142857146,21.142857142857142,20.19047619047619,5.523809523809524,0.0,0.0
2024-04-25,49.82300884955752,19.646017699115045,18.761061946902654,5.132743362831858,6.637168141592921,0.0
2024-04-29,49.68944099378882,19.698314108251996,18.81100266193434,5.146406388642413,6.654835847382431,0.0
2024-05-07,49.77856510186005,19.66341895482728,18.777679362267495,5.137289636846766,6.643046944198405,0.0
2024-05-14,50.39370078740157,19.42257217847769,18.547681539807524,5.074365704286964,6.561679790026247,0.0
2024-05-17,50.48203330411919,19.281332164767747,18.58019281332165,5.083260297984225,6.573181419807186,0.0
2024-05-27,50.78397212543554,19.16376306620209,18.466898954703833,5.052264808362369,6.533101045296168,0.0
2024-06-04,50.8695652173913,19.130434782608695,18.434782608695652,5.043478260869565,6.521739130434782,0.0
2024-06-11,51.03986135181976,19.064124783362217,18.370883882149048,5.025996533795494,6.499133448873485,0.0
2024-06-13,51.559792027729635,18.544194107452338,18.370883882149048,5.025996533795494,6.499133448873485,0.0
2024-07-05,51.727115716753026,18.48013816925734,18.307426597582037,5.008635578583765,6.476683937823833,0.0
2024-07-09,51.76876617773944,18.4641932700604,18.2916307161346,5.0043140638481445,6.47109577221743,0.0
2024-07-10,51.813471502590666,18.48013816925734,18.221070811744386,5.008635578583765,6.476683937823833,0.0
2024-07-11,52.245250431778935,18.48013816925734,17.78929188255613,5.008635578583765,6.476683937823833,0.0
2024-07-15,52.50431778929189,18.48013816925734,17.530224525043177,5.008635578583765,6.476683937823833,0.0
2024-07-16,52.76338514680483,18.48013816925734,17.357512953367877,4.922279792746114,6.476683937823833,0.0
2024-07-19,52.599653379549395,18.544194107452338,17.417677642980937,4.9393414211438476,6.499133448873485,0.0
2024-07-31,50.86655112651647,20.27729636048527,17.417677642980937,4.9393414211438476,6.499133448873485,0.0
2024-08-02,57.36842105263158,17.593984962406015,15.11278195488722,4.285714285714286,5.639097744360902,0.0
2024-08-05,49.82300884955752,20.707964601769913,17.787610619469028,5.04424778761062,6.637168141592921,0.0
2024-08-06,50.131926121372025,20.58047493403694,17.678100263852244,5.013192612137203,6.596306068601583,0.0
2024-08-07,38.65363735070576,25.407166123778502,21.824104234527688,5.971769815418024,8.143322475570033,0.0
2024-08-08,30.58968058968059,28.746928746928745,24.692874692874692,6.756756756756757,9.213759213759214,0.0
2024-08-15,30.67484662576687,28.711656441717793,24.662576687116562,6.748466257668712,9.202453987730062,0.0
2024-08-28,40.83769633507853,24.50261780104712,21.047120418848166,5.7591623036649215,7.853403141361256,0.0
2024-08-30,41.69246646026832,24.148606811145513,20.743034055727556,5.675954592363261,7.739938080495357,0.0
2024-09-02,47.58812615955473,21.70686456400742,18.645640074211503,5.1020408163265305,6.957328385899815,0.0
2024-09-03,48.88682745825603,21.70686456400742,17.346938775510203,5.1020408163265305,6.957328385899815,0.0
2024-09-04,44.57446808510638,24.893617021276597,18.829787234042552,5.851063829787234,5.851063829787234,0.0
2024-09-05,45.21276595744681,24.893617021276597,18.19148936170213,5.851063829787234,5.851063829787234,0.0
2024-09-10,55.449826989619375,20.242214532871973,14.792387543252595,4.757785467128028,4.757785467128028,0.0
2024-09-11,55.52677029360967,20.207253886010363,14.766839378238341,4.7495682210708114,4.7495682210708114,0.0
2024-09-16,54.5823195458232,18.97810218978102,13.86861313868613,4.4606650446066505,4.29845904298459,3.8118410381184105
2024-09-17,54.655870445344135,18.947368421052634,13.846153846153847,4.4534412955465585,4.291497975708502,3.8056680161943324
2024-09-20,61.80081855388813,15.961800818553886,11.664392905866302,3.751705320600273,3.6152796725784446,3.2060027285129604
2024-09-23,62.685560053981106,15.789473684210526,11.538461538461538,3.7112010796221324,3.576248313090418,2.699055330634278
2024-09-24,62.98527443105756,15.66265060240964,11.44578313253012,3.681392235609103,3.547523427041499,2.677376171352075
2024-09-25,63.65461847389559,15.66265060240964,10.7764390896921,3.681392235609103,3.547523427041499,2.677376171352075
2024-09-26,63.983903420523134,15.29175050301811,10.7981220657277,3.688799463447351,3.5546613011401744,2.682763246143528
