date,EMPEROR SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE BANK OF EAST ASIA LTD
2024-03-01,95.34818308198582,0.0,2.849688176108407,0.0,0.0,1.295908290999823,0.0,0.5062204509059387
2024-03-04,95.34897688497684,0.0,2.8492018949332256,0.0,0.0,1.2956871524865086,0.0,0.5061340676034318
2024-03-05,95.36061356464958,0.0,2.8436239833435835,0.0,0.0,1.289638545206677,0.0,0.5061239068001531
2024-03-08,93.07285273813733,0.0,2.765606813372277,2.408859462068281,0.0,1.2586993090399143,0.0,0.4939816773822001
2024-03-11,93.07442403890688,0.0,2.7670356785459305,2.4078443931158,0.0,1.2567214711392367,0.0,0.49397441829215905
2024-03-13,91.13847596461191,0.0,2.7094813348183004,2.3577612283346148,2.080000058325043,1.2305816638065572,0.0,0.4836997501035713
2024-03-14,91.13932596328658,0.0,2.7092214409744857,2.3575350715345826,2.0798005444168473,1.2304636262343382,0.0,0.4836533535531721
2024-03-15,91.21091226267085,0.0,2.711430593761085,2.3585180382486843,2.015342845929092,1.2199412481169682,0.0,0.4838550112733252
2024-03-20,91.21113107849143,0.0,2.7111971975848905,2.3585236963552325,2.0153476807551858,1.2199441747672852,0.0,0.48385617204596426
2024-03-22,91.21460002472828,0.0,2.7129341710552275,2.3535675834406806,2.015212314392667,1.219862233865975,0.0,0.4838236725171645
2024-03-25,91.22736860580571,0.0,2.713028539133744,2.348851588051657,2.0098848165975816,1.2170259483260646,0.0,0.48384050208524
2024-03-26,91.23305901423493,0.0,2.715117032241775,2.348038467807999,2.002812941870268,1.2171018616711577,0.0,0.4838706821738859
2024-03-27,91.20089565650454,0.0,2.749413903644072,2.3472106889083237,2.0021068689860257,1.216672783845705,0.0,0.48370009811133063
2024-03-28,91.18816742319127,0.0,2.7500350361939336,2.3436358532081987,2.001511657068098,1.2330937327742508,0.0,0.48355629756423757
2024-04-05,91.18998613634948,0.0,2.74991636244339,2.3483295549451095,1.99519199545154,1.2330405204129125,0.0,0.48353543039757413
2024-04-08,91.18167931024561,0.0,2.7539808236323777,2.3529100382452737,1.9950102461866015,1.232928198286152,0.0,0.4834913834039781
2024-04-09,91.1812421507939,0.0,2.753967620006869,2.3533781953205977,1.995000681353052,1.2329222871621277,0.0,0.4834890653634499
2024-04-10,89.70389061557582,0.0,2.7093468384142088,2.314776238995283,1.96267695719843,1.2129460333759459,1.6207079161611153,0.47565540027919295
2024-04-11,89.70478923367793,0.0,2.709302750993201,2.314738572162399,1.961913943566989,1.212926295902074,1.6206815434460324,0.47564766025137906
2024-04-12,89.7048526992488,0.0,2.7092339184403964,2.314740209825295,1.9619153316086924,1.2129271540397548,1.6206826900679716,0.47564799676908964
2024-04-15,89.71685028863972,0.0,2.6965009807301077,2.314964591549327,1.9621055118901096,1.2130447303814946,1.6208397926121634,0.47569410419708286
2024-04-18,89.7170618899952,0.0,2.6962714859114723,2.314970051500762,1.9621101396070275,1.2130475914037928,1.6208436154380432,0.47569522614370624
2024-04-24,89.70295026626727,0.0,2.6927110152248472,2.314605929163048,1.961801518711296,1.2317221942786032,1.6205886724568415,0.47562040389809207
2024-04-25,89.70392146464728,0.0,2.692457043782209,2.314387619881568,1.9616164852787963,1.2316060205559713,1.6204358215787713,0.47557554427541326
2024-04-26,89.69855744564316,0.0,2.6936130009310775,2.316324845988424,1.9624586694112167,1.232134788057514,1.6211315260382213,0.4757797239303875
2024-04-29,89.69940383678986,0.0,2.6936384177299817,2.315403107666411,1.9624771870740514,1.2321464144203658,1.6211468229550317,0.47578421336430454
2024-04-30,89.65884635059163,0.0,2.694720469228355,2.3064894912759795,1.9629217158448828,1.2324255129671893,1.62151403558267,0.5230824245092973
2024-05-02,89.62860941726501,0.0,2.694974823320028,2.306707200328256,1.9480046296548241,1.2325418413491067,1.6216670899474417,0.5674949981353321
2024-05-08,89.62184190799557,0.0,2.7023219490216026,2.306533029798761,1.947857543367602,1.2324487768868715,1.6215446441443158,0.5674521487852728
2024-05-14,89.6033422165555,0.0,2.70176413720738,2.2796352267369593,1.947337513709867,1.2321943754864684,1.6212099257884516,0.614516604515374
2024-05-20,89.6062035715308,0.0,2.6811180875654257,2.2806757038278938,1.9639344652155315,1.2322467009079978,1.6212787708460514,0.6145427001063033
2024-05-21,89.61254593430195,0.0,2.6813078581713197,2.2879151707837035,1.9499173936364471,1.2323339198201848,1.621393525603066,0.6145861976833358
2024-05-22,89.61561173149943,0.0,2.6747931937530134,2.3243286250374364,1.9168341497108383,1.2323760800538703,1.6214489962257896,0.6146072237196215
2024-05-24,89.6111686687755,0.0,2.6696528444543883,2.333810385982788,1.9168703314407363,1.2323993421073285,1.6214796023320266,0.6146188249072179
2024-05-28,89.62047277605515,0.0,2.6699300279442717,2.3331088130406687,1.9170693553734648,1.2230884317463049,1.6216479565717485,0.614682639268396
2024-05-30,89.62485060392595,0.0,2.670060450086974,2.3332227819639626,1.9217174773499928,1.2137088493828148,1.621727171681879,0.6147126656084333
2024-06-06,89.5672528144899,0.0,2.693129938067446,2.3546488243901837,1.9203307899241047,1.212833052175387,1.6205569535287438,0.6312476274242288
2024-06-07,89.52671862376673,0.0,2.693325383421724,2.364425699762509,1.9383182296227652,1.226426549972721,1.6198235608816773,0.6309619525718744
2024-06-11,89.50941832467637,0.0,2.6928049205320175,2.3832929682519404,1.9379436656309172,1.2261895531693863,1.619510543354534,0.6308400243848267
2024-06-12,89.50281643699405,0.0,2.6926063090789603,2.3906577702260954,1.9376357796902939,1.2260991139076998,1.6193910941735685,0.6307934959293361
2024-06-13,89.44622952022466,0.0,2.692816259011783,2.45040063302928,1.936431129256301,1.2253368339967026,1.6183843001182314,0.6304013243630406
