date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD
2024-03-01,19.70844438523539,66.38183058680282,6.367749967438184,1.1604733245859755,3.239750171888842,2.162473277245607,0.4764458302502673,0.3214663043180734,0.14761693773526013,0.03374921449959387
2024-03-04,19.645499357388758,66.42115526493562,6.332942436709215,1.173792873996469,3.2237608939496907,2.1878745334236958,0.5066367328512765,0.32089005138105214,0.168008423821083,0.019439431543136786
2024-03-05,19.480186668984725,66.44585728770669,6.351664708206714,1.2887403248725215,3.2658521410901207,2.1892321081610415,0.489620856024764,0.3236010105821028,0.1464811192342889,0.01876377513703042
2024-03-06,19.329108821067212,66.71221377488072,6.323069657033818,1.2183320499573869,3.2418022515270026,2.1926617483784328,0.4706796287523762,0.3231643657799787,0.15014338106920408,0.038824321553861854
2024-03-07,19.49867310685459,66.63345115226545,6.2507819717010165,1.2304630631546238,3.2196379559719905,2.169114407376137,0.4885792518651378,0.3235163064726317,0.13871867262024584,0.04706411171817185
2024-03-08,19.41482427324577,66.72801084367372,6.236992102963653,1.2061332316836926,3.2370502575816875,2.174450095427166,0.5026837597143866,0.32367748118693634,0.13069850453136092,0.045479449991634474
2024-03-11,19.375243299318427,66.7743477910698,6.2291068128623115,1.2214888379240874,3.2405397401824847,2.172951490882923,0.4924823116789991,0.3142155746273339,0.13357357445427648,0.04605056699935742
2024-03-12,19.35394891819548,66.74563416896495,6.235409194617216,1.207785747559438,3.2279728551223763,2.263766381443322,0.4976154357743511,0.31450525204324337,0.1244356827316568,0.028926363547959504
2024-03-13,19.33107295488563,66.80292022255378,6.262290495728651,1.163522981205785,3.2139298797025537,2.2632252337113985,0.4918166613585536,0.3146441241586617,0.12717151197941567,0.029405934715575205
2024-03-14,19.305250091138543,66.61910573927814,6.227886558907277,1.1671443335249572,3.2297359811154043,2.4669184574321608,0.4999595601038569,0.33155172195038124,0.12222284740634329,0.030224709142941262
2024-03-15,19.191584777732448,66.80676988562512,6.3534700526235985,1.1671370944987072,3.2521010760739344,2.238680917477762,0.4990988436961515,0.33426339228457724,0.12412799637541369,0.032765963612295
2024-03-18,19.11367985761234,66.74960554692767,6.369563130927252,1.1668812487601243,3.354110863568336,2.253877012498412,0.5044562494307157,0.3328444756189101,0.12285185753902444,0.03212975711721369
2024-03-19,19.06468794556902,66.74811645346469,6.402990545221831,1.166572767627859,3.380141634637797,2.2526795527891252,0.49724186593693587,0.34040283235895596,0.12300199960753272,0.02416440278624798
2024-03-20,19.07517302146249,66.7666533542122,6.4059570030060256,1.1646581240152871,3.363104510649362,2.2489823307755437,0.5006348172437192,0.3416072807952297,0.12208614858981962,0.011143409250322775
2024-03-21,19.05707334621755,66.77987063781586,6.436614058401371,1.166545134181431,3.3536446238012134,2.239351786076796,0.4874246374437026,0.33727176648555357,0.12878582286200282,0.013418186714512084
2024-03-22,18.951746599840394,66.76618125799085,6.511246718329024,1.1685421079527138,3.3543593175796493,2.2448640730045906,0.4755479357260951,0.33742178091670844,0.17895166715265876,0.011138541507318028
2024-03-25,18.926481549523167,66.78011336503454,6.539319976641762,1.1694393763588617,3.342368048275223,2.2888481349956855,0.47507958844474724,0.33715905072742197,0.1296920783221479,0.01149883167644569
2024-03-26,18.86600960453269,66.74425597042524,6.640773415216833,1.1672841592231324,3.3436655370773933,2.2332021828237014,0.4783051578707259,0.33929260367166475,0.17460976021770946,0.012601608940909293
2024-03-27,18.856471162131424,66.7515186081314,6.657932876092726,1.1683293724134614,3.3367273526998114,2.2372660303021714,0.4814475725280708,0.36162094671554756,0.12221873978667547,0.026467339198697315
2024-03-28,18.98701674794704,66.61230306589255,6.658902080609135,1.1678616145207852,3.34092697823085,2.2441396719527456,0.47584436799697827,0.36526363674752166,0.12147932273994203,0.02626251336246232
2024-04-02,18.945530603250695,66.5798328044669,6.671513880986566,1.1675941808316188,3.4012136163595246,2.2452955715209915,0.4729272963854387,0.3671606780922046,0.12294672738728606,0.025984640718767
2024-04-03,18.92050570451066,66.52953432748386,6.6653327200662265,1.1676678226285462,3.425473673087972,2.295881696424236,0.47758946402966984,0.36741251911765677,0.12461060581751703,0.025991466833657644
