date,THE HONGKONG AND SHANGHAI BANKING,HSBC BROKING SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,CITIBANK N.A.,LUK FOOK SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,52.468123012543636,0.0,2.2325803010057697,0.0,1.1332089328071429,0.0,0.0,0.0,0.0,0.0,55.83391224635654
2024-03-04,52.46978030514901,0.0,2.2038884227753437,0.0,1.1333125135949784,0.0,0.0,0.5790166040002901,1.0282464808427334,0.0,57.41424432636235
2024-03-05,52.46978030514901,0.0,2.2043027459266855,0.0,1.1333125135949784,0.0,1.0737184467025056,0.5790166040002901,1.0334255202345068,0.0,58.493556135607975
2024-03-06,52.46978030514901,0.0,2.2068922656225722,0.0,1.1146679717845933,0.6383103901888277,1.074236350641683,0.5818132852718477,1.039122463565458,0.0,59.124823032223986
2024-03-07,52.48013838393255,0.0,2.2139357591953845,0.0,1.1048277969402236,0.6383103901888277,1.0688501496742384,0.5747697916990356,1.054659581740779,0.7515821965341869,59.88707404990522
2024-03-08,52.4551754140642,0.0,2.208342396652269,0.0,1.1151858757237707,0.6383103901888277,1.0641890142216421,0.5848171281190764,1.057767005375843,0.7515821965341869,59.87536942087982
2024-03-11,52.4551754140642,0.0,2.1993308681105828,0.0,1.1057600240307428,0.6383103901888277,1.068332245735061,0.5806738966056576,1.0608744290109071,0.7515821965341869,59.86003946428017
2024-03-12,52.4551754140642,0.0,2.2068922656225722,0.0,1.1161181028142901,0.6383103901888277,1.0714396693701251,0.582745512362367,1.0680215033715545,0.7515821965341869,59.89028505432812
2024-03-13,52.46553349284775,0.0,2.202438291745647,0.0,1.1161181028142901,0.6383103901888277,1.0714396693701251,0.5882352941176471,1.0649140797364904,0.7515821965341869,59.89857151735496
2024-03-14,52.46698362387744,0.0,2.202438291745647,0.0,1.1161181028142901,0.6383103901888277,1.0693680536134158,0.5874066478149632,1.0698859575525932,0.7515821965341869,59.902093264141364
