date,EVERBRIGHT SECURITIES INVESTMENT,BOCI SECURITIES LTD,CLSA LTD,EAST ASIA SECURITIES CO LTD,J.P. MORGAN BROKING (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-03-25,0.0,100.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,75.83892617449665,24.161073825503358,0.0,0.0,0.0
2024-04-05,0.0,62.08791208791209,37.91208791208791,0.0,0.0,0.0
2024-04-08,0.0,62.08791208791209,37.91208791208791,0.0,0.0,0.0
2024-05-16,0.0,62.70270270270271,37.2972972972973,0.0,0.0,0.0
2024-05-22,0.0,51.10132158590308,30.396475770925107,18.502202643171806,0.0,0.0
2024-05-30,0.0,50.44642857142857,30.80357142857143,18.75,0.0,0.0
2024-08-26,0.0,52.36051502145923,29.613733905579398,18.025751072961373,0.0,0.0
2024-08-27,0.0,50.44642857142857,30.80357142857143,18.75,0.0,0.0
2024-09-09,0.0,46.31147540983606,28.278688524590162,17.21311475409836,8.19672131147541,0.0
2024-09-10,0.0,46.31147540983606,28.278688524590162,17.21311475409836,8.19672131147541,0.0
2024-09-13,48.52320675105485,23.839662447257385,14.556962025316455,8.860759493670885,4.219409282700422,0.0
2024-09-16,77.02448210922788,10.64030131826742,6.497175141242938,3.954802259887006,1.8832391713747645,0.0
2024-09-17,77.00282752120641,10.65032987747408,6.503298774740811,3.9585296889726673,1.8850141376060319,0.0
2024-09-23,76.9811320754717,10.660377358490566,6.509433962264151,3.9622641509433962,1.8867924528301887,0.0
2024-10-09,77.21755368814193,10.550887021475257,6.442577030812324,3.9215686274509802,1.8674136321195145,0.0
2024-10-10,76.29151291512916,11.623616236162361,6.365313653136531,3.8745387453874542,1.8450184501845017,0.0
2024-10-14,77.21755368814193,10.550887021475257,6.442577030812324,3.9215686274509802,1.8674136321195145,0.0
2024-10-25,76.21832358674465,11.013645224171539,6.725146198830409,4.093567251461988,1.949317738791423,0.0
2024-11-28,75.4826254826255,11.872586872586872,6.660231660231661,4.054054054054054,1.9305019305019304,0.0
2024-12-27,75.45893719806763,11.884057971014492,6.666666666666667,4.057971014492753,1.932367149758454,0.0
2025-01-02,76.19512195121952,11.02439024390244,6.731707317073171,4.097560975609756,1.951219512195122,0.0
2025-01-15,76.4187866927593,11.056751467710372,6.75146771037182,3.816046966731898,1.9569471624266144,0.0
2025-02-14,77.55710029791459,11.221449851042701,6.852035749751738,2.3833167825223436,1.9860973187686197,0.0
2025-02-26,77.63419483101391,11.133200795228628,6.858846918489066,2.3856858846918487,1.9880715705765408,0.0
2025-02-27,73.95833333333334,15.340909090909092,6.534090909090909,2.272727272727273,1.893939393939394,0.0
2025-03-03,77.63419483101391,11.133200795228628,6.858846918489066,2.3856858846918487,1.9880715705765408,0.0
2025-03-20,77.63419483101391,11.133200795228628,6.858846918489066,2.3856858846918487,1.9880715705765408,0.0
