date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,BNP PARIBAS
2024-03-01,90.95482193430743,0.0,0.0,8.815291403921949,0.0,0.0,0.0,0.2298866617706281
2024-03-04,90.81319533018087,0.0,0.0,8.607982896432365,0.0,0.0,0.0,0.5788217733867601
2024-03-05,90.82551068706145,0.0,0.0,8.599772658511986,0.0,0.0,0.0,0.5747166544265704
2024-03-06,90.82345812758135,0.0,0.0,8.60182521799208,0.0,0.0,0.0,0.5747166544265704
2024-03-07,90.7618813431785,0.0,0.0,8.663402002394927,0.0,0.0,0.0,0.5747166544265704
2024-03-08,90.5853071200824,0.0,0.0,9.053440335242362,0.0,0.0,0.0,0.36125254467524015
2024-03-11,90.44778484455261,0.0,0.0,9.336695171408174,0.0,0.0,0.0,0.21551998403920575
2024-03-12,90.40673341902135,0.0,0.0,9.250487177792492,0.0,0.0,0.0,0.34277940318616534
2024-03-13,89.7257318902015,0.0,0.0,9.710014263196513,0.0,0.0,0.0,0.56425384660199
2024-03-14,89.71147276772419,0.0,0.0,9.738532508151126,0.0,0.0,0.0,0.5499947241246834
2024-03-15,91.23698680799762,0.0,0.0,8.487601721052494,0.0,0.0,0.0,0.27541147094988794
2024-03-18,91.24112833387656,0.0,0.0,8.48346019517355,0.0,0.0,0.0,0.27541147094988794
2024-03-19,91.82922500868685,0.0,0.0,7.903646572121153,0.0,0.0,0.0,0.2671284191919966
2024-03-20,90.55646396274038,0.0,0.0,8.04654512301077,0.5208080162769866,0.0,0.0,0.8761828979718715
2024-03-21,90.51970104394435,0.0,0.0,8.087392810561905,0.5208080162769866,0.0,0.0,0.8720981292167579
2024-03-22,90.42166659382163,0.0,0.0,8.185427260684632,0.5208080162769866,0.0,0.0,0.8720981292167579
2024-03-25,90.40111335957968,0.0,0.0,8.32850643318903,0.520815036726651,0.0,0.0,0.7495651705046309
2024-03-26,90.33779859040901,0.0,0.0,8.395906026177185,0.520815036726651,0.0,0.0,0.745480346687167
2024-03-27,89.16427475017237,0.8171988428270391,0.0,8.765649842824615,0.5152960062336671,0.0,0.0,0.7375805579423079
2024-03-28,88.9015748254258,0.8171988428270391,0.0,8.868709044071348,0.5152960062336671,0.0,0.0,0.89722128144215
2024-04-02,88.82074407934992,0.8171988428270391,0.0,8.945498252843423,0.5152960062336671,0.0,0.0,0.9012628187459434
2024-04-03,88.7096018034956,0.7767834697891045,0.0,9.099076670387575,0.5152960062336671,0.0,0.0,0.8992420500940466
2024-04-05,88.57016876651474,0.7767834697891045,0.0,9.23850970736845,0.5152960062336671,0.0,0.0,0.8992420500940466
2024-04-09,88.525711856173,0.7767834697891045,0.0,9.23850970736845,0.5152960062336671,0.0,0.0,0.9436989604357747
2024-04-10,89.68365994427654,0.7877352652110368,0.0,7.991660334455508,0.5225611150593507,0.0,0.0,1.0143833409975629
2024-04-11,89.4801214988125,0.7859474879122749,0.0,7.979656963772809,0.5213751545723988,0.0,0.22081771252478063,1.0120811824052447
2024-04-12,89.47194306501528,0.7859474879122749,0.0,7.9878353975700245,0.5213751545723988,0.0,0.22081771252478063,1.0120811824052447
2024-04-15,89.39111878508396,0.7860278438708231,0.0,8.029548430684368,0.5214284604241933,0.0,0.22084028912083478,1.051036190815825
2024-04-17,89.34926655805707,0.7859474879122749,0.0,8.075753560890075,0.5213751545723988,0.0,0.22081771252478063,1.0468395260434047
