date,DBS BANK LTD,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,BNP PARIBAS,IFAST SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD
2024-03-07,0.0,51.6652708883592,0.0,48.33472911164079,0.0,0.0,0.0
2024-03-12,0.0,11.080332409972298,0.0,88.9196675900277,0.0,0.0,0.0
2024-04-08,0.0,28.2591725214676,42.61514441842311,29.125683060109292,0.0,0.0,0.0
2024-04-17,0.0,58.295473205977345,29.881219552246975,11.823307241775685,0.0,0.0,0.0
2024-04-26,0.0,55.55859652964037,29.881219552246975,14.56018391811265,0.0,0.0,0.0
2024-04-29,0.0,50.5774809787071,29.881219552246975,19.541299469045924,0.0,0.0,0.0
2024-05-02,0.0,64.21875809208142,28.271790356828426,7.509451551090166,0.0,0.0,0.0
2024-05-08,0.0,58.41457896252417,22.456703278621088,19.128717758854748,0.0,0.0,0.0
2024-05-17,0.0,63.55670739232383,22.456703278621088,13.986589329055082,0.0,0.0,0.0
2024-06-11,0.0,60.946745562130175,25.64102564102564,13.41222879684418,0.0,0.0,0.0
2024-08-06,0.0,1.9801980198019802,64.35643564356435,33.663366336633665,0.0,0.0,0.0
2024-08-07,0.0,1.9607843137254901,63.725490196078425,34.31372549019608,0.0,0.0,0.0
2024-08-08,0.0,20.19607843137255,63.725490196078425,16.07843137254902,0.0,0.0,0.0
2024-08-12,0.0,21.313868613138688,47.44525547445255,31.24087591240876,0.0,0.0,0.0
2024-08-14,0.0,20.94890510948905,47.44525547445255,31.605839416058394,0.0,0.0,0.0
2024-08-15,0.0,20.19159911569639,47.899778924097276,31.908621960206336,0.0,0.0,0.0
2024-08-16,0.0,10.980103168754605,47.899778924097276,41.12011790714812,0.0,0.0,0.0
2024-09-02,0.0,10.875912408759124,47.44525547445255,41.67883211678832,0.0,0.0,0.0
2024-09-26,0.0,1.9277108433734942,52.208835341365464,45.863453815261046,0.0,0.0,0.0
2024-10-02,0.0,5.943775100401607,52.208835341365464,41.84738955823293,0.0,0.0,0.0
2024-12-19,0.0,21.672240802675585,43.47826086956522,34.8494983277592,0.0,0.0,0.0
2024-12-20,0.0,16.120401337792643,43.47826086956522,40.40133779264214,0.0,0.0,0.0
2025-01-07,0.0,31.371237458193978,43.47826086956522,25.150501672240804,0.0,0.0,0.0
2025-01-09,0.0,31.371237458193978,43.47826086956522,24.14715719063545,0.0,1.0033444816053512,0.0
2025-01-14,0.0,31.371237458193978,43.47826086956522,22.809364548494983,1.3377926421404682,1.0033444816053512,0.0
2025-01-15,0.0,31.17056856187291,43.47826086956522,22.675585284280935,1.3377926421404682,1.0033444816053512,0.33444816053511706
2025-02-14,0.0,8.725602755453501,74.6268656716418,12.055109070034444,2.2962112514351323,1.7221584385763489,0.5740528128587831
2025-02-18,0.0,1.9230769230769231,89.28571428571429,2.8846153846153846,2.7472527472527473,2.0604395604395602,1.098901098901099
2025-02-25,0.0,1.7994858611825193,83.54755784061697,9.125964010282777,2.570694087403599,1.9280205655526992,1.0282776349614395
2025-02-26,0.0,22.232558139534884,60.46511627906976,13.30232558139535,1.8604651162790697,1.3953488372093024,0.7441860465116279
2025-02-27,0.0,30.239520958083833,38.92215568862276,28.263473053892213,1.1976047904191618,0.8982035928143712,0.47904191616766467
2025-02-28,0.0,24.659312134977288,42.18040233614536,30.36988968202466,1.2978585334198574,0.9733939000648929,0.5191434133679429
2025-03-05,0.0,22.75449101796407,38.92215568862276,35.74850299401198,1.1976047904191618,0.8982035928143712,0.47904191616766467
2025-03-06,0.0,22.694610778443113,38.92215568862276,35.74850299401198,1.1976047904191618,0.8982035928143712,0.5389221556886228
2025-03-10,0.0,41.61676646706587,38.92215568862276,16.826347305389223,1.1976047904191618,0.8982035928143712,0.5389221556886228
2025-03-14,0.0,27.065868263473053,38.92215568862276,31.37724550898204,1.1976047904191618,0.8982035928143712,0.5389221556886228
2025-03-17,0.0,36.64670658682635,38.92215568862276,21.79640718562874,1.1976047904191618,0.8982035928143712,0.5389221556886228
2025-03-18,0.0,21.676646706586826,38.92215568862276,36.76646706586826,1.1976047904191618,0.8982035928143712,0.5389221556886228
2025-03-20,0.0,42.4203821656051,41.40127388535032,13.375796178343949,1.2738853503184715,0.9554140127388535,0.5732484076433121
2025-03-25,0.0,19.28571428571429,58.03571428571429,18.75,1.7857142857142856,1.3392857142857142,0.8035714285714285
2025-03-26,0.0,11.964285714285715,58.03571428571429,26.071428571428573,1.7857142857142856,1.3392857142857142,0.8035714285714285
2025-04-07,0.0,3.3333333333333335,63.725490196078425,28.627450980392155,1.9607843137254901,1.4705882352941175,0.8823529411764706
2025-04-08,0.0,10.490196078431373,63.725490196078425,21.372549019607842,1.9607843137254901,1.4705882352941175,0.9803921568627451
2025-04-09,0.0,9.272097053726169,56.32582322357019,30.502599653379548,1.733102253032929,1.2998266897746966,0.8665511265164645
2025-04-10,0.0,28.03406671398155,46.132008516678496,22.64017033356991,1.4194464158977997,1.0645848119233499,0.7097232079488999
2025-04-11,0.0,1.4194464158977997,46.132008516678496,49.254790631653655,1.4194464158977997,1.0645848119233499,0.7097232079488999
2025-04-14,0.0,1.4194464158977997,85.319375443577,10.067423704755145,1.4194464158977997,1.0645848119233499,0.7097232079488999
2025-04-15,0.0,1.2845215157353884,77.20937700706487,18.615928066795117,1.2845215157353884,0.9633911368015413,0.6422607578676942
2025-05-02,43.034038492126605,32.51868935899475,19.121202481310643,4.610306982662637,0.3181167488468268,0.2385875616351201,0.1590583744234134
