date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA INDUSTRIAL SECURITIES,CLSA LTD,CITIBANK N.A.,BNP PARIBAS,CHINA INTERNATIONAL CAPITAL CORPORATION
2024-03-01,33.69056925870559,4.417236621519096,20.833250871351996,13.068359981803129,10.58451285833309,0.0,0.0,10.90862534322913,3.6269295181176746,2.8705155469403008
2024-03-04,33.423719665864006,4.496293569263617,20.76073871627151,13.374276716855347,10.573578438020283,0.0,0.0,10.902412561130234,3.6084558940892957,2.860524438505711
2024-03-05,33.08151911937705,4.641673966911706,20.76985046735171,13.420341182740692,10.58808808685468,0.0,0.0,11.056139419686719,3.5829098923891514,2.8594778646882877
2024-03-06,32.51492573188517,4.390255743330557,21.142788053245727,12.913617349247295,11.101321416618715,0.0,0.0,11.226266946836603,3.735022299728813,2.975802459107126
2024-03-07,32.22197743856401,4.38587639365042,21.270122569814923,12.958478334053435,11.21319192615849,0.0,0.0,11.247887394217248,3.7186778052237712,2.983788138317701
2024-03-08,30.282383691113118,4.224501707693163,20.564563863392138,12.508968980130476,10.809239064674555,3.946040416746367,0.0,11.199634487372375,3.5951176682421817,2.8695501206356253
2024-03-11,30.03947075503339,4.290645650331082,20.624473057820584,12.590393243193876,10.986017313702384,3.9580084350131877,0.0,11.136661625415977,3.4960766877262004,2.8782532317633214
2024-03-12,29.77959221108415,4.3067027740748305,20.658202956180872,12.654540659572937,11.036857165521889,3.964481483892927,0.0,11.156518513826509,3.560143820112803,2.882960415733083
2024-03-13,29.675157002083473,4.325355910183938,20.733439889079794,12.70311934931842,10.963905879304631,3.9642534294459346,0.0,11.149302523753933,3.602671441685526,2.8827945751443487
2024-03-14,29.500869825930227,4.483406160406955,20.654433467625108,12.8007033448923,10.956974791808967,3.9805436078392202,0.0,11.172013675857295,3.556414375992338,2.894640749647592
2024-03-15,28.894488637231635,4.628577622210839,20.936491130399514,12.888993046686256,11.045593498137897,3.9997478600074152,0.0,11.136366797441314,3.561135377017382,2.9086060308677473
2024-03-18,28.474420257508882,5.234582597814428,21.076613661086647,12.972613724768747,10.65694217717254,4.022946256942186,0.0,11.137970242377108,3.5075036697745565,2.9164074125549053
2024-03-19,28.141468662529668,5.539245856497272,20.988995380734902,12.995168872985113,10.421336558296506,3.9969569602346904,0.0,11.458229138027521,3.5520220747359286,2.906576495958394
2024-03-20,27.869577783635958,5.962166429235468,20.805239694938276,13.001089936952448,10.409808156100931,3.9855641445628724,0.0,11.37930200453263,3.565030946059037,3.0222209039823773
2024-03-21,27.592072291362197,6.267923022593205,20.877085437793706,12.997128431624008,10.87543441433546,4.003530843672987,0.0,11.116771690962473,3.2051340870443403,3.0649197806116235
2024-03-22,26.72566895457796,6.6354179117667815,20.50481494603288,12.755049223462182,11.489041398278607,4.18972280225196,0.0,10.527291096954661,2.9816481987366292,4.191345467938347
2024-03-25,25.932926226471853,6.599744558011925,20.32435144340306,12.686438403200617,11.678048393169972,4.758386671569369,0.0,10.390942149114817,2.8772013939165224,4.751960761141861
2024-03-26,25.984862872214777,6.644794448600123,20.230453815361297,12.686857097307023,11.856175366045399,4.831607295542848,0.0,10.293633646739883,2.7344943510571476,4.737121107131504
2024-03-27,26.143233407633442,6.677330488291868,20.280633313647378,12.734379833545088,11.819760597418572,4.8435915857727405,0.0,10.107248749071633,2.7332498093397715,4.660572215279505
2024-03-28,25.98111498573525,6.6385776174134365,20.25293488135662,12.725188426687126,12.146231463252105,4.835827987578878,0.0,9.960415173544334,2.8066074929567835,4.653101971475468
2024-04-02,26.15091659460152,6.689155533324276,20.17271630134541,12.681127308297432,12.079265066692209,4.9521094706177795,0.0,9.889284324917897,2.7728298068259902,4.61259559337749
2024-04-03,26.597478635028438,6.5400879097354,19.88402130062781,12.554058057820184,12.037649475614684,4.884333810532247,0.0,9.912309898097739,3.080778383478156,4.5092825290653415
2024-04-05,25.91387991378798,6.50053464397108,20.00374132734906,13.12429025534212,11.56256284772268,5.236826636219163,0.0,9.966798447704276,3.14971433840792,4.541651589495722
2024-04-08,25.941253000218616,6.449492145529728,19.97837378882694,13.142522387427476,11.563751351776899,5.319746295497537,0.0,10.047682704207748,3.0212861857027136,4.535892140812337
2024-04-09,25.897231080226568,6.445720904790081,19.907976372366683,13.0938429917445,11.545907991354486,5.301001206463489,0.0,10.23986078774734,3.0485495615239966,4.519909103782858
2024-04-10,25.821323784489998,6.465788879194802,19.92069602512586,13.104730677546836,11.788089166503795,5.276130996789707,0.0,10.176758209832178,3.0145951091609846,4.431887151355836
2024-04-11,25.33088689492191,6.473138958837472,19.696862509580853,13.081812349794362,12.42663094670294,5.219936872282808,0.0,10.00226462979369,3.4498867648162306,4.318580073269731
2024-04-12,25.52537818957017,6.430843026381411,19.648422941368914,13.042658757222858,12.631910752575987,5.20865130605089,0.0,9.8457823002294,3.358393134330399,4.307959592269972
2024-04-15,25.41919854874547,6.4141285145068245,19.47626277443032,12.940895967836902,12.72809806667505,5.1710844353854135,0.0,9.768779841049364,3.798236974353223,4.283314877017429
2024-04-16,25.54753539417019,6.411176890159005,19.458145839334286,12.934211557762923,12.90466826586747,5.19982262399556,0.0,9.640770631266319,3.62078261780443,4.282886179639814
2024-04-17,25.669416984420895,6.285926937991185,19.2887911181749,12.88803542861115,13.051072420611101,5.154565767672441,0.0,9.909736638932804,3.506844788637084,4.245609914948443
2024-04-18,25.659768188414166,6.32661976870737,19.308605507587522,13.058131226243095,12.878077581045197,5.109234031344918,0.0,9.846161032163495,3.5578750531195107,4.255527611374723
2024-04-19,25.652959621734468,6.353040863308805,19.25931862181231,13.026006229415557,12.98518352571912,5.112924228061446,0.0,9.784771741433005,3.572545859278237,4.253249309237053
2024-04-22,25.729157471338727,6.299639496312139,19.246445314422576,12.977722136606,13.315238751677539,5.083837199336582,0.0,9.685220764829717,3.4222680891889277,4.240470776287795
2024-04-23,25.981421815729156,6.282184289727937,19.188248750974452,13.18842449096698,13.296809542468392,5.0803172883532355,0.0,9.497653932014817,3.2505807110281717,4.234359178736862
2024-04-24,26.175645306564416,6.405219622536318,19.090465248990647,13.104333398031509,13.149562541104649,5.020717663303578,0.0,9.482963377569016,3.380428546645114,4.190664295254754
2024-04-25,26.23099166225562,5.945974187650699,19.14658647322335,13.296810044826476,13.255785249396846,5.035879456122114,0.0,9.494781070110012,3.389872401464316,4.203319454950567
2024-04-26,26.442384164465487,5.8416595131204385,19.041803209540856,13.233487583554052,13.347863933097347,5.011321177084406,0.0,9.456846923351781,3.444855365088537,4.17977813069709
2024-04-29,26.600683454376785,5.804486275091043,18.950247091226224,13.169858801049461,13.18450096927421,4.987225921527314,0.0,9.666568059107538,3.4767483576215916,4.159681070725832
2024-04-30,26.81642963834316,5.820723493144504,18.70889269073715,13.044092141772909,13.18914326640866,4.941872565019273,0.0,9.90060804163831,3.443630647250412,4.134607515685626
2024-05-02,27.34946989970797,5.827535128120961,18.61758321320199,12.969665026628283,13.01243206608939,4.912828324067043,0.0,9.861812215501875,3.3532831554585427,4.095390971223945
2024-05-03,27.774718573917063,5.798843117139671,18.522662173701775,12.890997880081164,12.96879469355556,4.887388869499023,0.0,9.794719428226996,3.2876909185896723,4.0741843452890745
2024-05-06,27.720027566251364,5.830341751995907,18.450185252426827,12.822768540462201,12.662127887070012,4.872168467677017,0.0,9.980938149389392,3.5999459438566945,4.061496440870579
2024-05-07,27.74153680567893,5.810145449683289,18.388979013399,12.779521333196115,12.651911221879603,4.854059660225182,0.0,10.110666554395197,3.6212007242062465,4.041979237336439
2024-05-08,27.899076806956725,5.780336588341159,18.377661880821215,12.756121240520127,12.656443386457012,4.875931959230764,0.0,10.076527833218172,3.527160096945061,4.050740207509768
2024-05-09,27.90801248413776,5.796720256748549,18.397984300546614,12.743193143366716,12.673704077683503,4.8791702308364435,0.0,10.08469584979898,3.463089215564947,4.053430441316483
2024-05-10,28.0023720636076,5.946937301309705,18.373459079594205,12.755458357574966,12.5902527270365,4.8728615552636025,0.0,9.994602377242312,3.415867106570901,4.048189431800207
