date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,9.250591398249426,20.31971560750951,21.213734984952232,5.19394581437977,6.0152529242183945,0.0,0.0,0.3634623186103451,0.5759843350778775,3.9797379795949674,66.91242536259251
2024-03-04,9.266087292952905,20.321130170511488,21.214120774861865,5.198189503385702,6.0152529242183945,0.0,0.0,0.37156390671257916,0.5865935575927078,3.97948078632188,66.95241891655752
2024-03-05,9.279763931039204,20.31714367477864,21.214203976885706,5.189573528737294,6.0152529242183945,0.0,0.0,0.371178116802949,0.5885225071408587,3.9796736812766955,66.95531234087974
2024-03-06,9.273270829666856,20.316822183187284,21.211309523790387,5.187708877507415,6.0152529242183945,0.0,0.0,0.38371628886593023,0.585243292909002,3.977358941818914,66.95068286196418
2024-03-07,9.271920564983152,20.318686834417164,21.211309523790387,5.182050625499506,6.014995730945308,0.0,0.0,0.3919464736047077,0.5900656667793794,3.977230345182371,66.95820576520197
2024-03-08,9.278864783356495,20.324409384743344,21.20983066247014,5.182307818772592,6.014995730945308,0.0,0.0,0.3887315576911228,0.5915445280996285,3.977680433410273,66.9683648994889
2024-03-11,9.271791968346607,20.324473683061616,21.21066654060767,5.188866247236305,6.014867134308764,0.0,0.0,0.3893745408738397,0.5939878641939531,3.9774875384554575,66.97151551708421
2024-03-12,9.301690686342946,20.303943230037465,21.21066654060767,5.192338356422977,6.014867134308764,0.0,0.0,0.38898875096420954,0.5964954986065494,3.973951130950514,66.9829413282411
2024-03-13,9.292174535238736,20.3061293728587,21.21066654060767,5.191566776603717,6.014867134308764,0.0,0.0,0.38403778045728876,0.6004176960211229,3.958069446337405,66.9579292824334
2024-03-14,9.307670429942215,20.310373061864635,21.2008288979121,5.174141932352087,6.014867134308764,0.0,3.120268789088997,0.38185163763605096,0.6040827001626098,3.946045660820597,70.06013024408806
2024-03-15,9.317379476001241,20.3095371837271,21.20243635586889,5.159610512422683,6.014867134308764,0.0,3.120268789088997,0.3814015494081491,0.6040827001626098,3.9459170641840533,70.0555007651725
