date,USMART SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,FUNDERSTONE SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,FORTHRIGHT SECURITIES CO LTD,PRUDENTIAL BROKERAGE LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,80.62446734907009,19.375532650929916,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,80.65399764390948,19.346002356090523,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,70.88112015516748,17.001839432415974,0.0,0.0,12.117040412416552,0.0,0.0,0.0
2024-03-11,0.0,70.87174410159844,17.007313892908275,0.0,0.0,12.120942005493294,0.0,0.0,0.0
2024-03-13,43.47033304407566,36.89590908463218,8.850005764535059,0.0,0.0,6.307310331053541,0.0,0.0,4.476441775703554
2024-03-14,43.474460322233334,36.88739455585907,8.851983337727704,0.0,0.0,6.30871972763025,0.0,0.0,4.477442056549647
2024-03-15,43.45770123829659,36.90415363979581,8.851983337727704,0.0,0.0,6.30871972763025,0.0,0.0,4.477442056549647
2024-03-20,39.11778526431508,33.037684405120466,7.967977447076309,10.167554283076921,0.0,5.678697597118039,0.0,0.0,4.030301003293188
2024-03-21,39.14140386556363,32.95197016282117,7.972788365711104,10.218976890219299,0.0,5.682126290569143,0.0,0.0,4.032734425115646
2024-03-26,39.13964034271669,32.73917144688208,7.972429150326671,10.21851647241517,0.0,5.681870281368066,0.21581957673567548,0.0,4.032552729555651
2024-03-27,36.76024148750907,30.848107336644603,7.487764788891345,9.639835517972854,5.937493129678973,5.336454852801382,0.2026993526017862,0.0,3.787403533899985
2024-03-28,36.56843206157759,31.208931539563423,7.448694755410873,9.589536302245325,5.906512181170709,5.308610031864259,0.2016416977854422,0.0,3.767641430382382
2024-04-02,36.54438194045395,31.2541736633141,7.443795939656919,9.58322950984033,5.902627619395235,5.305118695018055,0.2015090832055458,0.0,3.7651635491158695
2024-04-03,36.54438194045395,31.32463877616004,7.443795939656919,9.512764396994386,5.902627619395235,5.305118695018055,0.2015090832055458,0.0,3.7651635491158695
2024-04-08,36.54438194045395,31.33873179872923,7.443795939656919,9.498671374425196,5.902627619395235,5.305118695018055,0.2015090832055458,0.0,3.7651635491158695
2024-04-12,20.008359053497944,17.25081404320988,4.07554140946502,5.2006031378600825,3.231738683127572,2.9045974794238685,0.11032793209876544,0.0,2.0614589763374482
2024-04-15,40.06473407908331,35.34536071429153,5.699252257742674,7.272542761125661,4.519275388411983,4.061799913011592,0.1542829903888788,0.0,2.8827518959443763
2024-04-16,40.008613206035356,35.38205082892411,5.691269002149521,7.262355711132336,4.480619877866922,4.056110326833026,0.2402671799918611,0.0,2.8787138670668684
2024-04-17,40.24712858818028,35.04018150581528,5.725198076220313,7.294811702792267,4.474813722329715,4.080291237569532,0.24169955701421678,0.0,2.89587561007839
2024-04-18,40.0778876602876,35.32458380255547,5.701123369060372,7.264136701998656,4.445203241177397,4.06313343527798,0.2406831998544578,0.0,2.883248589788055
2024-04-19,39.99155633087195,35.356195952397115,5.688842642995528,7.248489106400401,4.435627878608731,4.1620855256011255,0.24016474686642683,0.0,2.87703781625872
2024-04-22,39.945664859000644,35.358656029777805,5.682314530911783,7.236585226501477,4.37674744353617,4.1573094116323706,0.36898616679752233,0.0,2.87373633184223
2024-04-23,39.93707193098051,35.372561378901956,5.681092177499361,7.235028525513212,4.375805937721275,4.156415110319383,0.3689067921874637,0.0,2.8731181468768394
2024-04-24,39.95067910819598,35.363094486696,5.683027813345929,7.2374936114733375,4.377296842386444,4.1578312651412705,0.36903248442914727,0.0,2.8615443883318985
2024-04-25,40.12516952931,35.2926370014812,5.659078342150243,7.206993295361934,4.358849995373744,4.140309292103029,0.36747730413681207,0.0,2.849485240083038
2024-04-26,40.09581419452849,35.318564014018804,5.654938194177352,7.20172070203871,4.34495483249936,4.1372802665115,0.399327222554359,0.0,2.8474005736714347
2024-04-29,40.08723051292165,35.31100304252098,5.653727589281548,7.200178963112354,4.344024667851816,4.136394560678125,0.42064965932544035,0.0,2.846791004308086
2024-04-30,28.897247942386834,25.49284079218107,4.07554140946502,5.184052854938272,3.1314300411522633,2.981757973251029,0.30322916666666666,0.0,2.0521354166666663
2024-05-02,38.82988851025765,34.508762078400665,5.470554655728576,6.958497444109697,4.172212786649747,4.002381113081467,0.40702119370166756,2.8961232944979787,2.7545589235725534
2024-05-03,38.64513901277995,35.00621835340611,5.441623286432828,6.91482873385808,4.1398453851026344,3.981214271082433,0.4048686367477127,2.7262710535863577,2.739991267003887
2024-05-06,38.649120797542416,35.04073557056845,5.4421839616752665,6.915541200170557,4.099058109600949,3.9816244737295365,0.4049103522081765,2.7265519537155036,2.7402735807891383
2024-05-07,38.578079420533676,35.328617654626,5.424949446137134,6.85255749565758,4.03472292477527,3.9690153136308073,0.3625447615447939,2.7179174050962813,2.731595577998452
2024-05-08,38.51481904082177,35.57694443245633,5.405978790878444,6.828594598458043,4.000143971066592,3.9551359545733757,0.28963259914344036,2.7084130448021244,2.7203375677998816
2024-05-09,38.646867395031705,35.69805365704759,5.407270125743723,6.686902788979624,3.987449685534054,3.9560807242723754,0.2897017841491282,2.6066864600233854,2.7209873792184087
2024-05-10,38.5562454928158,35.97454908603104,5.388880830772354,6.596144732539587,3.9738889817508887,3.942626701507204,0.2581089355707955,2.5978215198416432,2.71173371917069
2024-05-13,38.68827704079496,35.92007548899014,5.3746237803547166,6.568518146985435,3.9633754934504246,3.9321959220139306,0.25742607168435316,2.59094861365806,2.704559442067983
2024-05-14,38.52446784112394,35.867215017892,5.670447764019234,6.5458714875333985,3.949710734813514,3.9186386629865795,0.25653852894654605,2.5820156504541494,2.685094312230633
2024-05-16,38.31015485910982,35.516423643808416,6.354870572029629,6.509456572104587,3.927738353801999,3.896839137013531,0.2551113960042615,2.5676518057428344,2.6617536603849183
2024-05-17,38.296638373518945,35.483731846079586,6.423191924717524,6.492039181537776,3.926352579741331,3.895464264731256,0.2550213882890528,2.566745893752597,2.6608145476319325
2024-05-20,38.28506040337668,35.46292683656011,6.461559830893723,6.490076486142082,3.925165551457207,3.8942865747077247,0.25494428935440344,2.565969906392276,2.660010121115795
2024-05-21,38.29728179941193,35.51288989277366,6.433380505239509,6.492148254978295,3.9264185468084705,3.8955297128405313,0.25502567293051115,2.566789017923252,2.6205365970938455
