date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,DBS BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,BOCI SECURITIES LTD
2024-07-15,58.5024378366501,25.846116386656924,6.681038322435818,4.617339818394531,3.266285402079733,0.765795459269421,0.27971280443264623,0.041273970080825714,0.0,0.0
2024-07-17,57.731712569902385,25.50490140779039,7.911403995845048,4.5563826716811295,3.2231645908998345,0.7556855890846066,0.27602009496614943,0.04072907983046154,0.0,0.0
2024-07-18,57.689452887671486,25.486231789640428,7.90561283871525,4.553047394148968,3.220805230587694,0.8283325452120535,0.27581804792850984,0.04069926609560814,0.0,0.0
2024-07-23,56.91216485554342,25.14283898623315,9.098944522435398,4.491701184884776,3.177409198310774,0.8646885850130274,0.2721017695280681,0.04015089805138159,0.0,0.0
2024-07-24,56.90376206386971,25.147742227191504,9.100718956797587,4.492577135815952,3.1780288420563005,0.864857212608685,0.272154833565185,0.04015872809507507,0.0,0.0
2024-07-30,56.90603664227123,25.1494497302826,9.10133688526248,4.492882176693065,3.178244626599596,0.8597151714951907,0.2721733125688018,0.04016145482703126,0.0,0.0
2024-07-31,56.90609889816196,25.149413398015337,9.101323736974633,4.492875686030335,3.1782400351339986,0.8597139295037467,0.27217291937238425,0.040161396807602355,0.0,0.0
2024-08-01,56.91232357899024,25.145780701336257,9.1000091000091,4.492226714448937,3.177780955558733,0.8595897484786374,0.27213360546693877,0.040155595711151265,0.0,0.0
2024-08-07,56.93699630206053,25.15668194107863,9.103954150752811,4.494174191879561,3.1791585923263783,0.8166102366016529,0.27225158127013166,0.040173004030306055,0.0,0.0
2024-08-08,57.10368456217291,24.940469892911025,9.130606808534074,4.507331297546186,3.1884658696468193,0.8161023323627836,0.27304862265520946,0.040290614170991626,0.0,0.0
2024-08-12,57.311356616257505,24.920172210806186,9.123175907864614,4.5036630275331655,3.185870951952722,0.6426770583984627,0.27282640333995123,0.04025782384740258,0.0,0.0
2024-08-13,57.185082114601684,24.98442240907262,9.15047299230634,4.517138254932178,3.195403267154595,0.6534599681331147,0.2736427161508753,0.04037827764858989,0.0,0.0
2024-08-14,57.193887704954946,24.972871206871755,9.151882019166656,4.517833822160047,3.195895308280419,0.6535605905433458,0.2736848527636505,0.040384495259179844,0.0,0.0
2024-08-15,57.224395944280374,24.932850398827934,9.156763796190786,4.520243715262436,3.197600055812656,0.6539092114136881,0.27383084114322925,0.04040603706890537,0.0,0.0
2024-08-16,57.14714941374215,24.89919384102673,9.144403189800071,4.514141892107655,3.193283653580977,0.7880153161495966,0.27346120015211645,0.04035149344070508,0.0,0.0
2024-08-19,57.1637439636673,24.877385857776307,9.147058567309283,4.51545272132252,3.1942109282667337,0.7882441422527318,0.2735406085842967,0.04036321082082509,0.0,0.0
2024-08-23,63.661858909598756,16.344542093871688,10.183414612068479,5.027050705322693,3.556113039135024,0.8775517131574565,0.3045325893513811,0.04493633749452439,0.0,0.0
2024-08-26,63.365778379638,16.477716233767293,10.266388333471848,5.0680107487456265,3.5850879894663596,0.8847019406733121,0.307013898734301,0.04530247550325673,0.0,0.0
2024-08-29,57.551139416238804,24.141978204788554,9.324312923941728,4.6029544751521865,3.2561092750272698,0.8035189660965022,0.27884135791597164,0.041145380838980956,0.0,0.0
2024-08-30,57.55321148577747,24.141978204788554,9.324312923941728,4.6029544751521865,3.2561092750272698,0.8014468965578485,0.27884135791597164,0.041145380838980956,0.0,0.0
2024-09-02,51.94128655064496,31.538776976783637,8.415113543924889,4.1541274796200645,2.9386110788309137,0.7232990450849727,0.251651966932611,0.037133358177954275,0.0,0.0
2024-09-03,57.305044806868466,24.469074345065202,9.28410693522788,4.583106756914081,3.2420690884922756,0.7979910960993488,0.27763900739633857,0.040967963936402396,0.0,0.0
2024-09-04,57.34188650105588,24.469074345065202,9.28410693522788,4.583106756914081,3.2420690884922756,0.7611494019119366,0.27763900739633857,0.040967963936402396,0.0,0.0
2024-09-05,57.34197100407028,24.468963037410585,9.284120616937184,4.583113510900737,3.2420738662320323,0.7611505235949294,0.2776394165445977,0.04096802430965932,0.0,0.0
2024-09-11,57.35042256344347,24.472569486409288,9.28548899153694,4.5837890101079175,3.2425517113303606,0.7465238371767398,0.27768033746119997,0.040974062534083644,0.0,0.0
2024-09-12,57.31184427008229,24.456673034633,9.27945749051065,4.580811554839384,3.2404454728767353,0.8123207628597815,0.2774999668590804,0.04094744733907874,0.0,0.0
2024-09-13,57.306689015920895,24.456673034633,9.27945749051065,4.580811554839384,3.2404454728767353,0.8174760170211762,0.2774999668590804,0.04094744733907874,0.0,0.0
2024-09-16,56.721857828694056,24.207085676297055,10.205286630053987,4.5340630599239855,3.207375798016967,0.8091334399542803,0.274668000157453,0.0405295669022144,0.0,0.0
2024-09-19,56.73346421747172,24.2005937883962,10.202549762936469,4.532847108961774,3.206515639780033,0.808916445489963,0.2745943393338901,0.04051869762994769,0.0,0.0
2024-09-20,56.67789901973518,24.23167348439851,10.215652422641972,4.538668433488076,3.21063361854462,0.8099552992237564,0.2749469880608211,0.04057073390706383,0.0,0.0
2024-09-24,56.67157576084878,24.235210319898762,10.21714349102278,4.539330893868692,3.2111022400357307,0.8100735196453774,0.2749871191012417,0.040576655578633325,0.0,0.0
2024-09-27,58.88785665782096,23.057311042696874,9.720561626277734,4.318706665389107,3.055033653973002,0.7658413909845957,0.15608444668480248,0.03860451617293157,0.0,0.0
2024-09-30,56.713225098009424,24.261769532111874,10.228340393323524,4.544305517605165,3.2146212664731078,0.8328791463134869,0.16423792288708058,0.04062112327634199,0.0,0.0
2024-10-02,60.781891860047956,21.981325782097056,9.266944939784716,4.117171251818638,2.912468409646625,0.7545940879538983,0.14880065874740028,0.03680300990371644,0.0,0.0
2024-10-03,60.56460836082592,22.276056843379948,9.233817405218161,4.102453161461212,2.902056898782851,0.7360671588731049,0.1482687251923602,0.03667144626643785,0.0,0.0
2024-10-10,60.55662023548405,22.273118758927595,9.232599517530728,4.101912071360081,2.901674134081086,0.7491595037082076,0.14824916939577912,0.03666660951247917,0.0,0.0
2024-10-15,61.20239994774608,22.510640736993505,8.264650092044208,4.145655126815724,2.9326177745963316,0.7571485890775984,0.1498301081202853,0.03705762460626274,0.0,0.0
2024-10-23,61.20958011985148,22.248248555183007,8.265619688172832,4.1461414887447585,2.932961824835521,0.7572374165938981,0.4031489344683007,0.03706197215019431,0.0,0.0
2024-10-24,61.20958011985148,22.129596917723752,8.265619688172832,4.1461414887447585,2.932961824835521,0.7572374165938981,0.5218005719275559,0.03706197215019431,0.0,0.0
2024-10-25,61.20958011985148,22.082936161419553,8.265619688172832,4.1461414887447585,2.932961824835521,0.7572374165938981,0.5684613282317573,0.03706197215019431,0.0,0.0
2024-10-28,61.16978402122084,22.068578691497144,8.260245702340715,4.143445828109616,2.9310549266370276,0.760475523692916,0.6293774306106054,0.03703787589114062,0.0,0.0
2024-10-29,60.60458062020927,21.86466697378373,9.107912928352405,4.105160754663186,2.9039722380254043,0.7534487970295004,0.6235620387469096,0.03669564918959375,0.0,0.0
2024-10-30,60.590904172066395,21.85973284205692,9.10585757383003,4.104234355740782,2.90331690759798,0.7758454590803876,0.6234213214314936,0.036687368196010844,0.0,0.0
2024-11-04,60.58994465309871,21.859386670819227,9.105713373257709,4.104169360990069,2.9032709306039064,0.7774167750994371,0.623411448916948,0.03668678721399482,0.0,0.0
2024-11-06,60.58994465309871,21.85912273709826,9.105713373257709,4.104169360990069,2.9032709306039064,0.777680708820401,0.623411448916948,0.03668678721399482,0.0,0.0
2024-11-08,60.57771344959026,21.854710067962408,9.103875216217036,4.10334085832391,2.902684851547461,0.7977105732934522,0.6232856017595547,0.03667938130591791,0.0,0.0
2024-11-11,60.57475631830871,21.853643219395323,9.103430806009847,4.103140551694294,2.9025431555393717,0.8025531825066363,0.6232551757621815,0.036677590783633876,0.0,0.0
2024-11-13,60.581949843376,21.856238437929658,9.104511879408761,4.103627818110326,2.9028878456085905,0.789453544558009,0.623329190120681,0.038001440887967,0.0,0.0
2024-11-14,60.86879949951766,21.63863282102236,9.068613921505232,4.087447724040763,2.8914421199002187,0.7863408274255914,0.6208714806549379,0.03785160593323923,0.0,0.0
2024-11-19,60.7868105354869,21.63564708773396,9.067362619600484,4.086883731443117,2.8910431540755166,0.8736206767406379,0.6207858118114883,0.037846383107897674,0.0,0.0
2024-11-20,60.793760941220995,21.630366783898726,9.06839938808018,4.087351028540487,2.8913737179386083,0.8700406369433448,0.6208567928882721,0.037850710489378145,0.0,0.0
2024-11-21,60.836536906078656,21.560493931076387,9.074780133859583,4.090226987870044,2.893408158621896,0.8853828965383002,0.6212936427877198,0.03787734316741391,0.0,0.0
2024-11-25,60.533656618919274,21.439248596414824,9.54686398595957,4.0672256159362,2.8771370916590486,0.8804039500476689,0.6177998009544249,0.03766434010899118,0.0,0.0
2024-11-26,60.609750827889364,21.340493315996433,9.558864930619663,4.072338347154404,2.8807538147072957,0.8815106673004326,0.6185764100307848,0.037711686301622784,0.0,0.0
2024-11-27,60.98555567120739,20.84328634501695,9.61813373949087,4.097588483536522,2.898615647517797,0.8964627666232313,0.6224118326760942,0.037945513931142066,0.0,0.0
2024-11-28,60.98555567120739,20.399666395690023,9.61813373949087,4.097588483536522,2.898615647517797,0.9118781316577578,0.6224118326760942,0.037945513931142066,0.42820458429240177,0.0
2024-11-29,60.98555567120739,20.396504269529096,9.61813373949087,4.097588483536522,2.898615647517797,0.9150402578186864,0.6224118326760942,0.037945513931142066,0.42820458429240177,0.0
2024-12-02,61.2259702575263,20.270817047253527,9.558864930619663,4.072338347154404,2.8807538147072957,0.9094016019610077,0.6185764100307848,0.037711686301622784,0.425565904445396,0.0
2024-12-03,61.26566759099287,20.233443667404995,9.561995129931795,4.073671897820258,2.8816971624451986,0.9013162806720642,0.618778972517778,0.03772403558110078,0.4257052626339498,0.0
2024-12-04,61.33432348369063,20.141802431010884,9.544142968646836,4.0660663880125565,2.8763170590442524,0.8996335310583409,0.6751500587683872,0.037653605136579296,0.42491047463153725,0.0
2024-12-09,61.23295410602372,20.168391082587135,9.569164743002384,4.076726349416084,2.883857867754143,0.9282089800712313,0.676920092231018,0.037752321177872424,0.42602445773640757,0.0
2024-12-10,61.274721353924136,20.113937616334816,9.57569190932738,4.079507101097007,2.885824958975375,0.9288421152047558,0.6773818221885834,0.03777807219022309,0.4263150507577258,0.0
2024-12-11,61.27673083027907,20.111317789595475,9.576005939747246,4.079640886659443,2.8859195982799917,0.9288725761554829,0.677404036614449,0.03777931110475626,0.42632903156408974,0.0
2024-12-12,61.43468505790663,19.900126518684523,9.600690197563793,4.090157056770328,2.8933586896767594,0.9365276013267365,0.6791501942495811,0.0378766955739503,0.42742798824770306,0.0
2024-12-13,61.44450743351402,19.861812796192947,9.601814085203603,4.09063586369633,2.893697395540812,0.962943574216104,0.6792296977533071,0.03788112954162518,0.4274780243412563,0.0
2024-12-19,61.60707809617254,19.650183374808613,9.627012606111439,4.101371123973503,2.901291470334954,0.9654706751964636,0.6810122342186229,0.037980542884384856,0.4285998762994818,0.0
2024-12-20,61.61268454552409,19.64155238494673,9.627888696331114,4.1017443624095575,2.9015554975244457,0.9668774251068959,0.6810742086007381,0.03798399924032002,0.42863888031611125,0.0
2024-12-23,61.62230157013939,19.62344607887089,9.625476658878382,4.100716768371475,2.9008285821277315,0.9798207815359623,0.6809035817321639,0.03797448325694485,0.42853149508705124,0.0
2024-12-27,61.83327092156687,19.62344607887089,9.625476658878382,4.100716768371475,2.9008285821277315,0.768851430108491,0.6809035817321639,0.03797448325694485,0.42853149508705124,0.0
2024-12-30,61.83335245245601,19.22777204204097,9.625489350648666,4.100722175413336,2.9008324070448035,1.1644204993914844,0.6809044795445166,0.03797453332858652,0.42853206013161865,0.0
2025-01-03,61.839945253381124,19.22117924111587,9.625489350648666,4.100722175413336,2.9008324070448035,1.1644204993914844,0.6809044795445166,0.03797453332858652,0.42853206013161865,0.0
2025-01-06,61.8540286259215,19.214085461253248,9.621936961814091,4.099208760444085,2.899761824108356,1.1639907576682225,0.6806531845316159,0.03796051842469121,0.42837390583418894,0.0
2025-01-07,61.860487186347925,19.214085461253248,9.621936961814091,4.099208760444085,2.899761824108356,1.1575321972417993,0.6806531845316159,0.03796051842469121,0.42837390583418894,0.0
2025-01-08,62.03676731302304,19.21195576955776,9.62219061691423,4.099316824466199,2.8998382681111377,0.982913362059307,0.6806711280239053,0.03796151914618216,0.4283851986982362,0.0
2025-01-09,62.04642250967245,19.207069588960223,9.619743403228016,4.0982742443889215,2.8991007516577585,0.9826633775050867,0.680498012798212,0.03795186438533793,0.42827624740398706,0.0
2025-01-10,62.047740282741394,19.207069588960223,9.619743403228016,4.0982742443889215,2.8991007516577585,0.9826633775050867,0.680498012798212,0.036634091316402585,0.42827624740398706,0.0
2025-01-13,61.99839809354659,19.209022401619325,9.632551161382178,4.103730700260079,2.902960623978191,0.9839716987729714,0.6814040301010627,0.036682866066633506,0.42884645581496,0.022431968458013294
2025-01-14,61.99932176283603,19.208098732329876,9.632551161382178,4.103730700260079,2.902960623978191,0.9839716987729714,0.6814040301010627,0.036682866066633506,0.42884645581496,0.022431968458013294
2025-01-15,62.0431936430105,19.10474860888073,9.63260200331731,4.103752360317374,2.9029759462052165,0.9839768923114682,0.6814076266456245,0.03668305968386592,0.4288487193257706,0.081811140302147
2025-01-16,62.0431936430105,19.03771625521381,9.63260200331731,4.103752360317374,2.9029759462052165,0.9929497270542844,0.6814076266456245,0.03668305968386592,0.4288487193257706,0.13987065922625136
2025-01-17,62.0431936430105,19.024520910003787,9.63260200331731,4.103752360317374,2.9029759462052165,1.006145072264308,0.6814076266456245,0.03668305968386592,0.4288487193257706,0.13987065922625136
2025-01-20,62.0431936430105,19.01132556479376,9.63260200331731,4.103752360317374,2.9029759462052165,1.0193404174743317,0.6814076266456245,0.03668305968386592,0.4288487193257706,0.13987065922625136
2025-01-24,62.05133944736686,18.91171958838904,9.612156085614027,4.226715210249455,2.8968141627877886,1.0171767912516212,0.6799612880289155,0.036605197147954786,0.4279384558663778,0.1395737732979571
2025-01-27,61.99050324441993,18.726300577279392,9.538568483001749,4.586352791141937,2.87463707706902,1.009389610016281,0.6747557211811099,0.03632495942841762,0.42466229547610523,0.13850524098605277
2025-02-03,61.90960885485585,18.31037929621539,9.526121146162017,5.19369344681162,2.8708858248707445,0.9167260418053174,0.6738751999832967,0.036277557241548505,0.4241081332195419,0.13832449883468134
2025-02-04,61.90960885485585,18.180014980804213,9.526121146162017,5.33462784185073,2.8708858248707445,0.9061559621773843,0.6738751999832967,0.036277557241548505,0.4241081332195419,0.13832449883468134
2025-02-05,61.92187536701665,18.180014980804213,9.526121146162017,5.33462784185073,2.8708858248707445,0.8938894500165727,0.6738751999832967,0.036277557241548505,0.4241081332195419,0.13832449883468134
2025-02-06,79.50806914799108,9.929314897174663,5.027291997515278,2.8152835186085556,1.5150743006210428,0.4603759863478032,0.41416622017886146,0.03360710266832131,0.22381779440992675,0.07299903448446841
2025-02-07,80.144165851539,11.792722997618545,3.794111746466019,2.1247025780209707,1.1434309372911289,0.3474470825359635,0.4149614819696533,0.01444880911667881,0.1689159339180077,0.05509258152402712
2025-02-10,90.13253677393443,0.8111923055817923,4.2614448983499456,2.3864091430759693,1.284271065256148,0.39024327596533404,0.4660736447729584,0.01622851618823678,0.18972186191284002,0.06187851496234167
2025-02-11,80.76756235994941,9.450995375887276,4.602675604684389,2.5774983386232577,1.3871077164802268,0.4214915947577416,0.503394000380824,0.01752799750825014,0.20491363993457895,0.06683337179404729
2025-02-12,44.97794608825494,5.132639228035904,2.561144698360306,1.4342410310817713,0.7718518269031059,0.23559022807519803,0.2801120448179272,0.010104242097640659,44.55918138798606,0.037189224387149646
2025-02-13,35.3359176585075,6.024761256042985,3.006306242121316,1.6835314955879366,0.906010100365328,0.27859810586233835,0.40333922377172826,0.01186049585932793,52.30416900547683,0.04550641640471306
2025-02-14,21.73075590591217,7.292569649411315,3.6389321877509553,2.037802025140535,1.096664494938644,0.3349313064314886,0.48821509379223094,0.014356335206469522,63.31069053473859,0.055082466677600084
2025-02-21,21.731442950544444,7.29256601418485,3.6389303738028915,2.0378010093296193,1.0966639482693645,0.33428311077701633,0.4882148504250072,0.014356328050071681,63.31065897539684,0.05508243921989309
2025-02-25,21.724209070179075,7.290138492449491,3.6377190604519147,2.037122673853072,1.096298894930714,0.34413818947234137,0.48805233531597325,0.015497679832884184,63.28958436318987,0.07723924032466394
2025-02-26,21.724154942526674,7.290120328470263,3.6377099967758926,2.0371175981945,1.0962961634119128,0.344386490242715,0.48805111929346706,0.015497641219141132,63.28942667198869,0.0772390478767484
2025-02-27,21.72980711189225,7.263871948256122,3.6387399193196655,2.0376943548190125,1.0966065510278444,0.34498245180289594,0.4881892982166685,0.015502028971348163,63.307345419599045,0.07726091609514359
2025-02-28,21.754879525308933,7.23879953483944,3.6387399193196655,2.0376943548190125,1.0966065510278444,0.34498245180289594,0.4881892982166685,0.015502028971348163,63.307345419599045,0.07726091609514359
2025-03-03,64.92138373545359,3.5200075236209947,1.769408288053852,0.9908686413101572,0.5332463333860924,0.17824970616915106,0.23739157223560858,0.007538164076503397,27.804336407660035,0.03756962803402015
2025-03-04,86.67147636738109,4.006209854652244,1.6661253661196374,0.933030205026997,0.5021199733511236,0.16784501291018925,0.22353468268185928,0.007098150532372702,5.7871837528583745,0.03537663448610189
2025-03-05,63.75788522799244,5.264034846877515,2.2195850713748624,1.242967639969923,0.6689160489074929,0.22360039198480466,0.29778926286363566,0.009456040509555922,26.268637293346746,0.047128176173027905
2025-03-06,53.65139861441456,6.674040509405016,2.890926530072368,1.618918856840526,0.8712381323505767,0.29915149326255713,0.38785937582916125,0.012316139052774061,33.49316592888638,0.10098441988608958
2025-03-07,80.51469058777802,10.015737156210292,4.338415420511315,2.4295126354863363,1.3074676609760127,0.4489368505005818,0.5820608305272303,0.018482838298342727,0.19314863173509278,0.15154738797676512
2025-03-10,73.6431304891817,13.376782482189434,5.946358954809301,3.3299610146932084,1.7920533836411592,0.616140536084624,0.7977895836082506,0.025333118286927296,0.26473515894698946,0.2077152785584071
2025-03-11,71.50121159457149,14.426894573610552,6.4465308832983625,3.6100572946470835,1.9427901292132053,0.6679665698803947,0.8648948420688243,0.027463987735695767,0.28700308727013263,0.2251870377042579
2025-03-12,46.81538143441888,13.938813662129037,6.262938759612109,3.5072457053827812,1.8874609960474849,0.7267582771599203,26.337115976756774,0.026681834989580357,0.27882946532519665,0.21877388817823124
2025-03-13,77.99159932117932,11.081311149793462,4.979291603686586,2.788403298064488,1.5006084285082861,0.5739145144303963,0.6680435885822797,0.021213146421185318,0.2216807905750877,0.173934158758915
2025-03-14,81.723924253684,9.202071740588352,4.134871581084266,2.3155280854071885,1.2461256819706006,0.4765864312773015,0.5547524967827301,0.017615685776948036,0.1840867484729296,0.14443729495568325
2025-03-17,79.24050616623089,10.348639105639169,4.696732618228984,2.630170266208231,1.415453665767639,0.6451895163780857,0.6301342364785572,0.02000936772971526,0.20910110971567394,0.16406394762306728
2025-03-18,78.4696848538409,10.717532549884458,4.872637271536723,2.7286768720605648,1.4684660270384644,0.6813682365458474,0.6537343758552145,0.02075876974586193,0.2169324812670459,0.17020856222491293
2025-03-19,82.05305537441885,8.933773699543536,4.061666106564765,2.2745330196762685,1.224063758142806,0.567965583778262,0.5449309294204837,0.017303810399200575,0.1808276006347327,0.14188011742109796
