date,CITRUS SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),GF SECURITIES (HONG KONG) BROKERAGE LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,SPDB INTERNATIONAL SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,ZHESHANG INTERNATIONAL FINANCIAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-20,39.3843,0.0,0.043750000000000004,30.0,3.8055,0.17585,0.0,1.5129,0.0,3.08475,78.00705
2024-03-21,39.3843,0.0,0.04175,30.0,3.8055,0.18515,0.0,1.5129,0.0,3.0765000000000002,78.0061
2024-03-22,39.378750000000004,0.0,0.0422,30.0,3.8055,0.1956,0.0,1.5152,0.0,3.0765000000000002,78.01375
2024-03-25,39.378750000000004,0.0,0.0789,30.0,3.8057,0.1905,0.0,1.51515,0.0,3.0765000000000002,78.0455
2024-03-26,39.378750000000004,0.0,0.0798,30.000300000000003,3.8057,0.19175,0.0,1.5129,0.0,3.0765000000000002,78.0457
2024-03-27,39.378750000000004,0.0,0.0804,30.000300000000003,3.8057,0.19235000000000002,0.0,1.5129,0.0,3.0765000000000002,78.0469
2024-03-28,39.37955,0.0,0.08220000000000001,30.000300000000003,3.8057,0.19305,0.0,1.5151,0.0,3.0765000000000002,78.0524
2024-04-02,39.37955,0.0,0.09179999999999999,30.0,3.8057,0.19319999999999998,0.0,1.5147000000000002,0.0,3.0765000000000002,78.06145
2024-04-03,39.37955,0.0,0.08735,30.0,3.8057,0.19225,0.0,1.5126499999999998,0.0,3.0765000000000002,78.054
2024-04-05,39.37445,0.0,0.09175,30.0,3.8057,0.1992,0.0,1.5129,0.0,3.0765000000000002,78.0605
2024-04-08,39.37445,0.0,0.0955,30.0,3.8057,0.1992,0.0,1.51315,0.0,3.0765000000000002,78.06450000000001
2024-04-09,39.37445,0.0,0.0955,30.0,3.8057,0.1992,0.0,1.5159,0.0,3.0765000000000002,78.06725
2024-04-10,39.3226,0.0,0.09465,30.0,3.8057,0.21605000000000002,0.0,1.5166000000000002,0.0,3.0765000000000002,78.0321
2024-04-11,39.325450000000004,0.0,0.0951,30.0,3.8057,0.21575000000000003,0.0,1.5157,0.0,3.0765000000000002,78.0342
2024-04-12,39.28705,0.0,0.0888,30.0,3.8057,0.2399,0.0,1.5157500000000002,0.0,3.0765000000000002,78.0137
2024-04-15,39.24165,0.0,0.0978,30.0,3.8057,0.26295,0.0,1.5165,0.0,3.0765000000000002,78.00110000000001
2024-04-16,39.182050000000004,0.0,0.1021,30.0,3.8057,0.26605,0.0,1.51675,0.0,3.0765000000000002,77.94915
2024-04-17,39.1197,0.0,0.10139999999999999,30.0,3.8057,0.31905,0.0,1.5165,0.0,3.0765000000000002,77.93885
2024-04-18,39.106,0.0,0.15059999999999998,30.0002,3.8052,0.56655,0.0,1.5176,0.0,3.01915,78.1653
2024-04-19,39.07025,0.0,0.14975,30.0,3.80565,0.6152000000000001,0.0,1.5178,0.0,3.01915,78.17779999999999
2024-04-22,39.073750000000004,0.0,0.15145,30.000300000000003,3.80575,0.5597000000000001,0.0,1.518,0.0,3.0199,78.12885
2024-04-23,39.01235,0.0,0.18445,30.000300000000003,3.80595,0.6236,0.0,1.5191,0.0,3.0199,78.16565
2024-04-24,38.918350000000004,0.0,0.23105,30.000300000000003,3.8062,0.66615,0.0,1.5189,0.0,3.0199,78.16085000000001
2024-04-25,38.92145,0.0,0.26315,30.0,3.8062,0.6736,0.0,1.5182499999999999,0.0,2.9585,78.14115000000001
2024-04-26,38.92145,0.00265,0.2793,30.0,3.8062,0.6318,0.0,1.5182,0.0,2.9585,78.1181
2024-04-29,38.910250000000005,0.00265,0.212,30.0,3.80635,0.69005,0.0,1.51845,0.0,2.9585,78.09825000000001
2024-04-30,38.91035,0.00265,0.24275,30.0,3.80635,0.64645,0.0,1.51895,0.0,2.9595,78.08699999999999
2024-05-02,38.91035,0.00265,0.2427,30.0,3.80635,0.6179,0.0,1.51895,0.0,2.9595,78.05839999999999
2024-05-03,38.9148,0.00265,0.2416,30.0,3.80785,0.6273,0.0,1.51895,0.0,2.9595,78.07265
2024-05-06,38.9179,0.00265,0.2416,30.0,3.80785,0.6273,0.0,1.5182,0.0,2.9595,78.075
2024-05-07,38.9179,0.00265,0.2416,30.0,3.80785,0.6273,0.0,1.51845,0.0,2.9595,78.07525
2024-05-08,38.9179,0.00265,0.2284,30.0,3.80785,0.57225,0.0,1.517,0.0,2.9595,78.00555
2024-05-09,38.9179,0.00265,0.2562,30.0,3.80785,0.6641,0.0,1.517,0.0,2.9595,78.12519999999999
2024-05-10,38.93285,0.00315,0.33115,30.00005,3.80835,0.7945000000000001,0.0,1.52225,0.0,2.9595,78.35180000000001
2024-05-13,38.93285,0.00315,0.33845,30.00005,3.80835,0.76435,0.0,1.52375,0.0,2.9595,78.33045
2024-05-14,38.93285,0.00315,0.32535,30.00005,3.80835,0.7611,0.0,1.522,0.0,2.96,78.31285
2024-05-16,38.4435,0.00315,0.52415,30.00005,3.80835,1.2392999999999998,0.0,1.522,0.0,2.71385,78.25434999999999
2024-05-17,37.95735,0.00315,1.06,30.0,3.80835,1.2293,0.0,1.4968000000000001,0.0,2.71385,78.2688
2024-05-20,38.00675,0.00315,1.07365,30.0,3.80835,1.3945,0.0,1.4982499999999999,0.0,2.71385,78.4985
2024-05-21,37.1975,0.00265,1.0873000000000002,30.000799999999998,3.80835,1.4985,0.625,1.4957500000000001,0.0,2.71385,78.4297
2024-05-22,38.56055,0.00265,1.1185,30.000749999999996,3.80835,1.4738,0.625,1.49885,0.0,2.5888,79.67725
2024-05-23,38.56055,0.00265,1.2062,30.000500000000002,3.80835,1.63575,0.625,1.49885,0.0,2.5888,79.92665
2024-05-24,38.56055,0.00265,1.2629,30.0,3.80835,1.60705,0.625,1.49885,0.0,2.5888,79.95415
2024-05-27,38.56055,0.00265,1.17845,30.001,3.80845,1.6268500000000001,0.625,1.49615,0.0,2.5888,79.8879
2024-05-28,38.39985,0.0024000000000000002,1.1813,30.0024,3.8086,2.05945,0.625,1.496,0.0,2.1383,79.7133
2024-05-29,38.411699999999996,0.0024000000000000002,1.0629,30.0016,3.8080000000000003,2.05195,0.625,1.4968000000000001,0.0,2.1383,79.59865
2024-05-30,38.406099999999995,0.0024000000000000002,1.4312500000000001,30.001749999999998,3.8082,1.9387999999999999,0.625,1.4981,0.0,2.1383,79.84989999999999
2024-05-31,38.4005,0.0024000000000000002,1.31885,30.0018,3.8082,1.9989,0.625,1.4981,0.0,2.1395500000000003,79.7933
2024-06-03,38.3893,0.0024000000000000002,1.4153,30.002450000000003,3.80905,2.0122500000000003,0.625,1.498,0.0,2.02065,79.7744
2024-06-04,38.3893,0.0024000000000000002,1.48345,30.002450000000003,3.8093000000000004,1.9751999999999998,0.625,1.4981,0.0,2.02065,79.80585
2024-06-05,38.3415,0.0029,1.47955,30.003649999999997,3.8087999999999997,2.03505,0.625,1.4981,0.0,2.02065,79.8152
2024-06-06,68.34209999999999,0.005399999999999999,1.4838,0.00365,3.8087999999999997,2.0046,0.625,1.4981,0.0,2.02065,79.7921
2024-06-07,72.27759999999999,0.005399999999999999,1.5339500000000001,0.00375,3.8087999999999997,2.0549999999999997,0.625,1.4979,0.0,2.02065,83.82805
2024-06-11,72.27759999999999,0.00615,1.50325,0.0039,3.8087999999999997,1.9994999999999998,0.625,1.49715,0.0,2.02485,83.7462
2024-06-12,71.78320000000001,0.00615,1.4644000000000001,0.0031000000000000003,3.8087999999999997,1.9772999999999998,0.625,1.4971999999999999,0.0,2.02065,83.1858
2024-06-13,72.3818,0.00615,1.4987,0.00335,3.8087999999999997,2.0524500000000003,0.625,1.4971999999999999,0.0,2.0271500000000002,83.9006
2024-06-14,72.3874,0.00615,1.48275,0.00245,3.8087999999999997,2.027,0.625,1.49725,0.0,2.0271500000000002,83.86395
2024-06-17,72.393,0.00615,1.44645,0.0022,3.8087999999999997,1.9673,0.625,1.49745,0.0,2.0271500000000002,83.7735
2024-06-18,72.393,0.00615,1.5016,0.002,3.8087999999999997,2.0443,0.625,1.49725,0.0,2.0271500000000002,83.90525
2024-06-19,72.402,0.00615,1.471,0.0025,3.8088499999999996,2.0456,0.625,1.49725,0.0,2.0271500000000002,83.88550000000001
2024-06-20,72.402,0.00615,1.4736,0.0023,3.8088499999999996,1.9947,0.625,1.49725,0.0,2.0271500000000002,83.83699999999999
2024-06-21,72.402,0.00615,1.4586999999999999,0.00195,3.8088499999999996,2.0456499999999997,0.625,1.49725,0.0,2.0271500000000002,83.8727
2024-06-24,72.402,0.00615,1.4271,0.00145,3.8089,2.0465,0.625,1.49725,0.0,2.0271500000000002,83.8415
2024-06-25,72.402,0.00615,1.43115,0.00145,3.80895,2.0648,0.625,1.49725,0.0,2.0271500000000002,83.8639
2024-06-26,72.402,0.00615,1.4076,0.00195,3.80895,2.0484999999999998,0.625,1.49725,0.0,2.02745,83.82485
2024-06-27,72.402,0.00615,1.4085,0.00145,3.8089999999999997,2.0586,0.625,1.49725,0.0,2.02745,83.8354
2024-06-28,72.3835,0.00615,1.3915,0.00145,3.80815,2.06025,0.625,1.49725,0.0,2.02745,83.80069999999999
2024-07-02,72.37434999999999,0.00615,1.4143,0.00145,3.8082,2.02955,0.625,1.51975,0.0,2.02745,83.8062
2024-07-03,72.34375,0.00615,1.4291,0.00145,3.8082,2.0461,0.625,1.51975,0.0,2.02745,83.80695
2024-07-04,72.34375,0.00615,1.4216,0.00145,3.8082,2.04195,0.625,1.51975,0.0,2.02745,83.7953
2024-07-05,72.34375,0.00615,1.4209,0.00145,3.8082,1.9907000000000001,0.625,1.51975,0.0,2.02745,83.74335
2024-07-08,72.33405,0.00615,1.36785,0.0015999999999999999,3.8082,1.99415,0.625,1.52225,0.0,2.02745,83.6867
2024-07-09,73.00529999999999,0.00615,1.4254,0.0016500000000000002,3.8082,1.99275,0.625,1.52225,0.0,2.02745,84.41414999999999
2024-07-10,72.86224999999999,0.00615,1.39835,0.0016500000000000002,3.8082,2.0357,0.625,1.52225,0.0,2.02745,84.287
2024-07-11,72.88865,0.00615,1.3867,0.0016500000000000002,3.8082,2.0301,0.625,1.52225,0.0,2.02745,84.29615
2024-07-12,72.88225,0.00615,1.3973,0.0016500000000000002,3.8082,2.0393000000000003,0.625,1.52225,0.0,1.99945,84.28155000000001
2024-07-15,72.88225,0.00615,1.4014,0.0016500000000000002,3.8082,2.0543,0.625,1.52225,0.0,1.93495,84.23615
2024-07-16,72.88225,0.0066500000000000005,1.4002999999999999,0.0016500000000000002,3.8082,2.165,0.625,1.52225,0.0,1.7988,84.2101
2024-07-17,72.88225,0.0066500000000000005,1.4201,0.0016500000000000002,3.8082,2.14195,0.625,1.52225,0.0,1.79905,84.2071
2024-07-18,72.88225,0.0066500000000000005,1.42255,0.0015,3.8082,2.1323499999999997,0.625,1.5252999999999999,0.0,1.79905,84.20285
2024-07-19,72.88065,0.0066500000000000005,1.41885,0.0015,3.8082,2.13645,0.625,1.5252999999999999,0.0,1.79905,84.20165
2024-07-22,72.88065,0.0066500000000000005,1.4236499999999999,0.0015,3.8082,2.11835,0.625,1.5278,0.0,1.7991,84.1909
2024-07-23,72.88065,0.0066500000000000005,1.4264000000000001,0.0013,3.8082,2.11785,0.625,1.5278,0.0,1.7991,84.19295
2024-07-24,72.88065,0.0066500000000000005,1.40045,0.0013,3.8082,2.1264499999999997,0.625,1.5278,0.0,1.7991,84.17559999999999
2024-07-25,72.88215,0.0066500000000000005,1.39725,0.0013,3.8082,2.1129,0.625,1.5278,0.0,1.7991,84.16035
2024-07-26,72.11444999999999,0.0066500000000000005,1.4192,0.0016500000000000002,3.8082,2.08395,0.75,1.53155,0.0,1.8013500000000002,83.517
2024-07-29,72.1155,0.0066500000000000005,1.43815,0.0016500000000000002,3.80785,2.07395,0.75,1.53155,0.0,1.8013500000000002,83.52665
2024-07-30,72.11555,0.0066500000000000005,1.4588999999999999,0.0016500000000000002,3.80785,2.0658,0.75,1.53155,0.0,1.8013500000000002,83.53930000000001
2024-07-31,71.36200000000001,0.0066500000000000005,1.52345,0.0016500000000000002,3.80785,2.1302499999999998,1.5,1.53155,0.0,1.8013500000000002,83.66475
2024-08-01,71.3564,0.0066500000000000005,1.50475,0.0016500000000000002,3.80785,2.15355,1.5,1.53155,0.0,1.8013500000000002,83.66375000000001
2024-08-02,71.3564,0.0066500000000000005,1.474,0.0016500000000000002,3.80785,2.16075,1.5,1.53155,0.0,1.8013500000000002,83.6402
2024-08-05,71.3528,0.0066500000000000005,1.4772,0.0016500000000000002,3.80785,2.17245,1.5,1.53155,0.0,1.8013500000000002,83.6515
2024-08-06,69.8203,0.0066500000000000005,1.5126499999999998,0.0016500000000000002,3.80785,2.16305,1.5,1.53155,0.0,1.8013500000000002,82.14505
2024-08-07,69.8435,0.0066500000000000005,1.5269,0.0016500000000000002,3.80785,2.2277,1.4749999999999999,1.5343499999999999,0.0,1.8013500000000002,82.22494999999999
2024-08-08,69.8435,0.0066500000000000005,1.5267,0.0016500000000000002,3.80785,2.2013000000000003,1.4749999999999999,1.53685,0.0,1.80185,82.20134999999999
2024-08-09,69.8435,0.0066500000000000005,1.5737500000000002,0.0016500000000000002,3.80785,2.17485,1.4749999999999999,1.53685,0.0,1.80185,82.22194999999999
2024-08-12,69.8435,0.0066500000000000005,1.5643,0.0016500000000000002,3.80785,2.21915,1.4749999999999999,1.53685,0.0,1.80185,82.2568
2024-08-13,69.84909999999999,0.0066500000000000005,1.5531,0.0016500000000000002,3.80785,2.2388000000000003,1.4749999999999999,1.53685,0.0,1.80185,82.27085
2024-08-14,69.85555,0.0066500000000000005,1.5699500000000002,0.0016500000000000002,3.80785,2.23,1.4749999999999999,1.53405,0.0,1.80185,82.28255
2024-08-15,69.86075000000001,0.0066500000000000005,1.54585,0.0018,3.80785,2.25395,1.4749999999999999,1.53405,0.0,1.80185,82.28775
2024-08-16,69.87325,0.0066500000000000005,1.50125,0.0018,3.80785,2.2869,1.4749999999999999,1.53405,0.0,1.80185,82.2886
2024-08-19,69.88695,0.0066500000000000005,1.48715,0.0018,3.80785,2.28115,1.4749999999999999,1.53405,0.0,1.80185,82.28245
2024-08-20,69.887,0.0066500000000000005,1.46095,0.0018,3.8073500000000005,2.3095,1.4749999999999999,1.53325,0.0,1.80185,82.28335
2024-08-21,69.887,0.0066500000000000005,1.47025,0.0018,3.8073500000000005,2.2990500000000003,1.4749999999999999,1.53325,0.0,1.80185,82.2822
2024-08-22,69.887,0.0066500000000000005,1.48735,0.0018,3.8073500000000005,2.3064999999999998,1.4749999999999999,1.53325,0.0,1.80185,82.30675
2024-08-23,69.8595,0.0066500000000000005,1.53125,0.0018,3.8073500000000005,2.2987,1.4749999999999999,1.53325,0.0,1.80185,82.31535
2024-08-26,69.8595,0.0066500000000000005,1.50425,0.0018,3.8073500000000005,2.2767,1.4749999999999999,1.53325,0.0,1.80185,82.26635
2024-08-27,69.87365,0.0066500000000000005,1.4995,0.0018,3.8066000000000004,2.30925,1.4749999999999999,1.53325,0.0,1.80185,82.30754999999999
2024-08-28,69.75965,0.0066500000000000005,1.4947,0.0018,3.8066000000000004,2.40325,1.4749999999999999,1.53325,0.0,1.80185,82.28275000000001
2024-08-29,70.0447,0.0066500000000000005,1.4503,0.0018499999999999999,3.8066000000000004,2.5276,1.4749999999999999,1.5334999999999999,0.0,1.75775,82.60395
2024-08-30,70.04860000000001,0.0066500000000000005,1.5168,0.0018,3.8066000000000004,2.51305,1.4749999999999999,1.5334999999999999,0.0,1.75775,82.65975
2024-09-02,70.05505,0.0066500000000000005,1.62945,0.0018,3.8066000000000004,2.50625,1.4749999999999999,1.5334999999999999,0.0,1.68275,82.69705
2024-09-03,70.0553,0.0066500000000000005,1.6756,0.0018,3.8066000000000004,2.4812000000000003,1.4749999999999999,1.5334999999999999,0.0,1.55775,82.59339999999999
2024-09-04,70.15565000000001,0.0066500000000000005,1.7105,0.0018,3.8066000000000004,2.4914,1.4749999999999999,1.5334999999999999,0.0,1.43275,82.61385
2024-09-05,70.2617,0.0066500000000000005,1.7119499999999999,0.0018,3.8066000000000004,2.485,1.4749999999999999,1.5334999999999999,0.0,1.30775,82.58995
2024-09-09,70.35205,0.0066500000000000005,1.68905,0.0019000000000000002,3.8066000000000004,2.4588,1.4749999999999999,1.5334999999999999,0.0,1.1586,82.48215
2024-09-10,70.46504999999999,0.0066500000000000005,1.706,0.0019000000000000002,3.8066000000000004,2.3941,1.4749999999999999,1.53325,0.0,1.1586,82.54715
2024-09-11,70.54025,0.0066500000000000005,1.71725,0.0019000000000000002,3.8066000000000004,2.4139,1.4749999999999999,1.53325,0.0,1.1586,82.6534
2024-09-12,70.61914999999999,0.0066500000000000005,1.7149999999999999,0.0019000000000000002,3.8066000000000004,2.3703499999999997,1.4749999999999999,1.53075,0.0,1.1586,82.684
2024-09-13,70.66815,0.0066500000000000005,1.68815,0.0019000000000000002,3.8066000000000004,2.35095,1.4749999999999999,1.53075,0.0,1.1336000000000002,82.66175
2024-09-16,70.6746,0.0066500000000000005,1.6798,0.0019000000000000002,3.8066000000000004,2.30945,1.4749999999999999,1.53075,0.0,1.1336000000000002,82.61834999999999
2024-09-17,70.72315,0.0066500000000000005,1.672,0.0015,3.8066000000000004,2.315,1.4749999999999999,1.53075,0.0,1.1336000000000002,82.66425
2024-09-19,70.73469999999999,0.0066500000000000005,1.672,0.0015,3.8066000000000004,2.315,1.4749999999999999,1.53225,0.0,1.1336000000000002,82.6773
2024-09-20,70.76050000000001,0.0066500000000000005,1.672,0.0015,3.8066000000000004,2.315,1.4749999999999999,1.53225,0.0,1.1336000000000002,82.70309999999999
2024-09-23,70.84519999999999,0.0066500000000000005,1.69745,0.0015,3.8066000000000004,2.32115,1.4749999999999999,1.53075,0.0,1.1336000000000002,82.8179
2024-09-24,70.85810000000001,0.0066500000000000005,1.6583,0.0015,3.8066000000000004,2.3507,1.4749999999999999,1.53075,0.0,1.1336000000000002,82.82119999999999
2024-09-25,70.8851,0.0066500000000000005,1.6050499999999999,0.0015,3.8066000000000004,2.31225,1.4749999999999999,1.53075,0.0,1.1336000000000002,82.7565
2024-09-26,70.92015,0.0066500000000000005,1.56225,0.0015,3.8066000000000004,2.28475,1.4749999999999999,1.53075,0.0,1.1336000000000002,82.72125
2024-09-27,70.95675,0.00715,1.56155,0.0015,3.8066000000000004,2.2861,1.4749999999999999,1.52575,0.0,1.1336000000000002,82.754
2024-09-30,70.9684,0.00715,1.57565,0.0065,3.8066000000000004,2.2552499999999998,1.4749999999999999,1.52575,0.0,1.1336000000000002,82.7539
2024-10-02,70.9674,0.00715,1.5926,0.0015,3.8066000000000004,2.2666,1.4749999999999999,1.5252999999999999,0.0,1.1336000000000002,82.77575
2024-10-03,70.9601,0.00715,1.6150000000000002,0.0015,3.8066000000000004,2.14895,1.4749999999999999,1.5252999999999999,0.0,1.12895,82.66855
2024-10-04,71.0083,0.00615,1.6150000000000002,0.0015,3.8066000000000004,2.14895,1.4749999999999999,1.5251000000000001,0.0,1.12895,82.71555000000001
2024-10-07,71.07025,0.00615,1.6150000000000002,0.0013,3.8066000000000004,2.14895,1.4749999999999999,1.5249000000000001,0.0,1.12895,82.7771
2024-10-08,71.2093,0.00615,1.6150000000000002,0.0013,3.8066000000000004,2.14895,1.4749999999999999,1.52525,0.0,1.1228,82.91035
2024-10-09,71.22775,0.00615,1.6150000000000002,0.0013,3.8052,2.14895,1.4749999999999999,1.52525,0.0,1.1228,82.92739999999999
2024-10-10,71.3425,0.00615,1.6837499999999999,0.0014,3.8052,2.1827,1.4749999999999999,1.52105,0.0,1.1228,83.14055
2024-10-14,71.3526,0.00615,2.0143,0.0014,3.8052,2.16965,1.4749999999999999,1.5158,0.0,1.1228,83.46289999999999
2024-10-15,71.35430000000001,0.00615,2.1649499999999997,0.0017,3.80595,2.1845,1.4749999999999999,1.51255,0.0,1.1228,83.6279
2024-10-16,71.35430000000001,0.00615,2.1412500000000003,0.0017,3.80595,2.1929,1.4749999999999999,1.51755,0.0,1.1228,83.61760000000001
2024-10-17,71.35430000000001,0.00615,2.1561,0.0017,3.80595,2.1907,1.4749999999999999,1.51755,0.0,1.1228,83.63024999999999
2024-10-18,71.35430000000001,0.00615,2.1703,0.0017,3.80595,2.1859,1.4749999999999999,1.51755,0.0,1.1228,83.63965
2024-10-21,71.3495,0.00615,2.15395,0.0067,3.80595,2.18875,1.4749999999999999,1.51755,0.0,1.1228,83.62635
2024-10-22,69.8463,0.00615,2.1475500000000003,0.0084,3.80595,2.1362,1.4749999999999999,1.51755,0.0,1.1228,82.0659
2024-10-23,69.88929999999999,0.00615,2.39575,0.01435,3.80625,2.1522,1.4749999999999999,1.51505,0.0,1.1228,82.37685
2024-10-24,69.97045,0.00615,2.62805,0.0131,3.80625,1.9720499999999999,1.4749999999999999,1.5200500000000001,0.0,1.1228,82.51389999999999
2024-10-25,69.98870000000001,0.00615,2.61165,0.01695,3.80625,1.9328,1.4749999999999999,1.5200500000000001,0.0,1.1228,82.48035
2024-10-28,70.0074,0.00615,2.5989999999999998,0.0181,3.80625,1.9274,1.4749999999999999,1.5200500000000001,0.0,1.1228,82.48215
2024-10-29,70.00880000000001,0.00615,2.59285,0.0181,3.80625,1.8964999999999999,1.4749999999999999,1.5200500000000001,0.0,1.1228,82.4465
2024-10-30,70.0145,0.00615,2.5941,0.01685,3.80625,1.83585,1.4749999999999999,1.5200500000000001,0.0,1.1228,82.39155
2024-10-31,69.7516,0.00615,2.8778,0.0206,3.80625,1.8575000000000002,1.4749999999999999,1.5200500000000001,0.0,1.1228,82.43775
2024-11-01,71.8622,0.00615,2.8701,0.0203,3.80625,1.8492000000000002,1.4749999999999999,1.5225499999999998,0.0,1.1228,84.53455
2024-11-04,71.90535,0.0066500000000000005,2.86605,0.0156,3.80625,1.83265,1.4749999999999999,1.5225499999999998,0.0,1.1228,84.5529
2024-11-05,71.9391,0.0066500000000000005,2.8594,0.0106,3.80625,1.8027000000000002,1.4749999999999999,1.5225499999999998,0.0,1.1228,84.54505
2024-11-06,71.61045,0.0066500000000000005,3.3049000000000004,0.0106,3.80625,1.6548500000000002,1.4749999999999999,1.5225499999999998,0.0,1.1228,84.51405
2024-11-07,71.61045,0.0066500000000000005,3.31215,0.0106,3.80625,1.64995,1.4749999999999999,1.5225499999999998,0.0,1.1228,84.5164
2024-11-08,71.61070000000001,0.0066500000000000005,3.3087,0.0106,3.80625,1.6382,1.4749999999999999,1.5225499999999998,0.0,1.1228,84.50145
2024-11-11,71.61070000000001,0.0066500000000000005,3.2977,0.0106,3.80625,1.65435,1.4749999999999999,1.5225499999999998,0.0,1.1228,84.50659999999999
2024-11-12,71.28895,0.0066500000000000005,3.62845,0.009600000000000001,3.80625,1.6791,1.4749999999999999,1.52455,0.0,1.1228,84.54135000000001
2024-11-13,71.28895,0.0066500000000000005,3.63685,0.0063999999999999994,3.8065,1.6779499999999998,1.4749999999999999,1.52205,0.0,1.1228,84.54315
2024-11-14,71.28895,0.0066500000000000005,3.63435,0.0063999999999999994,3.8065,1.6972,1.4749999999999999,1.5118,0.0,1.1228,84.54965
2024-11-15,70.9171,0.0066500000000000005,4.0333,0.0085,3.8065,1.7520999999999998,1.4749999999999999,1.509925,0.0,1.1228,84.63187500000001
2024-11-18,70.9171,0.0066500000000000005,4.0454,0.0085,3.8065,1.7569000000000001,1.4749999999999999,1.509925,0.0,1.1228,84.648775
2024-11-19,70.91835,0.0066500000000000005,4.0565,0.00845,3.8065,1.76445,1.4749999999999999,1.509925,0.0,1.1228,84.66862499999999
2024-11-20,70.92945,0.0066500000000000005,4.0877,0.00845,3.8065,1.7353500000000002,1.4749999999999999,1.5157,0.0,1.1228,84.6876
2024-11-21,70.59830000000001,0.007899999999999999,4.53795,0.00655,3.8066500000000003,1.8716,1.4749999999999999,1.49915,0.0,1.1228,84.9259
2024-11-22,70.59830000000001,0.0073999999999999995,4.54175,0.0067,3.8065,1.77585,1.4749999999999999,1.49915,0.0,1.1228,84.83345
2024-11-25,70.59830000000001,0.0066500000000000005,4.5451,0.012899999999999998,3.8065,1.7579,1.4749999999999999,1.49915,0.0,1.1228,84.8243
2024-11-26,70.59830000000001,0.0066500000000000005,4.4613,0.01315,3.8065,1.8055,1.4749999999999999,1.49915,0.0,1.1228,84.78835000000001
2024-11-27,70.0783,0.00615,5.0146999999999995,0.0057,3.8065,1.7454,1.4749999999999999,1.49915,0.0,1.1228,84.7537
2024-11-28,69.80765,0.00615,5.2834,0.013200000000000002,3.8067499999999996,1.81695,1.4749999999999999,1.49915,0.0,1.1228,84.83104999999999
2024-11-29,69.80645,0.00615,5.301150000000001,0.01325,3.8067499999999996,1.7516500000000002,1.4749999999999999,1.49915,0.0,1.1228,84.78235
2024-12-02,69.55645,0.00615,5.64785,0.00455,3.8067499999999996,1.6980499999999998,1.4749999999999999,1.49915,0.0,1.1228,84.81675
2024-12-03,69.55645,0.00615,5.6736,0.0043,3.8057,1.6194,1.4749999999999999,1.49915,0.0,1.1228,84.76255
2024-12-04,69.6003,0.00615,5.70835,0.0043,3.8057,1.5488,1.4749999999999999,1.49915,0.0,1.1228,84.77055
2024-12-05,69.6419,0.00615,5.7038,0.0043,3.8057,1.5436,1.4749999999999999,1.49915,0.0,1.1228,84.8024
2024-12-06,69.35285,0.00615,5.99545,0.0043,3.8057,1.4583499999999998,1.4749999999999999,1.5041499999999999,0.0,1.1228,84.72475
