date,UBS SECURITIES HONG KONG LTD,CHINA ZHONG HENG FINANCE GROUP LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,ABCI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,4.425746630263676,2.485574085005903,0.0,2.381456611570248,0.0,0.0,0.0,0.0,9.292777326839827
2024-03-04,0.0,0.0,4.424516799488391,2.4863119834710745,0.0,2.381456611570248,0.0,0.0,1.354043683589138,0.0,10.64632907811885
2024-03-05,0.0,0.0,4.424516799488391,2.4941829004329006,0.0,2.381456611570248,0.0,0.0,1.3542896497441952,1.2052341597796143,11.859680121015348
2024-03-07,0.0,0.0,4.425746630263676,2.4944288665879575,0.0,2.381456611570248,1.8265438680637545,0.0,1.3542896497441952,1.2052341597796143,13.687699786009444
2024-03-08,0.0,0.0,4.431649817985045,2.507465072805982,0.0,2.381456611570248,1.8265438680637545,0.8136560409287681,1.3542896497441952,1.2052341597796143,14.520295220877607
2024-03-11,0.0,0.0,4.431403851829988,2.507465072805982,0.0,2.381456611570248,1.8265438680637545,0.8190672963400236,1.3545356158992523,1.2052341597796143,14.525706476288864
2024-03-12,0.0,0.0,4.412464457890594,2.507465072805982,0.0,2.374077626918536,1.8265438680637545,0.8257083825265644,1.3547815820543092,1.2052341597796143,14.506275150039356
2024-03-13,0.0,0.0,4.403363710153483,2.507465072805982,0.0,2.374077626918536,1.8265438680637545,0.8257083825265644,1.3550275482093663,1.2047422274695,14.496928436147186
2024-03-14,0.0,0.0,4.373601805391578,2.4976264266036994,0.0,2.3728477961432506,1.8265438680637545,0.8257083825265644,1.3550275482093663,1.2047422274695,14.456098054407713
2024-03-15,0.0,0.0,4.371388109996064,2.4976264266036994,0.0,2.3728477961432506,1.8265438680637545,0.8257083825265644,1.349124360487997,1.2047422274695,14.44798117129083
2024-03-18,0.0,0.0,4.065406213105076,2.4909853404171587,0.0,2.3728477961432506,1.8265438680637545,0.812918142463597,1.361668634395907,1.203512396694215,14.13388239128296
2024-03-19,0.0,0.0,4.062946551554506,2.4909853404171587,0.0,2.3728477961432506,1.8265438680637545,0.8134100747737112,1.3619146005509641,1.203512396694215,14.13216062819756
2024-03-20,0.0,0.0,3.815750565722156,2.4909853404171587,0.0,2.3728477961432506,1.8265438680637545,0.8134100747737112,1.3619146005509641,1.2047422274695,13.886194473140495
2024-03-21,0.0,0.0,3.815750565722156,2.4909853404171587,0.0,2.378259051554506,1.8265438680637545,0.8131641086186541,1.3621605667060213,1.2047422274695,13.89160572855175
2024-03-22,0.0,0.0,3.7884483225108228,2.4909853404171587,0.0,2.378259051554506,1.8265438680637545,0.8131641086186541,1.3624065328610784,1.2037583628492718,13.863565586875245
2024-03-25,0.0,0.0,3.775658082447855,2.488525678866588,0.0,2.4306498425816607,1.8265438680637545,0.8131641086186541,1.3626524990161353,1.2037583628492718,13.90095244244392
2024-03-28,0.0,0.0,3.775658082447855,2.488525678866588,0.0,2.4466376426603698,1.8265438680637545,0.8114423455332547,1.3628984651711924,1.2037583628492718,13.915464445592288
2024-04-02,0.0,0.0,3.775658082447855,2.488525678866588,0.0,2.4466376426603698,1.8265438680637545,0.8114423455332547,1.3636363636363635,1.2037583628492718,13.916202344057456
2024-04-03,0.0,0.0,3.775658082447855,2.4897555096418733,0.0,2.4466376426603698,1.5190861742424242,1.1189000393545847,1.3636363636363635,1.2037583628492718,13.917432174832742
2024-04-05,0.0,0.0,3.779347574773711,2.4976264266036994,0.0,2.4466376426603698,1.5153966819165683,1.1189000393545847,1.3638823297914207,1.2049881936245572,13.926778888724911
2024-04-08,0.0,0.0,3.779347574773711,2.4976264266036994,0.0,2.4466376426603698,1.5153966819165683,1.1189000393545847,1.3641282959464778,1.2049881936245572,13.927024854879969
2024-04-09,0.0,0.0,3.779101608618654,2.4993481896890986,0.0,2.4466376426603698,1.5153966819165683,1.1189000393545847,1.3646202282565918,1.2049881936245572,13.928992584120426
2024-04-10,0.0,0.0,3.777379845533255,2.511646497441952,0.0,2.4409804210940576,1.522037768103109,1.1189000393545847,1.364866194411649,1.2049881936245572,13.940798959563164
2024-04-11,51.654368358913814,0.0,3.775166150137741,2.5222230421094056,0.0,2.4348312672176307,1.522037768103109,1.1127508854781583,1.364866194411649,1.2049881936245572,65.59123185999607
2024-04-12,51.654368358913814,0.0,3.775166150137741,2.5249286698150337,0.0,2.4348312672176307,1.522037768103109,1.1127508854781583,1.365112160566706,1.2049881936245572,65.59418345385674
2024-04-15,51.654368358913814,0.0,3.775658082447855,2.5406705037386854,0.0,2.4348312672176307,1.522037768103109,1.1127508854781583,1.365112160566706,1.2049881936245572,65.61041722009051
2024-04-16,51.654368358913814,0.0,3.775166150137741,2.5473115899252265,0.0,2.4348312672176307,1.5217931547619048,1.1127508854781583,1.365112160566706,1.2049881936245572,65.61632176062574
2024-04-17,51.654368358913814,0.0,3.775166150137741,2.5473115899252265,0.0,2.4348312672176307,1.5217931547619048,1.1127508854781583,1.3653581267217632,1.2047422274695,65.61632176062574
2024-04-18,51.654368358913814,0.0,3.775166150137741,2.5473115899252265,0.0,2.4348312672176307,1.5217931547619048,1.1127508854781583,1.36560409287682,1.2047422274695,65.6165677267808
2024-04-23,51.654368358913814,0.0,3.775166150137741,2.5473115899252265,0.0,2.4348312672176307,1.5119545085596222,1.1127508854781583,1.36560409287682,1.2047422274695,65.6067290805785
2024-04-24,51.654368358913814,0.0,3.7746742178276267,2.5473115899252265,0.0,2.409988685556867,1.5119545085596222,1.1127508854781583,1.3658500590318772,1.2047422274695,65.58164053276269
2024-04-26,51.654368358913814,0.0,3.7746742178276267,2.5473115899252265,0.0,2.409988685556867,1.5090029146989374,1.1127508854781583,1.369047619047619,1.2047422274695,65.58188649891775
2024-05-02,51.654368358913814,0.0,3.750323568476978,2.5529688114915388,0.0,2.409988685556867,1.5213012224517906,1.1127508854781583,1.3692935852026762,1.2047422274695,65.57573734504132
2024-05-03,51.654368358913814,0.0,3.750323568476978,2.5529688114915388,0.0,2.409988685556867,1.5286802071035026,1.1127508854781583,1.3692935852026762,1.2022825659189296,65.58065666814247
2024-05-06,51.654368358913814,0.0,6.2960732733175915,2.5529688114915388,0.0,2.409988685556867,1.5286802071035026,1.1127508854781583,1.3692935852026762,1.2022825659189296,68.12640637298307
2024-05-07,51.654368358913814,0.0,6.2960732733175915,2.554198642266824,0.0,2.409988685556867,1.5286802071035026,1.1127508854781583,1.3692935852026762,1.2022825659189296,68.12763620375837
2024-05-08,51.654368358913814,0.0,6.252291297717434,2.554444608421881,0.0,2.409988685556867,1.6049297151711925,1.1061097992916176,1.3692935852026762,1.2022825659189296,68.15370861619441
2024-05-10,51.654368358913814,0.0,6.252291297717434,2.554444608421881,0.0,2.409988685556867,1.6049297151711925,1.1090613931523023,1.3742129083038175,1.2022825659189296,68.16157953315624
2024-05-14,51.654368358913814,0.0,6.2517993654073205,2.554444608421881,0.0,2.409988685556867,1.6049297151711925,1.1095533254624164,1.3744588744588746,1.2022825659189296,68.16182549931129
2024-05-16,51.654368358913814,0.0,6.254750959268004,2.560593762298308,0.0,2.408758854781582,1.6049297151711925,1.0950413223140496,1.3744588744588746,1.2022825659189296,68.15518441312476
2024-05-17,51.654368358913814,0.0,6.254750959268004,2.560593762298308,0.0,2.408758854781582,1.6049297151711925,1.0950413223140496,1.3747048406139315,1.2022825659189296,68.1554303792798
2024-05-20,51.654368358913814,0.0,6.254750959268004,2.5669888823297913,0.0,2.408758854781582,1.6049297151711925,1.0950413223140496,1.3747048406139315,1.2022825659189296,68.16182549931129
2024-05-21,51.654368358913814,0.0,6.254750959268004,2.58051702085793,0.0,2.408758854781582,1.6049297151711925,1.0965171192443919,1.3747048406139315,1.2022825659189296,68.17682943476979
2024-05-22,51.654368358913814,0.0,6.254996925423062,2.58051702085793,0.0,2.408758854781582,1.6049297151711925,1.0965171192443919,1.3749508067689886,1.2022825659189296,68.17732136707988
2024-05-23,51.654368358913814,0.0,6.253767094647776,2.5746138331365604,0.0,2.408758854781582,1.6049297151711925,1.0965171192443919,1.3823297914207004,1.2022825659189296,68.17756733323495
2024-05-24,51.654368358913814,0.0,6.237287362258953,2.5746138331365604,0.0,2.4252385871704054,1.6049297151711925,1.0965171192443919,1.3823297914207004,1.2022825659189296,68.17756733323495
2024-05-27,51.654368358913814,0.0,6.242206685360094,2.578303325462416,0.0,2.4252385871704054,1.6049297151711925,1.0965171192443919,1.3823297914207004,1.2022825659189296,68.18617614866194
2024-05-28,51.654368358913814,0.0,6.23925509149941,2.583714580873672,0.0,2.419089433293979,1.6049297151711925,1.0965171192443919,1.3823297914207004,1.2022825659189296,68.18248665633608
2024-05-30,51.654368358913814,0.0,6.23925509149941,2.583714580873672,0.0,2.419089433293979,1.6049297151711925,1.0965171192443919,1.3825757575757576,1.2022825659189296,68.18273262249114
2024-05-31,51.654368358913814,0.0,6.240484922274695,2.5898637347500983,0.0,2.419089433293979,1.6049297151711925,1.0965171192443919,1.3825757575757576,1.2022825659189296,68.19011160714285
2024-06-03,51.654368358913814,0.0,6.242206685360094,2.5898637347500983,0.0,2.419089433293979,1.6049297151711925,1.093565525383707,1.3887249114521842,1.2022825659189296,68.19503093024399
2024-06-04,51.654368358913814,0.0,6.24343651613538,2.5923233963006687,0.0,2.419089433293979,1.6049297151711925,1.093565525383707,1.3887249114521842,1.2022825659189296,68.19872042256986
2024-06-05,51.654368358913814,0.0,6.246388109996064,2.5923233963006687,0.0,2.419089433293979,1.6049297151711925,1.093565525383707,1.394874065328611,1.2022825659189296,68.20782117030697
