date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD
2024-03-01,43.76567185728029,20.085305280853014,11.873585622673028,3.3150605959399213,8.262184978509392,2.401866365313168,2.1702618171735946,6.981454650061749,1.0629778147059032,0.08163101748993581
2024-03-04,43.77825290353058,20.0224898895297,11.701230763540185,3.278773661484449,8.569536109549844,2.403361186485164,2.1706664870920753,6.924171922217876,1.0615599348183422,0.08995714175178626
2024-03-05,43.72678371570458,19.95948351743117,11.4382687522072,3.31868767038208,8.77287995123413,2.3905022204405397,2.1502842044293446,7.095606463726134,1.057890564748687,0.08961293969614179
2024-03-06,43.77608505741218,19.835536132578373,11.610831519872773,3.3366177433604274,8.890171567734932,2.388854248975537,2.1307254282029016,6.884554741084268,1.0571507420586268,0.08947281871998014
2024-03-07,43.72134751335178,19.86911975902768,11.528694330137156,3.1062598286461087,9.005210868063891,2.413232850213405,2.1378490154765823,7.071149186294494,1.057684932194861,0.08945171659404652
2024-03-08,43.80813894726648,19.9498881250846,11.967457660602781,3.0622761507384864,9.027891935027352,2.423637314175353,2.162837934231887,6.450647341159131,1.0575618790293482,0.08966271268458488
2024-03-11,43.97329217306386,20.019513179243376,11.983944324403737,3.0746773348545435,9.07178559234278,2.4626552597202265,2.176808589952593,6.084861764821807,1.0624205702604357,0.09004121133664068
2024-03-12,43.93019429580024,20.06376315995415,11.64941764258251,3.100281021397453,9.094828503775405,2.463933927189131,2.155358576939989,6.381242822005576,1.0710121410288298,0.08996790932672126
2024-03-13,43.912001899727535,20.055536382122412,12.016790543326792,3.111898280902159,9.073826380898552,2.4637238088456135,2.150485101879651,6.0532778385413355,1.0724179321086535,0.09004183164729149
2024-03-14,43.78847438688572,20.03389947262411,11.98219283536363,3.169312199149902,9.087494770282989,2.4658051333510045,2.2335045334141355,6.050216198907534,1.0897840415829232,0.09931642843805986
2024-03-15,43.76533208688721,19.99017944015132,12.146363817161548,3.2212798950342942,9.093457268435497,2.4738729315625334,2.149796404698602,5.9674681295377265,1.0928684344770445,0.09938159205422083
2024-03-18,43.45526930482748,20.16039367580854,12.36344467016075,3.221613950763679,9.110704270497362,2.47595532402599,2.1715418588365436,5.841812549999203,1.1000103947202762,0.09925400036018027
2024-03-19,43.415236230398314,20.283168980835278,12.340689171906888,3.259461813249841,9.106101368894462,2.4741902495890344,2.17881546795113,5.764370765758878,1.078756369920362,0.09920958149581256
2024-03-20,43.351723301886075,20.400780637460617,12.350771153012662,3.2530782965451337,9.095968136938131,2.4713057237142144,2.172445824882771,5.731603297187539,1.0686304450985395,0.10369318327431631
2024-03-21,43.31607702116224,20.509298257216273,12.276106417626414,3.271302759297201,9.087618883846,2.459831394800619,2.153167673853585,5.755287644294592,1.0677296200535773,0.10358032784949052
2024-03-22,43.339648952595425,20.604391063849885,12.209830018653296,3.3043367410837945,9.086059126721581,2.463130338928539,2.1521596030508183,5.664952364190435,1.0718664475315083,0.1036253433947123
2024-03-25,43.64611620414218,20.60741110082559,12.65145485408293,3.2931448503697345,8.600809250153919,2.4618907812400392,2.1467667067109657,5.425529975668543,1.0672944486804865,0.09958182812561166
2024-03-26,43.74947548878993,20.6555327114248,12.395608927842467,3.325777450531691,8.653612968088071,2.465362914761686,2.1447158009943306,5.4311513601832155,1.0790507176574182,0.0997116597263831
2024-03-27,43.73340974896947,20.657005546830156,12.378169805703417,3.3597669406689774,8.650933077619953,2.4678784029360963,2.1440516155895635,5.429994052060939,1.0791100290581672,0.09968078056325823
2024-03-28,43.58267161168248,20.65914225185877,12.459578196026472,3.433425898693036,8.64485695625659,2.4619509114176235,2.1412554850259906,5.42473847399247,1.0927694468755988,0.09961076817096913
2024-04-02,43.47843145777875,20.66827141725995,12.578407749060844,3.4441001078490627,8.646976456228153,2.45967034286695,2.131490117973388,5.399848695573336,1.09316846520115,0.09963519020841566
2024-04-03,43.56911548934386,20.83341187730999,12.657895017324186,3.3777196321867207,8.75593016225574,2.4688363397128184,2.115166681255471,5.0435022420302555,1.0785172493588617,0.09990530922210188
2024-04-05,43.63464679146659,20.752844880761785,12.593793024180588,3.366239081536577,8.836248264891235,2.4832042438758193,2.112229004709809,5.047217545473673,1.0736926629685342,0.09988450013539213
2024-04-08,43.602908354766676,20.85573135433619,12.487867548452495,3.4343918257937833,8.820423508026892,2.4954011584728364,2.1189691195688223,5.023264928359695,1.0845620481187968,0.07648015410381113
2024-04-09,43.50570699449052,20.852692885694214,12.609512199675285,3.4338914697194918,8.819269626420795,2.489004028281294,2.1205078618453332,5.004475778475296,1.0884701436771278,0.07646901172064414
2024-04-10,43.50197434820232,20.83973394118322,12.573420670170638,3.4847021999776517,8.820724235406677,2.497941663692334,2.1233563142947514,4.993146518391107,1.0885184845203693,0.07648162416093707
2024-04-11,43.499582587709405,20.88343550567052,12.510598602561867,3.519571086290433,8.819013824234899,2.4840788823207354,2.129633782936089,4.989967327129339,1.0876516074034215,0.07646679374328548
2024-04-12,43.35497481979407,20.913898056938876,12.562603353771626,3.6315664829425818,8.808083565943457,2.478359736244806,2.1578001405265965,4.938501640166916,1.0778367749507627,0.0763754287203032
2024-04-15,43.2605432479488,20.921273788467293,12.556498933714918,3.75600005626276,8.844095970611317,2.4706828289229925,2.1229441221455723,4.91478132046624,1.0768552967162541,0.07632443474385461
2024-04-16,43.32416553049257,20.870833941317045,12.47815039946156,3.793684722726813,8.853084920668932,2.4765233348942024,2.1425654927813236,4.905802410061337,1.0788098507888917,0.07637939680732575
2024-04-17,43.342421871301,20.827887686159148,12.512469822916895,3.83526177022291,8.851176626683454,2.475361239193888,2.093177305568661,4.907474319615623,1.0784177239849941,0.07635163435342177
2024-04-18,43.39910505623174,20.788259043905637,12.554733331070336,3.7587013540327905,8.860478434021253,2.4741860145102104,2.1068055877241054,4.902209688434946,1.0791980290470309,0.07632346102194687
2024-04-19,43.50719211661542,20.749250388937096,12.357651688933585,3.914005170293307,8.852508715309765,2.4724048083222576,2.0942575193475004,4.898162162403696,1.0783069855394984,0.0762604442978744
2024-04-22,43.41215231402547,20.717574841607,12.406638724320697,3.9606033052816993,8.84349287165691,2.47268853353428,2.1262198957087564,4.906618689365177,1.0778302990305542,0.07618052546945664
2024-04-23,43.35548683051751,20.712996253992237,12.415023217260721,4.066808375066168,8.814677266766886,2.459257923546726,2.1200293989752357,4.90169173471638,1.0779248301055686,0.07610416905256391
2024-04-24,43.42186259504029,20.847676131414104,12.414073960915188,3.931314203205569,8.742974157938864,2.4657269414748417,2.1239972744458364,4.898234048949409,1.0778565734367074,0.07628411317919276
2024-04-25,43.456406600037596,20.805880239740233,12.306601549815177,4.0687444329791935,8.728682338901466,2.46378864233106,2.1262193297256275,4.899730952164432,1.0676610452128552,0.07628486909235793
2024-04-26,43.53969506227493,20.829024941513367,12.104892861045245,4.212937818325262,8.724166717739214,2.457713711711031,2.1115892127768987,4.892961297271361,1.050816380939003,0.07620199640368665
2024-04-29,43.54921602507959,20.936819523755634,11.949618516416114,4.209524793631845,8.709848086153988,2.4505238154817937,2.1416855960746557,4.885662649202475,1.0470302181717455,0.12007077603216026
2024-04-30,35.831496350912865,17.238317666814645,9.699440466156673,3.71782251474969,7.130801062020541,2.005236541913567,1.7585866676960888,4.0126138530199595,0.8633742314183935,0.09865295819473664
2024-05-02,43.57028392273846,20.771331831617175,11.768714987106208,4.591569900843904,8.673808553932973,2.4507743978401764,2.131182457023158,4.886301777782647,1.0362158474036909,0.1198163237116063
2024-05-03,43.65855165463864,20.668806859714845,11.662644651404845,4.622498872129949,8.752396023152134,2.4496904044280794,2.146905458364944,4.8823927769798585,1.0362480560186462,0.11986524316805866
2024-05-06,43.75739873672559,20.697753322474824,11.625900733700838,4.628972636792241,8.621918640386806,2.455469645942814,2.1230898660989914,4.879314741602734,1.0380907236573034,0.1720909526178575
2024-05-07,43.692561259948405,20.677252024005714,11.618147750717958,4.6243876005250835,8.61494265608831,2.4535588488110323,2.1541718845807756,4.8746618713908765,1.0229855994453374,0.2673305044865117
2024-05-08,43.646777397667876,20.587416787231618,11.495830140447147,4.87625167004976,8.610187585045532,2.451813782983279,2.1203844718615867,4.880959873935711,1.024114460998509,0.3062638297789855
2024-05-09,43.7303090473173,20.332683354082846,11.421496891151994,5.072279401022694,8.621602053133275,2.453517907833275,2.1400819020969233,4.893469649817224,1.0279038706961028,0.3066559228483646
2024-05-10,43.655954980224486,20.380062201011157,11.363510834671622,5.139367674966957,8.663814613722716,2.45398662405925,2.1180072781862744,4.890231615548279,1.028382279953348,0.30668189765590426
2024-05-13,43.69197681806891,20.434787424875324,11.117688635501622,5.221480415229019,8.72451568463845,2.4572153348488945,2.1229408006204054,4.892122773969769,1.0302030361237433,0.3070690761238568
2024-05-14,43.69222438401395,20.393296142600388,11.081109460156862,5.320353508617679,8.71850623854393,2.455647798424535,2.11983742284081,4.890176691159011,1.0219751667252728,0.30687318691757026
2024-05-16,43.63014817350333,20.458425687397277,11.010079440452214,5.374986266536952,8.72547974169333,2.4916715730692376,2.1073411372729103,4.879126627016713,1.0160130479794292,0.30672830507860516
2024-05-17,43.702309250998816,20.085638476309988,11.02149521354395,5.595053530489754,8.76469630619683,2.5044422906097408,2.1088158960506846,4.886734362502256,1.0236081047945136,0.3072065685034661
