date,24,1210,426,76,48,243,Others
2023-08-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-24,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-30,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-31,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-21,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-11,95.8904109589041,0.0,0.0,0.0,0.0,4.10958904109589,0.0
2023-11-09,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-17,56.666666666666664,0.0,43.333333333333336,0.0,0.0,0.0,0.0
2024-01-02,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,71.66666666666667,0.0,28.333333333333332,0.0,0.0,0.0,0.0
2024-01-25,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,61.53846153846154,0.0,0.0,38.46153846153847,0.0,0.0,0.0
2024-05-08,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29,41.74757281553398,58.252427184466015,0.0,0.0,0.0,0.0,0.0
2024-07-30,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-26,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-22,98.66666666666667,0.0,0.0,0.0,1.3333333333333335,0.0,0.0
2024-10-30,98.5781990521327,0.0,0.0,0.0,1.4218009478672986,0.0,0.0
2024-11-07,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11,95.08196721311475,0.0,0.0,0.0,4.918032786885246,0.0,0.0
2024-11-21,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-19,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-20,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-25,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025-02-26,97.05882352941177,0.0,0.0,0.0,2.941176470588235,0.0,0.0
2025-03-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-18,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0
