date,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,QUAM SECURITIES LTD,CMB WING LUNG BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-10-03,30.72272602363287,0.0,17.312448474855728,21.55125034350096,0.0,11.878263259137126,6.698268755152514,4.135751580104424,7.701291563616378
2024-10-04,30.81994231561599,0.0,17.22977612965252,22.22908941079522,0.0,11.220986128279083,6.681774481527262,4.120313143798929,7.698118390330999
2024-10-07,23.836838750796684,22.65774378585086,13.325897599320161,17.192479286169533,0.0,8.678563841087742,5.167835139154451,3.186743148502231,5.953898449118335
2024-10-09,23.859649122807017,22.679425837320576,13.242955874534823,17.208931419457734,0.0,8.686868686868687,5.172780435938331,3.1897926634768736,5.95959595959596
2024-10-10,21.536542060559526,20.471231824943615,12.035126445606794,15.499784058736024,9.68856471039877,7.841067229713518,4.669129996640914,2.8792168530159796,5.379336820384855
2024-10-14,21.53240896224152,20.467303171328506,12.047210094516144,15.496809480401094,9.68670536870892,7.839562443026436,4.673031713285035,2.878664299764909,5.378304466727438
2024-10-15,21.49116506249102,20.428099411004165,12.215677824067424,15.467126370732172,9.668151127711536,7.824546281664511,4.664080831298185,2.8731504094239333,5.368002681607049
2024-10-16,21.62497613137292,20.364712621729996,12.211189612373497,15.419133091464579,9.63815161351919,7.800267328623257,4.640061103685316,2.950162306664121,5.351346190567119
2024-10-17,21.585587307655548,20.386122526999905,12.157125107521743,15.4353435917041,9.648284430851572,7.80846793462678,4.644939309949345,2.9771576029819364,5.35697218770907
2024-10-21,21.586618876941458,20.387096774193548,12.152927120669057,15.436081242532856,9.64874551971326,7.80884109916368,4.645161290322581,2.977299880525687,5.357228195937873
2024-10-22,21.57836908231023,20.379305402952276,12.148282615965222,15.430182009267662,9.645058042325514,7.805856781158936,4.643386041179,3.0143792098600297,5.35518081498113
2024-10-23,21.46376464960536,20.406601291557045,12.169337479071993,15.450849079167664,9.657976560631427,7.8163118871083475,4.654388902176513,3.018416646735231,5.362353503946425
2024-11-06,21.480204892527166,20.42223179663938,12.178658624156254,15.386088371870363,9.665374120350425,7.822298817559481,4.657953947053473,3.0207286131456748,5.366460816697784
2024-11-08,21.447349553080635,20.43879355671335,12.222169112375125,15.362554371205967,9.650590315950481,7.810334114048086,4.646049424023708,3.0639070790115195,5.358252473591128
2024-11-11,21.43710286178396,20.42902871339162,12.264105871673594,15.355214753236826,9.645979647412927,7.8066026467918395,4.643829726243371,3.062443265969137,5.355692513496727
2024-11-12,21.43607873112937,20.42805274221288,12.268297343779858,15.35448117714504,9.64551882285496,7.806229696158991,4.643607873112937,3.0622969615899103,5.355436652016052
2024-11-13,21.43505469832322,20.42707686428128,12.272488415420629,15.35374767114126,9.645058042325514,7.805856781158936,4.643386041179,3.062150671189032,5.35518081498113
2024-11-14,21.397505137886537,20.436839841322946,12.278353964536635,15.361085886345172,9.649667829661139,7.8095875352482915,4.645605314725422,3.063614204463987,5.357740285809874
2024-11-15,21.397505137886537,20.436839841322946,12.273574535200497,15.361085886345172,9.649667829661139,7.8095875352482915,4.645605314725422,3.0683936338001243,5.357740285809874
2024-11-18,20.955813518067778,20.0149784684516,13.920614117206515,15.207826249765963,9.450477438681895,7.64838045309867,4.54970979217375,3.005055233102415,5.2471447294514135
2024-11-20,20.95679445770725,20.015915367691804,13.921265739830549,15.203857136170013,9.450919814632776,7.6487384730609,4.54992276365679,3.0051958994523242,5.247390347797594
2024-11-21,20.825193041213137,19.890222346264768,14.461810400967531,15.108382175086055,9.391571308958973,7.600707042515582,4.521350823332403,2.9863243092380687,5.214438552423481
2024-11-29,20.82906857727738,19.893923885735553,14.445891876802829,15.111193821531591,9.3933190657858,7.602121522285289,4.522192239694799,2.9868800595515026,5.215408951335256
2024-12-06,20.81260750313793,19.87820185021617,14.513504718516106,15.099251545720794,9.385895588303658,7.59611361628934,4.518618381293292,2.984519548138162,5.211287248384547
2025-01-03,20.729268406120646,19.88744709548393,14.580717175945304,15.110925073252407,9.390260918096832,7.599646528068462,4.520719966513186,2.967303846332729,5.213710990186502
2025-01-06,20.158503432705153,20.29673317052942,12.915265170713727,15.348108556420772,10.698981707598028,7.528913053494908,4.497074137216053,3.492604709026402,5.063816062295535
2025-01-07,20.250879466765415,20.459174226995,12.650435104610258,15.284206628402147,10.553601184965746,7.563414182558785,4.517681910757267,3.6335863728939084,5.0870209220514715
2025-01-08,20.243383305570976,20.539515084212475,12.599481769387378,15.324819544697391,10.52655931889691,7.5606144734406815,4.516009624282806,3.604478993151953,5.08513788635943
2025-01-09,20.438394093216427,20.48454083987079,12.54730041532072,15.288417166589754,10.350715274573142,7.540378403322566,4.508537148131056,3.770189201661283,5.071527457314259
2025-01-10,20.469721390743725,20.442090720699976,12.553534423209763,15.252129864149206,10.329265484688003,7.524752475247524,4.4991941054570574,3.8682938061247985,5.061017729679945
2025-01-13,20.524762519597896,20.23886378308586,12.63949091579821,15.25408097390021,10.361523563589413,7.534815088075256,4.505210735036429,3.873466752743705,5.067785668173015
2025-01-14,20.63579820317899,20.27643400138217,12.61921216309606,15.162404975812024,10.352453351762266,7.528219304307764,4.5012669891730015,3.8608615526376413,5.063349458650081
2025-01-15,20.774485368780578,19.846764515831257,12.757315609711068,15.175851564663528,10.389550447706084,7.541770516015878,4.513985045693714,3.9278131634819533,5.072463768115942
2025-01-16,21.010723983983063,19.79104340221844,12.721498596216687,15.119436645648271,10.360381092649698,7.520596492843007,4.5013117319464255,3.916785566346021,5.058222488148386
2025-01-17,20.975004594743613,19.75739753721742,12.695276603565523,15.272927770630398,10.347362617165961,7.50781106414262,4.493659253813638,3.9009373276971147,5.049623231023709
2025-01-21,20.98850574712644,19.770114942528735,12.685057471264368,15.282758620689654,10.289655172413793,7.51264367816092,4.496551724137931,3.92183908045977,5.052873563218391
2025-01-23,20.986575947039352,19.768297168076497,12.693085693269584,15.281353438764251,10.288709084222141,7.511952923869069,4.496138286134609,3.921478484737036,5.0524089738874585
2025-01-24,20.997471845552745,19.765571133072857,12.691335325212593,15.279246150310275,10.28729027809699,7.510917030567686,4.495518271661687,3.9209377154677085,5.051712250057458
2025-01-27,21.070034443168772,19.747416762342134,12.679678530424798,15.26521239954076,10.277841561423651,7.504018369690011,4.491389207807119,3.9173363949483355,5.04707233065442
2025-02-03,21.060362634840487,19.738352077117284,12.67385815928391,15.258205187055312,10.273123708974065,7.500573789304567,4.489327518935047,3.9614413587330732,5.044755565756255
2025-02-10,21.074626865671643,19.747416762342134,12.67508610792193,15.237657864523534,10.231917336394948,7.504018369690011,4.491389207807119,3.9908151549942597,5.04707233065442
2025-02-11,21.12249115877463,19.749230698571626,12.827814265374545,15.211500482248658,10.214485831075185,7.504707665457218,4.491801772837919,3.8304321866531947,5.047535939007028
2025-02-12,21.159673124598292,19.741070608759525,12.804150215774493,15.205215315398036,10.224038196676155,7.501606831328619,4.4899458268294925,3.828849508768708,5.045450371866679
2025-02-13,21.128632987989366,19.712111488035205,12.785367195379113,15.18291005776107,10.213624277986614,7.490602365453379,4.483359310534519,3.9653433574768497,5.0380489593838815
2025-02-14,21.118951612903224,19.70307917888563,12.77950879765396,15.175953079178885,10.208944281524927,7.48717008797654,4.4813049853372435,4.009347507331378,5.035740469208211
2025-02-17,21.08083352415846,19.69315319441264,12.832608197847492,15.1683077627662,10.203801236546827,7.483398213876804,4.4790474009617585,4.025646897183421,5.033203572246394
2025-02-18,21.078902779685855,19.69134954435133,12.831432889133124,15.16691853276549,10.202866694142969,7.482712826853506,4.4786371754361864,4.03443696478454,5.032742592847002
2025-02-19,21.10053974933675,19.668831762876223,12.766444058183149,15.14957460433629,10.182051047479646,7.474156069892965,4.473515689323941,4.1578995517336015,5.026987466837435
2025-02-20,21.082217448928294,19.656322837164662,12.750788355194004,15.136419724875463,10.154928933778164,7.4676660116082445,4.469631186874457,4.259403135140076,5.022622366436635
2025-02-21,21.08125399872041,19.659994516040584,12.750205648478202,15.135727995612832,10.15446485696006,7.46732474179691,4.469426926240746,4.259208481857234,5.022392834293026
2025-02-24,21.09475032010243,19.672580940186574,12.676056338028168,15.053960124382659,10.160965794768611,7.472105359429302,4.472288275105177,4.371684653374794,5.025608194622279
2025-02-26,21.09475032010243,19.672580940186574,12.680629229925005,15.053960124382659,10.156392902871776,7.472105359429302,4.472288275105177,4.371684653374794,5.025608194622279
2025-03-04,21.21738335694375,19.659096101996983,12.900424987433167,14.472421514417585,10.172279851939862,7.466983503175981,4.469222684275465,4.620024676689668,5.0221633231275415
2025-03-05,21.249427917620135,19.68878718535469,13.08924485125858,14.036613272311213,10.187643020594965,7.478260869565218,4.475972540045767,4.7643020594965675,5.029748283752861
2025-03-06,21.297228066965513,19.67798005671942,13.397676333363828,13.708718324032567,10.182051047479646,7.474156069892965,4.473515689323941,4.761686945384685,5.026987466837435
2025-03-07,21.47045350435181,19.706825469537335,13.554741181859825,13.408153916628493,10.196976637654604,7.485112230874942,4.480073293632616,4.768666972056803,4.928996793403573
2025-03-10,21.46553698190978,19.702312800549578,13.551637279596978,13.42798259674834,10.194641630409892,7.483398213876804,4.4790474009617585,4.767574994275246,4.927868101671628
2025-03-11,21.46553698190978,19.702312800549578,13.597435310281657,13.38218456606366,10.194641630409892,7.483398213876804,4.4790474009617585,4.767574994275246,4.927868101671628
2025-03-13,21.46553698190978,19.702312800549578,13.643233340966338,13.38218456606366,10.194641630409892,7.483398213876804,4.4790474009617585,4.721776963590566,4.927868101671628
2025-03-19,21.46553698190978,19.702312800549578,13.643233340966338,13.38218456606366,10.171742615067553,7.483398213876804,4.4790474009617585,4.744675978932906,4.927868101671628
2025-03-21,21.46553698190978,19.702312800549578,13.68903137165102,13.38218456606366,10.125944584382871,7.483398213876804,4.4790474009617585,4.744675978932906,4.927868101671628
2025-03-25,21.561712846347607,19.702312800549578,13.68903137165102,13.286008701625828,10.125944584382871,7.483398213876804,4.4790474009617585,4.744675978932906,4.927868101671628
2025-03-31,4.322727272727272,3.9109090909090907,2.7036363636363636,2.6263636363636365,2.01,1.4854545454545456,0.8563636363636363,0.980909090909091,0.9781818181818182
2025-04-01,21.760021965952774,19.686985172981878,13.792787845506133,13.220757825370674,10.118066996155958,7.248764415156507,4.310818231740802,4.937763133809262,4.924034413326011
2025-04-03,21.6964774593904,19.62949443329075,13.86658149297317,13.01788647563424,10.088519802883738,7.227596276692827,4.462493155685344,5.101295856908195,4.9096550465413396
2025-04-08,21.711337381854708,19.64293867859915,13.84411670699968,13.026802429112827,10.0269394091594,7.232546459065796,4.465549518286836,5.136751746495594,4.913017670426008
2025-04-10,21.724232456140353,19.654605263157894,13.852339181286549,12.975146198830409,10.032894736842106,7.236842105263158,4.468201754385965,5.139802631578947,4.91593567251462
2025-04-11,21.728801169590643,19.654605263157894,13.756396198830409,12.975146198830409,10.032894736842106,7.236842105263158,4.468201754385965,5.231176900584796,4.91593567251462
2025-04-24,21.8983488608062,19.841343049534178,13.84097407988193,12.54958029702057,10.635550225993912,6.682962826307535,4.524490360667835,5.0641084770777605,4.962641822710082
2025-04-25,21.24373956594324,19.86644407345576,13.833240586162121,12.455945093674643,11.009089222778705,6.7195325542570945,4.813578185865331,5.068632906696346,4.98979781116676
2025-04-28,21.70303058259145,19.78412288389686,13.30780940080262,12.150006919138336,11.411965496563495,6.693113150975598,4.848009594538494,5.138613404677337,4.963328566815813
2025-04-29,21.33925335266401,19.409206234142808,13.030083363537514,11.901957230880754,11.24501631025734,6.56487857919536,6.451612903225806,5.1830373323667995,4.874954693729612
2025-04-30,4.237272727272727,3.8945454545454545,2.787272727272727,2.388181818181818,2.251818181818182,1.3172727272727274,1.2945454545454544,1.0627272727272727,0.9781818181818182
2025-05-02,20.892913174055312,19.20301223721368,13.949527096687437,11.771034111793446,11.098659733739746,6.495136491998744,6.383074095656462,5.383477520283294,4.823165538571876
