date,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,KOALA SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.,LUK FOOK SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-05-21,85.90310384082586,6.124016477010365,4.2870401272807905,3.10384082586214,0.0,0.0,0.0,0.3131729217433445,0.2688258072774986
2024-05-22,85.89356741187765,6.12444566360353,4.287020527591094,3.10382663557811,0.0,0.0,0.0,0.322772367759338,0.2683673935902711
2024-05-27,85.892782034636,6.12484684454035,4.286981328749337,3.1037982553993015,0.0,0.0,0.0,0.32368377740796955,0.2679077592670483
2024-05-31,85.89238935140102,6.125733199837245,4.286961729597271,3.1037840655045192,0.0,0.0,0.0,0.3236822975956989,0.2674493560642427
2024-06-03,85.89238935140102,6.126647556610114,4.286961729597271,3.1037840655045192,0.0,0.0,0.0,0.3236822975956989,0.26653499929137353
2024-06-11,85.89160399570255,6.1275058861179055,4.286922531830754,3.10375568610419,0.0,0.0,0.0,0.32367933801174936,0.26653256223283883
2024-06-12,85.89121132323896,6.127935044985736,4.286902933216298,3.1037414965986394,0.0,0.0,0.0,0.3236778582400702,0.2665313437202838
2024-06-14,85.89003332739019,6.127851000507454,4.286844138448105,3.103698928860423,0.0,0.0,0.0,0.3250449165443748,0.26652768824946627
2024-06-18,85.89003332739019,6.125565171277184,4.286844138448105,3.103698928860423,0.0,0.0,0.0,0.32733074577464466,0.26652768824946627
2024-06-21,85.89049049323623,6.125565171277184,4.286844138448105,3.103698928860423,0.0,0.0,0.0,0.32733074577464466,0.2660705224034123
2024-06-25,85.89049049323623,6.125565171277184,4.286844138448105,3.103698928860423,0.0,0.0,0.0,0.32778791162069865,0.2656133565573583
2024-06-26,85.88931252342942,6.125481160453869,4.2867853452926274,3.103656362289821,0.0,0.0,0.0,0.32915489480758153,0.26560971372667347
2024-08-29,85.88924801477546,6.125509163805597,4.2868049428319335,3.103670551016956,0.0,0.0,0.0,0.32915639957758264,0.26561092799246594
2024-09-05,85.88964066928774,6.125537167413367,4.286824540550425,3.103684739873823,0.0,0.0,0.0,0.32915790436134224,0.26515497851330344
2024-09-30,85.89127582439185,6.126992689851283,4.286883334781039,3.1037273072228295,0.0,0.0,0.0,0.3291624187951741,0.26195842495782606
2024-10-02,85.89238935140102,6.127104734996548,4.286961729597271,3.1037840655045192,0.0,0.0,0.0,0.3291684382329141,0.26059168026772367
2024-10-03,85.54977255030532,6.109494601769509,4.269861435551366,3.0914033577858833,0.0,0.0,0.3847747587758243,0.3278554157616491,0.26683788005045334
2024-10-04,85.54587717820407,6.113769755804371,4.269667014238294,3.0912625956770587,0.0,0.0,0.38475723867242817,0.3278404873895246,0.26682573001425197
2024-10-07,85.5454876605045,6.114197249795101,4.269647573080776,3.091248520171205,0.0,0.0,0.38475548674984067,0.3278389946270831,0.26682451507148713
2024-10-10,85.54821435889497,6.11439213525611,4.26978366490144,3.091347051404061,0.0,0.0,0.3847677505430006,0.32784944424965734,0.2636455947507661
2024-10-18,85.54470863574687,6.119605504002331,4.269608691296865,3.091220369544035,0.0,0.0,0.3847519829525275,0.32783600914298205,0.2622688073143856
2024-10-24,85.54821435889497,6.120311639110617,4.26978366490144,3.091347051404061,0.0,0.0,0.3847677505430006,0.32784944424965734,0.2577260908962584
2024-10-28,84.49966945939748,6.045070447871273,4.216978544092317,3.053115851108323,0.0,1.2313199588060963,0.3800092641311729,0.32379487594608813,0.25004159864725695
2024-11-06,84.51860448378855,6.042858685091223,4.217945949836266,3.0538162582316746,0.0,1.2316024326172226,0.3800964410378207,0.3238691568606283,0.2312065925366152
2024-11-12,84.51995393860881,6.040159775450718,4.217945949836266,3.0538162582316746,0.0,1.2316024326172226,0.3800964410378207,0.32521861168088095,0.2312065925366152
2024-11-13,84.53402316949725,6.024069283545158,4.2190979642334945,3.054324597907997,0.0,1.2318074457316388,0.3801597120683838,0.32527274772241593,0.23124507929366775
2024-11-14,84.5403172832063,6.024871547992909,4.212595945325787,3.0545032439193385,0.0,1.2296298962485714,0.38018194743140976,0.3252917727726737,0.23260836310300456
2024-11-15,84.55304308696141,6.014624817189785,4.211947350658117,3.0496118798515015,0.0,1.2298346270671616,0.3802452469344133,0.3253459331758353,0.235347058161773
2024-11-18,84.54163010955884,6.012463161683652,4.211378821623811,3.049200242964163,0.0,1.229668623877978,0.38019392139659397,0.32530201795235203,0.25016310094261096
2024-11-19,84.5408693539461,6.013308917154466,4.2113409251452145,3.0491728044561026,0.0,1.2296575585920804,0.3801905001867208,0.32529909069230667,0.2501608498270021
2024-11-20,84.54277126865,6.010744560228929,4.211435667620539,3.0492414016521785,0.0,1.229685222180228,0.3801990533268542,0.3253064089412019,0.2506164174000684
2024-11-21,84.54277126865,6.011194499937009,4.211435667620539,3.0492414016521785,0.0,1.229685222180228,0.3801990533268542,0.3253064089412019,0.2501664776919893
2024-11-22,84.54124973004103,6.012886041321719,4.2113598732992585,3.0491865236484053,0.0,1.229663091210136,0.38019221078396087,0.325300554315744,0.2501619753797423
2024-11-25,84.54124973004103,6.012436109711325,4.2113598732992585,3.0491865236484053,0.0,1.229663091210136,0.38019221078396087,0.325300554315744,0.25061190699013747
2024-11-29,84.5431516618598,6.00897183814696,4.2114546166271465,3.049255121461771,0.0,1.2296907550472214,0.3802007640010619,0.3253078726304944,0.2519673702255558
2024-12-03,84.54353205849269,6.008548931383577,4.211473565804274,3.049268841394826,0.0,1.2296962879640045,0.38020247469066365,0.3253093363329584,0.25196850393700787
2024-12-05,84.5431516618598,6.00897183814696,4.2114546166271465,3.049255121461771,0.0,1.2296907550472214,0.3802007640010619,0.3253078726304944,0.2519673702255558
2024-12-11,84.5431516618598,5.911334482184557,4.30909197258955,3.049255121461771,0.0,1.2296907550472214,0.3802007640010619,0.3253078726304944,0.2519673702255558
2024-12-18,84.54353205849269,5.910911136107987,4.309111361079864,3.049268841394826,0.0,1.2296962879640045,0.38020247469066365,0.3253093363329584,0.25196850393700787
2024-12-19,84.54391245854875,5.91048778622176,4.309130749744656,3.0492825614513452,0.0,1.229701820930578,0.3802041853956598,0.32531080004859414,0.25196963765866215
2025-01-06,82.09319090372895,5.738252834392817,4.184197304323132,2.960875548856413,2.901020162963934,1.1940494134609083,0.36918102977477774,0.315879153286585,0.24335364921248662
2025-01-07,82.09311266842593,5.738277904964961,4.184215585187257,2.960888484996767,2.9010328375945895,1.1940546302930743,0.36918264273605844,0.31588053337061567,0.24335471243075094
2025-01-14,82.092754003102,5.738252834392817,4.184197304323132,2.960875548856413,2.901020162963934,1.1940494134609083,0.36918102977477774,0.315879153286585,0.243790549839439
2025-01-22,82.09836896444753,5.738990619251725,4.1844166852359175,2.961030790001442,2.8941814892975577,1.1941120184556502,0.3692003862404041,0.3158957150909019,0.24380333197887039
2025-02-04,82.09872767310986,5.738578768918871,4.184434968017057,2.96104372749834,2.8941941347128526,1.194117235834877,0.36920199937082737,0.31589709531965465,0.24380439721765879
2025-02-11,82.09872767310986,5.738578768918871,4.184434968017057,2.96104372749834,2.895067985598937,1.194117235834877,0.36920199937082737,0.31589709531965465,0.24293054633157396
2025-02-12,82.09880588798154,5.738553695717712,4.1844166852359175,2.961030790001442,2.8950553363655827,1.1941120184556502,0.3692003862404041,0.3158957150909019,0.24292948491084573
2025-02-14,82.08134399748394,5.74413901253227,4.183393104412285,2.9603064705651096,2.9091989219364955,1.1938199179658322,0.3691100734288797,0.3158184415255385,0.24287006014965337
2025-02-17,82.07883425935633,5.7470210015026035,4.18326519201873,2.9602159555508964,2.9091099695984903,1.1937834154523534,0.36909878743404273,0.31580878498794424,0.2428626340986127
2025-02-19,82.08047036417405,5.747196729116888,4.183393104412285,2.9603064705651096,2.907451655316714,1.1938199179658322,0.3691100734288797,0.3158184415255385,0.24243324349470796
2025-02-20,82.08023553462691,5.747272044241371,4.183447926404166,2.9603452644085864,2.907489756515206,1.1938355625835424,0.3691149104950945,0.31582258022243,0.2424364205026952
2025-02-25,82.08007897817616,5.747322255421014,4.183484475197009,2.960371127535776,2.9075151578689873,1.1938459925564815,0.36911813527633625,0.31582533941395396,0.24243853855428002
2025-03-05,82.08031381182647,5.747246938980548,4.183429652247224,2.9603323330144544,2.9074770560047525,1.193830347665413,0.36911329812560334,0.315821200644747,0.24243536149078088
2025-03-20,82.07852113291283,5.749305470620096,4.183338283857215,2.9602676777383676,2.907413555116803,1.1938042737581467,0.36910523648943794,0.3158143029371167,0.24243006656998584
2025-03-24,82.07828628089932,5.749380812391615,4.183393104412285,2.9603064705651096,2.907451655316714,1.1938199179658322,0.3691100734288797,0.3158184415255385,0.24243324349470796
2025-04-28,82.07864481409001,5.748969108191222,4.1834113782499305,2.960319401733296,2.907464355605256,1.193825132792843,0.3691116857701985,0.3158198210791166,0.24243430248811854
2025-04-30,82.07936188986834,5.748145688999939,4.183447926404166,2.9603452644085864,2.907489756515206,1.1938355625835424,0.3691149104950945,0.31582258022243,0.2424364205026952
