date,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,FUNDERSTONE SECURITIES LTD,CHEER UNION SECURITIES LTD,USMART SECURITIES LTD,YUET SHEUNG INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SPRING SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD
2024-05-02,19.63580150154857,9.067666978363215,14.861979687474664,14.352274754201147,0.0,37.58087444394597,0.0,0.0,2.4215038187331426,2.079898815733289
2024-05-03,19.63580150154857,9.059018750439169,14.861979687474664,14.352274754201147,0.0,37.576550329983945,0.0,0.0,2.4215038187331426,2.092871157619359
2024-05-06,19.63665061269939,9.059410489673029,14.862622364203437,14.35289538975465,0.0,37.57385095215702,0.0,0.0,2.4216085318457736,2.092961659666704
2024-05-07,17.483877177784198,8.066223890653577,13.23322745211281,12.779382038694772,10.963037828472423,33.454615458658196,0.0,0.0,2.156126672442006,1.8635094811820196
2024-05-08,17.503420895407327,8.075240426311021,13.248019735193786,12.793667007150153,10.975292462466514,33.46117524620811,0.0,0.0,2.1585368203981727,1.784647406864918
2024-05-09,17.504095596029682,8.07555170087694,13.248530403777586,12.794160161896501,10.975715524718128,33.45861038835887,0.0,0.0,2.158620025055411,1.7847161992868843
2024-05-14,17.504770348669123,8.07586299944105,13.249041111732165,12.794653354663376,10.976138619586377,33.45604533276796,0.0,0.0,2.1587032361274403,1.7847849970125091
2024-05-17,17.500914111964285,8.063429748089987,13.228643457845005,12.774955256624906,10.959240228624214,33.40453784423532,0.0,0.0,2.1553797894655813,1.9128995631507033
2024-05-20,17.505630522242967,8.06560280274885,13.232208512194651,12.778398044235692,10.962193689965158,33.38659069471982,0.0,0.0,2.1559606537180698,1.913415080174787
2024-05-21,18.509740447424708,8.06597683873827,13.245466982677225,12.791201803572461,10.97317764032603,30.868836348921903,0.0,0.0,2.158120893307898,3.387479045031504
2024-05-22,18.65240971994364,8.083225569859682,13.267452857501302,12.812433653085254,10.991391789388354,30.63442126189419,0.0,0.0,2.1617031132385014,3.396962035089074
2024-05-23,18.681806770561767,8.087596315393082,13.274626808025799,12.81936156653728,10.99733503273275,30.492632717301042,0.0,0.0,2.14356062800533,3.5030801614429445
2024-05-24,18.675176481964996,8.099796924862199,13.294652354704576,12.838700319118074,11.013925152306353,30.260129581278406,0.0,0.0,2.1467943138961414,3.670824871869258
2024-05-27,18.71064002945337,8.115178173503594,13.319898463386751,12.863080589842463,11.034840234851861,30.108318638944333,0.01937721626911078,0.0,2.1508710058712968,3.677795647877226
2024-05-28,19.01942069072988,8.157858854237684,13.389952665718683,12.930732220425813,11.092876482848627,29.53035822116602,0.019479128114225606,0.0,2.162183220679043,3.6971385160800203
2024-05-29,19.03035265220188,8.164220129832154,13.400393785211612,12.940815252353937,11.101526405052928,29.479306782073028,0.019494317406476013,0.0,2.163869232118837,3.700021443749147
2024-05-30,19.050777363790647,8.16963501940971,13.409281548095118,12.949398201431833,11.108889452431578,29.42473128767337,0.019507246942239043,0.0,2.1653044105885333,3.70247546963697
2024-06-03,19.056725271723224,8.172185688918375,13.413468105450074,12.95344117704451,11.112357796553944,29.402696743223995,0.019513337366089723,0.0,2.165980447635959,3.7036314320838293
2024-06-04,19.059700618669375,8.173461621030857,13.415562364605085,12.955463611702022,11.114092780889557,29.39167431058374,0.01951638400437167,0.0,2.166318624485255,3.704209684029743
2024-06-06,19.06750717227112,8.173461621030857,13.415562364605085,12.955463611702022,11.114092780889557,29.383867756981985,0.01951638400437167,0.0,2.166318624485255,3.704209684029743
2024-06-11,19.061932738664535,8.174418831612437,13.417133488181445,12.956980852185115,11.115394374719418,29.38730896102122,0.015614935685983643,0.0,2.1665723264302303,3.704643491499619
2024-06-14,19.25787121079034,8.17473795163085,13.41765727782007,12.957486677987937,11.115828307079697,29.189358005894867,0.015615545275321583,0.0,2.1666569069508697,3.704788116570046
2024-06-18,19.939120227602807,8.411754173049758,13.676063903865668,13.207031016851362,11.329904701271312,27.435688279649046,0.015916280365278635,0.0,2.2083839006824104,3.7761375166623563
2024-06-19,20.481221842865512,8.557748641386695,13.887149235338086,13.410876987413886,11.50477787430049,26.06517303379866,0.016161942665508394,0.0,2.2424695448392895,3.8344208973918668
2024-06-20,20.767778477029577,8.599443756470897,13.954810288475203,13.476217544002111,11.56083152317343,25.518179418989423,0.0162406869810593,0.0,2.253395318621978,3.853102986256319
2024-06-21,20.76134402598721,8.600142117551519,13.95594355902954,13.47731194802558,11.561770378641762,25.520251751091262,0.016242005887727135,0.0,2.2535783169221397,3.8534158968632624
2024-06-24,20.794969683359533,8.647898250413409,14.033440173121287,13.552150746177244,11.625972276095789,25.18833064532593,0.016332196884633443,0.0,2.26609231774289,3.8748137108792844
2024-06-25,21.269247373722838,8.708344468885553,14.131529716505971,13.64687622062784,11.707234339987254,24.336492403840225,0.016446354048886787,0.0,2.281931624283042,3.9018974980983905
2024-06-26,21.95075396067952,8.983902780428835,14.578693983160484,14.078704587389451,12.077686581408665,21.933787194333103,0.01696676634641895,0.0,2.3541388305656294,4.025365315687896
2024-06-27,21.85505689915116,8.748631735475742,14.196906173196473,13.710010533055206,11.802701418864496,23.457733534356347,0.016522439538197813,0.0,2.292488485924947,3.9199487804374313
2024-06-28,21.830127476705027,8.751885291626206,14.202185905249893,13.715109191958843,11.80709076258755,23.466457304601146,0.016528584120162806,0.0,2.2892089006425484,3.9214065825086255
2024-07-02,22.213041951541943,8.749715985375829,14.198665647656622,13.711709664759466,11.804164170780576,23.097102018053004,0.016524487224505814,0.0,2.2886414805940554,3.9204345940140044
2024-07-03,22.1358420345291,8.75839966918226,14.212757159102656,13.725317895172129,11.815879251524864,23.12002481133051,0.016540887005065646,0.0,2.290912850201592,3.9243254419518245
2024-07-04,23.035447478400208,9.155280310084233,14.884909378315758,14.374418050713498,12.374677897836772,16.184144994694787,3.4386435980165007,0.0,2.442562958792577,4.109915333145666
2024-07-05,22.988754793837888,9.16083461530128,14.893939722228241,14.383138690875999,12.382185340064568,16.19396355599853,3.4407297467120226,0.0,2.444044807488137,4.112408727493337
2024-07-08,23.015443262795383,9.15765990166562,14.88877818449609,14.378154172713293,12.369230436006845,16.18835149126037,3.439537351902792,0.0,2.45186163876194,4.11098356039767
2024-07-09,27.447685023877355,8.58355024492222,14.088663892931072,13.605480518948166,11.71271341026009,13.244245865016088,5.099301100612818,0.0,2.328298251726753,3.8900616917054376
2024-07-10,27.43818610854622,8.593413357956296,14.104852775212887,13.621114188981226,11.726172155535036,13.169180260593002,5.121575869498307,0.0,2.330973632912691,3.894531650764338
2024-07-11,27.130234186731478,8.625980927272353,14.158307758851517,13.672735885975573,11.803567382752158,13.219089205165702,5.140985767543408,0.0,2.3398076249716793,3.9092912607361328
2024-07-12,29.63226308187979,9.305632707476947,15.273858460171091,14.750027774691702,12.733585157204756,4.843906232640817,6.692589712254193,0.0,2.5508276858126875,4.217309187868015
2024-07-15,29.40747130250149,9.262822639506336,15.203591887289052,14.682171056996882,12.701546015526507,4.821622099838542,6.971446265454626,0.0,2.7514210514674984,4.197907681419061
2024-07-16,29.49015447855201,9.255453159185837,15.19149594466176,14.67048995557913,12.664920771729763,4.817786028420517,6.965899798890583,0.0,2.749232027227121,4.194567835753276
2024-07-17,29.35276012488652,9.273488186709772,15.22109784991475,14.699076636921237,12.689599433139213,4.827173888975,6.979473439472112,0.0,2.7545891366444497,4.20274130333695
2024-07-18,29.689049518478523,9.22934526301871,15.148643585957643,14.629107256980408,12.629195407364966,4.804195958304868,6.946250303016948,0.0,2.7414769596932365,4.182735747184697
2024-07-22,29.701443208108408,9.227718409166025,15.14597333920899,14.626528588740772,12.626969262972349,4.803349124159965,6.945025889611105,0.0,2.7409937203922,4.18199845764019
2024-07-25,29.966146117724147,9.14710057879218,15.0136507589822,14.498744130173638,12.516653925958282,4.7613847329911545,7.233810199847111,0.0,2.7170470678169707,4.145462487714316
2024-07-29,30.292480605161927,9.000064470375863,14.772312122579676,14.265682418928503,12.31545354909419,4.684847312659833,7.899770055659425,0.0,2.690563685986289,4.078825779554294
2024-07-30,30.406144735995195,8.98538908794439,14.74822459181703,14.242420991653972,12.2953721384282,4.677208264498272,7.886888798300758,0.0,2.6861764895191915,4.072174901842992
2024-08-05,30.430026809651473,8.98230563002681,14.743163538873993,14.237533512064344,12.291152815013405,4.675603217158177,7.884182305630026,0.0,2.685254691689008,4.070777479892762
2024-08-07,30.40017165540178,8.986160283231413,14.749490398025964,14.243643385902798,12.296427421950435,4.6776096985302,7.887565711833494,0.0,2.686407037871473,4.07252440725244
2024-08-09,30.387131367292223,8.98230563002681,14.743163538873993,14.237533512064344,12.291152815013405,4.675603217158177,7.884182305630026,0.0,2.7281501340482572,4.070777479892762
2024-08-14,29.201157683822785,13.584569612823575,13.912445101094942,13.435305308749419,11.598595397599627,4.412151632293711,7.439940091886093,0.0,2.5744297597603674,3.8414054119694794
2024-08-15,29.27559086957401,13.570287701421321,13.89781848324943,13.421180323891551,11.586401407169285,4.407512990032551,7.432118234568651,0.0,2.5717231758355066,3.837366814257698
2024-08-16,29.441071464590436,13.53853601468423,13.865300441737096,13.389777517800594,11.55929160699518,4.39720031466204,7.4147286039897535,0.0,2.565705871674365,3.8283881638663084
2024-08-23,29.923229369095495,15.615800511804206,13.226098166355607,12.772497258191754,11.026398322205761,4.19448559829142,7.072903238219845,0.0,2.5166913589748523,3.651896176861062
2024-08-26,29.039178924174188,16.251425478864256,13.286429441212286,12.830759417824765,11.076695595028703,4.213618880105147,7.105166515259873,0.0,2.528171328063088,3.668554419467692
2024-08-27,26.515592735744164,14.839130971920723,12.13180141543566,11.715730396569068,10.114099645258644,12.537724360671362,6.487707594288842,0.0,2.30846614073172,3.3497467393798206
2024-08-30,26.822957917524686,14.798387806466373,12.098491648626291,11.683563018110776,10.08632979565975,12.503300068641426,6.469894573807135,0.0,2.196525687734305,3.340549483429255
2024-09-03,26.96179183135705,14.770311813790075,12.075537988581466,11.661396574440053,10.067193675889328,12.479578392621871,6.45761967501098,0.0,2.1923583662714097,3.3342116820377687
2024-09-04,27.002826693821657,14.762013448742033,12.0687536211528,11.6548448829819,10.061537651210562,12.472567024246361,6.453991607704057,0.0,2.191126639394631,3.3323384307460016
2024-09-05,26.85955479272116,14.725817468518487,12.039161427045205,11.626267579732735,10.036867085836382,12.441984692715904,6.438166628719548,0.0,2.1857540676392806,3.6464262570712993
2024-09-09,26.83605438605701,14.712933312334856,12.028627924475476,11.616095333088351,10.028085463803874,12.518592402050851,6.432533641311005,0.0,2.183841671478818,3.6432358653997583
2024-09-11,27.045418855019104,14.67083107954843,11.994207045767828,11.58285494931165,9.999389296993597,12.482769450890755,6.414126432970983,0.0,2.1775924342621837,3.63281045523547
2024-09-12,27.030140142061814,14.673903558526327,11.996718965426972,11.58528072043142,10.001483446482487,12.485383689069618,6.4154697289656015,0.0,2.17804848252151,3.6335712665142497
2024-09-17,27.00975856711415,14.678002199605466,12.000069828745003,11.588516662884278,10.004277010631426,12.488871043765167,6.417261665764712,0.0,2.1786568440898697,3.634586177399927
2024-09-19,26.96080993953334,14.65140188544444,11.978322616620488,11.567515290919546,9.98614668827435,12.466237998152891,6.5868576506874374,0.0,2.174708557687281,3.627999372680224
2024-09-23,26.976079722643252,14.64833882123382,11.975818394048677,11.565096952908588,9.984058955730935,12.463631770588337,6.585480583285423,0.0,2.174253906862489,3.627240892698479
2024-09-25,26.858847959237092,14.671855096236062,11.995044235433717,11.583663426806497,10.000087249376168,12.483640741968696,6.596052838222207,0.0,2.1777444291273316,3.6330640235922314
2024-09-26,26.853742386960544,14.672879255885382,11.995881541978605,11.584472017171876,10.000785299198995,12.484512154686492,6.596513271556463,0.0,2.1778964452122924,3.6333176273493537
2024-09-27,26.506148778005826,14.501802376722605,11.85601683368116,11.44940409458597,9.884182203901412,12.338950309594853,6.519601924834855,1.2004346401283223,2.152503492643888,3.590955345901102
2024-09-30,26.215996259805024,14.559055254454467,11.902824193520459,11.494606154005991,9.923204792990598,12.387664282869562,6.545341206212879,1.205173936382054,2.1610015410988557,3.60513237866011
2024-10-02,25.431203282763786,14.31611925558904,11.704210723468016,11.302804311181488,9.757623742146396,12.180960651104186,6.436124023088317,3.201035228414296,2.124942534606937,3.5449762476375337
2024-10-03,25.228164992606946,14.289841771614064,11.682727442682575,11.282057818793657,9.73971345536124,12.158602287598361,6.431108618433353,3.1951596730059997,2.1210421659103655,3.87158177399344
2024-10-04,25.171891387950122,13.99770256546856,11.443887658781028,11.051409259660046,9.540596334093596,11.91003379559492,6.672548986964556,4.261907536584148,2.077679924084772,3.872342550818253
2024-10-07,25.078746062696865,14.01263270169825,11.456093861973567,11.063196840157993,9.550772461376932,11.92273719647351,6.679666016699165,4.266453343999467,2.0932286718997384,3.8764728430245157
2024-10-08,25.35495949237065,13.929985586242315,11.38852532348117,10.997945625341705,9.494441591146307,11.852416375354132,6.7595553272917055,4.241289617124207,2.080882718401564,3.8999983432462435
2024-10-09,23.801263157894738,14.160842105263157,11.577263157894736,11.18021052631579,9.651789473684211,12.048842105263159,6.8715789473684215,4.311578947368421,2.2501052631578946,4.146526315789473
2024-10-10,22.832995382282277,14.326852624942491,11.712985840134953,11.311278477345919,9.76493942440404,12.190093206331897,6.95213590744117,4.437098505631571,2.2764837187111286,4.19513691277455
2024-10-14,22.14650200289214,13.975366919867692,11.42562704652361,11.033774911490452,9.52537273739674,11.891029370210928,6.781576716586607,6.907900204444592,2.2206339444509084,4.092216146136329
2024-10-15,22.825316789427717,13.854697052086937,11.326972827788488,10.938504127737406,9.443126204953286,11.788356649694332,6.604379850709377,6.848254156573895,2.313510306985022,4.056882034043535
2024-10-16,23.060186169777676,13.754969162563189,11.245439822009914,10.85976736957482,9.381697122384544,11.703502543884046,6.641909467174899,6.798959543246029,2.565151242495133,3.988417556889754
2024-10-17,22.81530390442414,13.74148103355288,11.234412538611142,10.849118276758135,9.365960089561508,11.692026083972086,6.635396407733669,6.792292480428849,2.4972624903982874,4.376746694559301
2024-10-18,22.823471642523938,13.722890580243883,11.251329896063508,10.865455438251903,9.380063835011049,11.709632539487682,6.560274981586055,6.802520664538833,2.501022996971929,4.383337425321221
2024-10-21,22.926980703560282,13.698674901557112,11.231475581262357,10.846282044997794,9.363511592568992,11.688969494959398,6.548698593206215,6.790516804731794,2.529287780010784,4.37560250314527
2024-10-22,22.48824984032884,13.730082046411082,11.257226143491149,10.871149468581628,9.384979447455907,11.715768959926633,6.563712886690795,6.806085518235265,2.3713214221377923,4.811424266740906
2024-10-23,22.567494556230454,13.726485371404246,11.254277247499141,10.868301707624552,9.382520997396814,11.712699945971611,6.561993483848785,6.804302624469949,2.2462712225151034,4.875652843039342
2024-10-24,22.32619223508167,13.763440860215054,11.284576869408191,10.897562176803744,9.40778133464664,11.744233768365756,6.5796601822211285,6.82262168595584,2.2851514405318887,4.88877944677009
2024-10-25,22.25614259687823,13.760730053999048,11.282354292842253,10.895415825496086,9.405928406125364,11.741920659149475,6.578364271997636,6.821277922760024,2.3569189357756004,4.900947034976283
2024-10-28,22.330524359831134,14.056820589721438,11.204381346677316,10.820117031507229,9.380042705090382,11.660771625564376,6.532900849211912,6.774135710909357,2.3732294502127105,4.867076331274143
2024-10-29,22.200165964301405,14.214354284970469,11.184692233846954,10.80110317447404,9.363559446134822,11.640280512211392,6.5214207845881,6.762231731723587,2.369059047495078,4.943132820254153
2024-10-30,22.260123775644463,14.190341601286487,11.165797638191771,10.782856585936358,9.347741338141416,11.620616279258646,6.510403976414405,6.7508081152640385,2.436528434286828,4.934782255575589
2024-10-31,22.304156447447497,14.189419656634236,11.165072197768284,10.78215602514334,9.347134016599803,11.619861289327075,6.50998099631296,6.750369516136892,2.397388211217048,4.934461643412867
2024-11-01,22.64272902089427,14.11696265533345,11.108058756039624,10.727097910573178,9.29940371345927,11.56052550781313,6.476738361100787,6.7158993584667845,2.4433204595769435,4.909264256742563
2024-11-04,23.014433057094756,14.279409601333793,11.235881593357197,10.850536948953073,9.406413965576425,11.693554978015332,6.551267591820722,6.793180666568594,2.5564327628761503,3.618888834403962
2024-11-05,22.68227413767628,13.764344699643743,11.285317922871075,10.898277815172957,9.447800889822856,11.74500500730574,6.862471474774671,6.823069724680271,2.856626881844002,3.6348114462084027
2024-11-06,22.690660936038977,13.753506455158385,11.27643169999508,10.889696353286634,9.492855853934612,11.73575682015781,6.857067865286504,6.817697140701127,2.8543775324398366,3.6319493430010334
2024-11-07,22.660663119115842,13.727384363487516,11.255014326647563,10.86901350798199,9.651657797789603,11.713467048710601,6.844044207941057,6.804748260335653,2.8489562013917316,3.625051166598445
2024-11-08,22.46380376145736,13.747192024529816,11.271254529653861,10.88469673864922,9.777083640775903,11.730368767114303,6.853919687802318,6.814567038877138,2.8530670470756063,3.6040467640644724
2024-11-11,22.461523331858192,13.741784268410614,11.266820737244103,10.880415007129862,9.77323761288948,11.725754372162397,6.8512235498516665,6.811886381144385,2.8847257052007014,3.602629034108604
2024-11-12,22.69711640341011,13.666519960226253,11.205111904412604,10.820822534109247,9.726229481474236,11.661531941252221,6.81369912139143,6.774577403948033,3.0514939605848697,3.5828972891909956
2024-11-13,22.68199233716475,13.669193771908372,11.207304149343768,10.822939594032771,9.728132387706856,11.663813483329259,6.815032200211951,6.77590282872748,3.052090975788701,3.5835982717860926
2024-11-14,22.7220168395681,13.654055990749638,11.19489275768285,10.810953862189143,9.762959464521277,11.65089653599987,6.807484976304089,6.76839893816263,3.048710975033793,3.57962965978861
2024-11-15,22.723497125360346,13.654945520285347,11.19562207853548,10.811658170328506,9.757080734213911,11.651655564422873,6.807928467890356,6.768839883385723,3.0489095913614226,3.5798628642160297
2024-11-18,21.85427303526268,13.335242003467418,10.933498751411621,10.558524597986354,9.490464602121804,11.37885511603124,6.648534300392868,6.610360897711185,5.68783699957055,3.5024096960442814
2024-11-20,21.36649924260544,13.368412660448058,10.96069520848282,10.58478832815116,9.514071593717611,11.407159371761141,6.6650721517978155,6.6268037949453875,5.995375906880332,3.5111217412102365
2024-11-21,21.32194803332749,13.356486275509392,10.950916824648326,10.575345302767202,9.518328527504739,11.396982683086138,6.659126029535932,6.620891813098405,6.028261458316739,3.571713052205636
2024-11-22,21.274086352262405,13.362446806815104,10.955803834690721,10.580064708413687,9.535326649984858,11.402068756674051,6.66209776389398,6.623846484866839,6.03095165994613,3.5733069824522254
2024-11-25,20.87446206024925,13.419297038731662,10.99716831714848,10.620010558817413,9.40494664597565,11.445118146767562,6.687251027884877,6.648855328203242,6.316092597629066,3.5867982785927977
2024-11-27,20.81287288664246,13.416721316719718,10.995057502519234,10.617972136470513,9.371151170044307,11.442921351909021,6.685967465890369,6.6475791359426735,6.423647211247781,3.5861098226139254
2024-11-28,20.814204590898182,13.417579780852595,10.995761017355834,10.618651523634327,9.493321602815325,11.443653523154444,6.686395265136367,6.648004478925058,6.296088938654723,3.5863392785731425
2024-11-29,20.796905717071297,13.406428308852911,10.986622340850607,10.609826266242587,9.568542522415969,11.434142599133729,6.680838141512299,6.642479262230888,6.290856202151293,3.583358639538415
2024-12-02,20.781712093357847,13.409000079929662,10.988729917672448,10.611861561825593,9.519223083686356,11.436336024298617,6.682119734633522,6.643753496922708,6.343217968187995,3.584046039485253
2024-12-03,21.299373066409128,13.730336710808466,11.252066589186622,10.866166865823116,9.747344125976003,9.255045751420013,6.842251722839698,6.802966067014782,6.534514085544515,3.6699350149776566
2024-12-06,21.330278982246583,13.724944776241513,11.247647876953284,10.86189969729199,9.74351632168862,9.25141127382803,6.839564754970138,6.800294526711936,6.531947966947557,3.6684938231203468
2024-12-09,21.330278982246583,13.724944776241513,11.247647876953284,10.86189969729199,9.74351632168862,9.25141127382803,6.839564754970138,6.800294526711936,6.531947966947557,3.6684938231203468
2024-12-12,21.310643868117484,13.724944776241513,11.247647876953284,10.86189969729199,9.81551174016199,9.25141127382803,6.839564754970138,6.800294526711936,6.473042624560255,3.675038861163381
2024-12-13,21.217419723833647,13.707002206062588,11.232943867963069,10.847699975488194,9.809216439251573,9.239316937658305,6.830623416945829,6.791404526513604,6.4645804395783975,3.8597924667047963
2024-12-17,21.214646340865645,13.705210528895643,11.231475581262357,10.846282044997794,9.807934251588975,9.238109243010964,6.829730568762969,6.790516804731794,6.463735437805336,3.8723591980785255
2024-12-18,21.201575086188583,13.7182817835727,11.231475581262357,10.846282044997794,9.807934251588975,9.238109243010964,6.829730568762969,6.790516804731794,6.463735437805336,3.8723591980785255
2024-12-20,21.208110713527116,13.7182817835727,11.224939953923828,10.846282044997794,9.807934251588975,9.238109243010964,6.829730568762969,6.790516804731794,6.463735437805336,3.8723591980785255
2024-12-30,21.1942589357151,13.709321881684438,11.217608543017162,10.839197949153373,9.8015283379325,9.23207550250641,6.890583413614618,6.786081674640367,6.4595137403458365,3.8698300213901997
2025-01-07,21.152811955086943,13.682512263090135,11.195671658817202,10.818001075566709,9.782360705962876,9.21402147874126,6.942294216384466,6.772810977299024,6.446881671365482,3.9926339976859024
2025-01-08,21.09780082245664,13.646928790858704,11.16655559709377,10.789867204135039,9.756920176194269,9.190059002324334,6.924239715228452,6.755197243307381,6.3650992311818335,4.307332217219576
2025-01-23,20.998719590268884,13.608000129661747,11.13470234525681,10.759088477933192,9.729087991701649,9.16384382242824,6.904487917146144,6.735927648746333,6.346942413977535,4.619199662879463
2025-02-05,20.9851147572847,13.663972529519427,11.127488297510487,10.752117786164336,9.72278462560132,9.157906671633812,6.900014577495586,6.7315635173877135,6.342830301754159,4.616206935648456
2025-02-06,20.95795790938061,13.646289975573852,11.113088209126644,10.738203464954141,9.7102023649687,9.146055419854736,6.891085265047963,6.722852197544444,6.334622041767095,4.739643151781815
2025-02-19,20.9067806212467,13.655125528092071,11.12028359151168,10.745156121011995,9.716489421971868,9.151977209083993,6.89554703054436,6.727205037310413,6.338723514462844,4.7427119247640785
2025-02-24,20.944405826153027,13.637465849755086,11.105902132268545,10.731259800514072,9.703923438788213,9.140141289060606,6.951292455422816,6.718504987148193,6.330525873357152,4.736578347532292
2025-02-27,22.69400401523894,13.335651844006385,10.860114766278315,10.49376373322373,9.489163597274695,8.937858644619737,6.797451745996617,6.569816152642312,6.190423497051803,4.631752003667462
2025-03-07,22.7428553373671,13.327224758684972,10.853252026098358,10.487132498143731,9.483167190634925,8.932210619441065,6.793156289988783,6.565664544463577,6.186511635254901,4.62882509992259
2025-03-14,22.771635109698035,13.344089593318465,10.866986190860342,10.500403359749443,9.495167592021387,8.943513817048672,6.801752637656401,6.5739730144418616,6.067796073965106,4.634682611240291
2025-03-17,23.087995697496005,13.344089593318465,10.866986190860342,10.500403359749443,9.495167592021387,8.943513817048672,6.801752637656401,6.5739730144418616,5.751435486167134,4.634682611240291
2025-03-21,23.1512678150556,13.344089593318465,10.866986190860342,10.500403359749443,9.431895474461792,8.943513817048672,6.801752637656401,6.5739730144418616,5.751435486167134,4.634682611240291
2025-04-03,20.51162867909494,14.004216537459122,11.404571789040324,11.01985424724846,9.632879031856438,8.655522170022744,7.138232706386229,6.8991849134281775,5.869951360414349,4.863958565049221
2025-04-07,20.419501322377283,14.03216953043131,11.427335784028344,11.041850330178479,9.652106655133984,8.672798948751643,7.152480912856168,6.912955970658194,5.81513331891748,4.87366722666711
2025-04-08,20.316169978844265,14.052739417967382,11.444087221602173,11.058036681048126,9.65292931985141,8.685512485215972,7.162965801002816,6.923089736969233,5.823657776815312,4.8808115806833134
2025-04-14,20.369229744801984,14.043381997969071,11.436466847563716,11.050673369845683,9.646501639726324,8.679728987364951,7.158196134574088,6.918479798904629,5.819779927086281,4.877561552163273
2025-04-15,20.378728577852538,14.04993088286728,11.4418000433023,11.055826657562081,9.604366870409539,8.683776626750829,7.16153423379911,6.921706110620722,5.82249387938644,4.879836117449162
2025-04-17,20.4983106702395,14.040577201537873,11.43418271391242,11.048466288301183,9.597972804287402,8.67799543964183,7.15676647304562,6.917098014413395,5.75204300717341,4.876587387447365
2025-04-22,20.43173609839722,14.040577201537873,11.43418271391242,11.048466288301183,9.664547376129686,8.67799543964183,7.15676647304562,6.917098014413395,5.75204300717341,4.876587387447365
2025-04-28,20.553043071942326,14.078066852460658,11.46471304841213,11.077966723962419,9.690352619194634,8.70116649700449,7.175875707157518,6.9355673113829415,5.433639837791833,4.889608330691054
2025-04-30,20.555787365434366,14.079946591003923,11.466243845447718,11.079445881665693,9.678294250187767,8.702328298422765,7.176833847951264,6.936493365601268,5.434365350913795,4.890261203371443
