date,HAITONG INTERNATIONAL SECURITIES CO LTD,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,SOFI SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,67.24565756823822,0.0,0.0,0.0,32.754342431761785
2024-03-15,0.0,0.0,67.32673267326733,0.0,0.0,0.0,32.67326732673268
2024-03-18,0.0,0.0,35.294117647058826,0.0,0.0,0.0,64.70588235294117
2024-05-22,0.0,0.0,36.84210526315789,0.0,0.0,0.0,63.1578947368421
2024-05-31,0.0,0.0,84.688995215311,0.0,0.0,0.0,15.311004784688995
2024-06-06,0.0,0.0,84.76190476190476,0.0,0.0,0.0,15.238095238095239
2024-07-04,0.0,0.0,65.24926686217009,22.653958944281523,0.0,0.0,12.096774193548388
2024-07-17,0.0,0.0,63.6168691922802,21.015010721944247,3.5739814152966405,0.0,11.794138670478914
2024-07-19,0.0,0.0,65.76125804145818,21.015010721944247,1.4295925661186561,0.0,11.794138670478914
2024-08-14,0.0,0.0,66.4760543245175,21.015010721944247,1.4295925661186561,0.0,11.079342387419585
2024-08-16,0.0,0.0,66.4760543245175,19.942816297355254,2.501786990707648,0.0,11.079342387419585
2024-08-28,0.0,0.0,66.4760543245175,19.228020014295925,10.364546104360258,0.0,3.931379556826305
2024-09-20,0.0,67.18498659517427,15.549597855227882,6.541554959785523,7.774798927613941,0.0,2.949061662198391
2024-09-26,0.0,67.18498659517427,20.91152815013405,6.541554959785523,2.4128686327077746,0.0,2.949061662198391
2024-10-25,0.0,67.18498659517427,20.10723860589812,3.5924932975871315,6.166219839142091,0.0,2.949061662198391
2024-11-08,0.0,67.18498659517427,19.839142091152816,3.5924932975871315,6.166219839142091,0.0,3.2171581769436997
2024-12-10,0.0,67.18498659517427,19.839142091152816,3.86058981233244,6.166219839142091,0.0,2.949061662198391
2025-01-08,0.0,51.09919571045577,19.839142091152816,15.120643431635388,6.166219839142091,4.825737265415549,2.949061662198391
2025-01-09,0.0,51.09919571045577,19.839142091152816,14.584450402144771,6.166219839142091,4.825737265415549,3.485254691689008
2025-01-20,36.75213675213676,32.58119658119658,12.649572649572649,8.786324786324787,3.9316239316239314,3.076923076923077,2.2222222222222223
2025-03-04,36.75213675213676,32.58119658119658,12.649572649572649,8.102564102564102,4.615384615384616,3.076923076923077,2.2222222222222223
2025-03-06,36.75213675213676,32.58119658119658,11.282051282051283,8.102564102564102,4.615384615384616,4.444444444444445,2.2222222222222223
2025-03-18,36.75213675213676,32.58119658119658,11.282051282051283,7.931623931623932,4.786324786324787,4.444444444444445,2.2222222222222223
2025-04-24,36.75213675213676,32.58119658119658,11.282051282051283,7.760683760683761,4.957264957264957,4.444444444444445,2.2222222222222223
