date,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,MERRILL LYNCH FAR EAST LTD,PHILLIP SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,DBS VICKERS (HONG KONG) LTD
2024-03-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-06-11,0.0,0.0,0.0,0.0,95.39594843462247,4.6040515653775325,0.0,0.0,0.0,0.0
2024-06-28,0.0,0.0,0.0,24.246575342465754,72.32876712328768,3.4246575342465753,0.0,0.0,0.0,0.0
2024-07-03,0.0,0.0,0.0,24.246575342465754,72.32876712328768,3.4246575342465753,0.0,0.0,0.0,0.0
2024-07-11,0.0,0.0,0.0,17.87878787878788,79.5959595959596,2.525252525252525,0.0,0.0,0.0,0.0
2024-07-23,0.0,0.0,0.0,30.0,65.76271186440678,4.23728813559322,0.0,0.0,0.0,0.0
2024-08-08,0.0,0.0,0.0,21.071428571428573,75.95238095238095,2.976190476190476,0.0,0.0,0.0,0.0
2024-09-23,0.0,0.0,0.0,21.071428571428573,74.76190476190476,4.166666666666666,0.0,0.0,0.0,0.0
2024-10-04,0.0,0.0,39.05817174515235,12.257617728531855,46.26038781163435,2.4238227146814406,0.0,0.0,0.0,0.0
2024-10-08,0.0,0.0,39.05817174515235,12.257617728531855,46.26038781163435,2.4238227146814406,0.0,0.0,0.0,0.0
2024-10-09,2.4896265560165975,0.0,33.43212803793716,10.49199762892709,51.45228215767634,2.0746887966804977,0.05927682276229994,0.0,0.0,0.0
2024-11-15,2.4896265560165975,0.0,33.43212803793716,9.010077059869591,52.93420272673385,2.0746887966804977,0.05927682276229994,0.0,0.0,0.0
2024-12-10,2.3710729104919976,0.0,33.43212803793716,9.010077059869591,53.05275637225845,2.0746887966804977,0.05927682276229994,0.0,0.0,0.0
2024-12-18,2.3696682464454977,0.0,33.41232227488152,9.06398104265403,53.02132701421801,2.0734597156398102,0.05924170616113744,0.0,0.0,0.0
2024-12-27,98.6270213528172,0.0,0.46987861469120473,0.1274670710066566,0.7456407094833835,0.02915913389041164,0.0008331181111546185,0.0,0.0,0.0
2025-01-06,98.62703279125566,0.0,0.46987470007997867,0.12746600906424954,0.745634497467342,0.029158890962410023,0.0008331111703545721,0.0,0.0,0.0
2025-01-08,98.62703279125566,0.0,0.46987470007997867,0.12663289789389495,0.7464676086376967,0.029158890962410023,0.0008331111703545721,0.0,0.0,0.0
2025-01-15,98.62703279125566,0.0,0.46987470007997867,0.12663289789389495,0.7464676086376967,0.029158890962410023,0.0008331111703545721,0.0,0.0,0.0
2025-01-22,98.62703279125566,0.0,0.46987470007997867,0.1257997867235404,0.7473007198080511,0.029158890962410023,0.0008331111703545721,0.0,0.0,0.0
2025-03-13,62.22007464676086,36.4069581444948,0.46987470007997867,0.1257997867235404,0.7473007198080511,0.029158890962410023,0.0008331111703545721,0.0,0.0,0.0
2025-03-20,62.22007464676086,36.4069581444948,0.46987470007997867,0.1257997867235404,0.7473007198080511,0.029158890962410023,0.0008331111703545721,0.0,0.0,0.0
2025-04-10,62.216964627867846,36.4051383728486,0.4698512137823023,0.12579349872540363,0.7522617837684733,0.029157433479398188,0.0008330695279828056,0.0,0.0,0.0
2025-04-11,62.34681270244098,36.48111663939627,0.4708318028517047,0.126056032323772,0.5451297291882325,0.0292182856379604,0.0008348081610845828,0.0,0.0,0.0
2025-04-14,62.60814164039971,36.63402856951244,0.4728053115149889,0.12658440077794916,0.12826101535778955,0.02934075514720676,0.0008383072899201932,0.0,0.0,0.0
2025-04-16,62.63439507539543,36.64939029504018,0.4730035726865597,0.12663748133984132,0.08638185813247454,0.029353058588704944,0.0008386588168201412,0.0,0.0,0.0
