date,BOCOM INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CHINA MERCHANTS BANK CO LTD,KGI ASIA LTD,DEUTSCHE BANK AG,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,11.104098256601219,1.1132824521450113,0.0,0.0,0.780089304948606,0.7672570320674585,0.0,0.0,13.764727045762296
2024-03-04,0.0,0.0,11.103713570197575,1.1127054225395459,1.4110297285652738,0.0,0.780089304948606,0.7672570320674585,0.0,0.0,15.174795058318457
2024-03-05,0.0,0.0,11.104098256601219,1.1127054225395459,1.4123761309780267,0.0,0.780089304948606,0.7686034344802117,0.0,0.0,15.177872549547608
2024-03-07,0.0,0.0,11.104482943004863,1.1034729488520958,1.4098756693543424,0.0,0.780089304948606,0.7803363697913461,0.0,0.0,15.178257235951254
2024-03-11,0.0,0.0,11.104482943004863,1.1034729488520958,1.4100680125561642,0.0,0.780089304948606,0.7803363697913461,0.0,0.0,15.178449579153074
2024-03-12,0.0,0.0,11.104482943004863,1.101741860035699,1.410452698959808,1.3748692066227612,0.780089304948606,0.7803363697913461,0.0,0.0,16.551972383363083
2024-03-13,0.0,0.0,11.103521226995754,1.101741860035699,1.410452698959808,1.3748692066227612,0.780089304948606,0.7803363697913461,0.0,0.0,16.551010667353975
2024-03-14,0.0,0.0,11.103328883793932,1.101741860035699,1.410260355757986,1.375061549824583,0.780089304948606,0.7803363697913461,0.0,0.0,16.55081832415215
2024-03-20,0.0,0.0,11.100636078968424,1.0988567120083708,1.4052594325106174,1.375061549824583,0.780089304948606,0.7803363697913461,0.0,0.0,16.54023944805195
2024-03-21,0.0,0.0,11.093519380501016,1.0988567120083708,1.4052594325106174,1.375061549824583,0.780089304948606,0.7803363697913461,0.4910521942512464,0.0,17.024174943835785
2024-03-22,0.0,0.0,11.089672516464578,1.0978949959992612,1.3910260355757986,1.375061549824583,0.780089304948606,0.7874530682587555,0.4910521942512464,0.0,17.01224966532283
2024-03-25,0.0,0.0,11.086017995629962,1.0978949959992612,1.3864097987320736,1.375061549824583,0.780089304948606,0.7874530682587555,0.4933603126731089,0.0,17.00628702606635
2024-03-26,0.0,0.0,11.084863936419032,1.092124699944605,1.3864097987320736,1.375061549824583,0.780089304948606,0.7874530682587555,0.4933603126731089,0.0,16.999362670800764
2024-03-28,0.0,27.824349591463037,11.077170208346155,1.2148396627069613,1.391987751584908,1.3796777866683079,0.7787429025358528,0.7784129377731274,0.4933603126731089,0.0,44.93854115375146
2024-04-02,0.0,27.824349591463037,11.110060895857696,1.21676309472518,1.3387086846802487,1.3789084138610206,0.7787429025358528,0.7791823105804149,0.4933603126731089,0.0,44.920076206376564
2024-04-03,0.0,27.824349591463037,11.101020765372068,1.22907305964178,1.336592909460208,1.3789084138610206,0.7787429025358528,0.7791823105804149,0.4933603126731089,0.0,44.92123026558749
2024-04-05,0.0,27.824349591463037,11.099289676555673,1.2233027635871239,1.3337077614328798,1.3792931002646642,0.7787429025358528,0.7757201329476211,0.4933603126731089,0.0,44.90776624145996
2024-04-08,0.0,27.824349591463037,11.109099179848588,1.2265725980180957,1.301201760324983,1.3746768634209392,0.7787429025358528,0.7757201329476211,0.4933603126731089,0.0,44.883723341232226
2024-04-09,0.0,27.824349591463037,11.109099179848588,1.2269572844217393,1.2490767526312552,1.3646750169262016,0.7927839562688496,0.7757201329476211,0.4933603126731089,0.0,44.8360222271804
2024-04-10,0.0,27.824349591463037,11.071015225887857,1.2233027635871239,1.2513848710531175,1.3646750169262016,0.793745672277959,0.7757201329476211,0.4933603126731089,0.0,44.79755358681603
2024-04-11,0.0,27.825503650673973,11.029853780697975,1.2329199236782173,1.2621560903551425,1.3623668985043393,0.7947073882870683,0.7705268664984305,0.4933603126731089,0.0,44.77139491136825
2024-04-12,0.0,27.825503650673973,10.987641179910138,1.2331122668800394,1.2698498184280176,1.3623668985043393,0.7950920746907122,0.7705268664984305,0.4933603126731089,0.0,44.73745306825875
