date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-05-21,13.0487603291656,11.08796911694363,11.00573021694387,0.0,4.55180766550291,3.6591649128117276,3.045092259525892,3.049588810780444,3.041380483726143,3.907209633166784,56.396703428566994
2024-05-22,13.0487603291656,11.110725837620658,11.00767006167731,0.0,4.557419517009673,3.6695843977353073,3.0373152054692754,3.029748485374645,3.0341160082323495,3.8505608644134783,56.345900706698295
2024-05-23,13.0487603291656,11.117928450184458,11.021147342854968,0.0,4.559628907366665,3.6551791726077116,3.0373152054692754,3.025948333960617,3.0341160082323495,3.8303228487434207,56.330346598585066
2024-05-24,13.048981268201299,11.109444391213602,11.021103155047829,0.0,4.559628907366665,3.6588467606003205,3.0386408396834717,3.027715846246211,3.0330113130538527,3.8331950562075114,56.33056753762076
2024-05-27,13.048981268201299,11.119430835627211,11.02031661208074,0.0,4.569350224937436,3.6500975747866273,3.0386408396834717,3.012780367432937,3.0330113130538527,3.858647233120073,56.35125626892364
2024-05-28,13.048981268201299,11.123893804148338,11.02044917550216,0.0,4.569350224937436,3.65257209198646,3.0396129714405484,3.0140618138399935,3.0329229374395728,3.8700476873621583,56.37189197485797
2024-05-29,13.048981268201299,11.070470745316243,11.02275577903486,0.0,4.569350224937436,3.6379901156303047,3.0413362959190033,3.013796686997154,3.031950805682496,3.9728727145766225,56.409504636295416
2024-05-30,13.048981268201299,11.06773110127357,11.02275577903486,0.0,4.569350224937436,3.641348388972934,3.0413362959190033,3.03474170758145,3.0334973789323914,3.951795130570907,56.41153727542385
2024-05-31,13.048981268201299,11.067510162237872,11.02275577903486,0.0,4.569350224937436,3.631361944559325,3.0402316007405066,3.036641783288464,3.0334973789323914,3.9726075877337834,56.42293772966593
2024-06-03,13.048981268201299,11.069277674523466,11.02275577903486,0.0,4.5715596152944284,3.617707912153107,3.0402316007405066,3.037348788202702,3.0412302451818674,4.037342725193684,56.48643560852592
2024-06-04,13.048981268201299,11.068879984259206,11.024943075488283,0.0,4.5715596152944284,3.619387048824422,3.0402316007405066,3.037613915045541,3.0412302451818674,4.036061278786629,56.488888031822185
2024-06-05,13.048981268201299,11.06758528151001,11.024943075488283,0.0,4.5715596152944284,3.6237616417312686,3.0402316007405066,3.0380999809240796,3.0412302451818674,4.043087140121866,56.49947984919361
2024-06-06,13.048981268201299,11.065287515538737,11.024943075488283,0.0,4.570896798187331,3.6065283969467212,3.053708881918165,3.016138640775567,3.0412302451818674,4.074106980734051,56.50182180297202
2024-06-07,13.048981268201299,11.063431627638861,11.024943075488283,0.0,4.566919895544743,3.5957023841974545,3.053708881918165,3.017464274989763,3.0412302451818674,4.098587025889536,56.51096867904997
2024-06-11,13.048981268201299,11.064116538649529,11.024943075488283,0.0,4.566919895544743,3.5912394156763283,3.0603370529891447,3.017464274989763,3.0427768184317627,4.108750221531705,56.52552856150256
2024-06-12,13.048981268201299,11.063674660578132,11.024943075488283,0.0,4.567582712651841,3.589030025319335,3.0603370529891447,3.0163153920041266,3.0427768184317627,4.111268926538677,56.5249099322026
2024-06-13,13.048981268201299,11.061319450457576,11.024943075488283,0.0,4.567582712651841,3.5859810666266845,3.0603370529891447,3.005003313376321,3.047195599145749,4.12978361773028,56.53112715666718
2024-06-14,13.048981268201299,11.054956406229437,11.024943075488283,0.0,4.57133867625873,3.5854066251338663,3.059232357810648,3.037658102852681,3.044986208788756,4.138223488893994,56.5657262096577
2024-06-17,13.048981268201299,11.053851711050939,11.026268709702478,0.0,4.57133867625873,3.5862461934695236,3.061441748167641,3.036685971095604,3.044986208788756,4.129297551851741,56.55909803858671
2024-06-18,13.048981268201299,11.039247640791213,11.03149170850641,0.0,4.57133867625873,3.586069442240964,3.061441748167641,3.03471961367788,3.0448889956130483,4.136721103451238,56.55490019690842
2024-06-19,13.048981268201299,11.030321703748962,11.04452711161267,0.0,4.553663553402784,3.599325784382924,3.061441748167641,3.034940552713579,3.0448448078059083,4.145602852686352,56.56364938272211
2024-06-20,13.048981268201299,11.029968201291842,11.04452711161267,0.0,4.553663553402784,3.6002095405257206,3.061441748167641,3.0348521770992996,3.046515106915795,4.148695999186142,56.568854706403194
2024-06-21,13.048981268201299,11.033856728320151,11.04452711161267,0.0,4.552779797259986,3.6026398699184137,3.061441748167641,3.0348079892921596,3.0468686093729143,4.151833333493072,56.5777364556383
2024-06-24,13.048981268201299,11.037833630962739,11.042936350555637,0.0,4.552779797259986,3.6016235503541965,3.061441748167641,3.029196137785397,3.0468686093729143,4.159477824128269,56.58113891678808
2024-06-25,13.048981268201299,11.037833630962739,11.045375517509756,0.0,4.55498918761698,3.6007397942113997,3.061441748167641,3.0241145399643123,3.0295646640969434,4.188553401226299,56.59159375195737
2024-06-26,13.048981268201299,11.04088258965539,11.045287141895477,0.0,4.557198577973973,3.5976687416151787,3.061441748167641,3.02164002276448,3.025057507768677,4.194209440540202,56.59236703858232
2024-06-27,13.048981268201299,11.027670435320571,11.045508080931175,0.0,4.557198577973973,3.5960072800667193,3.061441748167641,3.0214632715359206,3.020285224597572,4.205786646010846,56.58434253280572
2024-06-28,13.048981268201299,11.027670435320571,11.045508080931175,0.0,4.557198577973973,3.606391414744588,3.061441748167641,3.023186596014375,3.020285224597572,4.276619700856048,56.667283046807235
2024-07-02,13.048981268201299,11.036066118677144,11.0472534993132,0.0,4.555519441302659,3.6038285219304758,3.061441748167641,3.015674668800598,3.020285224597572,4.299332233725939,56.688382724716526
2024-07-03,13.048981268201299,11.039380204212634,11.045883677291865,0.0,4.555519441302659,3.6081147392230424,3.0636511385246346,3.0169561152076545,3.020285224597572,4.355494936600706,56.75426674516206
2024-07-04,13.048981268201299,11.03451954542725,11.045883677291865,0.0,4.551396718896509,3.609793875894357,3.0636511385246346,3.016779363979095,3.024704005311558,4.3985338607549345,56.7942434542815
2024-07-05,13.048981268201299,11.033649045626595,11.04537993629047,0.0,4.545917430811166,3.619029127586589,3.0636511385246346,3.017420087182623,3.024704005311558,4.460529354172164,56.859261393707094
2024-07-08,13.048981268201299,11.032190847990977,11.044098489883414,0.0,4.543708040454172,3.6081147392230424,3.0636511385246346,3.017685214025462,3.024704005311558,4.482269755284976,56.86540349889954
2024-07-09,13.048981268201299,11.03196990895528,11.044076395979845,0.0,4.543708040454172,3.6081147392230424,3.0636511385246346,3.0178619652540215,3.0242621272401595,4.487969982406019,56.87059556623847
2024-07-10,13.048981268201299,11.00890387362827,11.044076395979845,0.0,4.543708040454172,3.6082031148373224,3.0636511385246346,3.017773589639742,3.0237318735544814,4.49729360971253,56.8563229045323
2024-07-11,13.048981268201299,11.006694483271277,11.044960152122641,0.0,4.543266162382774,3.6082031148373224,3.064137204403173,3.017685214025462,3.0237318735544814,4.499768126912363,56.85742759971079
2024-07-12,13.048981268201299,11.00532466124994,11.044960152122641,0.0,4.54105677202578,3.608291490451602,3.064137204403173,3.017287523761204,3.0237318735544814,4.503347339290692,56.857118285060814
2024-07-15,13.048981268201299,11.005015346599961,11.046285786336837,0.0,4.54105677202578,3.607098419658825,3.064137204403173,3.017729401832602,3.0236965233087694,4.537151011752688,56.89115173411994
2024-07-16,13.048981268201299,11.004219966071444,11.043236827644186,0.0,4.540924208604361,3.6084682416801614,3.062590631153278,3.0175968384111824,3.0232546452373708,4.554030754080117,56.903303381083404
2024-07-17,13.048981268201299,10.99538240464347,11.043236827644186,0.0,4.540924208604361,3.608424053873022,3.063120884838956,3.013796686997154,3.0232546452373708,4.570910496407545,56.90803147644736
2024-07-18,13.048981268201299,10.995099602677776,11.043104264222766,0.0,4.540924208604361,3.6072751708873847,3.063120884838956,3.013796686997154,3.0232546452373708,4.563663696036606,56.89922042770368
2024-07-19,13.048981268201299,10.992625085477943,11.043104264222766,0.0,4.540791645182941,3.6072751708873847,3.063120884838956,3.016492143232686,3.0232546452373708,4.569496486579069,56.90514159386042
2024-07-22,13.048981268201299,10.990194756085252,11.043104264222766,0.0,4.540791645182941,3.6057727854446298,3.063120884838956,3.016492143232686,3.025684974630063,4.571882628164621,56.90602535000321
2024-07-23,13.048981268201299,10.988250492571098,11.040894873865774,0.0,4.540791645182941,3.605993724480329,3.0644465190531522,3.0092011550546083,3.025684974630063,4.589115872949169,56.91336052598843
2024-07-24,13.048981268201299,10.987896990113978,11.040894873865774,0.0,4.540791645182941,3.6020168218377413,3.062148753081879,3.0075662061904334,3.025684974630063,4.606923559226534,56.922905092330645
2024-07-25,13.048981268201299,10.969117172079535,11.040894873865774,0.0,4.543442913611333,3.6020168218377413,3.062148753081879,3.0109686673402027,3.025684974630063,4.610414395990583,56.91366984063841
2024-07-26,13.048981268201299,10.968233415936739,11.040894873865774,0.0,4.543442913611333,3.601354004730643,3.062148753081879,3.009687220933147,3.0253756599800843,4.6278243920036894,56.927942502344585
2024-07-29,13.048981268201299,10.96779153786534,11.038464544473081,0.0,4.543442913611333,3.602679638944839,3.062148753081879,3.009687220933147,3.0252430965586647,4.629370965253584,56.92780993892317
2024-07-30,13.048981268201299,10.968277603743879,11.040673934830075,0.0,4.543005454320649,3.60254707552342,3.062148753081879,3.0097314087402864,3.0252430965586647,4.631668731224858,56.93227732622501
2024-07-31,13.048981268201299,10.9679682890939,11.041756536105002,0.0,4.543005454320649,3.6032098926305176,3.062148753081879,3.009687220933147,3.0252430965586647,4.6262778187537945,56.92827832967885
2024-08-01,13.048981268201299,11.009460639998233,10.997878043615117,0.0,4.543005454320649,3.6033424560519367,3.062148753081879,3.00858252575465,3.0232546452373708,4.6063933055408555,56.90304709180198
2024-08-02,13.048981268201299,11.000371208069563,10.975209698552366,0.0,4.543005454320649,3.6031215170162376,3.062104565274739,3.005666130483419,3.0227906732624024,4.650095046802181,56.91134556198285
2024-08-05,13.048981268201299,11.000371208069563,10.975209698552366,0.0,4.543005454320649,3.6031215170162376,3.062104565274739,3.0060196329405384,3.0227906732624024,4.650095046802181,56.91169906443997
2024-08-06,13.048981268201299,11.002668974040834,10.9702606641527,0.0,4.540796063963656,3.6031215170162376,3.040010661704807,3.0062405719762375,3.021244100012507,4.675900726171862,56.90922454724014
2024-08-07,13.048981268201299,11.000106081226722,10.952585541296756,0.0,4.540354185892257,3.6022377608734404,3.038154773804933,3.0088476525974897,3.021244100012507,4.7006017103630455,56.91311307426845
2024-08-08,13.04836263890134,10.991091768570191,10.950376150939762,0.0,4.540354185892257,3.602193573066301,3.038154773804933,3.0111896063759023,3.021244100012507,4.714476681804963,56.91744347936816
2024-08-09,13.04836263890134,10.992399727661532,10.94816676058277,0.0,4.540354185892257,3.6068332928159865,3.038154773804933,3.019496914118197,3.021244100012507,4.66993537220798,56.884947765997495
2024-08-12,13.04836263890134,10.993062544768629,10.976446957152282,0.0,4.540354185892257,3.6074519221159442,3.038198961612073,3.019496914118197,3.021244100012507,4.681645141100043,56.92626336567327
2024-08-13,13.04836263890134,10.99527193512562,10.976402769345142,0.0,4.540354185892257,3.606965856237406,3.038198961612073,3.0009380351194537,3.0121855995488347,4.711339347498033,56.93001932928016
2024-08-14,13.04836263890134,11.007158455246245,10.976402769345142,0.0,4.540354185892257,3.607363546501665,3.038198961612073,3.0009380351194537,3.0121855995488347,4.695608488156241,56.926572680323254
2024-08-15,13.04836263890134,11.009942287096058,10.976402769345142,0.0,4.540354185892257,3.6076286733445038,3.038198961612073,3.0010264107337337,3.0099762091918416,4.701750593348683,56.933642729465625
2024-08-16,13.04836263890134,10.987406505454727,10.974193378988149,0.0,4.539912307820859,3.6044029634232935,3.038198961612073,3.001556664419412,3.0099762091918416,4.717923330761872,56.921932960573564
2024-08-19,13.04836263890134,10.987229754226165,10.974193378988149,0.0,4.536487752767519,3.603961085351895,3.038198961612073,3.001645040033692,3.0099762091918416,4.732814621768007,56.93286944284068
2024-08-20,13.04836263890134,10.98254584666934,10.965355817560177,0.0,4.535250494167602,3.5979515435808738,3.0249426194701137,3.0017776034551114,3.0099762091918416,4.775809358115095,56.9419721311115
2024-08-21,13.04836263890134,10.96059776286297,10.965355817560177,0.0,4.535250494167602,3.5979515435808738,3.0249426194701137,3.001114786348013,3.0099762091918416,4.796577627470831,56.94012949955376
2024-08-22,13.04836263890134,10.96046519944155,10.965355817560177,0.0,4.53304110381061,3.5972887264737756,3.0245007413987146,3.0012473497694327,3.0099762091918416,4.8302487365114075,56.97048652305885
2024-08-23,13.04836263890134,10.954941723549068,10.964847657778067,0.0,4.532996916003469,3.5972887264737756,3.0245007413987146,3.0012473497694327,3.0099762091918416,4.83563964898247,56.96980161204818
2024-08-26,13.04836263890134,10.954941723549068,10.956010096350095,0.0,4.530964276875036,3.5949909605025026,3.0245007413987146,2.986709561220417,3.009092453049044,4.868692128723089,56.9742645805693
2024-08-27,13.04836263890134,10.954941723549068,10.955789157314396,0.0,4.5307212439357665,3.595432838573901,3.0245007413987146,2.986329546079015,3.009092453049044,4.869973575130145,56.97514391793139
2024-08-28,13.04836263890134,10.948954275681617,10.950707559493312,0.0,4.5307212439357665,3.5958747166453002,3.0245007413987146,2.9873016778360917,3.009092453049044,4.888930144393147,56.98444545133433
2024-08-29,13.04836263890134,10.941928414346377,10.949160986243415,0.0,4.528290914543074,3.5952118995382016,3.0245007413987146,2.9872574900289517,3.009092453049044,4.938508864004074,57.0223144020532
2024-09-02,13.049467334079837,10.942334942172065,10.949160986243415,9.17168589671206,4.528290914543074,3.5968910362095166,3.0245007413987146,2.9852690387076577,3.0092692042776035,4.970191521723357,66.22706161606729
2024-09-03,13.049467334079837,10.905128808560297,10.948056291064919,9.17168589671206,4.522546499614891,3.5994097412164896,3.0245007413987146,2.9918972097786374,3.0092692042776035,5.065946499795443,66.2879082264989
2024-09-04,13.052162790315366,10.907117259881591,10.948056291064919,9.168990440476527,4.522546499614891,3.5994097412164896,3.0245007413987146,2.992029773200057,3.0092692042776035,5.085124008094144,66.30920674954031
2024-09-05,13.052162790315366,10.906631194003054,10.948056291064919,9.168990440476527,4.520288502670045,3.5994097412164896,3.0245007413987146,2.9922507122357564,3.0092692042776035,5.085654261779823,66.3072138794383
2024-09-09,13.052162790315366,10.904267146321072,10.948056291064919,9.168990440476527,4.520288502670045,3.5994097412164896,3.0245007413987146,2.9922949000428964,3.0092692042776035,5.087775276522536,66.30701503430618
2024-09-10,13.052162790315366,10.904267146321072,10.948056291064919,9.168990440476527,4.520288502670045,3.5994097412164896,3.0245007413987146,2.9922507122357564,3.0092692042776035,5.090691671793767,66.30988724177026
2024-09-11,13.051058095136872,10.900157680257063,10.948025359599923,9.168990440476527,4.519183807491548,3.5994097412164896,3.0245007413987146,2.996006675842645,3.0024642819780647,5.103903826128587,66.31370064952642
2024-09-12,13.051058095136872,10.8954295848931,10.908256333174043,9.168990440476527,4.511450941242072,3.5843416989817953,3.0245007413987146,2.9899529462644834,3.001138647763869,5.2420790990549415,66.37719852838642
2024-09-13,13.051058095136872,10.8954295848931,10.907681891681225,9.168990440476527,4.51130512147851,3.584606825824635,3.0245007413987146,2.989157565735966,3.00078514530675,5.231032147269976,66.36454755920226
2024-09-16,13.051058095136872,10.899273924114267,10.907681891681225,9.168990440476527,4.51130512147851,3.5834137550318585,3.0236258228173454,2.9888924388931266,3.00078514530675,5.242388413704921,66.3774150486414
2024-09-17,13.051058095136872,10.899052985078567,10.907681891681225,9.168990440476527,4.51130512147851,3.5844742624032153,3.0236258228173454,2.986638860728994,3.0023759063637847,5.234699735262584,66.36990312142763
2024-09-19,13.051058095136872,10.898787858235728,10.907681891681225,9.168990440476527,4.506444462693125,3.583237003803299,3.0236258228173454,2.9866830485361335,3.0023759063637847,5.240576713612186,66.36946124335623
2024-09-20,13.051058095136872,10.892115499357608,10.907681891681225,9.168990440476527,4.505339767514628,3.580585735374907,3.0228967239995375,2.9866830485361335,3.0023759063637847,5.278931730209589,66.39665883865081
2024-09-23,13.051058095136872,10.897992477707211,10.907681891681225,9.168990440476527,4.505339767514628,3.582264872046222,3.0228967239995375,2.9846945972148395,3.002132873424516,5.290199621030254,66.41325136023183
2024-09-24,13.051058095136872,10.899256248991412,10.906961630424846,9.168990440476527,4.505339767514628,3.5879209113601243,3.0228967239995375,2.9824852068578465,3.002322880995217,5.2635101855177755,66.39074209127477
2024-09-25,13.051058095136872,10.899247411429982,10.909612898853238,9.168990440476527,4.505339767514628,3.590748931017076,3.0228967239995375,2.9826619580864056,3.0067858495163433,5.1145088998421535,66.25185097587276
2024-09-26,13.051058095136872,10.895093757558834,10.916462008959916,9.168990440476527,4.507549157871622,3.593356011638328,3.0273155047135245,2.9955647977712463,3.006211408023525,5.093254564607879,66.25485574675828
2024-09-27,13.051058095136872,10.90030791880134,10.913147923424427,9.168990440476527,4.509939718237888,3.5926931945312295,3.0273155047135245,3.017747076955458,3.006211408023525,5.0733700513949405,66.26078133169572
2024-09-30,13.051058095136872,10.913210758486178,10.909480335431818,9.168990440476527,4.495481467741725,3.5966700971738175,3.0273155047135245,3.0187633965196747,3.017037420772792,5.058302009160246,66.25630952561318
2024-10-02,13.051058095136872,10.916171341564551,10.91160135017453,9.168990440476527,4.5009828497306374,3.5937537019025863,3.0228967239995375,3.019735528276752,3.017015326869222,5.063295231367051,66.26550058949827
2024-10-03,13.051058095136872,10.928672072204417,10.904266174189313,9.168990440476527,4.496528718770939,3.595432838573901,3.0224548459281393,3.0326825557687322,3.012066292469557,5.042836276661293,66.2549883101797
