date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,12.990207065924563,10.976008260602997,11.007842394125156,0.0,0.0,3.7037548289965647,3.0900489345099893,3.1188752923757512,2.980228977425285,3.9395551079931646,51.80652086195347
2024-03-04,12.990207065924563,10.976255712322981,11.007842394125156,0.0,0.0,3.7010593727610326,3.0900489345099893,3.333097781389813,2.980228977425285,3.9457414009927456,52.02448163945157
2024-03-05,12.990207065924563,10.976255712322981,11.005412064732463,0.0,0.0,3.70207569232525,3.0902698735456884,3.3331419691969524,2.980228977425285,3.9470670352069415,52.02465839068012
2024-03-06,12.990207065924563,10.975813834251582,11.005412064732463,0.0,0.0,3.6935916333543957,3.0902698735456884,3.3329652179683937,2.980184789618145,3.9499834304781727,52.01842790987341
2024-03-07,12.990207065924563,10.974532387844526,11.004307369553967,0.0,4.535078161719757,3.6929288162472975,3.0902698735456884,3.334423415604009,2.980184789618145,3.953606830663641,56.5555387107216
2024-03-08,12.989058182938928,10.974532387844526,11.004307369553967,0.0,4.535078161719757,3.6957126480971088,3.0902698735456884,3.331197705682799,2.980184789618145,3.967570177719838,56.567911296720766
2024-03-11,12.989058182938928,10.987788729986486,11.004307369553967,0.0,4.535299100755457,3.6938125723900948,3.092479263902682,3.3152459073053078,2.9797870993538864,3.9810032710903576,56.57878149727716
2024-03-12,12.989058182938928,10.984032766379597,11.004307369553967,0.0,4.535299100755457,3.694917267568592,3.0946886542596754,3.3136551462482724,2.9797870993538864,3.982240529690274,56.57798611674865
2024-03-13,12.989058182938928,10.98266294435826,11.007095620184494,0.0,4.533266461627022,3.693852341416521,3.0946886542596754,3.3081758581629295,2.978859155403949,3.9982807036820445,56.58593992203382
2024-03-14,12.989058182938928,10.98310482242966,11.008014726573002,0.0,4.542104023054995,3.695266351244997,3.0946886542596754,3.263767111987366,2.984382631296432,4.026207397794438,56.5865939015795
2024-03-15,12.989058182938928,10.959375969995552,10.998956226109328,0.0,4.539938820505142,3.69729899037343,3.0946886542596754,3.263236858301687,2.986105955774887,4.049582747771426,56.57824240603006
2024-03-18,12.989058182938928,10.95009653049618,11.000370235937805,0.0,4.53750849111245,3.69729899037343,3.0946886542596754,3.263722924180226,2.986105955774887,4.060629699556392,56.57947966462997
2024-03-19,12.989058182938928,10.947533637682069,11.012300943865567,0.0,4.53750849111245,3.6978734318662485,3.0946886542596754,3.263104294880268,2.9907898633317123,4.025058514808802,56.55791601474572
2024-03-20,12.989058182938928,10.935823868790004,11.048844260370236,0.0,4.533531588469862,3.6992432538875843,3.0946886542596754,3.263634548565946,2.9852663874392293,4.025058514808802,56.575149259530264
2024-03-21,12.989058182938928,10.926986307362032,11.164713528252387,0.0,4.533531588469862,3.697917619673388,3.0946886542596754,3.246578055009959,2.9852663874392293,3.9650956605200065,56.603835983925464
2024-03-22,12.989058182938928,10.92119770462671,11.19999749225357,0.0,4.531587324955708,3.6977408684448294,3.0946886542596754,3.2568296262664074,2.9789917188253687,3.964211904377209,56.6343034769484
2024-03-25,12.989058182938928,10.919695319183955,11.246217938521868,0.0,4.529819812670113,3.6980943709019476,3.0946886542596754,3.2018158063772764,2.985487326474929,3.9500276182853122,56.61490502961401
2024-03-26,12.989058182938928,10.918723187426878,11.253950804771344,0.0,4.529819812670113,3.699420005116144,3.0946886542596754,3.2019483697986963,2.985487326474929,3.9419412495787176,56.615037593035424
2024-03-27,12.989058182938928,10.916248670227045,11.25470199749272,0.0,4.536447983741093,3.699420005116144,3.0946886542596754,3.192050300999366,2.985487326474929,3.945829776607025,56.61393289785692
2024-03-28,12.989058182938928,10.917441741019822,11.25470199749272,0.0,4.536447983741093,3.699420005116144,3.0946886542596754,3.192227052227926,2.986592021653425,3.9496741158281936,56.62025175427793
2024-04-02,12.989058182938928,10.922898935201594,11.254458964553452,0.0,4.536447983741093,3.700436324680361,3.0951305323310736,3.1922712400350655,2.986592021653425,3.972298273083804,56.6495924582188
2024-04-03,12.989058182938928,10.918789469137588,11.17636585299517,0.0,4.535785166633994,3.695133787823577,3.0951305323310736,3.193199183985003,3.0648176966331273,3.9832568492544906,56.65153672173295
2024-04-05,12.989058182938928,10.929889446291122,11.177514735980806,0.0,4.5375570977003035,3.6959291683520945,3.095086344523934,3.1724309146292664,3.068794599275715,3.9890012641826726,56.65526175387484
2024-04-08,12.989058182938928,10.960820911289026,11.180386943444898,0.0,4.5375570977003035,3.6950012244021573,3.095307283559633,3.17455192937198,3.068794599275715,3.9251056950584293,56.62658386704107
2024-04-09,12.989058182938928,10.962080263792512,11.181491638623394,0.0,4.537093125725335,3.695487290280696,3.095307283559633,3.17455192937198,3.0670270869901204,3.927801151293961,56.629897952576556
2024-04-10,12.989058182938928,10.962080263792512,11.181491638623394,0.0,4.537093125725335,3.695487290280696,3.095307283559633,3.1541813502805027,3.068392490230742,3.9333688149935835,56.61646044042533
2024-04-11,12.989058182938928,10.962080263792512,11.181491638623394,0.0,4.537093125725335,3.696371046423493,3.0946002786453954,3.1534743453662646,3.068392490230742,3.933899068679262,56.61646044042533
2024-04-12,12.989058182938928,10.97312721557748,11.187015114515878,0.0,4.537093125725335,3.6970338635305913,3.094357245706126,3.148039245088061,3.068392490230742,3.9300105416509536,56.62412702496409
2024-04-15,12.989058182938928,10.998004950997222,11.187677931622975,0.0,4.537093125725335,3.7009665783660393,3.0987760264201127,3.149850945180796,3.069718124444938,3.8700034995550183,56.601149365251366
2024-04-16,12.989058182938928,11.019877915531454,11.18657323644448,0.0,4.537755942832432,3.702203836965955,3.107436836619526,3.120598616854206,3.0672436072451057,3.8415023639498056,56.5722505393819
2024-04-17,12.989058182938928,11.013691622531873,11.186321365943781,0.0,4.537535003796734,3.7015410198588574,3.1069507707409874,3.1208637436970452,3.060615436174126,3.852328376699073,56.56890552238141
2024-04-18,12.989058182938928,11.023439452786928,11.185791112258103,0.0,4.53713289475176,3.701496832051718,3.119588483582989,3.107607401555086,3.060615436174126,3.85961936487715,56.584349160976785
2024-04-19,12.989058182938928,11.023218513751228,11.178279185044326,0.0,4.53713289475176,3.7056504859228645,3.119588483582989,3.1080492796264845,3.0601735581027274,3.85961936487715,56.58076994859845
2024-04-22,12.989058182938928,11.023085950329808,11.178234997237187,0.0,4.537000331330341,3.7062691152228227,3.119588483582989,3.1034537476839383,3.0600851824884474,3.8485724130921843,56.56534840390665
2024-04-23,12.989058182938928,11.04193205007496,11.17651167275873,0.0,4.5321396725449565,3.7130298497152223,3.132844825724948,3.061917208972466,3.0600851824884474,3.868456926305123,56.575975571523784
2024-04-24,13.059383078002021,11.042948369639177,11.115819719652128,0.0,4.532086647176388,3.7125437838366837,3.1283818572038213,3.061917208972466,3.059643304417049,3.8706221288549765,56.58334609775471
2024-04-25,13.060443585373378,11.038255624520925,11.116080427714254,0.0,4.532086647176388,3.714178732700858,3.1146836369904634,3.0621823358153053,3.0661830998737485,3.8761456047474594,56.580239694912784
2024-04-26,13.060443585373378,11.07882003147532,11.069108788724577,0.0,4.544238294139851,3.566105390975174,3.1146836369904634,3.046981730159192,3.070601880587735,3.953474267242222,56.50445760566791
2024-04-29,13.060443585373378,11.074290781243484,11.062303866425038,0.0,4.544238294139851,3.5628354932468236,3.1146836369904634,3.0497213742018636,3.070601880587735,3.98323475535092,56.52235366755956
2024-04-30,13.060443585373378,11.075837354493379,11.050461534111555,0.0,4.534693727797641,3.576710464688741,3.1140650076905056,3.0388069858383173,3.0714856367305323,4.007979927349244,56.5304842240733
2024-05-02,13.060443585373378,11.080941046218033,11.055980591223324,0.0,4.548391948010998,3.5775942208315383,3.11387058133909,3.0380999809240796,3.055798965195881,4.018187310798553,56.54930822991487
2024-05-03,13.05977148882678,11.085867986714128,11.054279360648438,0.0,4.547508191868201,3.577815159867238,3.114931088710447,3.0461863496306747,3.055798965195881,4.023357284233917,56.5655158756957
2024-05-06,13.059763093143426,11.08878438198536,11.056479913444004,0.0,4.5472872528325015,3.5752964548602653,3.1067563443895723,3.0500748766589827,3.0582734823957134,4.014342971577385,56.5570587712872
2024-05-07,13.059763093143426,11.079725881521687,11.060766130736571,0.0,4.55749463628181,3.598495053608694,3.092395307069116,3.0497213742018636,3.046400218617231,4.026362055119428,56.571123750299826
2024-05-08,13.059763093143426,11.063729895337056,11.06164988687937,0.0,4.5541584568427504,3.6049464734511143,3.085767135998137,3.026964653524834,3.045383899053015,4.062154178902718,56.56451767313242
2024-05-09,13.059763093143426,11.099367361795357,11.059219557486676,0.0,4.555660842285506,3.580819930752748,3.106402841932453,3.0271414047533933,3.045030396595896,4.010454444549077,56.54385987329454
2024-05-10,13.059763093143426,11.105597842602076,11.049851742373026,0.0,4.553994961956333,3.5809966819813077,3.106402841932453,3.0247110753607007,3.045030396595896,4.025213172133792,56.55156180807901
2024-05-13,13.059763093143426,11.09539045915277,11.046051590958998,0.0,4.550459937385144,3.5909389385877772,3.1052981467539564,3.045656095944996,3.045030396595896,3.992911885114551,56.53150054363751
2024-05-14,13.059763093143426,11.05959833536948,11.045388773851899,0.0,4.534044167032684,3.5907621873592177,3.111307688524978,3.0452142178735975,3.0439124450752573,4.009924190863398,56.49991509909393
2024-05-16,13.055388500236578,11.051087763714342,11.04138977730574,0.0,4.551896041117189,3.601455636687065,3.0735713012275343,3.0449490910307584,3.0437666253116955,3.992558382657432,56.45606311928834
2024-05-17,13.0487603291656,11.1096807959818,11.033568535441985,0.0,4.539656018539447,3.6793145528675053,3.0454236680794406,3.0579403063298782,3.0431479960117374,3.8718814813584626,56.42937368377585
2024-05-20,13.0487603291656,11.092348128631189,11.014125900300446,0.0,4.5330278474684675,3.660048668954525,3.0454236680794406,3.0559960428157247,3.05861372851069,3.8946602959390626,56.403004609865135
