date,EVERBRIGHT SECURITIES INVESTMENT,BOCI SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,PHILLIP SECURITIES (HONG KONG) LTD,MERRILL LYNCH FAR EAST LTD,FOSUN INTERNATIONAL SECURITIES LTD,HANG SENG SECURITIES LTD,IFAST SECURITIES (HK) LTD
2024-03-27,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0.0,0.0,92.6829268292683,0.0,7.317073170731707,0.0,0.0,0.0
2024-04-12,0.0,0.0,95.77464788732394,0.0,4.225352112676056,0.0,0.0,0.0
2024-04-15,0.0,0.0,95.77464788732394,0.0,4.225352112676056,0.0,0.0,0.0
2024-04-16,0.0,66.39004149377593,32.365145228215766,0.0,1.2448132780082988,0.0,0.0,0.0
2024-04-18,0.0,63.745019920318725,35.0597609561753,0.0,1.1952191235059761,0.0,0.0,0.0
2024-04-29,0.0,55.94405594405595,30.76923076923077,12.237762237762238,1.048951048951049,0.0,0.0,0.0
2024-04-30,0.0,55.94405594405595,30.76923076923077,12.237762237762238,1.048951048951049,0.0,0.0,0.0
2024-05-03,0.0,55.749128919860624,30.66202090592334,12.195121951219512,1.3937282229965158,0.0,0.0,0.0
2024-05-06,0.0,56.73758865248227,31.20567375886525,10.638297872340425,1.4184397163120568,0.0,0.0,0.0
2024-05-07,0.0,71.75925925925925,20.37037037037037,6.944444444444445,0.9259259259259258,0.0,0.0,0.0
2024-05-10,0.0,71.42857142857143,20.276497695852534,6.912442396313365,1.3824884792626728,0.0,0.0,0.0
2024-05-13,0.0,71.42857142857143,20.276497695852534,6.912442396313365,1.3824884792626728,0.0,0.0,0.0
2024-05-14,41.58004158004158,33.264033264033266,18.295218295218298,6.237006237006238,0.6237006237006237,0.0,0.0,0.0
2024-05-16,41.58004158004158,33.264033264033266,18.295218295218298,6.237006237006238,0.6237006237006237,0.0,0.0,0.0
2024-05-17,40.73319755600815,32.586558044806516,19.95926680244399,6.109979633401222,0.6109979633401221,0.0,0.0,0.0
2024-05-20,40.16064257028113,32.1285140562249,19.67871485943775,6.024096385542169,2.0080321285140563,0.0,0.0,0.0
2024-05-21,40.16064257028113,32.1285140562249,19.67871485943775,6.024096385542169,2.0080321285140563,0.0,0.0,0.0
2024-07-24,40.16064257028113,32.1285140562249,19.67871485943775,6.024096385542169,2.0080321285140563,0.0,0.0,0.0
