date,MERRILL LYNCH FAR EAST LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,EAST ASIA SECURITIES CO LTD,UBS SECURITIES HONG KONG LTD,CGS INTERNATIONAL SECURITIES HK LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,93.16628701594533,0.0,0.0,6.83371298405467,0.0,0.0,0.0
2024-03-12,88.8382687927107,0.0,0.0,11.161731207289293,0.0,0.0,0.0
2024-03-19,87.27272727272727,0.0,0.0,12.727272727272727,0.0,0.0,0.0
2024-03-27,86.50137741046832,0.0,0.0,13.498622589531681,0.0,0.0,0.0
2024-04-08,46.13970588235294,44.85294117647059,0.0,9.007352941176471,0.0,0.0,0.0
2024-04-09,40.32586558044807,49.69450101832994,0.0,9.979633401221996,0.0,0.0,0.0
2024-04-10,36.46408839779006,44.935543278084715,9.576427255985267,9.023941068139964,0.0,0.0,0.0
2024-04-19,36.34686346863469,45.018450184501845,9.59409594095941,9.040590405904059,0.0,0.0,0.0
2024-04-22,31.952662721893493,48.12623274161736,10.256410256410255,9.664694280078894,0.0,0.0,0.0
2024-04-23,24.50765864332604,53.39168490153173,11.37855579868709,10.722100656455142,0.0,0.0,0.0
2024-05-02,24.50765864332604,53.39168490153173,11.37855579868709,10.722100656455142,0.0,0.0,0.0
2024-05-22,24.50765864332604,53.39168490153173,11.37855579868709,10.722100656455142,0.0,0.0,0.0
2024-05-23,23.841059602649008,53.86313465783664,11.479028697571744,10.816777041942604,0.0,0.0,0.0
2024-05-27,22.47191011235955,54.831460674157306,11.685393258426966,11.01123595505618,0.0,0.0,0.0
2024-05-30,36.69724770642202,44.77064220183487,9.541284403669724,8.990825688073395,0.0,0.0,0.0
2024-06-11,36.11111111111111,45.18518518518518,9.62962962962963,9.074074074074074,0.0,0.0,0.0
2024-06-25,37.93774319066148,42.4124513618677,10.116731517509727,9.53307392996109,0.0,0.0,0.0
2024-06-26,39.0057361376673,41.68260038240918,9.94263862332696,9.369024856596559,0.0,0.0,0.0
2024-06-28,38.65384615384615,41.92307692307693,10.0,9.423076923076923,0.0,0.0,0.0
2024-07-02,37.6953125,42.578125,10.15625,9.5703125,0.0,0.0,0.0
2024-07-05,38.06706114398422,42.01183431952663,10.256410256410255,9.664694280078894,0.0,0.0,0.0
2024-07-08,38.14229249011858,41.89723320158103,10.276679841897234,9.683794466403162,0.0,0.0,0.0
2024-07-16,23.82133995037221,51.1166253101737,12.903225806451612,12.158808933002481,0.0,0.0,0.0
2024-07-17,30.699774266365687,46.50112866817156,11.738148984198645,11.060948081264108,0.0,0.0,0.0
2024-07-18,43.148148148148145,38.148148148148145,9.62962962962963,9.074074074074074,0.0,0.0,0.0
2024-07-19,42.83054003724395,38.361266294227185,9.683426443202979,9.124767225325884,0.0,0.0,0.0
2024-07-22,47.700170357751276,35.09369676320272,8.858603066439523,8.347529812606473,0.0,0.0,0.0
2024-07-23,42.61682242990654,38.504672897196265,9.719626168224298,9.158878504672897,0.0,0.0,0.0
2024-07-24,42.40150093808631,38.649155722326455,9.75609756097561,9.193245778611631,0.0,0.0,0.0
2024-07-25,43.148148148148145,38.148148148148145,9.62962962962963,9.074074074074074,0.0,0.0,0.0
2024-07-29,42.723880597014926,38.43283582089552,9.701492537313433,9.14179104477612,0.0,0.0,0.0
2024-08-01,41.412213740458014,39.31297709923664,9.923664122137405,9.351145038167939,0.0,0.0,0.0
2024-08-06,41.074856046065264,39.53934740882917,9.980806142034549,9.404990403071018,0.0,0.0,0.0
2024-08-08,41.412213740458014,39.31297709923664,9.923664122137405,9.351145038167939,0.0,0.0,0.0
2024-08-09,73.89455782312925,17.517006802721088,4.421768707482993,4.166666666666666,0.0,0.0,0.0
2024-08-12,75.02034174125305,16.761594792514238,4.231082180634662,3.986981285598047,0.0,0.0,0.0
2024-08-14,74.79474548440066,16.912972085385878,4.269293924466338,4.022988505747127,0.0,0.0,0.0
2024-08-15,74.8360655737705,16.885245901639344,4.2622950819672125,4.016393442622951,0.0,0.0,0.0
2024-08-16,78.9437585733882,14.12894375857339,3.5665294924554183,3.3607681755829906,0.0,0.0,0.0
2024-08-19,70.70610687022901,19.65648854961832,4.961832061068702,4.675572519083969,0.0,0.0,0.0
2024-10-15,70.70610687022901,19.65648854961832,4.961832061068702,4.675572519083969,0.0,0.0,0.0
