date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD
2024-03-01,70.31676273988083,14.592623285912135,1.191979533101572,0.0,3.392898203062259,3.4320741518888065,3.096900924314108,2.795564187889291,0.3590439148922322,0.822153059058763
2024-03-04,66.59262425747902,13.489795270513937,1.1180970970935433,5.712661074248017,3.2158905091347787,3.2359287231547587,2.862964090298121,2.639401106479231,0.3502320472437725,0.7824058243548273
2024-03-05,66.66389393692614,13.405066579610311,1.1154663842524328,5.721562650487623,3.2262626439630937,3.2637764987374793,2.8699374555214994,2.5788931228947267,0.36522935334207085,0.7899113742646211
2024-03-06,66.55835374615648,13.31604791116231,1.2137952289707394,5.717638452076304,3.216763289794853,3.2558362517693804,2.8688125191415934,2.711427433711452,0.35290946103666854,0.7884157061802091
2024-03-07,66.52283045656627,13.435212313598418,1.2277175099637518,5.717974815931167,3.223708800668433,3.2189616210468093,2.8743208256131245,2.605336067132986,0.40158231140855866,0.7723552780704894
2024-03-08,66.532218287151,13.463116515504097,1.2302770851451765,5.7188449647531066,3.223741479645485,3.21645432543633,2.8670807836736962,2.574982863669394,0.40114389830332686,0.7721397967183941
2024-03-11,66.47083680690295,13.497079777248508,1.2306118755493434,5.720594770651856,3.2236930211290225,3.2129830091981226,2.866976995653383,2.589840748494313,0.41500777816459045,0.7723752170079077
2024-03-12,66.47853433262465,13.518248487553794,1.2314824472414954,5.722663661970494,3.2193670519612625,3.2005068342864833,2.877753387565978,2.608847763866119,0.37500529302009716,0.7675907399096288
2024-03-13,66.46877668025542,13.576307322273742,1.2283295178720361,5.722335481124452,3.215944507400469,3.1992886375687335,2.8874202477991266,2.554277026431375,0.3793573308754208,0.7679632483992325
2024-03-14,66.52160460099165,13.553674333728955,1.2144045701885398,5.721137449843844,3.2090362028640964,3.1658571716253276,2.874136025180303,2.604300181069518,0.3700501651520376,0.7657992993557189
2024-03-15,66.54644405761594,13.558470444336706,1.2078294639337663,5.714849805502727,3.1987563793345477,3.160759696423813,2.8740328081535966,2.621890736222862,0.3562096171233063,0.7607569913527229
2024-03-18,66.54779097212649,13.617490427308235,1.2260671934021175,5.714753468377111,3.1987770696213653,3.1240584762428716,2.8717655233731145,2.5878304267033143,0.35445682470137047,0.757009618144012
2024-03-19,67.28867519295297,12.911675382846841,1.2307222190480938,5.713194652307452,3.1999046460860763,3.123561824367059,2.833309351491018,2.588957670765191,0.3529880376800937,0.7570110224552155
2024-03-20,67.21941135228998,13.013012166811968,1.2462556568525647,5.707570241604433,3.2078921863074985,3.1164499799812644,2.8368163834540607,2.539398767302336,0.3565347192613654,0.7566585461345308
2024-03-21,67.25700724480352,12.925659153838506,1.2573632697240547,5.718227402117412,3.226101979933111,3.101678025030271,2.8416139086847014,2.548516397844442,0.3645245486052393,0.7593080694187472
2024-03-22,22.77571593178953,4.375490588331233,0.42590046286881156,1.9361021593576606,1.0944192087992066,1.0376097320798243,0.9560495613685231,0.8839623944088915,0.12888731627852004,0.25715121841466987
2024-03-25,22.79109295461812,4.344783405112184,0.4252946045285792,1.9361021593576606,1.092061039062276,1.0366530958503262,0.9564147671401237,0.8936591712340394,0.1286196114305104,0.2570666800416142
2024-03-26,22.56157259620646,4.260386042062761,0.4716779918784622,1.9361021593576606,1.1417307147674103,1.0704917776635614,0.9633805036442502,0.889409539938361,0.16987433748168212,0.2715749301897684
2024-03-27,22.463956615889845,4.3450725263480345,0.47696164019444215,1.9362994155614575,1.1574439185261847,1.0666267114269135,0.9602542182497358,0.8787041076048283,0.18383725876471188,0.28394311960347585
