date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,LUK FOOK SECURITIES (HK) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,HANG SENG BANK LTD,TOTAL_CCASS_PCT
2024-03-01,48.6302385498678,5.021337221091491,0.274566248773543,1.3472822753093832,0.2254270659130175,0.9800584338976219,0.0,0.2769506488458637,0.0,0.0,56.755860443698715
2024-03-04,48.59566227908552,4.960805753150805,0.276099186887043,1.3472822753093832,0.2296852273394062,0.9800584338976219,0.1528455121150228,0.2757583636464748,0.3680352766531737,0.0,57.18623230808445
2024-03-05,48.589573789551615,5.042903105451579,0.27643983980115405,1.3472822753093832,0.229003921511184,0.9800584338976219,0.1528455121150228,0.281719789643419,0.3675242972820071,0.0,57.26735096456298
2024-03-06,48.5538716608882,5.02849348718468,0.2766101662582096,1.3447273784535498,0.22661935111240633,0.955190771167512,0.15380104353910445,0.4089536530639132,0.3738263761930623,0.0,57.32209388786064
2024-03-07,48.556956784004846,5.066376986783603,0.27780245145759846,1.3423428080547724,0.23019620671057284,0.95297652722579,0.15380104353910445,0.4099756118062465,0.3837053107022841,0.0,57.37413373028482
2024-03-08,48.55235796966434,5.04248018485871,0.2801870218563761,1.3423428080547724,0.23155881836701722,0.9528062007687345,0.15294941125382672,0.4101459382633021,0.39545783623911684,0.0,57.3602861893262
2024-03-11,48.52090463447218,5.0391698901658355,0.28734073305270913,1.3420021551406611,0.2346246945940171,0.957064362195123,0.15459544613481152,0.40537679746574673,0.4550720962085586,0.0,57.39615080942965
2024-03-12,48.51272896453352,5.047132141053812,0.3030107671018195,1.34166150222655,0.24058612059096127,0.9492293451705679,0.15459544613481152,0.40537679746574673,0.47670355625461325,0.0,57.4310246405324
2024-03-13,48.50238572010237,5.091848627130433,0.3050546845864861,1.3408098699412723,0.2431410174467945,0.9459931424865126,0.153526817943245,0.4062284297510244,0.4864121643067794,0.0,57.475400473694904
2024-03-14,48.51090204295514,5.08518886265956,0.31731818949448554,1.3406395434842167,0.2399048147627391,0.942756939802457,0.15318616502913393,0.40793169432157994,0.4874341230491127,0.0,57.48526237555842
2024-03-15,48.508858125470475,5.0768874917955875,0.3231092890343742,1.3406395434842167,0.239564161848628,0.9410536752319016,0.15318616502913393,0.4091239795209688,0.48947804053377925,0.0,57.48190047194907
2024-03-18,48.51941836580792,5.08864001733242,0.3251532065190407,1.3406395434842167,0.239564161848628,0.9395207371184017,0.1528455121150228,0.40810202077863544,0.4864121643067794,0.0,57.500295729311055
2024-03-19,48.46866653205199,5.116354516465757,0.3317959383442071,1.3389362789136612,0.2845303465112926,0.9403723694036794,0.15284006166839703,0.40827234723569106,0.4864121643067794,0.0,57.52818055490145
2024-03-20,48.4705401230796,5.07809919421108,0.34746597239331756,1.3392769318277724,0.3005410334745141,0.9400317164895684,0.15284006166839703,0.4019702683246358,0.48879673470555707,0.0,57.51956203617444
2024-03-21,48.47011430693696,5.074862991527025,0.3478066253074286,1.3389362789136612,0.29883776890395863,0.9396910635754572,0.15284006166839703,0.4302444601958567,0.4889670611626126,0.0,57.542300618191355
2024-03-22,48.49821817235112,5.052379899195693,0.35325707193320616,1.3392769318277724,0.3238757580911242,0.9422459604312905,0.15284006166839703,0.44352992384618944,0.49084065219022366,0.0,57.59646443153502
2024-03-25,48.5434670989325,5.055649315538875,0.35547131587492825,1.3389362789136612,0.33034816345923496,0.942075633974235,0.15913192099202897,0.45085396149957796,0.4923735903037236,0.0,57.66830727948877
2024-03-26,48.56196455216873,5.023849366006603,0.36211404770009464,1.3406395434842167,0.3380128540267346,0.9441195514589015,0.15913192099202897,0.409805285349191,0.4915219580184459,0.0,57.63115907920495
2024-03-27,48.56162389925463,5.039025453330253,0.3673941678688166,1.3389362789136612,0.3662870458979555,0.9437788985447902,0.15930224744908453,0.41474475260380184,0.49084065219022366,0.0,57.68193339605321
2024-03-28,48.61680967134062,5.0156055654851155,0.37131167638109425,1.3392769318277724,0.36764965755439993,0.9388394312901794,0.16270877659019548,0.4167886700884684,0.4913516315613903,0.0,57.72034201211924
2024-04-02,48.64593549549712,5.026676785193725,0.3673941678688166,1.3392769318277724,0.3696935750390665,0.9390097577472349,0.15862094162086235,0.4234314019136348,0.4933955490460568,0.0,57.76343460575429
2024-04-03,48.632820358303846,5.03612053560517,0.3701193911817054,1.3392769318277724,0.383830670974677,0.9415646546030683,0.15828028870675123,0.4304147866529122,0.4933955490460568,0.0,57.78582316690196
2024-04-05,48.630009971762426,5.053856118598993,0.3573449069025393,1.3389362789136612,0.3914953615421766,0.9298121290662354,0.15776930933558458,0.4275192368829679,0.4864121643067794,0.0,57.77315547731136
2024-04-08,48.63951657263652,5.081278678184937,0.36058110958659473,1.476900709128655,0.3954128700544542,0.9212958062134581,0.16832954967302857,0.41423377323263516,0.4864121643067794,0.0,57.94396123301707
2024-04-09,48.6139676040782,5.112107766911991,0.36058110958659473,1.476900709128655,0.3954128700544542,0.9177189506152915,0.17258771109941726,0.40588777683691335,0.4864121643067794,0.0,57.94157666261829
2024-04-10,48.574519996624126,5.13256176016042,0.36773482078292774,1.4774116884998216,0.42845620272323043,0.8906370439434594,0.16236812367608439,0.40554712392280223,0.4864121643067794,0.0,57.92564892463965
2024-04-11,48.562692527446195,5.123721817039238,0.3624547006142057,1.4796259324415437,0.41091257764650907,0.8739450511520157,0.16373073533252877,0.4108272440915242,0.4876044495061682,0.0,57.87551503526992
2024-04-12,48.542277198303516,5.131496879150909,0.3592184979301503,1.480307238269766,0.4080170278765648,0.8569124054464609,0.16287910304725103,0.4087833266068577,0.4864121643067794,0.0,57.83630384093825
2024-04-15,48.53188728442313,5.146832903017733,0.35615262170315043,1.4809885440979882,0.43595056683367456,0.796616839648797,0.168159223215973,0.4234314019136348,0.49049999927611254,0.0,57.830519384130184
2024-04-16,48.49867362529729,5.160693729439999,0.39566835974003756,1.4854170319814324,0.4628621470484512,0.7852049670260753,0.16781857030186192,0.3369055617294165,0.4865824907638349,0.0,57.7798264833284
2024-04-17,48.45558103166224,5.162567320467611,0.4007781534517039,1.4866093171808212,0.4940318886896164,0.7862269257684086,0.1635604088754732,0.35768538949019335,0.4864121643067794,0.0,57.793452599892845
