date,STANDARD CHARTERED BANK (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,FOUNDER SECURITIES (HONG KONG) LTD,CHINA SKY SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,1.4025836117983372,0.0,0.0,0.0,1.4025836117983372
2024-03-05,0.0,0.0,0.0,0.0,0.0,1.4025836117983372,0.0,0.7207390602789419,0.7135951709149435,2.836917842992223
2024-03-08,0.0,0.0,0.0,0.0,0.0,1.4025836117983372,0.0,0.7199452947940532,0.7135951709149435,2.8361240775073338
2024-03-11,0.0,0.0,0.0,0.0,0.0,1.4025836117983372,0.0,0.7199452947940532,0.803290670707367,2.9258195772997575
2024-03-18,0.0,0.0,0.0,0.0,0.0,1.4025836117983372,0.0,0.7199452947940532,0.805671967162033,2.9282008737544234
2024-03-20,0.0,0.0,0.0,0.0,0.0,1.4025836117983372,0.0,0.7199452947940532,0.8080532636166992,2.9305821702090897
2024-03-22,0.0,0.0,0.0,0.0,0.0,1.4009960808285598,0.0,0.7199452947940532,0.8080532636166992,2.928994639239312
2024-04-03,0.0,0.0,0.0,0.0,0.0,1.4002023153436711,0.0,0.7199452947940532,0.8080532636166992,2.9282008737544234
2024-04-08,0.0,0.0,5.644466363043564,0.0,0.0,1.4002023153436711,0.0,0.7199452947940532,0.8080532636166992,8.572667236797987
2024-04-12,0.0,0.0,5.644466363043564,0.0,0.0,1.4002023153436711,1.4306630658262751,0.7199452947940532,0.8128158565260314,10.008092895533593
2024-04-15,0.0,0.0,5.644466363043564,0.0,0.0,1.4002023153436711,1.4259004729169429,0.7199452947940532,0.8191659804051409,10.00968042650337
2024-04-16,0.0,0.0,5.644466363043564,0.0,0.0,1.4002023153436711,1.4259004729169429,0.7024824541265017,0.8477415378611343,10.020793143291813
2024-04-18,0.0,7.218503319577859,5.644466363043564,0.0,0.0,1.4002023153436711,1.4259004729169429,0.7024824541265017,0.8485353033460229,17.240090228354564
2024-04-30,0.0,7.208184368274308,5.644466363043564,0.0,0.0,1.4002023153436711,1.4259004729169429,0.7024824541265017,0.9040988872882322,17.285334860993217
2024-05-07,0.0,7.207390602789418,5.644466363043564,0.0,0.0,1.4002023153436711,1.4243129419471656,0.7064512815509452,0.9040988872882322,17.286922391962996
2024-05-08,0.0,7.205803071819641,5.644466363043564,0.0,0.0,1.4002023153436711,1.4155815216133898,0.7143889363998323,0.9040988872882322,17.28454109550833
2024-05-09,0.0,7.205803071819641,5.644466363043564,0.0,0.0,1.4002023153436711,1.4155815216133898,0.7342330735220498,0.9040988872882322,17.304385232630548
2024-05-14,0.0,7.205009306334752,5.644466363043564,0.0,0.0,1.4002023153436711,1.4155815216133898,0.7350268390069384,0.9048926527731208,17.305178998115437
2024-05-17,0.0,7.204215540849863,5.644466363043564,0.0,0.0,1.4002023153436711,1.412406459673835,0.7350268390069384,0.9048926527731208,17.301210170690993
2024-05-22,0.0,7.202628009880087,5.644466363043564,0.0,0.0,1.4002023153436711,1.4052625703098367,0.7389956664313819,0.9048926527731208,17.29644757778166
2024-05-24,0.0,7.201834244395197,5.644466363043564,0.0,0.0,1.4002023153436711,1.4052625703098367,0.7389956664313819,0.9048926527731208,17.29565381229677
2024-06-07,0.0,7.201834244395197,5.644466363043564,0.0,0.0,1.4002023153436711,1.4052625703098367,0.7382019009464933,0.9048926527731208,17.294860046811884
2024-06-13,0.0,7.200246713425421,5.644466363043564,0.0,0.0,1.4002023153436711,1.4044688048249478,0.7382019009464933,0.9048926527731208,17.29247875035722
2024-06-25,0.0,7.197865416970754,5.644466363043564,0.0,0.0,1.4002023153436711,1.3957373844911722,0.7501083832198239,0.9048926527731208,17.293272515842105
2024-06-27,0.0,7.197865416970754,5.644466363043564,0.0,0.0,1.4002023153436711,1.3957373844911722,0.7509021487047125,0.9048926527731208,17.294066281326995
2024-06-28,0.0,7.197865416970754,5.644466363043564,0.0,0.0,1.4002023153436711,1.3957373844911722,0.7516959141896012,0.9048926527731208,17.294860046811884
2024-07-04,0.0,7.193102824061421,5.644466363043564,0.0,0.0,1.4009960808285598,1.3957373844911722,0.7532834451593786,0.9048926527731208,17.29247875035722
2024-07-11,0.0,7.189133996636979,5.644466363043564,0.0,0.0,1.4208402179507775,1.3957373844911722,0.7532834451593786,0.9048926527731208,17.308354060054988
2024-07-25,0.0,7.189133996636979,5.644466363043564,0.0,0.0,1.4208402179507775,1.4155815216133898,0.7532834451593786,0.9048926527731208,17.32819819717721
2024-08-06,0.0,7.176433748878759,5.644466363043564,0.0,0.0,1.4700536780138769,1.4155815216133898,0.781859002615372,0.8413914139820245,17.329785728146984
2024-08-28,0.0,7.176433748878759,5.644466363043564,0.0,0.0,1.4700536780138769,1.3997062119156156,0.797734312313146,0.8413914139820245,17.329785728146984
2024-08-29,0.0,7.176433748878759,5.644466363043564,0.0,0.0,1.4700536780138769,1.3965311499760609,0.797734312313146,0.8413914139820245,17.326610666207433
2024-09-13,0.0,7.176433748878759,5.644466363043564,0.0,0.0,1.4660848505894335,1.3925623225516175,0.7969405468282573,0.8413914139820245,17.317879245873655
2024-10-02,12.431955024326859,7.173258686939205,5.644466363043564,0.0,0.0,1.4613222576801013,1.3925623225516175,0.7969405468282573,0.8413914139820245,29.741896615351628
2024-10-03,12.431955024326859,7.173258686939205,5.644466363043564,0.0,0.0,1.4613222576801013,1.39097479158184,0.7969405468282573,0.8413914139820245,29.74030908438185
2024-10-04,12.43116125884197,7.169289859514761,5.644466363043564,0.0,0.0,1.4716412089836544,1.39097479158184,0.7969405468282573,0.8413914139820245,29.745865442776072
2024-10-08,12.408142059780197,7.15738337724143,5.644466363043564,0.0,0.0,1.491485346105872,1.3743057163991772,0.8231348078295845,0.8453602414064681,29.744277911806293
2024-10-09,12.408142059780197,7.1486519569076545,5.644466363043564,2.4765483128527515,0.0,1.491485346105872,1.3743057163991772,0.8485353033460229,0.8453602414064681,32.237495299841704
2024-10-15,12.408142059780197,7.146270660452989,5.644466363043564,2.4765483128527515,0.0,1.491485346105872,1.3743057163991772,0.8469477723762455,0.8453602414064681,32.23352647241726
2024-10-22,12.408142059780197,7.137539240119213,5.644466363043564,2.4289223837594296,0.0,1.5113294832280895,1.3743057163991772,0.8588542546495761,0.8453602414064681,32.20891974238572
2024-10-25,12.408142059780197,7.134364178179658,5.644466363043564,2.4289223837594296,0.0,1.5192671380769767,1.3743057163991772,0.8588542546495761,0.8366288210726925,32.20495091496127
2024-10-28,12.408142059780197,7.134364178179658,5.644466363043564,2.4289223837594296,0.0,1.5192671380769767,1.3679555925200675,0.8588542546495761,0.8366288210726925,32.19860079108216
2024-10-29,12.408142059780197,7.129601585270326,5.644466363043564,2.4289223837594296,0.0,1.5391112751991942,1.3679555925200675,0.8588542546495761,0.8167846839504748,32.19383819817283
2024-10-31,12.408142059780197,7.125632757845882,5.644466363043564,2.4289223837594296,0.0,1.5391112751991942,1.3679555925200675,0.8588542546495761,0.8167846839504748,32.18986937074838
2024-11-14,12.408142059780197,7.124045226876105,5.644466363043564,2.4289223837594296,0.0,1.5391112751991942,1.3679555925200675,0.8628230820740195,0.8167846839504748,32.19225066720305
2024-11-20,12.408142059780197,7.1192826339667725,5.644466363043564,2.4289223837594296,0.0,1.5549865848969682,1.3679555925200675,0.8659981440135744,0.8167846839504748,32.20653844593105
2024-11-22,12.408142059780197,7.108963682663219,5.644466363043564,2.409078246637212,0.0,1.5391112751991942,1.3679555925200675,0.8596480201344647,0.8167846839504748,32.154149923928394
2024-11-27,12.408142059780197,7.101819793299222,5.644466363043564,2.372565034332332,1.691514248297825,1.5391112751991942,1.3679555925200675,0.8596480201344647,0.8167846839504748,33.80200707055734
2024-11-28,12.408142059780197,7.101819793299222,5.644466363043564,2.372565034332332,1.689132951843159,1.5391112751991942,1.3679555925200675,0.8604417856193534,0.8167846839504748,33.80041953958756
2024-11-29,12.408142059780197,7.101026027814332,5.644466363043564,2.372565034332332,1.689132951843159,1.5391112751991942,1.3679555925200675,0.8604417856193534,0.8167846839504748,33.79962577410268
2024-12-05,12.408142059780197,7.101026027814332,5.644466363043564,2.372565034332332,1.689132951843159,1.5391112751991942,1.3679555925200675,0.8755233298322389,0.803290670707367,33.80121330507245
2024-12-09,12.408142059780197,7.101026027814332,5.644466363043564,2.372565034332332,1.689132951843159,1.5391112751991942,1.3679555925200675,0.8763170953171275,0.803290670707367,33.80200707055734
2024-12-10,12.408142059780197,7.101026027814332,5.644466363043564,2.347164538815893,1.689132951843159,1.5391112751991942,1.3679555925200675,0.8763170953171275,0.789796657464259,33.76311256179779
2024-12-12,12.408142059780197,7.101026027814332,5.644466363043564,2.347164538815893,1.689132951843159,1.5391112751991942,1.3679555925200675,0.8755233298322389,0.789796657464259,33.762318796312904
2024-12-16,12.408142059780197,7.101026027814332,5.644466363043564,2.347164538815893,1.689132951843159,1.5359362132596392,1.3679555925200675,0.8786983917717937,0.789796657464259,33.762318796312904
2024-12-19,12.408142059780197,7.101026027814332,5.644466363043564,2.347164538815893,1.689132951843159,1.5359362132596392,1.3679555925200675,0.8794921572566823,0.789796657464259,33.76311256179779
2025-01-06,12.408142059780197,7.101026027814332,5.644466363043564,2.347164538815893,1.689132951843159,1.5359362132596392,1.3679555925200675,0.8802859227415711,0.789796657464259,33.76390632728268
2025-01-08,12.408142059780197,7.101026027814332,5.644466363043564,2.347164538815893,1.689132951843159,1.5359362132596392,1.3679555925200675,0.8874298121055694,0.789796657464259,33.77105021664668
