date,BNP PARIBAS,CMB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,DBS BANK LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,70.81318822383055,0.0,15.267686935670566,3.6804804232456085,6.133190643464874,0.0,0.0,2.909016081733636,1.1964376920547648,0.0
2024-03-04,69.1758323874102,0.0,15.098664001847355,3.602578965124379,5.920794029130266,0.0,2.2318233568106476,2.8015895867300444,1.1687176729471047,0.0
2024-03-05,68.73559430049755,0.0,15.054521797375891,3.569856508749187,5.827908310185062,0.0,2.2175106094183765,2.8151477543075654,1.1612226528888512,0.61823806657752
2024-03-06,65.574078769076,0.0,14.36289756103183,3.410902677377502,5.517390329979424,4.629748900000181,2.115727469453843,2.6914703415642705,1.1079228457506236,0.5898611057663306
2024-03-07,65.5415659856939,0.0,14.40670266226858,3.4205205911291614,5.421296542694711,4.6266335607358124,2.1151614360422255,2.7707894883641506,1.1076264364270019,0.5897032966444574
2024-03-08,65.57205646684457,0.0,14.413002407597878,3.4173472059584564,5.426714766730857,4.625456631376987,2.116101665566181,2.731236627475743,1.1081187974635147,0.589965430985804
2024-03-11,65.55536291785772,0.0,14.418712693026425,3.39246031896078,5.434937169710666,4.625875286958794,2.1163886494282522,2.757948442906172,1.1082690795682477,0.5900454415829451
2024-03-12,65.52593622047887,0.0,14.483833819051153,3.3846775166042766,5.412929981862847,4.623651651317348,2.1153713117483353,2.75610134927578,1.1077363400383713,0.5897618096230269
2024-03-13,65.46777242032006,0.0,14.555177476288522,3.379914813197521,5.412250172979074,4.619422521812646,2.113436438643142,2.756289016655274,1.1065147697071096,0.58922237039665
2024-03-14,65.43409782156573,0.0,14.581426691487628,3.3871308931311948,5.422585814347318,4.617046433637535,2.112349352257994,2.7504980882444423,1.1059456127080536,0.5889192926201099
2024-03-15,65.4672589621539,0.0,14.59556458569858,3.3846750179461615,5.372201400825107,4.619378941397217,2.1134165001253855,2.751887625522448,1.1065043306591305,0.5891126356720585
2024-03-18,65.45980851559574,0.0,14.586320083818533,3.4438736393691465,5.368627436157954,4.61690542552982,2.112665997033017,2.7167840729306505,1.1061113958439488,0.5889034337211895
2024-03-19,65.45413774458645,0.0,14.581467078103685,3.454250655632523,5.368906340474703,4.616993283402486,2.112325035442863,2.716345613174631,1.106765858147578,0.5888083910350808
2024-03-20,65.41592568074206,0.0,14.571809756938581,3.454731538877848,5.422799086574767,4.614297887080821,2.111091862080632,2.7147598131691506,1.1061197292840772,0.5884646452520694
2024-03-21,65.40466573264581,0.0,14.579595089010919,3.4592915728806193,5.422443598615542,4.613995399875792,2.110953470868676,2.7145818489092988,1.106047218346655,0.588426068846697
2024-03-22,65.39979016936155,0.0,14.577271609045194,3.4675931172620604,5.422082515710246,4.613688151891795,2.110812901548157,2.7144010837094688,1.1059735661756858,0.5883868852958445
2024-03-25,65.41822353844461,0.0,14.610642839151453,3.4771835826409143,5.499782633106242,4.613087865543879,2.1108238828521566,2.580568556712959,1.1007769147056927,0.5889101868420934
2024-03-26,65.42499416765486,0.0,14.628667025272032,3.4912998239324984,5.518960062170663,4.61513555772402,2.111999031730636,2.5183165385538295,1.1013897449694021,0.5892380479920521
2024-03-27,65.41573600147515,0.0,14.624780855725927,3.4859023920100043,5.4040781879048385,4.614467793357563,2.1116934464064903,2.652958147241411,1.1012303847911207,0.589152791087485
2024-03-28,65.4037851933144,0.0,14.71175647468273,3.4465783370751386,5.5088143290418214,4.613800973691268,2.1113882934002697,2.5173801513137604,1.0974285926829568,0.5890676547976369
2024-04-02,65.37360016756864,0.0,14.758762553118327,3.4411660263801247,5.501114286468732,4.612956658681904,2.1104306411068534,2.5162383552344494,1.096930837243122,0.5888004741978591
2024-04-03,65.29474688989792,0.0,15.01510296226242,3.428648012828524,5.3856204326964185,4.558657225934187,2.1079789749447606,2.5104058459283,1.1002284899789323,0.5986111655285289
2024-04-05,65.26162702321436,0.0,15.292527354859681,3.209290318012223,5.36930728235593,4.561859979938132,2.105859969644984,2.5047836209859216,1.0967350278150578,0.5980094231737251
2024-04-08,65.19942569697956,0.0,15.368236649626516,3.1910864488869075,5.331483486002096,4.642200046606523,2.1046708536873333,2.4691093385783276,1.0961157344424273,0.5976717451903019
2024-04-09,65.19885627904432,0.0,15.369129551339308,3.1912718524970183,5.332830756001325,4.641328501437118,2.1047931360449628,2.4692527949818013,1.0948306584568674,0.5977064701972844
2024-04-10,65.18201369490002,0.0,15.405287198173559,3.173254106963978,5.332411883935071,4.640469204939187,2.104403454217849,2.4699366848826694,1.0946279612872212,0.5975958107004459
2024-04-11,65.2271026567542,0.0,15.422858595265001,3.1710569784454976,5.338154826341092,4.625833861739896,2.1057686717421866,2.4142420362788664,1.0953380937821968,0.599644279651066
2024-04-12,65.26188874974808,0.0,15.405204386789395,3.168743079647507,5.280980478722337,4.623247397625355,2.1065765780839225,2.4588688794434885,1.0957583349056337,0.5987321150342748
