date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,30.74848293518611,33.39728712888876,12.964166792899778,5.786026948560352,3.589998577866322,2.804830557810178,1.59847335318116,3.199822895684777,3.1854606727097794,2.7254501372127797
2024-03-04,30.73593052115657,33.34559906880118,12.705529002959217,5.7756485343377655,3.986379756088495,2.78266876984374,1.5872332407062812,3.191248525521144,3.1769247881186837,2.7128377924669222
2024-03-05,31.28522063898731,34.088078667031986,12.126094891675303,5.469055361912077,3.29954611904952,2.8512072102807444,1.6285017604570258,3.2519942978195977,3.2445750692865247,2.7557259834999135
2024-03-06,30.797212168059122,33.105045925767186,11.955439409736513,5.343934971131102,5.570781912318535,2.7713277769673192,1.5737407346207792,3.162390425539881,3.1425694255154566,2.577557250344103
2024-03-07,31.290258573814917,33.38263014962042,12.06713305818143,5.4249277061926335,4.515312793170866,2.7955204839375063,1.5883149619597678,3.1948078731692737,3.1735005637941778,2.567593836159008
2024-03-08,31.284057475110817,33.49367079547173,12.15723325060222,5.442474617017049,4.26978317690864,2.8084503393243,1.5959772227519364,3.2093872183004137,3.154977350161247,2.583988554351649
2024-03-11,31.156846751419536,32.94927228558608,12.47457604142556,5.5448107798837185,4.685642827760457,2.776211306261623,1.573651832815498,3.172545712081503,3.112116278181379,2.5543261845846397
2024-03-12,31.326694088424844,33.174328506367196,12.557656517236937,5.598524510518482,4.073793107454062,2.7940470711467307,1.5699300775751903,3.1929277266926808,3.1407207420534093,2.5713776525304706
2024-03-13,31.386030694212952,33.12790941039862,12.320426952351712,5.635861095050076,4.460219731398397,2.766024478410857,1.546804841649253,3.1117322685693316,3.09787633719644,2.547114190762357
2024-03-14,32.62042621468208,33.90467918734756,11.39074261014484,5.719838149273937,3.6312354847322847,2.768491475385455,1.625912518802793,3.1187432358358773,2.6701785131020195,2.549752610693147
2024-03-15,32.98363964660743,33.96581435672031,11.212354020142284,5.560632898899414,3.5212856485320763,2.7605187673679628,1.6846033670250276,3.103501586916838,2.666204653758483,2.541445054030182
2024-03-18,32.982422713189244,33.9612308024228,11.216343341778646,5.558431792622658,3.399866605605105,2.762802785040393,1.7676341256241674,3.105458324532437,2.7018562097039918,2.5439532994805605
2024-03-19,33.413097694267165,33.83204133157257,11.037657141358965,5.5801582089590145,3.4953264860216846,2.7581580990723364,1.6296212582033287,3.100542569360575,2.612114167620192,2.541283043564171
2024-03-20,33.7597111372858,33.75574643681593,11.06292205807004,5.357152069810405,3.4556311256572707,2.7482568125473206,1.6345738260193377,3.0919469395497794,2.604331443493528,2.5297281507505978
2024-03-21,33.59004194121963,33.872338256932935,11.035173141060678,5.407387809963422,3.4176477539168943,2.747537997435565,1.724169525357467,3.0858719828996573,2.595613868374352,2.5242177228393987
2024-03-22,33.5883689545675,34.03946689332395,11.002461708811829,5.46028831621677,3.191145203915477,2.752595850250696,1.7472910674084403,3.090945057616903,2.5998809744514517,2.527555973436986
2024-03-25,33.553806657942125,33.949137436797606,11.029372236325358,5.556209437049735,3.1889033409518146,2.7495551634344513,1.7465577733427642,3.0941184714636276,2.6048962349337694,2.52744324775875
2024-03-26,33.57753511058186,34.15573367481159,10.781548974482796,5.58572849072305,3.1716897657115264,2.7507567856428454,1.7518918784152275,3.0922224925074624,2.60330003605193,2.5295927910717064
2024-03-27,33.531791701946894,34.40313964687793,10.683659918412515,5.608244074897065,3.04689024869114,2.752714810936037,1.7430381455966222,3.094119193368363,2.604535813439692,2.5318664458337357
2024-03-28,33.52775414652109,34.49261006533206,10.539553912548758,5.574842129199187,3.104304251094247,2.7614831024402027,1.7430349819943605,3.100213871549146,2.6208873160506836,2.5353162232702697
2024-04-02,33.41240570509574,34.54408387916248,10.532097929754269,5.577501746066565,3.1834717812843736,2.7611880246233147,1.740588094382831,3.0998825987123517,2.616899818698945,2.5318804222191296
2024-04-03,33.17392658376364,34.4890587671074,10.632508048237193,5.542542143679925,3.4380444839635023,2.7562550797605456,1.739649266258083,3.0950651779337344,2.60583386681797,2.52711658247801
