date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,DBS BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS VICKERS (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,CGS INTERNATIONAL SECURITIES HK LTD
2024-03-01,0.0,66.7081730817509,0.0,3.241015032686302,20.737726318749182,0.0,0.0,7.920779651145275,1.3923059156683368,0.0
2024-03-04,0.0,48.57286076546559,26.48279471604647,2.305463820251224,15.088348469658547,0.0,0.0,5.4625302235065165,2.088002005071652,0.0
2024-03-05,0.0,48.55885475025063,26.481688978003188,2.305463820251224,15.092034263136167,0.0,0.0,5.471744707200566,2.090213481158224,0.0
2024-03-06,0.0,48.55795098581168,26.47798046803022,2.3290952644186476,15.089920766537682,0.0,0.0,5.079970517781463,2.465081997420306,0.0
2024-03-07,0.0,42.34375284709693,23.089463992336334,2.0310295684161788,13.158789908726753,0.0,12.800059311205244,4.105925519124891,2.470978853093671,0.0
2024-03-08,0.0,42.34375284709693,23.097176762849305,2.0310295684161788,13.164574486611484,0.0,12.79748838770092,4.097248652297797,2.468729295027387,0.0
2024-03-11,20.674643352760317,33.550121592658826,18.29164458534413,1.6084593969748289,10.425590975850534,0.0,10.134879755062174,3.1160083270350185,2.198652014314169,0.0
2024-03-12,20.69091498798679,33.57652665953446,18.306040720905294,1.609725308271948,10.433796264352248,0.0,10.142856244118104,3.039757387906893,2.2003824269242656,0.0
2024-03-13,20.637299811598893,33.49511069393802,18.25860533185724,1.618510331829676,10.074979123350685,0.0,10.116573644874851,2.902572562599272,2.896348499951363,0.0
2024-03-14,20.618966420350983,33.463578189313836,18.242385082200254,1.6254484926871444,11.106681428365148,0.0,10.107586466105682,3.3550891474992217,1.4802647734777366,0.0
2024-03-15,20.624209452389394,33.46043002846143,18.23983880562758,1.645270410965099,11.105131155054186,0.0,10.106175646713975,3.5746500653476643,1.2442944354406726,0.0
2024-03-18,20.59222709459789,33.475970474484996,18.247479768698366,1.6865818135499673,11.109783273856126,0.0,10.11040928691915,2.701247509448273,2.0763007784452254,0.0
2024-03-19,20.59222709459789,33.77048122320063,18.22209091105047,1.6865818135499673,10.81044864218739,0.0,10.11040928691915,2.640568139669793,2.167192888824706,0.0
2024-03-20,20.585223781360344,33.76077266738809,18.215893669251077,1.6860082155274327,10.808041073931651,0.0,10.079306344291812,2.477236668320865,2.3875175799287307,0.0
2024-03-21,20.585223781360344,33.76889433875598,18.215893669251077,1.6986983270397573,10.798142786952038,0.0,10.079306344291812,1.9866369572544,2.8672037950945968,0.0
2024-03-22,20.585223781360344,33.73869187335664,18.215893669251077,1.6986983270397573,10.798142786952038,0.0,10.079306344291812,1.952373656171124,2.931669561577205,0.0
2024-03-25,20.57796418220765,33.67985670914249,18.209469639682517,1.6988604010939383,10.794842131951066,0.0,10.07575176919591,2.3748779546654433,2.5883772120609856,0.0
2024-03-26,20.47407352283777,33.561315449481235,18.117536648114864,1.7314298594078448,10.740342898841709,0.0,10.024882961879488,1.9511717594828601,3.3992468999542265,0.0
2024-03-27,20.47438362599418,33.565610308482164,18.11781105883702,1.7587191334631542,10.740758009208701,0.0,10.025034800146827,2.1256343423749806,3.1920487214929794,0.0
2024-03-28,20.673530592284852,33.90560015142564,18.294036491265384,1.7827076188473234,10.845484390641147,0.0,9.151664908471064,2.2602458979308895,3.0867299491336984,0.0
2024-04-02,20.673794070481875,33.912404624627825,18.29426964349497,1.7827303389428166,10.831603429826353,0.0,9.151781543806239,2.5052280721045856,2.848188276715332,0.0
2024-04-03,20.724474509507797,34.20640987678622,18.45287270981022,1.79818580689423,10.925508546049022,0.0,9.231123361948244,2.541602201037019,2.119822987967247,0.0
2024-04-05,20.57661579326254,34.31247884855604,18.541026544566222,1.8103684536628257,10.98382385125285,0.0,9.280394823679961,2.3641540635960934,2.1311376214234725,0.0
2024-04-08,20.965268362163318,34.96294559300785,18.891230760313046,1.8708986689519862,11.191287090059147,0.0,9.455683574992396,2.143079661964638,0.5196062885476167,0.0
2024-04-09,20.965599650275475,35.027231829208695,18.891529274983444,1.8709282324413423,11.191990657368175,0.0,9.45583299142278,2.126785042381765,0.4701023219183272,0.0
2024-04-10,20.812409349702857,34.950727515092424,18.992065467078334,1.8808848641906608,11.251551749870274,0.0,9.50615466883731,1.994071558931864,0.6121348262962849,0.0
2024-04-11,20.720445930890143,34.964956390171494,18.964599792666892,1.8834524190453208,11.235544522512425,0.0,9.492407193635538,2.2473732858077975,0.49122046527038266,0.0
2024-04-12,20.662485888244838,34.8827059094274,18.911551271587747,1.8781839521941548,11.204116017458041,0.0,9.465854660568212,2.3681621772296455,0.6269401232899634,0.0
2024-04-15,20.670714880595114,34.863629867074,18.919082940893535,1.8894818238521338,11.190115868437523,0.0,9.469624509269472,2.105358550935184,0.8919915589430369,0.0
2024-04-16,20.667934819112645,34.86896199042111,18.916538461224036,1.8926559490353667,11.188610878876691,0.0,9.46835091333901,2.1050753954542025,0.8918715925369388,0.0
2024-04-17,20.541662952489347,34.640988471866315,18.80096684546002,1.90913737944475,11.120253455023631,0.0,9.410503510870615,2.3784276702047475,1.1980597146405754,0.0
2024-04-18,21.00535769864024,34.53312926288528,18.746966574225503,1.9049606780729618,11.089620520281377,0.0,9.298798061022353,2.3713349859370307,1.049832218935257,0.0
2024-04-19,21.024974209050292,34.568518202719574,18.76447401543342,1.8319245459499283,11.099976909327477,0.0,9.307482034491505,2.1114349525396037,1.2912151304881971,0.0
2024-04-22,21.475966625036563,34.39352486101478,18.701609500684597,1.7426191644255824,11.062789900432152,0.0,9.360771885389575,2.1656292772742516,1.097088785742497,0.0
2024-04-23,21.458399810125478,34.370601834864964,18.686312041977672,1.7229586216143467,11.054261812654067,0.0,9.353115003163664,2.424359602669174,0.9299912729306347,0.0
2024-04-24,20.91827052405571,32.64331741938279,18.215958964776274,1.679590037821757,10.776015037790648,0.0,9.981861494159133,3.040606488941459,2.74438003307223,0.0
2024-04-25,21.379703477067793,33.359757751852726,18.61778203745322,1.716639859417214,11.013721517151462,0.0,10.202049861094663,3.0238452800333007,0.6865002159296237,0.0
2024-04-26,21.033496491727462,33.027469466386826,18.564202853538372,1.7129936247082262,11.235907948862366,0.0,10.457369297797097,3.5327420266021514,0.43581829037749703,0.0
2024-04-29,21.079102468109216,33.17533344760761,18.60445477252947,1.7167078310847677,11.222662970985562,0.0,10.460591492085209,3.3572933251966726,0.3838536924014891,0.0
2024-04-30,21.072270822026177,33.28047808105903,18.598425149078178,1.7153736238540853,10.436010587505873,0.0,10.457201259555086,4.056511189844179,0.3837292870773951,0.0
2024-05-02,21.061335213828354,33.27696737113279,18.587629835431375,1.7042720323932437,10.42995308496948,0.0,10.451131457055157,3.511028417654289,0.9776825875353062,0.0
2024-05-03,20.929977982645223,33.00736269758317,18.47170083260937,1.6794796301549977,10.364902614773646,0.0,10.405262142899097,4.211445815910749,0.9298682834237497,0.0
2024-05-06,20.89841275233051,32.583090065775224,18.210825723042667,1.7826969585011656,10.218519499879118,0.0,10.258309031964833,4.109063175992683,1.9390827925138001,0.0
2024-05-07,21.06990432376107,32.92853234586045,18.360263058657754,1.8055163053556544,10.302372277958288,0.0,10.342488321414255,4.860483680259597,0.3304396867329387,0.0
2024-05-08,21.032610363387132,32.91331737116477,18.3279878405508,1.8041309616646573,10.259222268551218,0.0,10.324307423609259,4.994256598524037,0.3441671725481225,0.0
2024-05-09,19.2606736816126,30.146314953965337,16.783907795483128,1.6591575611689464,9.394912420650984,0.0,9.45451433935872,4.0627249066925675,9.237794341067715,0.0
2024-05-10,19.26282457974559,30.18546036886638,16.783947066689844,1.7078295550070983,9.394934402989795,0.0,9.922499073843493,5.058090889898061,7.684414062959736,0.0
2024-05-13,19.273377067014096,30.386942946137236,16.793141584710984,1.7321760802051605,9.400081100207826,0.0,9.964455859206742,5.091998355521333,7.3578270069966205,0.0
2024-05-14,19.402268223250406,30.769116266334184,17.002513234652294,1.7537723111469405,9.499264228636351,0.0,10.562746164248232,5.2412880430107744,5.7690315287208245,0.0
2024-05-16,19.40236020141527,30.959359719084116,17.002593836566845,1.7789057428126105,9.482717201843132,0.0,10.562796237878642,5.497304655587137,5.313962404812247,0.0
2024-05-17,19.53189736528789,31.181565359487806,17.116109293511425,1.8253810864797075,9.25730683942614,0.0,10.633317280319622,5.167498758084679,5.28692401740273,0.0
