date,VICTORY SECURITIES CO LTD,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL
2024-11-29,95.23809523809523,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05,95.23809523809523,4.647619047619048,0.0,0.0,0.0,0.09523809523809523,0.0,0.01904761904761905
2024-12-12,95.23809523809523,4.3999999999999995,0.0,0.13333333333333333,0.0,0.09523809523809523,0.1142857142857143,0.01904761904761905
2024-12-13,95.23809523809523,3.3523809523809525,0.9523809523809524,0.2285714285714286,0.0,0.09523809523809523,0.1142857142857143,0.01904761904761905
2024-12-18,95.23809523809523,3.257142857142857,0.9523809523809524,0.3238095238095238,0.0,0.09523809523809523,0.1142857142857143,0.01904761904761905
2024-12-19,95.23809523809523,3.1619047619047618,0.9523809523809524,0.41904761904761906,0.0,0.09523809523809523,0.1142857142857143,0.01904761904761905
2025-01-03,95.23809523809523,2.819047619047619,0.9523809523809524,0.6666666666666667,0.0,0.09523809523809523,0.20952380952380953,0.01904761904761905
2025-01-06,95.14747859181732,2.8163653663177928,0.9514747859181731,0.7611798287345386,0.0,0.09514747859181732,0.20932445290199808,0.019029495718363463
2025-01-09,95.14747859181732,2.530922930542341,0.9514747859181731,1.0466222645099905,0.0,0.09514747859181732,0.20932445290199808,0.019029495718363463
2025-01-15,95.14747859181732,1.9790675547098002,1.5033301617507135,1.0466222645099905,0.0,0.09514747859181732,0.20932445290199808,0.019029495718363463
2025-02-18,95.14747859181732,1.598477640342531,1.5033301617507135,1.4272121788772598,0.0,0.09514747859181732,0.20932445290199808,0.019029495718363463
2025-03-04,95.14747859181732,1.2559467174119887,1.5033301617507135,1.6175071360608944,0.0,0.09514747859181732,0.36156041864890576,0.019029495718363463
2025-03-06,95.29971455756422,1.1037107516650808,1.5033301617507135,1.6175071360608944,0.0,0.09514747859181732,0.36156041864890576,0.019029495718363463
2025-03-07,95.49000951474787,0.9134157944814463,1.5033301617507135,1.6175071360608944,0.0,0.09514747859181732,0.36156041864890576,0.019029495718363463
2025-03-10,95.71836346336822,0.6850618458610847,1.5033301617507135,1.6175071360608944,0.0,0.09514747859181732,0.36156041864890576,0.019029495718363463
2025-03-13,95.71836346336822,0.5899143672692674,1.5033301617507135,1.7126546146527115,0.0,0.09514747859181732,0.36156041864890576,0.019029495718363463
2025-03-24,95.71836346336822,1.446241674595623,0.5518553758325404,1.8078020932445291,0.0,0.09514747859181732,0.36156041864890576,0.019029495718363463
2025-04-08,95.71836346336822,1.2559467174119887,0.5518553758325404,1.9980970504281639,0.0,0.09514747859181732,0.36156041864890576,0.019029495718363463
2025-04-09,96.00380589914367,0.285442435775452,0.5518553758325404,2.283539486203616,0.0,0.09514747859181732,0.7611798287345386,0.019029495718363463
2025-04-10,95.73055028462998,0.2846299810246679,0.5502846299810247,2.447817836812144,0.0,0.09487666034155598,0.8728652751423149,0.018975332068311195
2025-04-11,96.2624584717608,0.24916943521594684,0.48172757475083056,2.142857142857143,0.0,0.08305647840531562,0.7641196013289037,0.016611295681063124
2025-04-14,96.00333055786844,1.1656952539550374,0.4829308909242298,1.482098251457119,0.09991673605328892,0.08326394671107411,0.6661115736885929,0.016652789342214824
2025-04-25,96.00333055786844,2.4646128226477932,0.4829308909242298,0.5995004163197336,0.09991673605328892,0.08326394671107411,0.2497918401332223,0.016652789342214824
2025-04-28,96.00333055786844,2.6477935054121566,0.4829308909242298,0.4163197335553705,0.09991673605328892,0.08326394671107411,0.2497918401332223,0.016652789342214824
2025-04-29,96.00333055786844,2.7310574521232307,0.4829308909242298,0.4163197335553705,0.09991673605328892,0.08326394671107411,0.16652789342214822,0.016652789342214824
2025-04-30,96.00333055786844,2.8143213988343048,0.4829308909242298,0.4163197335553705,0.09991673605328892,0.08326394671107411,0.08326394671107411,0.016652789342214824
2025-05-02,96.00333055786844,2.897585345545379,0.4829308909242298,0.33305578684429643,0.09991673605328892,0.08326394671107411,0.08326394671107411,0.016652789342214824
