date,KINGKEY SECURITIES GROUP LTD,SUNHIGH FINANCIAL HOLDINGS LTD,MONMONKEY GROUP SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,ABCI SECURITIES CO LTD,WATON SECURITIES INTERNATIONAL LIMITED,MIB SECURITIES (HONG KONG) LTD,YUEN META (INTERNATIONAL) SECURITIES LTD,XIN YONGAN INTERNATIONAL SECURITIES
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,57.89867936779645,5.050934393216762,37.050386238986796,0.0,0.0,0.0,0.0
2024-03-15,0.0,17.465665181250113,0.0,43.00666068102317,4.7421716418414155,34.785502495885304,0.0,0.0,0.0,0.0
2024-03-18,0.0,17.231042328906817,0.0,43.842173732086444,4.879858430301081,34.04692550870566,0.0,0.0,0.0,0.0
2024-03-19,0.0,17.55222266444992,0.0,44.62410855407241,4.712606198398536,33.111062583079146,0.0,0.0,0.0,0.0
2024-03-20,0.0,17.70954023465997,0.0,44.69525864256835,4.68414047470653,32.91106064806515,0.0,0.0,0.0,0.0
2024-03-21,0.0,17.697888878705843,0.0,44.731644410858664,4.68105871271346,32.88940799772204,0.0,0.0,0.0,0.0
2024-03-22,0.0,3.1380016415235255,0.0,52.61584204245011,5.512810291219724,38.733346024806636,0.0,0.0,0.0,0.0
2024-03-25,79.20802740771926,0.6494583405188015,0.0,10.985082695610679,1.1409619982200672,8.016469557931186,0.0,0.0,0.0,0.0
2024-03-26,78.86970537606065,0.646684302679039,0.0,11.421179290939563,1.0802022981786912,7.982228732142052,0.0,0.0,0.0,0.0
2024-03-27,79.40858739981337,0.33760886559594927,0.0,11.169644628728156,1.0473913139798139,8.036767791882719,0.0,0.0,0.0,0.0
2024-03-28,79.45968510295283,0.337826109576183,0.0,11.11248422231416,1.0480652875661107,8.041939277590716,0.0,0.0,0.0,0.0
2024-04-02,78.56245601718464,0.3669603187983496,0.0,11.257814856846334,1.0772906501865835,8.735478156984087,0.0,0.0,0.0,0.0
2024-04-03,78.13117494852368,0.3702159439631275,0.0,11.598782666510658,1.0868482354917528,8.812978205510785,0.0,0.0,0.0,0.0
2024-04-05,77.65952501247149,0.36798108282849396,0.0,12.132429172271587,1.0802873217322215,8.759777410696204,0.0,0.0,0.0,0.0
2024-04-08,79.82768554377829,0.3782546720621153,0.0,9.679272279799088,1.1104476444109244,9.004339859949587,0.0,0.0,0.0,0.0
2024-04-09,79.50012181842858,0.3767025475245243,0.0,10.049892996744465,1.1058910502327106,8.967391587069717,0.0,0.0,0.0,0.0
2024-04-10,79.4716102393495,0.376567448555776,0.0,10.082152313212593,1.105494438260171,8.964175560621962,0.0,0.0,0.0,0.0
2024-04-11,72.56938513279493,0.34386201714568065,0.0,17.8916483579246,1.0094806360491053,8.18562385608569,0.0,0.0,0.0,0.0
2024-04-12,72.56225616028867,0.3438282372967582,0.0,17.89971440644244,1.0093814680640545,8.184819727908087,0.0,0.0,0.0,0.0
2024-04-15,72.8060276405894,0.34498332153490374,0.0,17.623900102818173,1.0127724653631816,8.212316469694333,0.0,0.0,0.0,0.0
2024-04-16,72.9858769996786,0.3458355178610211,0.0,17.420410237337364,1.015274270291998,8.232602974831012,0.0,0.0,0.0,0.0
2024-04-17,73.30773197550849,0.3473605921194666,0.0,17.056248663075245,1.0197514525792915,8.268907316717499,0.0,0.0,0.0,0.0
2024-04-18,77.71023915663416,0.3682213861999181,0.0,12.075048848950468,1.0809927837726168,8.765497824442845,0.0,0.0,0.0,0.0
2024-04-19,78.12118043307186,0.37016858605541797,0.0,11.610090922570816,1.0867092062055483,8.811850852096356,0.0,0.0,0.0,0.0
2024-04-22,77.99744242031473,0.3695822671471565,0.0,11.750093821098389,1.0849879414105807,8.797893550029155,0.0,0.0,0.0,0.0
2024-04-23,76.24630139111117,0.3612846787700934,3.199950011963684,10.531465590180545,1.0606285926750598,8.600369735299447,0.0,0.0,0.0,0.0
2024-04-24,71.86929770011658,0.3405447301611127,9.93255462969912,8.75120496077022,0.9997420292586952,8.106655949994282,0.0,0.0,0.0,0.0
2024-04-25,71.92178180821354,0.34079342031117105,9.939808092409153,8.684568555854451,1.0004721124849376,8.11257601072675,0.0,0.0,0.0,0.0
2024-04-26,71.88678388970362,0.34062758653935804,9.93497127406461,8.729003634463908,0.9999852719119726,8.108628343316534,0.0,0.0,0.0,0.0
2024-04-29,71.8809542144769,0.3405999632671049,9.93416559529056,8.73640527684711,0.9999041778770009,8.107970772241323,0.0,0.0,0.0,0.0
