date,CHINA SECURITIES DEPOSITORY AND CLEARING,HAITONG INTERNATIONAL SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,FORTUNE ORIGIN SECURITIES LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIC SECURITIES BROKERAGE (HK) LTD
2024-11-15,93.28182444353455,6.225666748713388,0.013201267011911108,0.0,0.4371650345098256,0.005585151428116239,0.01434368434948034,0.0008885468181094017,0.0,0.021325123634625638
2024-11-19,93.17337098149778,6.246195022500819,0.019018151900438908,0.0,0.47050907801685865,0.006592959325485488,0.06212596287476711,0.0005071507173450376,0.0,0.02168069316650036
2024-11-20,93.19263053558944,6.305059657247172,0.03563470230065881,0.0,0.40555081123667924,0.015217666462914793,0.021304733048080712,0.003043533292582959,0.0,0.021558360822462624
2024-11-21,93.26026149827258,6.23146126630887,0.038579398915705686,0.0,0.4162514093536666,0.00989866156389817,0.018420393923074607,0.0022843065147457316,0.0,0.022843065147457316
2024-11-22,93.22240397920947,6.232356772627134,0.03818317501650249,0.0,0.418365817954901,0.009133516947469033,0.054312712236928705,0.0024102336389154396,0.0,0.022833792368672584
2024-11-25,93.20620562325979,6.233176321636312,0.03957169625293579,0.0,0.4340203351844432,0.009005097544738593,0.05316178360390396,0.0020293177565608098,0.0,0.02282982476130911
2024-11-26,93.22642488121983,6.238207423301916,0.043259216889940895,0.0,0.441091780429104,0.01052936950693576,0.016891392166849352,0.002029757977240628,0.0,0.021566178508181676
2024-11-27,93.22902682618236,6.240791936236621,0.05543931201868973,0.0,0.4239775303580344,0.008626712167667966,0.018287361161313784,0.002283541456147403,0.0,0.021566780419169915
2024-11-28,93.23387629300842,6.23680298122202,0.05633028588178313,0.0,0.4266638545505331,0.006089760635868446,0.01638526221088354,0.0022836602384506675,0.0,0.02156790225203408
2024-11-29,93.21353556872145,6.238486521327676,0.057840104380078895,0.0,0.44585080459644144,0.006342116708341984,0.014098525442644231,0.0022831620150031142,0.0,0.021563196808362745
2024-12-02,93.20372316114845,6.2501322192134445,0.057580357701357616,0.0,0.4445355809322874,0.005073159268842081,0.014097041318294933,0.0032975535247473527,0.0,0.021560926892578845
2024-12-03,93.1924946274107,6.255466304635528,0.05529077418142008,0.0,0.45069589779992436,0.008876959157567445,0.012319951173681105,0.0032971562585250515,0.0,0.021558329382663794
2024-12-04,93.18008728997312,6.254506675928583,0.05325466385326504,0.0,0.46610510553476736,0.008875777308877507,0.012191514117836748,0.0034235141048527527,0.0,0.021555459178702517
2024-12-05,93.18185956447608,6.251582454394882,0.052114483677591555,0.0,0.4685231561768876,0.008875946125137247,0.012064946768668702,0.0034235792196957954,0.0,0.0215558691610476
2024-12-06,93.16425796172837,6.265107493012273,0.05400626868255587,0.0,0.4714772611042846,0.008620718944633331,0.012696544151544531,0.002281955014755882,0.0,0.021551797361583327
2024-12-09,93.16732890338862,6.260496388230749,0.056923976394070715,0.0,0.47149280224843876,0.0073532085319735,0.01257018320595125,0.0022820302340607417,0.0,0.021552507766129225
2024-12-10,93.1590614447022,6.259940845897879,0.06515885856486321,0.0,0.47474693643076404,0.006972251402855014,0.01028724002439426,0.002281827731843459,0.0,0.02155059524518822
2024-12-11,93.17158131069874,6.246708972028792,0.0661818973695764,0.0,0.47506430927931564,0.006973188420166096,0.008893984866811847,0.0030428458560724783,0.0,0.021553491480513387
