date,YUANTA SECURITIES (HONG KONG) CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA CONSTRUCTION BANK (ASIA),CMB WING LUNG BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CGS INTERNATIONAL SECURITIES HK LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-09-19,54.16219311430821,45.75191468040941,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-09-23,54.24808531959058,45.66602247512705,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-09-25,54.33397752487296,45.58013026984467,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-09-26,54.40555436260826,45.50855343210937,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-09-27,54.491446567890634,45.422661226826996,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-09-30,54.577338773173004,45.336769021544626,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-10-02,54.684704029775965,45.229403764941665,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-10-03,54.770596235058335,45.143511559659295,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-10-07,55.03543053467897,44.87867726003865,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-10-08,55.12132273996136,44.79278505475628,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-10-09,55.20721494524372,44.70689284947391,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-10-10,55.29310715052609,44.62100064419154,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.0
2024-10-14,55.37899935580845,44.527950755135635,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.007157683773530885
2024-10-15,55.37899935580845,44.527950755135635,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.007157683773530885
2024-10-16,55.40763009090258,44.499320020041516,0.0,0.007157683773530885,0.0,0.07157683773530886,0.0,0.007157683773530885,0.0,0.007157683773530885
2024-10-17,55.43229315774406,44.47466361294017,0.0,0.007157171485828799,0.0,0.071571714858288,0.0,0.007157171485828799,0.0,0.007157171485828799
2024-10-18,55.43945032922989,44.46750644145433,0.0,0.007157171485828799,0.0,0.071571714858288,0.0,0.007157171485828799,0.0,0.007157171485828799
2024-10-21,55.446607500715714,44.45319209848268,0.0,0.007157171485828799,0.007157171485828799,0.071571714858288,0.0,0.007157171485828799,0.0,0.007157171485828799
2024-10-22,55.453764672201544,44.44603492699685,0.0,0.007157171485828799,0.007157171485828799,0.071571714858288,0.0,0.007157171485828799,0.0,0.007157171485828799
2024-10-29,55.46092184368737,44.43887775551102,0.0,0.007157171485828799,0.007157171485828799,0.071571714858288,0.0,0.007157171485828799,0.0,0.007157171485828799
2024-10-30,55.46092184368737,44.174062410535356,0.2648153449756656,0.007157171485828799,0.007157171485828799,0.071571714858288,0.0,0.007157171485828799,0.0,0.007157171485828799
2024-11-07,55.53249355854566,44.10249069567706,0.2648153449756656,0.007157171485828799,0.007157171485828799,0.071571714858288,0.0,0.007157171485828799,0.0,0.007157171485828799
2024-11-08,55.449221539780034,44.18654477931724,0.2642479645764891,0.007141836880445651,0.007141836880445651,0.07141836880445651,0.0,0.007141836880445651,0.0,0.007141836880445651
2024-11-12,55.513498071704035,44.12226824739323,0.2642479645764891,0.007141836880445651,0.007141836880445651,0.07141836880445651,0.0,0.007141836880445651,0.0,0.007141836880445651
2024-11-14,55.57777460362805,44.05799171546922,0.2642479645764891,0.007141836880445651,0.007141836880445651,0.07141836880445651,0.0,0.007141836880445651,0.0,0.007141836880445651
2024-11-15,55.626205615489035,44.00943059226977,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-11-18,55.66192755590483,43.97370865185397,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-11-19,55.69764949632064,43.937986711438164,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-11-20,55.726227048653286,43.90940915910552,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-11-21,55.75480460098593,43.88083160677288,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-11-25,55.819104093734374,43.81653211402443,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-11-26,55.8691148103165,43.76652139744231,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-11-28,55.890547974565976,43.745088233192824,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-12-02,55.99771379581339,43.63792241194542,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.0,0.007144388083160678,0.0,0.007144388083160678
2024-12-04,55.99771379581339,43.56647853111381,0.26434235907694503,0.007144388083160678,0.007144388083160678,0.07144388083160677,0.07144388083160677,0.007144388083160678,0.0,0.007144388083160678
2024-12-10,56.06981901423565,43.479504971743324,0.26468273839330425,0.021460762572430073,0.007153587524143358,0.07153587524143358,0.07153587524143358,0.007153587524143358,0.0,0.007153587524143358
2024-12-12,56.0778421692781,43.4714173284682,0.2647206124347142,0.0214638334406525,0.007154611146884166,0.07154611146884167,0.07154611146884167,0.007154611146884166,0.0,0.007154611146884166
2024-12-13,56.10924429827697,43.440337456209335,0.264531350539787,0.021448487881604347,0.007149495960534782,0.07149495960534782,0.07149495960534782,0.007149495960534782,0.0,0.007149495960534782
2024-12-17,56.13119908532228,43.41860797484636,0.26439902815492355,0.021437759039588396,0.007145919679862798,0.07145919679862799,0.07145919679862799,0.007145919679862798,0.0,0.007145919679862798
2024-12-23,56.13119908532228,43.39002429612691,0.26439902815492355,0.05002143775903959,0.007145919679862798,0.07145919679862799,0.07145919679862799,0.007145919679862798,0.0,0.007145919679862798
2024-12-27,56.25267971987995,43.26854366156924,0.26439902815492355,0.05002143775903959,0.007145919679862798,0.07145919679862799,0.07145919679862799,0.007145919679862798,0.0,0.007145919679862798
2025-01-02,56.37416035443762,43.147063027011576,0.26439902815492355,0.05002143775903959,0.007145919679862798,0.07145919679862799,0.07145919679862799,0.007145919679862798,0.0,0.007145919679862798
2025-01-06,56.40274403315707,43.147063027011576,0.26439902815492355,0.021437759039588396,0.007145919679862798,0.07145919679862799,0.07145919679862799,0.007145919679862798,0.0,0.007145919679862798
2025-01-07,56.49564098899529,43.05416607117336,0.26439902815492355,0.021437759039588396,0.007145919679862798,0.07145919679862799,0.07145919679862799,0.007145919679862798,0.0,0.007145919679862798
2025-01-13,56.62426754323281,42.92553951693583,0.26439902815492355,0.021437759039588396,0.007145919679862798,0.07145919679862799,0.07145919679862799,0.007145919679862798,0.0,0.007145919679862798
2025-01-14,52.881152460984396,46.698679471788715,0.246765372815793,0.020008003201280513,0.0066693344004268365,0.06669334400426837,0.06669334400426837,0.0066693344004268365,0.0,0.0066693344004268365
2025-01-15,52.94117647058824,46.63865546218487,0.246765372815793,0.020008003201280513,0.0066693344004268365,0.06669334400426837,0.06669334400426837,0.0066693344004268365,0.0,0.0066693344004268365
2025-01-24,50.39349072962518,49.186341203147926,0.246765372815793,0.020008003201280513,0.0066693344004268365,0.06669334400426837,0.06669334400426837,0.0066693344004268365,0.0,0.0066693344004268365
2025-01-27,47.85247432306256,51.72735760971056,0.246765372815793,0.020008003201280513,0.0066693344004268365,0.06669334400426837,0.06669334400426837,0.0066693344004268365,0.0,0.0066693344004268365
2025-02-03,45.28478057889823,54.29505135387488,0.246765372815793,0.020008003201280513,0.0066693344004268365,0.06669334400426837,0.06669334400426837,0.0066693344004268365,0.0,0.0066693344004268365
2025-02-06,45.28478057889823,54.2750433506736,0.246765372815793,0.020008003201280513,0.0066693344004268365,0.06669334400426837,0.06669334400426837,0.0066693344004268365,0.020008003201280513,0.0066693344004268365
2025-02-13,45.269684645643046,54.290286019067935,0.24668311220748051,0.020001333422228148,0.006667111140742716,0.06667111140742715,0.06667111140742715,0.006667111140742716,0.020001333422228148,0.006667111140742716
2025-02-17,45.26063191574457,54.27942940941208,0.24663378216237836,0.01999733368884149,0.0066657778962804955,0.06665777896280496,0.06665777896280496,0.0066657778962804955,0.01999733368884149,0.026663111585121982
2025-02-20,45.26063191574457,54.212771630449275,0.24663378216237836,0.01999733368884149,0.07332355685908545,0.06665777896280496,0.06665777896280496,0.0066657778962804955,0.01999733368884149,0.026663111585121982
2025-02-21,45.266666666666666,54.20666666666667,0.24666666666666665,0.02,0.07333333333333333,0.06666666666666667,0.06666666666666667,0.006666666666666667,0.02,0.02666666666666667
2025-02-25,45.269684645643046,54.20361357423828,0.24668311220748051,0.020001333422228148,0.07333822254816988,0.06667111140742715,0.06667111140742715,0.006667111140742716,0.020001333422228148,0.026668444562970864
2025-03-11,45.27270302707028,54.133884517935726,0.24669955994132553,0.08667822376316843,0.07334311241498867,0.06667555674089878,0.06667555674089878,0.006667555674089879,0.020002667022269636,0.026670222696359516
2025-03-12,45.27270302707028,54.133884517935726,0.24669955994132553,0.0933457794372583,0.07334311241498867,0.06667555674089878,0.06667555674089878,0.006667555674089879,0.020002667022269636,0.020002667022269636
2025-03-18,45.27270302707028,54.10054673956528,0.24669955994132553,0.12668355780770768,0.07334311241498867,0.06667555674089878,0.06667555674089878,0.006667555674089879,0.020002667022269636,0.020002667022269636
2025-03-19,45.28176058686228,54.11137045681894,0.24674891630543516,0.10670223407802601,0.07335778592864288,0.06668889629876625,0.06668889629876625,0.006668889629876626,0.02000666888962988,0.02000666888962988
2025-03-28,54.09803267755918,45.29509836612204,0.24674891630543516,0.10670223407802601,0.07335778592864288,0.06668889629876625,0.06668889629876625,0.006668889629876626,0.02000666888962988,0.02000666888962988
2025-04-01,54.090818163632726,45.25571781022871,0.2467160098686404,0.12669200506768022,0.07334800293392012,0.0666800026672001,0.0666800026672001,0.03334000133360005,0.020004000800160033,0.020004000800160033
2025-04-22,54.08721162821709,45.239365248699826,0.24669955994132553,0.14668622482997734,0.07334311241498867,0.06667555674089878,0.06667555674089878,0.03333777837044939,0.020002667022269636,0.020002667022269636
2025-04-24,54.08721162821709,45.232697693025735,0.24669955994132553,0.14668622482997734,0.07334311241498867,0.06667555674089878,0.06667555674089878,0.04000533404453927,0.020002667022269636,0.020002667022269636
2025-05-02,54.09803267755918,45.20173391130376,0.24674891630543516,0.14671557185728576,0.07335778592864288,0.06668889629876625,0.06668889629876625,0.04001333777925976,0.04001333777925976,0.02000666888962988
