date,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,EVERBRIGHT SECURITIES INVESTMENT,BRIGHT SMART SECURITIES INTERNATIONAL
2024-04-30,0.0,20.98371663589055,0.0,0.0,78.33920877399139,0.0,0.0,0.6770745901180684,0.0,0.0
2024-05-03,3.9066909136514707,8.276936583201085,2.793387712181216,0.4240006560192175,82.97871314112614,0.0,0.6830317735190125,0.7587634037750047,0.0,0.17847581652686062
2024-05-06,7.401811915211791,6.899412587126082,9.642891894521748,0.803019517266456,72.95442556961636,0.0,1.058572284559799,0.8777904672160112,0.0,0.3620757644817502
2024-05-07,11.421218124248893,6.465420263292194,11.165498735121906,1.1968325916007705,67.20590898365262,0.0,1.1375671537773486,0.9762334619247001,0.027437702696028667,0.403882983685542
2024-05-08,13.19375102696007,7.533147111240315,15.216072399105125,1.6115373434280873,58.82553686312676,0.0,1.8788629498085117,0.9764020374887824,0.03159877143976642,0.733091497402581
2024-05-09,14.296892394796274,7.8017748656127734,22.31559527974808,1.6730812048729287,50.2865867234963,0.0,1.9739813607303032,0.9077896879671745,0.03180762746906708,0.7124908553071027
2024-05-10,15.715384719204243,8.271361667094057,23.67227673329464,1.8314820563346066,46.44095933488994,0.0,2.3065606737478572,0.9629789588760072,0.03374137907764566,0.7652544774810036
2024-05-13,16.76118682824836,9.069040509639658,17.53739432039887,2.0586980692712737,50.298944777382296,0.0,2.397152507290057,1.027950462577708,0.034964301448221366,0.8146682237435579
2024-05-14,19.794974514306187,10.560685263894996,20.420310388066508,2.644649632778022,41.60763430879216,0.0,2.7936554464474734,1.198560424707281,0.040711970947937534,0.9388180500594395
2024-05-16,21.97725860114804,11.855142407955833,22.458045409674234,3.265876933201711,34.616650213886146,0.0,3.25673649957954,1.3975723008299514,0.04570216811085518,1.1270154656136888
