date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CHINA GALAXY INTERNATIONAL SECURITIES,SOOCHOW SECURITIES INTERNATIONAL,CHINA MERCHANTS BANK CO LTD,DBS BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-11,95.00746623804937,0.0,0.0,0.0,0.0,0.0,4.992533761950624,0.0,0.0
2024-03-15,85.13569116049342,0.0,10.387145308011421,0.0,0.0,0.0,4.477163531495157,0.0,0.0
2024-03-19,85.13820932187639,0.0,10.384494720143671,0.0,0.0,0.0,4.477295957979944,0.0,0.0
2024-04-05,62.03943329007377,27.1333792151231,7.567086183429231,0.0,0.0,0.0,3.260101311373905,0.0,0.0
2024-04-08,59.880187932890564,26.18901818556611,7.303718276237387,0.0,0.0,0.0,3.1466354357651203,3.4804401695408242,0.0
2024-04-09,59.87947611240922,26.189895607137704,7.303631453927062,0.0,0.0,0.0,3.1465980304124024,3.4803987961136142,0.0
2024-04-11,59.8875755899831,26.182594463914512,7.302589747186658,0.0,0.0,0.0,3.14614923553573,3.4810909633800016,0.0
2024-04-12,58.212546021618174,25.451433957104847,7.098339472706986,0.0,0.0,0.0,3.058152803152307,3.38372635584019,2.7958013895774965
2024-04-17,58.212063233949266,25.451728008005315,7.098421482746862,0.0,0.0,0.0,3.0581881352513567,3.383765449424604,2.795833690622597
2024-04-18,58.215236328957275,25.447988676524425,7.0963567617612435,0.0,0.0,0.0,3.0606048989227435,3.3838827355980055,2.7959305982363016
2024-04-19,58.2145637288103,25.44769465863489,7.097430140622829,0.0,0.0,0.0,3.0605695376765354,3.3838436393034805,2.7958982949519733
2024-04-22,58.20985596292253,25.427152332340853,7.096856177041097,0.0,0.0,0.0,3.060322031830168,3.3835699905352983,2.8222435053300554
2024-04-23,58.190699309354876,25.429169104556422,7.096774189821739,0.0,0.0,0.0,3.0776155937514145,3.3835309014671098,2.8222109010484435
2024-04-24,58.18732982870127,18.441082042464927,7.096363257428429,6.992405019686214,0.0,0.0,3.077437387159546,3.3833349811216142,2.822047483437995
2024-04-26,58.17876035265969,18.45053673571302,7.0964452351532135,6.992485796477577,0.0,0.0,3.077472937948875,3.3822188581037818,2.8220800839438507
2024-05-03,58.18014702644773,18.443538975152723,7.106191303045685,6.990709138068536,0.0,0.0,3.0766910102720884,3.381359500251601,2.8213630467616437
2024-05-06,58.196950145191806,18.448865688667553,7.079362465754924,6.992728138049731,0.0,0.0,3.077579595245257,3.382336077109912,2.8221778899808156
2024-05-08,58.196950145191806,18.448865688667553,7.077051970563297,6.992728138049731,0.0,0.0,3.079890090436883,3.382336077109912,2.8221778899808156
2024-05-10,58.2147242317279,18.439492729624234,7.072301808716477,6.98917547765613,0.0,0.0,3.0840986534918806,3.3829270002566405,2.8172800985267332
2024-05-13,58.211466764612155,18.437363839733106,7.080721511022784,6.988368558222939,0.0,0.0,3.083742585863398,3.3813819047151132,2.8169548358305097
2024-05-16,58.24750700561344,18.416949682233145,7.075983249580448,6.983692097323761,0.0,0.0,3.0816790138714842,3.379119159107059,2.815069792270663
2024-05-17,58.2484704261487,18.416524719165118,7.075819974358276,6.983530951679609,0.0,0.0,3.0839153617871427,3.3790411874087116,2.8126973794524397
2024-05-20,58.27080757776935,18.436009060265842,7.072229824860503,6.979987628046487,0.0,0.0,3.052368923976128,3.3773267199595827,2.8112702651221113
2024-05-21,58.289565831223946,18.42772164058265,7.069050691217043,6.976849959440011,0.0,0.0,3.0509968123538007,3.3758085321650304,2.810006533017523
2024-05-22,58.290237698732106,18.427934045448655,7.069132171760007,6.976930377242583,0.0,0.0,3.0510319792931404,3.374694805311454,2.810038922212061
2024-05-23,58.30061143798923,18.427934045448655,7.062216345588583,6.976930377242583,0.0,0.0,3.0510319792931404,3.372389529920979,2.8088862845168237
2024-05-24,58.29686961362097,18.435498849970827,7.05981112816671,6.979794459257338,0.0,0.0,3.046518896393802,3.3714676992805184,2.8100393533098296
2024-05-28,58.30167789243432,18.433373277676555,7.058997147538415,6.978989704374215,0.0,0.0,3.046167639494661,3.3710789765022007,2.8097153619796345
2024-05-30,58.30408161607702,18.432310675324164,7.058590227607836,6.9785873965184875,0.0,0.0,3.045992041417698,3.370884648725262,2.8095533943295354
2024-06-03,58.31483871128435,18.42187394426078,7.055280039920698,6.979874944953456,0.0,0.0,3.0465540265391873,3.371506576489052,2.8100717565524738
2024-06-04,58.32156391171468,18.412465888599826,7.056093695131088,6.980679904017406,0.0,0.0,3.046905372558538,3.371895397893349,2.8103958300851124
2024-06-11,58.319447364979084,18.41543917174784,7.0572331277633875,6.981807158674435,0.0,0.0,3.0473973931522296,3.367826125055258,2.810849658627764
2024-06-12,58.30868644209873,18.412041212238815,7.061697101794985,6.980518897351762,0.0,0.0,3.04683509687174,3.3695111653503624,2.8207100842935993
2024-06-17,58.307439199342994,18.410554999233998,7.065739634097147,6.979955432505795,0.0,0.0,3.04658915749477,3.3692391796831527,2.820482397642143
2024-06-20,58.30917392016865,18.4067344101552,7.071190728951045,6.978506940513182,0.0,0.0,3.0459569242316658,3.368539989549324,2.819897086430947
2024-06-24,58.305812886964894,18.402214921710534,7.070783134309718,6.978104688312323,0.0,0.0,3.045781350446766,3.3683458215652515,2.828957196690513
2024-06-26,58.30917392016865,18.40327571569165,7.065426238178462,6.978506940513182,0.0,0.0,3.0459569242316658,3.368539989549324,2.8291202716670765
2024-06-27,58.30484759638538,18.405185453082463,7.076536588906743,6.979231111353322,0.0,0.0,3.0462730080592886,3.368889548338198,2.8190366938746005
2024-06-28,58.30484759638538,18.405185453082463,6.9324093648312655,6.979231111353322,0.0,0.0,3.0462730080592886,3.368889548338198,2.9631639179500775
2024-07-08,58.332423508483686,18.364287171441934,6.935688123273401,6.982532014649951,0.0,0.0,3.047713776025603,3.370482901307697,2.9668725048177267
2024-07-09,58.41530797509276,18.247135888360702,6.9466982359559575,6.992453485537078,0.0,0.0,3.0520442686660503,3.37527201618905,2.9710881301984062
2024-07-11,58.40518750474164,18.24397456636905,6.945494718316966,6.991242040786807,0.0,0.0,3.057290511454037,3.3746872492580717,2.9821234090734228
2024-07-18,58.40535615051156,18.24402724609269,6.94522602217272,6.991262228092884,0.0,0.0,3.057299339421794,3.3746969937132074,2.9821320199951535
2024-07-29,58.408729270447616,18.239305543842,6.945627134021014,6.991665998698084,0.0,0.0,3.0574759094837205,3.3748918946342514,2.982304248873318
2024-07-30,58.409235272043006,18.23946355306116,6.944820993197254,6.991726568311461,0.0,0.0,3.057502396752103,3.374921131714125,2.9823300849208874
2024-08-01,58.40900185274336,18.239565918161592,6.944859969524401,6.991765807886149,0.0,0.0,3.0575195563324273,3.374940072739424,2.982346822612639
2024-08-02,58.40495407890241,18.245231958254777,6.944378687160007,6.991281274923054,0.0,0.0,3.0573076686561156,3.3747061876582234,2.9821401444454
2024-08-06,58.40090686604822,18.250897213083405,6.94389747149722,6.990796809112072,0.0,0.0,3.057095810345618,3.3744723349914887,2.9819334949219822
2024-08-08,58.41777395445074,18.22728680328795,6.945902976870251,6.992815859741778,0.0,0.0,3.057978747067925,3.3754469349804364,2.9827947236009242
2024-08-13,58.4381961627883,18.200144548675226,6.94688660536455,6.995260470905245,0.0,0.0,3.0590477826513958,3.3766269539348097,2.9838374756804726
2024-08-15,58.4388715209309,18.19919920466959,6.946966889095785,6.995341313683237,0.0,0.0,3.0590831354337245,3.376665976913916,2.9838719592728444
2024-08-21,58.44193325135757,18.195834636728684,6.946838037687295,6.994048053421892,0.0,0.0,3.0585175889538885,3.3783526487736517,2.9844757830770203
2024-08-22,58.446523724951426,18.19079011675627,6.947222422539662,6.9921090593719954,0.0,0.0,3.057669661207155,3.3808814875525934,2.984803527620897
2024-08-23,58.44584859046689,18.190579989122902,6.947142172951999,6.992028291284439,0.0,0.0,3.0576343410871707,3.3819975658856847,2.9847690492009216
2024-08-26,58.43639834514428,18.199188163898683,6.947173818561114,6.9908977339523295,0.0,0.0,3.057139945072279,3.3826056680261,2.986596325345216
2024-08-27,58.437224957630626,18.192254515077465,6.95953560502422,6.9882342948255,0.0,0.0,3.0559752153829356,3.3813169402217866,2.9854584718374557
2024-08-30,58.43317727327468,18.190994419238667,6.959053549221372,6.987750251193186,0.0,0.0,3.0626900929769305,3.3810827315698297,2.985251682525326
2024-09-02,58.42923409422911,18.191204423089275,6.959133887217648,6.9878309204752505,0.0,0.0,3.065034326934198,3.3822762026332116,2.985286145421301
2024-09-03,58.396522084326755,18.19036443677789,6.961121316830556,6.9875082545218055,0.0,0.0,3.0960611990521225,3.383274409879459,2.9851482986114144
2024-09-12,58.406635647995486,18.19351478550282,6.962326897935915,6.9887184055221665,0.0,0.0,3.0965973989993327,3.383860351643314,2.9683465124009656
2024-09-13,58.40805970665406,18.19323908642715,6.962221392918718,6.983200464652292,0.0,0.0,3.1000141770806637,3.3849636413004363,2.9683015309666803
2024-09-16,58.394980300512856,18.19491966769853,6.962864520776522,6.983845530429719,0.0,0.0,3.1095379321460457,3.3852763237465275,2.968575724689802
2024-09-17,58.43323777723738,18.187779340732725,6.937047624018603,6.981104823601841,0.0,0.0,3.109471861181957,3.383947822150335,2.967410751077159
2024-09-20,58.43399654199789,18.188015511901064,6.935839186980744,6.981195474343287,0.0,0.0,3.10951223816194,3.383991763243735,2.9674492833713377
2024-09-23,58.43428160549563,18.18738573574822,6.935599027403297,6.980953744264203,0.0,0.0,3.110558764747599,3.383874589530499,2.9673465328105513
2024-09-25,58.5035333776236,18.11813396362026,6.935599027403297,6.980953744264203,0.0,0.0,3.110558764747599,3.383874589530499,2.9673465328105513
2024-09-26,58.50150771108302,18.119814941376863,6.93535888445675,6.980712030924774,0.0,0.0,3.111605218861948,3.38375742393147,2.9672437893651766
2024-09-27,58.500134964362175,18.119226424420294,6.93507328584126,6.98068594702754,0.0,0.0,3.1115935921410056,3.383744780295618,2.969541005912104
2024-09-30,58.50359742013978,18.119226424420294,6.93507328584126,6.98068594702754,0.0,0.0,3.1115935921410056,3.383744780295618,2.9660785501344993
2024-10-02,58.52437793139135,18.09796675393057,6.931793145453757,6.977384232833102,0.0,0.0,3.1262723598645423,3.3821443418492767,2.960061234677403
2024-10-03,58.60728587006049,17.969195233527586,6.931415824457581,6.973522777805299,0.0,0.0,3.1971791632979536,3.3802725804788576,2.941128550372233
2024-10-04,58.564523195482074,17.943062201889784,6.928006578915335,6.972412395680775,0.0,0.0,3.2727538271071275,3.377428777411725,2.9418130235131756
2024-10-07,58.47869830935891,18.025894395774902,6.928475128809887,6.970564218024565,0.0,0.0,3.2776487103556544,3.377686000668665,2.9410332370074075
2024-10-08,58.436170527965004,18.165834015229045,6.856663239424848,6.983110437057542,0.0,0.0,3.3228028979678843,3.312183177187526,2.9232357051681492
2024-10-09,58.26755123473455,18.36242834935452,6.828438327277027,6.965712967785207,0.0,0.0,3.3237379977147574,3.3039313235803327,2.948199799553607
2024-10-10,58.255797450822556,18.365344110440983,6.82395870185279,6.961143286781607,0.0,0.0,3.336519513812482,3.310971229151375,2.946265707138208
2024-10-14,58.2505296865868,18.365157095306657,6.821185461683807,6.958314295131977,0.0,0.0,3.3432167321785,3.316528377169839,2.9450683519424157
2024-10-15,58.21461873144863,18.354395302156764,6.824838336288587,6.950318279864527,0.0,0.0,3.3772962637625867,3.3173137756584996,2.9612193108204092
2024-10-16,58.1997834615611,18.353340782434884,6.824446227123138,6.949918961468099,0.0,0.0,3.408126983869812,3.31827225025534,2.946111333287629
2024-10-17,58.19856806334573,18.360822854866893,6.822956623114496,6.948401969934985,0.0,0.0,3.407383075947005,3.319845583855334,2.9420218289355553
2024-10-21,58.16802193309725,18.3768183493422,6.827191937835744,6.952715154200691,0.0,0.0,3.409498191211492,3.3219063606783816,2.9438480736342405
2024-10-22,58.33211389584111,18.142005533126497,6.849032245945429,6.970262545845229,0.0,0.0,3.4227128603638746,3.332595106796924,2.9512778120809346
2024-10-23,58.35900152940542,18.10576342802297,6.859924085868814,6.96961998670825,0.0,0.0,3.422397334885857,3.332287888894924,2.951005746213768
2024-10-24,58.34709166196593,18.122011723899334,6.85865954401592,6.968335223777694,0.0,0.0,3.4217664584194383,3.331673622986344,2.95046176493533
2024-10-28,58.34641944708031,18.125259230745936,6.858580525629406,6.9682549418213515,0.0,0.0,3.4217270363628627,3.329331045595824,2.9504277727643173
2024-10-29,58.34709166196593,18.125468053655315,6.85865954401592,6.968335223777694,0.0,0.0,3.4217664584194383,3.328217293230365,2.95046176493533
2024-10-30,58.34574724768362,18.127354579392435,6.858501509063605,6.968174661714839,0.0,0.0,3.421687615214638,3.328140605554318,2.950393781376541
2024-10-31,58.35515944892666,18.123365227041184,6.85960790669281,6.969298751563828,0.0,0.0,3.4222395939610664,3.3275252242895648,2.94280384752488
2024-11-01,58.36053545153672,18.108703352296455,6.896162672406278,6.968977546029989,0.0,0.0,3.402494193586912,3.3135452697574856,2.94958151438616
2024-11-04,58.35448412359698,18.10682568442209,6.905816488084246,6.9682549418213515,0.0,0.0,3.404445586684263,3.313201692562463,2.946971482828597
2024-11-05,58.373987341342705,18.109419897040453,6.874702578687884,6.970583869845978,0.0,0.0,3.409040864537604,3.314309029813679,2.9479564187316942
2024-11-06,58.37446706799171,18.109211191695703,6.874623349911928,6.9705035360684215,0.0,0.0,3.4090015764183295,3.3142708334488806,2.947922444465032
2024-11-07,58.36706778575026,18.106915750357953,6.873751953888554,6.96961998670825,0.0,0.0,3.421245012550879,3.31385073153527,2.9475487792088324
2024-11-08,58.363315482850474,18.102535159685264,6.8720889929453035,6.967933832493644,0.0,0.0,3.4342418363205605,3.3130490144562605,2.9468356812484995
2024-11-11,58.35995382241802,18.100340497100337,6.8716931684541,6.967532487448956,0.0,0.0,3.440955891095474,3.3128581866101974,2.9466659468729137
