date,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,VICTORY SECURITIES CO LTD,FOSUN INTERNATIONAL SECURITIES LTD
2024-04-30,37.85011355034065,0.0,0.0,0.0,0.0,2.671136584838326,0.0,0.0,54.07159078620093,5.407159078620094
2024-05-03,44.94371676526783,0.0,0.0,0.5271517690660896,4.836444833222071,2.1040031306829956,0.057549319767040356,1.2384613613867086,46.27886098386317,0.013811836744089683
2024-05-06,83.00256659925186,0.0,0.0,0.593623983728107,8.83510362448666,1.9655549683441766,0.45016485432714787,2.2343347165321803,0.08904359755921605,2.8296076557706438
2024-05-07,80.44233270441138,0.0,0.0,0.632137046124488,10.357550661851938,2.0180901003035294,0.3012296252658945,2.613129901937144,0.0801300481002872,3.5553999120053357
2024-05-08,76.65905424891307,0.0,0.0,0.6159283168937504,12.430802164508979,1.9066403231844313,1.0785589193606118,2.586898930953751,1.442640991124473,3.279476105060946
2024-05-09,75.53772277886515,0.0,0.0,0.7958211484199853,11.966304089321701,1.773468983068378,1.5995478049368579,4.321677759631708,1.3887342556865307,2.616723180069687
2024-05-10,65.19319396197272,0.0,0.0,0.7249849275203311,9.735665547457739,1.3897337186294771,0.7895236451037433,3.8379024056269153,16.192764241678137,2.136231552010946
2024-05-13,77.06859198631463,0.0,0.0,0.8980097210170764,11.18430288903086,1.6315080193133935,0.9079051449401295,4.487574749104619,1.303722101862257,2.518385388417035
2024-05-14,45.43932647617813,0.0,0.0,0.785119843093873,6.659524973034521,1.098873176262719,0.5310238338374131,2.8495578545311395,41.284341167714786,1.3522326753474212
2024-05-16,78.4686425171224,0.035222243551247485,0.0,1.8973048526271976,8.779731242540956,1.947790068383986,0.858248667865397,4.618810204353586,1.2386488982188697,2.1556013053363463
2024-05-17,81.02038631193467,0.031646754704421944,0.0,2.275401663247938,7.888481055988911,1.7606144533893409,0.7732357066113762,4.25332383227431,0.0601288339384017,1.9367813879106233
2024-05-20,78.46374123049067,0.03174722436662965,0.0,4.4721256724458955,7.913524793788549,1.6127589978247858,1.3788877783239477,4.3038653833027585,0.6211873567737201,1.2021615626830426
2024-05-21,78.2248494039927,0.03073126583620543,0.0,5.504994086792266,7.660280197438139,1.556026426839868,1.263055025868043,4.158964643166468,0.6013084348617528,0.9997905152045499
2024-05-22,68.22486964075779,0.02498699635064918,0.0,4.520147639832437,6.228425290338486,1.286830312058433,1.4017704952714192,3.6580962657350407,13.841963078381292,0.8129102812744534
2024-05-23,76.77471898002618,0.028676726781051758,0.0,5.236370310220051,7.148152095623502,1.7664863697127882,3.0617185293236258,4.4592310144535485,0.591696462582368,0.9329495112768837
2024-05-24,77.30154744841045,0.02724141203135123,0.0,5.044201461138536,6.7903759723481505,1.8288067943713793,2.9357161699119514,4.622867621720304,0.5629891819812588,0.8862539380866268
2024-05-27,77.96858719731196,0.026367031718220805,0.0,4.926240426020921,6.572422106295173,1.8360243086454422,2.8432449202814767,4.423509021260178,0.5457975565671707,0.8578074318994502
2024-05-28,73.68595297851783,0.025304401405406456,2.5304401405406454,4.772410105059658,6.307543790320983,1.897830105405484,4.972314876162368,4.558166173160549,0.521270668951373,0.7287667604757059
2024-05-29,70.1340930370984,0.02371439333246117,5.059070577591716,4.542096802944063,5.9112077780048216,1.9200753801516064,6.784687932417141,4.453563067836209,0.4885165026487001,0.6829745279748817
2024-05-30,66.25925136843063,0.022001966242383195,4.6937527983750815,4.243445889280972,5.484356785351385,2.010979714553824,11.717513821818542,4.408460636098846,0.4532405045930938,0.7069965152552466
2024-05-31,58.131732765479384,0.02013349176154295,4.295144909129163,3.9032129361711263,5.0186083797606065,1.912010600954529,17.936927810358615,7.69233608569351,0.44293681875394486,0.6469562019375801
2024-06-03,58.87802419918157,0.019722770168258238,4.207524302561757,3.843310480121256,4.916229177274504,1.8736631659845329,17.571015942901266,7.622850670031809,0.4339009437016813,0.6337583480733647
