date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,CCB INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.3837157783522973,0.0,1.3837157783522973
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3836184021539615,0.0,1.3836184021539615
2024-03-08,0.0,0.0,2.903660858176436,0.0,0.0,0.0,1.392382260004187,0.0,4.296043118180623
2024-03-15,0.0,0.0,2.903660858176436,0.0,0.0,0.0,1.3592743525700013,0.0,4.262935210746437
2024-03-18,0.0,0.0,2.903660858176436,0.0,0.0,0.0,1.3243162973674345,0.0,4.22797715554387
2024-03-19,0.0,0.0,2.903660858176436,0.0,0.0,0.0,1.312923282162141,0.0,4.216584140338577
2024-03-20,0.0,0.0,2.903660858176436,0.0,0.0,0.0,1.3022119003451986,0.0,4.205872758521634
2024-03-21,0.0,0.0,2.9038556105731077,0.0,0.0,0.0,1.2899424993548827,0.0,4.19379810992799
2024-03-22,0.0,0.0,2.903660858176436,0.0,0.0,0.0,1.3045489291052588,0.0,4.208209787281695
2024-03-25,0.0,0.0,2.903660858176436,1.4700884662761882,1.4906348441250505,0.0,1.3045489291052588,0.0,7.168933097682934
2024-03-28,0.0,0.0,2.903660858176436,1.4700884662761882,1.4906348441250505,0.0,1.3035751671219005,0.0,7.167959335699575
2024-04-10,0.0,0.0,2.903660858176436,1.4700884662761882,1.4906348441250505,0.0,1.314286548938843,0.0,7.178670717516518
2024-04-12,0.0,0.0,2.903660858176436,1.4700884662761882,1.4906348441250505,0.0,1.3191553588556348,0.0,7.183539527433309
2024-04-15,0.0,0.0,2.903660858176436,1.467069804127777,1.4906348441250505,0.0,1.3220766448057102,0.0,7.183442151234974
2024-04-16,0.0,0.0,2.903660858176436,1.467069804127777,1.4904400917283789,0.0,1.3220766448057102,0.0,7.1832473988383025
2024-04-17,0.0,0.0,2.903660858176436,1.4657065373510751,1.4904400917283789,0.0,1.3220766448057102,0.0,7.1818841320616
2024-04-19,0.0,0.0,2.903660858176436,1.4657065373510751,1.4807024718947948,0.0,1.3220766448057102,0.0,7.172146512228015
2024-04-23,0.0,1.5216978513941837,2.903660858176436,1.4657065373510751,1.4709648520612106,0.0,1.3220766448057102,0.0,8.684106743788615
2024-04-24,0.0,1.565614516843648,2.903660858176436,1.4657065373510751,1.4709648520612106,0.0,1.3220766448057102,0.0,8.72802340923808
2024-04-25,0.0,1.6023253436162601,2.903660858176436,1.4657065373510751,1.4709648520612106,0.0,1.3220766448057102,0.0,8.764734236010693
2024-04-29,0.0,1.6129393492348665,2.903660858176436,1.4657065373510751,1.4709648520612106,0.0,1.3220766448057102,0.0,8.775348241629297
2024-04-30,0.0,1.6129393492348665,2.903660858176436,1.4657065373510751,1.4709648520612106,0.0,1.3239267925740912,0.0,8.777198389397679
2024-05-02,0.0,1.6324145889020345,2.9019080866063907,1.4657065373510751,1.4711596044578823,0.0,1.3239267925740912,0.0,8.795115609891473
2024-05-10,0.0,1.6714624444347066,2.9021028390030623,1.4657065373510751,1.4711596044578823,0.0,1.3239267925740912,0.0,8.834358217820817
2024-05-14,0.0,1.6714624444347066,2.9009343246230324,1.4657065373510751,1.4711596044578823,0.0,1.3174025872855897,0.0,8.826665498152286
2024-05-17,0.0,1.6714624444347066,2.9007395722263607,1.4657065373510751,1.4711596044578823,0.0,1.3174025872855897,0.0,8.826470745755614
2024-05-20,0.0,1.761730180292031,2.9021028390030623,1.4657065373510751,1.45178174098905,0.0,1.313702291748828,0.0,8.895023589384046
2024-05-21,0.0,1.893285424243752,2.903076600986421,1.4657065373510751,1.4471076834689296,0.0,1.3039646719152438,0.0,9.013140917965421
2024-05-22,0.0,2.0229905204270917,2.9033687295814286,1.4657065373510751,1.4471076834689296,0.0,1.1901318960606457,0.0,9.029305366889172
2024-05-30,0.0,2.0356494262107514,2.9033687295814286,1.4657065373510751,1.4471076834689296,0.0,1.1901318960606457,0.0,9.041964272672832
2024-05-31,0.0,2.083363763395313,2.9033687295814286,1.4657065373510751,1.4471076834689296,0.0,1.1511814167263097,0.0,9.050728130523055
2024-06-03,0.0,2.229817565692418,2.9033687295814286,1.4657065373510751,1.4471076834689296,0.0,1.032869335748263,0.0,9.078869851842114
2024-06-05,0.0,2.2305965752791046,2.9033687295814286,1.4657065373510751,1.4471076834689296,0.0,1.032869335748263,0.0,9.079648861428801
2024-06-06,0.0,2.2495849339545937,2.9033687295814286,1.4657065373510751,1.4471076834689296,0.0,1.032869335748263,0.0,9.09863722010429
2024-06-11,0.0,2.2495849339545937,2.9206632292868653,1.4657065373510751,1.4471076834689296,0.0,1.032869335748263,0.0,9.115931719809726
2024-06-13,0.0,2.2495849339545937,2.9204684768901936,1.4657065373510751,1.4471076834689296,0.0,1.032869335748263,0.0,9.115736967413056
2024-06-18,0.0,2.2495849339545937,2.9203711006918582,1.4657065373510751,1.4471076834689296,0.0,1.032869335748263,0.0,9.11563959121472
2024-06-19,0.0,2.2495849339545937,2.9193973387084995,1.4657065373510751,1.4471076834689296,0.0,1.032869335748263,0.0,9.114665829231361
2024-07-16,0.0,2.2495849339545937,2.9193973387084995,1.4657065373510751,1.4484709502456314,0.0,1.032869335748263,0.0,9.116029096008063
2024-07-24,0.0,2.2496823101529295,2.9193973387084995,1.4657065373510751,1.4484709502456314,0.0,1.032869335748263,0.0,9.116126472206398
2024-08-15,0.0,2.2496823101529295,2.920273724493522,1.4657065373510751,1.4484709502456314,0.0,1.032869335748263,0.0,9.117002857991421
2024-09-09,0.0,2.2496823101529295,2.920273724493522,1.4657065373510751,1.4484709502456314,0.0,1.0332588405416063,0.0,9.117392362784765
2024-09-13,0.0,2.2496823101529295,2.920273724493522,1.4657065373510751,1.4484709502456314,0.0,1.033550969136614,0.0,9.117684491379773
2024-09-30,0.0,2.2496823101529295,2.921636991270224,1.4657065373510751,1.4484709502456314,0.0,1.033550969136614,0.0,9.119047758156473
2024-10-02,0.0,2.2496823101529295,2.921636991270224,1.4657065373510751,1.4337671442969195,0.0,1.033550969136614,0.0,9.104343952207762
2024-10-03,0.0,2.250071814946273,2.92290288184859,1.4657065373510751,1.445647040493892,0.0,1.0138809770727741,0.0,9.098209251712603
2024-10-04,0.0,2.2987599141141932,2.9205658530885295,1.4705753472678673,1.4192580907448793,0.0,1.0247871112863882,0.0,9.133946316501858
2024-10-07,0.0,2.3078159005594263,2.9237792676336123,1.474470395201301,1.402217256036107,0.0,1.0494232894653561,0.9812599506302675,10.13896605952607
