date,MIRAE ASSET SECURITIES (HK) LTD,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HGNH INTERNATIONAL SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD
2024-03-01,0.0,73.60669680827253,16.134712087977675,6.5468463225748685,1.9211543339749615,0.0,0.0,0.0,1.790590447199964,0.0
2024-03-04,0.0,73.58804482444754,16.04145216885268,6.5468463225748685,2.033066236924959,0.0,0.0,0.0,1.790590447199964,0.0
2024-03-05,0.0,73.45104405588157,16.011587381966578,6.720830478686962,2.0292812248667005,0.0,0.0,0.0,1.787256858598195,0.0
2024-03-06,0.0,73.43863078495593,14.008490446382607,6.82667701237755,2.033081405325554,0.0,0.0,0.0,3.6931203509583463,0.0
2024-03-07,0.0,73.3583251500069,13.685259931073364,7.038283032323828,2.0349412480724065,0.0,0.0,0.0,3.8831906385234913,0.0
2024-03-08,0.0,73.33537482541507,13.500735684036776,7.226135082045575,2.035268020524464,0.0,0.0,0.0,3.9024863879781013,0.0
2024-03-11,0.0,73.29030953922864,14.394004619318032,6.307577702993572,2.040136408386645,0.0,0.0,0.0,3.967971730073108,0.0
2024-03-12,0.0,73.38674588528305,13.822748345861276,6.3202352552849925,2.044230394142623,0.0,0.0,0.07501762914284857,4.351022490285217,0.0
2024-03-13,0.0,73.65679876177313,12.484701044283181,6.759784741339379,2.692616206160254,0.0,0.0,0.07531793583665046,4.330781310607402,0.0
2024-03-14,48.28417360671189,38.03170531975711,6.586347553344354,3.4861173344045984,1.5257798859720955,0.0,0.0,0.03862733888536951,2.047248960924584,0.0
2024-03-15,48.50817944921872,38.07407004969178,6.33555630150356,3.405274197335155,1.5328584705953119,0.0,0.0,0.03880654355937498,2.1052549880960925,0.0
2024-03-18,48.50516774057108,38.01000758620823,6.412771216645422,3.4050627753880893,1.5327633006020462,0.0,0.0,0.03880413419245686,2.0954232463926705,0.0
