date,UPBEST SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,CHINA MERCHANTS BANK CO LTD,HANG SENG SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-15,0.0,0.0,0.0,0.5663969538315088,0.0,0.0,0.0,0.0,0.0,0.0,0.5663969538315088
2024-05-02,71.80295097572585,1.9009995240361732,1.7618277010947168,0.7082341742027606,1.110899571632556,0.7929557353641123,0.0,0.0,0.4683484055211804,0.0,78.54621608757735
2024-05-03,71.77820085673488,1.9105188005711566,1.7618277010947168,0.8024750118990956,1.1070918610185627,0.7824845311756307,0.0,0.0,0.433127082341742,0.0,78.5757258448358
2024-05-06,71.76772965254641,1.9067110899571633,1.684721561161352,0.8253212755830557,1.1089957163255593,0.7824845311756307,0.0,0.0,0.433127082341742,0.0,78.5090909090909
2024-05-07,71.70490242741552,1.905759162303665,1.684721561161352,0.811994288434079,1.1061399333650643,0.7824845311756307,0.0,0.0,0.47881960970966203,0.0,78.47482151356498
2024-05-08,71.63826749167063,1.9247977153736315,1.684721561161352,0.7881960970966208,1.1061399333650643,0.7824845311756307,0.0,0.0,0.5283198476915755,0.4178962398857687,78.87082341742028
2024-05-09,71.62589243217515,1.918134221799143,1.684721561161352,0.7815326035221324,1.1061399333650643,0.7853403141361256,0.0,0.0,0.5283198476915755,0.4178962398857687,78.84797715373631
2024-05-10,71.56877677296526,1.91432651118515,1.684721561161352,0.7815326035221324,1.1061399333650643,0.7910518800571156,0.0,0.0,0.5283198476915755,0.4178962398857687,78.79276534983342
2024-05-13,71.56496906235125,1.91432651118515,1.684721561161352,0.8148500713945741,1.1061399333650643,0.7910518800571156,0.0,0.0,0.5283198476915755,0.39695383150880537,78.8013326987149
2024-05-14,71.56496906235125,1.91432651118515,1.684721561161352,0.8196097096620657,1.1061399333650643,0.7910518800571156,0.0,0.0,0.5283198476915755,0.39695383150880537,78.80609233698239
2024-05-16,71.55069014754879,1.91432651118515,1.684721561161352,0.8196097096620657,1.1061399333650643,0.800571156592099,0.0,0.0,0.5283198476915755,0.39695383150880537,78.8013326987149
2024-05-17,71.54497858162779,1.91432651118515,1.684721561161352,0.8262732032365541,1.1061399333650643,0.800571156592099,0.5797239409804855,0.0,0.5283198476915755,0.39695383150880537,79.38200856734888
2024-05-20,71.58019990480724,1.91432651118515,1.6371251784864351,0.8177058543550689,1.1089957163255593,0.800571156592099,0.5797239409804855,0.0,0.5254640647310804,0.39695383150880537,79.36106615897191
2024-05-21,71.66587339362208,1.9105188005711566,1.5324131366016183,0.7910518800571156,1.1089957163255593,0.800571156592099,0.5797239409804855,0.0,0.5254640647310804,0.39695383150880537,79.31156592099
2024-05-22,71.68300809138506,1.878153260352213,1.5324131366016183,0.811994288434079,1.1089957163255593,0.800571156592099,0.5797239409804855,0.0,0.5254640647310804,0.39695383150880537,79.317277486911
2024-05-23,71.68300809138506,1.878153260352213,1.5324131366016183,0.8129462160875773,1.1089957163255593,0.800571156592099,0.5797239409804855,0.0,0.5254640647310804,0.39695383150880537,79.31822941456448
2024-05-24,71.69443122322704,1.878153260352213,1.5324131366016183,0.8167539267015707,1.1089957163255593,0.800571156592099,0.5797239409804855,0.0,0.5254640647310804,0.39695383150880537,79.33346025702048
2024-05-27,71.66492146596859,1.8733936220847216,1.5324131366016183,0.843407900999524,1.1080437886720609,0.800571156592099,0.5797239409804855,0.5635411708710139,0.5235602094240838,0.39695383150880537,79.886530223703
2024-05-28,71.67063303188958,1.8733936220847216,1.5324131366016183,0.8405521180390291,1.1175630652070443,0.800571156592099,0.5797239409804855,0.5635411708710139,0.5235602094240838,0.39695383150880537,79.89890528319847
2024-05-29,71.68491194669205,1.8638743455497382,1.5228938600666349,0.8415040456925273,1.1175630652070443,0.800571156592099,0.5797239409804855,0.5635411708710139,0.5235602094240838,0.39695383150880537,79.89509757258449
2024-05-30,71.67444074250356,1.8819609709662066,1.5038553069966683,0.8443598286530223,1.1175630652070443,0.800571156592099,0.5797239409804855,0.5635411708710139,0.5235602094240838,0.39695383150880537,79.886530223703
2024-05-31,71.66587339362208,1.8819609709662066,1.5038553069966683,0.8500713945740124,1.1175630652070443,0.800571156592099,0.5797239409804855,0.5635411708710139,0.5235602094240838,0.39695383150880537,79.8836744407425
2024-06-03,71.66587339362208,1.881009043312708,1.5038553069966683,0.8510233222275108,1.1175630652070443,0.800571156592099,0.5797239409804855,0.5635411708710139,0.5235602094240838,0.39695383150880537,79.8836744407425
2024-06-04,71.6573060447406,1.881009043312708,1.5038553069966683,0.854831032841504,1.1175630652070443,0.800571156592099,0.5797239409804855,0.5635411708710139,0.5235602094240838,0.39695383150880537,79.87891480247501
