date,TSE\,ASTRUM CAPITAL MANAGEMENT LTD,GET NICE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,LONG BRIDGE HK LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0285381479324402,96.97146185206756
2024-03-04,0.0,0.0,0.0,19.918074756784435,50.81071855265403,0.0,0.0,0.0,0.8875234681686295,28.383683222392904
2024-03-05,0.0,85.66170155333612,0.0,2.863733405315207,7.246447939927854,0.0,0.0,0.0,0.13251208559299157,4.095605015827832
2024-03-06,81.4446470505726,15.794831884674378,0.11764226796193819,0.5262229139989775,1.3356922116293908,0.0,0.0,0.0,0.024433394115171782,0.756530277047541
2024-03-07,81.4520179737453,15.796261352375005,0.11765291485096543,0.5262705383525877,1.3299304490268746,0.0,0.0,0.0,0.02488811660308884,0.7529786550461788
2024-03-08,81.3643904225072,15.779267449271565,0.2355047078340347,0.5257043670076438,1.3181031248446167,0.0,0.0,0.0,0.02486134151798831,0.7521685870169554
2024-03-11,81.68303352634732,15.448530612985786,0.2364270025957053,0.527763155506344,1.3241727323882304,0.0,0.0,0.0,0.024958704688606122,0.7551142654880107
2024-03-12,81.70713439461822,15.453088756644378,0.2364967612199783,0.5279188738941166,1.2955120086791134,0.0,0.0,0.0,0.02496606884280001,0.7548831361013895
2024-03-13,81.96683985956348,15.111953042108187,0.23724846426018098,0.5295968597592907,1.3743106816453476,0.0,0.0,0.0,0.025045423290422173,0.7550056693730903
2024-03-14,81.91834561350014,15.103012319608977,0.22709585811742541,0.5383855714487259,1.4335710482362525,0.0,0.0,0.0,0.025030605604125043,0.7545589834843514
2024-03-15,81.89225708709242,14.870723973048348,0.22702353492477287,0.5354843699528209,1.695169721702813,0.0,0.0,0.0,0.025022634109944906,0.7543186791688846
2024-03-18,81.89933661537341,14.872009536722752,0.2270431609503963,0.5291607137982183,1.6934962826801105,0.0,0.0,0.0,0.025024797299141876,0.7539288931759652
2024-03-19,81.90380852709652,14.872821586203758,0.2270555580834509,0.5291896073167403,1.6976839423033172,0.0,0.0,0.0,0.025026163716612822,0.7444146152796105
2024-03-20,81.90529927286295,14.873092289071103,0.22705969076199228,0.5291992391907757,1.695894724388668,0.0,0.0,0.0,0.02502661922226368,0.7444281645022433
2024-03-21,81.9041812084507,14.872889260996775,0.22705659123898272,0.5291920152523787,1.6972366439306725,0.0,0.0,0.0,0.025026277591471042,0.7444180025390297
2024-03-22,81.90269050338304,14.872618565519877,0.2270524586732674,0.5291823836413025,1.699025812997957,0.0,0.0,0.0,0.02502582209825593,0.7444044536863036
2024-03-25,81.9008271983547,14.872280210030123,0.22704729317766112,0.5291703446204806,1.7012621827480459,0.0,0.0,0.0,0.025025252755052824,0.744387518313935
2024-03-26,81.89449259537295,14.871129916513116,0.22702973225050613,0.5300393548533862,1.7079551400168338,0.0,0.0,0.0,0.025023317181919514,0.7443299438112787
2024-03-27,81.90567196778376,14.873159966327668,0.22706072395513388,0.5301117102359338,1.6945373467112599,0.0,0.0,0.0,0.02502673310126726,0.744431551884968
2024-03-28,81.9041812084507,14.872889260996775,0.22705659123898272,0.5287369920234428,1.6922313884123785,0.0,0.005460278747230046,0.0,0.025026277591471042,0.7444180025390297
2024-04-02,80.5437541750167,14.556223558227565,0.2222222222222222,0.518370073480294,1.5595635715876197,0.9752839011356046,0.009797372522823424,0.8626141171231352,0.023602761077710976,0.7285682476063238
2024-04-03,81.47552504257102,13.533079258678631,0.22479300123433432,0.5239163535782181,1.539764485408727,0.9865664783631106,0.07433035110954943,0.8973700570316512,0.022524348821075582,0.7221306232036832
2024-04-05,81.35824239098164,13.513598618096104,0.22446941547984273,0.5380068555388615,1.559140268643557,0.9909942330703277,0.1664402479509856,0.9109229786506644,0.022491925398781837,0.7156930661892381
2024-04-08,81.3737270096709,13.519011038958118,0.22455931921174727,0.5409224482816037,1.541313964529528,0.9873409746504479,0.16650691003676651,0.9090377250655902,0.02250093378875223,0.715079675806546
2024-04-09,81.53607273054592,13.52041045951663,0.22458256447184843,0.5409784418740717,1.5302218821729152,0.9910437013366938,0.009901435708177685,0.9091318241144966,0.022503262973131107,0.7151536972861066
2024-04-10,81.55348979518375,13.516882041683164,0.22452395522119434,0.5372376804290703,1.5019257766099132,1.011482668010511,0.009898851733198948,0.9088945682300852,0.022497390302724886,0.7131672725963789
2024-04-11,81.55899438877215,13.517794386972232,0.22453910985317213,0.5359240076856273,1.4952774790422665,1.0120009179554792,0.009899519873286146,0.9089559156380915,0.02249890880292306,0.7141153654047778
2024-04-12,81.55715944167964,13.51749025819167,0.22453405808187618,0.5395116946696784,1.4884943169034999,1.0164778300740647,0.009899297149902356,0.9089354655819436,0.02249840261341445,0.7149992350543111
2024-04-15,81.7201693766025,13.48950826002811,0.22406925940394884,0.5321083615103795,1.4247931063902397,0.9833901364622203,0.009878805023821392,0.9030125864956735,0.02245182959959407,0.6906182784835136
2024-04-16,81.76092152317285,13.496235196865957,0.22418099807716496,0.5013747371825974,1.4210110158678815,0.9501859938541161,0.07727280895645766,0.9025643790321132,0.022463025859435368,0.6437903211314178
2024-04-17,81.76451560731036,13.496235196865957,0.22418099807716496,0.5013747371825974,1.4241558394882023,0.9420993045447194,0.07727280895645766,0.9079555052383775,0.022463025859435368,0.6397469764767193
2024-04-18,81.75072317947428,13.49381030238784,0.22414071904702015,0.5012846542213918,1.4185098011031856,0.9419300357547119,0.07725892520258008,0.9082415509280054,0.022458989884470957,0.6616418419965144
2024-04-19,81.7437468279384,13.4926587827368,0.22412159157769923,0.5012418761537322,1.4201853157689077,0.9418496543856418,0.07725233216706265,0.9126554590899496,0.02245707330437868,0.6638310868774338
2024-04-22,81.73385866345964,13.48073091490011,0.2239234621528962,0.5030424871210354,1.4274559781730718,0.9499919226005636,0.07718403905871371,0.9118486474843389,0.022437220656602825,0.6695266643930283
2024-04-23,81.74449655543837,13.48248547000875,0.2239526064223683,0.4995175369701322,1.4312321881381416,0.950115566725759,0.07719408477885241,0.9119673271548145,0.022440140924085004,0.6565985234387272
2024-04-24,81.76247721824696,13.485451101155471,0.2240018674303978,0.49828070710970257,1.4297513983282906,0.9566091773430416,0.07721106452510706,0.9148613343149314,0.02244507689683345,0.6289110546492732
2024-04-25,81.76614771319292,13.486056492305481,0.22401192336008907,0.49830307601142054,1.4369983300113127,0.9566521216039073,0.07721453069726518,0.9149024044245722,0.022446084505018945,0.617267323888021
2024-04-26,81.8410978108487,13.399565045472519,0.22421726158380964,0.4974118408282109,1.4576368668895359,0.9593263596822315,0.07728530860203459,0.9202343721916676,0.024713325425069196,0.5985118084762213
2024-04-29,81.8433043056267,13.39992630737016,0.2242233066422223,0.49742525140869753,1.4603722376497443,0.9593522238099089,0.07728739226946339,0.9202591823712851,0.022467265194611452,0.5953825276572035
2024-04-30,75.89125,12.425416666666667,0.20791666666666667,0.46125000000000005,1.3483333333333334,0.8895833333333334,0.07166666666666667,0.8533333333333334,0.021249999999999998,0.5433333333333333
2024-05-02,82.61808318099965,12.593724910300782,0.22634594187581364,0.4926086029601876,1.4746506153071546,0.9684340398895033,0.07801904208945881,0.9289709197628584,0.02313355317768837,0.5960291936369121
2024-05-03,82.60384495027144,12.591554533621775,0.2263069338811866,0.4925237078055484,1.500247168895722,0.9728023510523953,0.07800559644802424,0.9283573019134047,0.02312956638865835,0.5832278897218556
2024-05-06,82.61313094217978,12.587786709466227,0.22623921509954073,0.4923763278519062,1.500251628786333,0.972511255287605,0.08160933610805075,0.9212787276197729,0.023122645230614382,0.5816932123701618
2024-05-07,82.61313094217978,12.587786709466227,0.22623921509954073,0.4923763278519062,1.4975313175827316,0.9747781812906062,0.08160933610805075,0.9212787276197729,0.024029415631814946,0.5812398271695616
2024-05-08,82.60751298860268,12.586930700251159,0.22622383011905084,0.4923428447079945,1.5037764418935706,0.9747118932985157,0.08160378641568969,0.9212160777593413,0.029014679614467447,0.5766667573375405
2024-05-09,82.61800045341192,12.58852867830424,0.19814101110859217,0.49240535026071186,1.5044207662661528,0.9920652913171617,0.0816141464520517,0.9213330310587169,0.026751303559283613,0.5767399682611652
