date,THE HONGKONG AND SHANGHAI BANKING,ICBC INTERNATIONAL SECURITIES LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,FIRST SHANGHAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE CORE SECURITIES COMPANY LTD,VALUABLE CAPITAL LTD,ROOFER SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,5.698140516227713,0.0,0.0,0.0,0.0,0.0,3.7644142443747177,0.0,2.1126095683130455,0.0,11.575164328915475
2024-03-04,5.69453571598395,0.0,0.0,4.630077725719729,0.0,0.0,3.7644142443747177,0.0,2.1126095683130455,0.0,16.20163725439144
2024-03-07,5.692569461305533,0.0,0.0,4.629160140203135,0.0,0.0,3.7775226088974927,0.0,2.1126095683130455,0.0,16.211861778719204
2024-03-11,5.692569461305533,0.0,0.0,4.629029056557907,0.0,0.0,3.786567380418207,0.0,2.1126095683130455,0.0,16.22077546659469
2024-03-12,5.692569461305533,0.0,0.0,4.621098496021628,0.0,0.0,3.8489631955466166,0.0,2.0752507294231366,0.0,16.237881882296914
2024-03-13,5.687981533722562,0.0,0.0,4.596258145250969,0.0,0.0,3.9312837247496444,0.0,2.0095778231640335,0.0,16.225101226887208
2024-03-14,5.69453571598395,0.0,0.0,4.639646831821354,0.0,0.0,3.9312837247496444,0.0,2.0036790591287845,0.0,16.26914533168373
2024-03-15,5.69453571598395,0.0,0.0,4.645545595856603,0.0,0.0,3.952322649808698,0.0,2.0036790591287845,0.0,16.296083020778035
2024-03-18,5.69453571598395,0.0,0.0,4.64462801034001,0.0,0.0,3.9719851965928608,0.0,2.0026959317895767,0.0,16.313844854706396
2024-03-19,5.69453571598395,0.0,0.0,4.64462801034001,0.0,0.0,3.9929585798293012,0.0,2.0026959317895767,0.0,16.334818237942837
2024-03-20,5.69453571598395,0.0,0.0,4.657736374862784,0.0,0.0,3.9929585798293012,0.0,2.0026959317895767,0.0,16.347926602465613
2024-03-21,5.69453571598395,0.0,0.0,4.686181525877206,0.0,0.0,3.992172077957935,0.0,2.031927584675365,0.0,16.404816904494453
2024-03-22,5.69453571598395,0.0,0.0,4.674711706919778,0.0,0.0,3.992172077957935,0.0,2.050148211362022,0.0,16.411567712223686
2024-03-25,5.701089898245337,0.0,0.0,4.693391126364732,0.0,0.0,4.055747645893393,0.0,2.050148211362022,0.0,16.500376881865485
2024-03-26,5.701089898245337,0.0,0.0,4.6821834746977595,0.0,0.0,4.055747645893393,0.0,2.050148211362022,0.0,16.489169230198513
2024-03-27,5.700434480019199,0.0,0.0,4.681986849229918,0.0,0.0,4.056468605942146,0.0,2.048116414860992,0.0,16.487006350052255
2024-03-28,5.700434480019199,0.0,0.0,4.675957001549441,0.0,0.0,4.062367369977395,0.0,2.048116414860992,0.0,16.48687526640703
2024-04-02,5.700434480019199,0.0,0.0,4.686443693167662,0.0,0.0,4.062367369977395,0.0,2.0490995422002003,0.0,16.498345085364456
2024-04-03,5.7062021604092195,0.0,0.0,4.672810994063976,0.0,0.0,4.05502668584464,0.0,2.0490995422002003,0.0,16.483139382518036
2024-04-19,5.7062021604092195,0.0,0.0,4.748970591941299,0.0,0.0,4.05502668584464,0.0,2.0490995422002003,0.0,16.559298980395358
2024-04-24,5.7020730255845455,0.0,0.0,4.748970591941299,0.0,0.0,4.05502668584464,0.0,2.0490995422002003,0.0,16.555169845570685
2024-06-13,5.756145029240992,0.0,0.0,4.770533851581264,0.0,0.0,4.177524352309974,0.0,1.893437713492246,0.0,16.597640946624477
2024-06-14,5.716426684736984,0.0,0.0,4.736058852886365,0.0,0.0,4.136757338644143,0.0,2.0201300566048674,0.0,16.60937293287236
2024-06-17,5.712494175380152,0.0,0.0,4.766863509514887,0.0,0.0,4.12266584678216,0.0,2.03979260338903,0.0,16.64181613506623
2024-06-18,5.726257958129065,0.0,0.0,4.863537697870353,0.0,0.0,4.13197278559333,0.0,2.03979260338903,0.0,16.76156104498178
2024-06-19,5.726782292709976,0.0,0.0,4.8508881261058745,0.0,0.0,4.143114895437689,0.0,2.06076598662547,0.0,16.78155130087901
2024-06-20,5.734647311423641,0.0,0.0,4.879071109829841,0.0,0.0,4.134987709433569,0.0,2.06076598662547,0.0,16.80947211731252
2024-06-21,5.734647311423641,0.0,0.0,4.890868637900339,0.0,0.0,4.140886473468817,0.0,2.06076598662547,0.0,16.82716840941827
2024-06-24,5.733336474971364,0.0,0.0,4.890016594206358,0.0,0.0,4.13754384051551,0.0,2.06076598662547,0.0,16.821662896318703
2024-06-25,5.7472968831881195,0.0,0.0,4.946382561654291,0.0,0.0,4.115259620826793,0.0,2.06076598662547,0.0,16.869705052294673
2024-06-26,5.753851065449507,0.0,0.0,4.936420204616982,0.0,0.0,4.167103202514368,0.0,2.06076598662547,0.0,16.918140459206327
2024-06-27,5.748607719640397,0.0,0.0,4.949856278252827,0.0,0.0,4.167103202514368,0.0,2.0605038193350147,0.0,16.926071019742604
2024-06-28,5.738121028022177,0.0,0.0,4.976269632766218,0.0,0.0,4.167103202514368,0.0,2.0557192662842017,0.0,16.937213129586965
2024-07-02,5.7344506859557995,0.0,0.0,4.978760222025546,0.0,0.0,4.1690694571927835,0.0,2.0557192662842017,0.0,16.937999631458332
2024-07-03,5.734057435020117,0.0,0.0,4.983020440495448,0.0,0.0,4.1690694571927835,0.0,2.0557192662842017,0.0,16.94186659899255
2024-07-04,5.727503252758729,0.0,0.0,5.000323481665511,0.0,0.0,4.149406910408621,0.0,2.0544084298319243,0.0,16.931642074664786
2024-07-05,5.727503252758729,0.0,0.0,4.993507132113668,0.0,0.0,4.149013659472938,0.0,2.0544084298319243,0.0,16.92443247417726
2024-07-08,5.723243034288828,0.0,0.0,5.005763452942462,0.0,0.0,4.149013659472938,0.0,2.0544084298319243,0.0,16.93242857653615
2024-07-09,5.72193219783655,0.0,0.0,5.062194962213009,0.0,0.0,4.185782621959323,0.0,2.0546050552997657,0.0,17.024514837308647
2024-07-10,5.721801114191321,0.0,0.0,5.073074904766912,0.0,0.0,4.215931860361706,0.0,2.075840605826661,0.0,17.0866484851466
2024-07-11,5.725078205322016,0.0,0.0,5.061277376696415,0.0,0.0,4.215931860361706,0.0,2.075840605826661,0.0,17.078128048206796
2024-07-15,5.725078205322016,0.0,0.0,5.0646200096497225,0.0,0.0,4.192992222446849,0.0,2.1352870389374465,0.0,17.11797747635603
2024-07-16,5.725078205322016,0.0,0.0,5.08369268003036,0.0,0.0,4.1769344759064495,0.0,2.1352870389374465,0.0,17.120992400196272
2024-07-17,5.727044460000432,0.0,0.0,5.1043383541537315,0.0,0.0,4.181129152553737,0.0,2.125455765545365,0.0,17.137967732253266
2024-07-18,5.727044460000432,0.0,0.0,5.104207270508503,0.0,0.0,4.181129152553737,0.0,2.125455765545365,0.0,17.137836648608037
2024-07-19,5.727044460000432,0.0,0.0,5.122624522663003,0.0,0.0,4.197186899094136,0.0,2.0365155122583363,0.0,17.083371394015906
2024-07-22,5.761781625985786,0.0,0.0,5.125377279212786,0.0,0.0,4.198890986482097,0.0,2.037039846839247,0.0,17.123089738519916
2024-07-23,5.756538280176676,0.0,0.0,5.125770530148468,0.0,0.0,4.198825444659484,0.0,2.037039846839247,0.0,17.118174101823875
2024-07-24,5.756538280176676,0.0,0.0,5.139468771074768,0.0,0.0,4.202102535790178,0.0,2.037039846839247,0.0,17.13514943388087
2024-07-25,5.756538280176676,0.0,0.0,5.140124189300907,0.0,0.0,4.201447117564038,0.0,2.037039846839247,0.0,17.13514943388087
2024-07-26,5.754440941853032,0.0,0.0,5.206911306544447,0.0,0.0,4.225042173705034,0.0,2.037236472307089,0.0,17.2236308944096
2024-07-29,5.7512293925449525,0.0,0.0,5.201667960735336,0.0,0.0,4.218291365975804,0.0,2.0539496370736274,0.0,17.22513835632972
2024-07-30,5.754899734611329,0.0,0.0,5.195375945764404,6.848534519255811,0.0,4.218291365975804,0.0,2.0539496370736274,0.0,24.071051202680977
2024-07-31,5.771285190264798,0.0,0.0,5.264784735912498,6.848534519255811,0.0,4.262204387127102,2.3286944032887313,2.015869838134966,0.0,26.491373073983905
2024-08-01,5.787277394982583,0.0,0.0,5.312892433711083,9.208040133355325,0.0,4.274132998842826,2.3286944032887313,1.9370885673530873,0.0,28.848125931533637
2024-08-02,5.785311140304167,0.0,0.0,5.33720844990083,9.208040133355325,0.0,4.279572970119778,2.3286944032887313,1.9370885673530873,0.0,28.875915664321916
2024-08-05,5.798419504826943,0.0,0.0,5.464294043949135,9.208040133355325,0.0,4.272559995100093,2.3286944032887313,1.9370885673530873,0.0,29.00909664787331
2024-08-06,5.798419504826943,0.0,0.0,5.54759770049137,9.208040133355325,0.0,4.162974067689694,2.3286944032887313,1.9370885673530873,0.0,28.982814377005152
2024-08-07,5.7322222639869285,0.0,0.0,5.618513952559583,9.208040133355325,0.0,4.162974067689694,2.3286944032887313,1.945674546115505,0.0,28.996119366995764
2024-08-08,5.729600591082374,0.0,0.0,5.631360149791903,9.208040133355325,0.0,4.068462759480485,2.3286944032887313,2.0081359030665284,0.0,28.974293940065344
2024-08-09,5.729600591082374,0.0,0.0,5.631360149791903,9.208040133355325,0.0,4.068462759480485,2.3286944032887313,2.020392223895323,0.0,28.98655026089414
2024-08-12,5.727896503694412,0.0,0.0,5.633064237179864,9.208040133355325,0.0,4.068462759480485,2.3286944032887313,2.020392223895323,0.0,28.98655026089414
2024-08-13,5.727896503694412,0.0,0.0,5.638307582988974,9.208040133355325,0.0,4.068462759480485,2.3286944032887313,2.020392223895323,0.0,28.991793606703254
2024-08-14,5.727896503694412,0.0,0.0,5.768408100877517,9.208040133355325,0.0,3.8418191368817043,2.3286944032887313,2.0826569553785044,0.0,28.957515233476194
2024-08-15,5.727896503694412,0.0,0.0,5.782171883626431,9.208040133355325,0.0,3.8418191368817043,2.3286944032887313,2.0826569553785044,0.0,28.97127901622511
2024-08-16,5.727896503694412,0.0,0.0,5.786038851160649,9.208040133355325,0.0,3.8418191368817043,2.3286944032887313,2.0826569553785044,0.0,28.975145983759326
2024-08-19,5.727896503694412,0.0,0.0,5.786169934805876,9.208040133355325,0.0,3.840836009542496,2.3286944032887313,2.0865894647353374,0.0,28.978226449422177
2024-08-20,5.727896503694412,0.0,0.0,5.7957390409075025,9.208040133355325,0.0,3.840836009542496,2.3286944032887313,2.0865894647353374,0.0,28.987795555523803
