date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,PLATINUM BROKING CO LTD,INTERACTIVE BROKERS HONG KONG LTD,DEUTSCHE BANK AG,DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,24.67142040603052,4.5210887200596686,0.8855081774461979,0.0,0.0,0.0,3.182763860964846,0.0,0.0,0.0,33.26078116450123
2024-03-04,24.693683136671364,4.525444471706789,0.8855081774461979,0.0,0.0,0.0,3.180343998938668,0.0,0.0,0.8375949093278666,34.122574694090886
2024-03-05,24.702394639965604,4.527057713057575,0.8834109636901767,3.1135552423816724,0.0,0.0,3.180343998938668,0.0,0.0,0.8375949093278666,37.24435746736156
2024-03-06,24.71997066249621,4.507053520307834,0.8940583566053616,3.113393918246594,2.620549250216076,2.309496636240139,3.18679696434181,1.813928574823292,0.0,0.8425959575153019,44.007843840792624
2024-03-07,24.717550800470033,4.511731920225112,0.8943810048755187,3.1121033251659656,2.620549250216076,2.305463532863175,3.1838931299103965,1.813928574823292,1.6155886169509606,0.8416280127048306,45.616818168205356
2024-03-08,24.71658285565956,4.50527895482197,0.8953489496859901,3.1074249252486874,2.633293856887282,2.305463532863175,3.174697654210919,1.813928574823292,1.6155886169509606,0.839692123083888,45.60730004423572
2024-03-11,24.706903407554847,4.51528105119684,0.8911545221739475,3.1074249252486874,2.633293856887282,2.305463532863175,3.1755042748863116,1.813928574823292,1.6155886169509606,0.839692123083888,45.60423488566923
2024-03-12,24.706903407554847,4.518184885628254,0.8888959842828478,3.107586249383766,2.633293856887282,2.305463532863175,3.1572746476224345,1.813928574823292,1.6155886169509606,0.839692123083888,45.58681187908075
2024-03-13,24.622046912503524,4.601428139328789,0.8814750740692341,3.107586249383766,2.633293856887282,2.305463532863175,3.159371861378456,1.813928574823292,1.6155886169509606,0.8413053644346734,45.581488182623154
2024-03-14,24.60462390591504,4.622584670375397,0.8914771704441046,3.103553146006802,2.6337547599412012,2.305463532863175,3.1550161097313345,1.813928574823292,1.6155886169509606,0.8348523990315313,45.58084288608284
2024-03-15,24.61027025064279,4.75452474351834,0.8979301358472469,3.1037144701418806,2.5131073762537572,2.305463532863175,3.1632436406203412,1.813928574823292,1.6155886169509606,0.8337231300859813,45.61149447174777
2024-03-18,24.606237147265826,4.7582351986251465,0.8995433771980323,3.1037144701418806,2.5131073762537572,2.305463532863175,3.1632436406203412,1.813928574823292,1.6155886169509606,0.8337231300859813,45.612785064828394
2024-03-19,24.60252669215902,4.574890319108367,0.8987367565226396,3.1037144701418806,2.517140479630721,2.305463532863175,3.163566288890498,1.813928574823292,1.6155886169509606,0.8337231300859813,45.429278861176535
