date,HANG SENG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,OCBC BANK (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CARRIER STOCK INVESTMENT CO LTD,CELETIO INVESTMENTS LTD
2024-05-23,56.61229721140387,8.660641715917466,17.17951827890273,0.0,6.374598022104057,2.7561929424227425,3.24265134922741,3.2103341036921362,0.0,1.9637663763295832
2024-05-24,54.860167482776255,8.397496365064429,16.64725960792769,0.0,6.177306563308963,2.6708897869224613,3.1456459660977516,3.110975446669241,3.0872702503105645,1.9029885309226442
2024-05-27,54.8571014455673,8.40149810166992,16.646329222190147,0.0,6.176402442411421,2.670740515641613,3.1471468081926344,3.110801579783424,3.0870977082660196,1.902882176277521
2024-05-28,54.85250303228263,8.402470349634287,16.644933838558508,0.0,6.180914221917002,2.6705166400021163,3.1485595037591096,3.11054081589081,3.0868389313576756,1.9027226665978627
2024-05-29,54.84882485668496,8.400230522013851,16.643817700076482,0.0,6.181058553989631,2.6703375665123863,3.1561715452992,3.1103322362510113,3.0866319410654635,1.9025950781070098
2024-05-30,50.732700548684676,7.768802377697829,15.39426728366115,7.5044895104960885,5.7187522520688585,2.4699423639386278,2.9193169827489593,2.8769176798399756,2.8549959708205837,1.7598150300432542
2024-05-31,14.205608765645875,2.175333975160447,4.309374369513695,2.101324014275536,1.6008674717271316,0.6916058975046294,0.8177242523530985,0.8055626167891023,0.7994243426890479,0.49768460083623256
2024-06-03,50.69732572892109,7.7628688565008614,15.378368166843387,7.499256791540064,5.713215181545565,2.468220126308741,2.971514175679021,2.874911667084922,2.8530052436012316,1.7813140619751124
2024-06-04,50.697223032780116,7.763836698463951,15.377722596483729,7.49919384955555,5.713167229980301,2.466133417361398,2.9735552284124602,2.8748875376744145,2.852981298053446,1.78129911123463
2024-06-05,50.69800859573813,7.763957000566463,15.375378345984226,7.499310050967596,5.713255756575651,2.466171630560195,2.9746343166827014,2.8749320845947968,2.853025505532546,1.781326712797698
2024-06-06,50.69251016621929,7.763114964132739,15.373710816302044,7.498496716698712,5.717284179997693,2.4659041630349887,2.9805091067113407,2.8746202851400167,2.8527160819458586,1.7811335198173104
2024-06-07,50.689892285615436,7.76271405859416,15.372916881671003,7.498109476669596,5.716988925978658,2.465776817936902,2.9855194216981675,2.874471832978874,2.8525687609693526,1.7810415378878477
2024-06-11,50.767535562665365,7.772535589715693,15.244842602658068,7.509594563048699,5.725745814878127,2.4695537246136734,2.9906096487805836,2.8788747504607786,2.856938128837881,1.7837696143411268
2024-06-12,50.76648527602814,7.77237479029581,15.244527214993592,7.5094392033934945,5.725627359762058,2.4695026341038004,2.9926165940703795,2.8788151918541383,2.8568790240594657,1.7837327114391233
2024-06-13,50.67026679633653,7.769516834939731,15.364900090289574,7.495206450829309,5.719937728565745,2.4653383723915687,3.00965848174177,2.8733589303153053,2.8514643384679137,1.7803519761225521
2024-06-14,50.670528369565815,7.769556943226839,15.3649794079405,7.495245143054147,5.719451030115072,2.46535109911594,3.0096740183895494,2.873373763348992,2.8514790584759644,1.7803611667671864
2024-06-17,50.67078994549572,7.772694425549319,15.360412665978442,7.495283835678465,5.7199967845131985,2.465363825971709,3.0102057841346164,2.8733885965358232,2.8514937786359935,1.7803703575067102
2024-06-18,50.64685596794122,7.777964703939218,15.361619714695488,7.496880641712613,5.72586243107934,2.4658890506223012,3.0180758275090134,2.874000747369599,2.8521012649663158,1.780749650164895
2024-06-19,50.64816354883198,7.778165512416299,15.357885497071964,7.497074193270356,5.727042963666915,2.4664690662354145,3.01815374702057,2.8740749472065974,2.852174899410968,1.7807956248689367
2024-06-20,50.64764050837369,7.77911788160789,15.357210550223193,7.496996771447982,5.727500167761112,2.466443595161631,3.0181225787331454,2.8740452668120438,2.852145445176856,1.7807772347024533
2024-06-21,50.648948129775206,7.779318722968412,15.356574322384065,7.497190329002235,5.729197121163581,2.4665072738325087,3.015102339192459,2.874119468947861,2.8522190819028106,1.7808232108308584
2024-06-24,50.65365612594132,7.770746489389639,15.357485361220647,7.497887218960049,5.730246078235725,2.4667365442757787,3.015382603458105,2.8743866283645985,2.8524842056022814,1.7809887445518675
2024-06-25,50.643608229138,7.785943681858476,15.354955284199912,7.496399902884944,5.731174622966654,2.4667635366501535,3.0147844580222314,2.8738164515516393,2.851918373456628,1.7806354592713611
2024-06-26,50.64282381362095,7.785306788081186,15.353684856692043,7.496283791639883,5.734183640025934,2.466725329111972,3.0147377622240423,2.8737719391976313,2.851874200280511,1.7806078791258444
2024-06-27,50.643085282760005,7.786895885076967,15.34963372405301,7.496322494988582,5.734213245643209,2.4667380648265222,3.0168185292226894,2.8737867764957556,2.8518889245205057,1.7806170724127521
2024-07-02,50.645438626514135,7.782610815725327,15.350347009281407,7.496670843112002,5.734479709956177,2.466852692175656,3.016958718371977,2.8739203190736493,2.852021449522695,1.7806998162669716
2024-07-03,50.64439266895533,7.783482712554105,15.34744841643046,7.496516017726994,5.734361278315321,2.467834372975921,3.0194779794848285,2.8738609652845883,2.851962548001178,1.7806630402712786
2024-07-04,50.63890210050028,7.782638872942258,15.347333309434038,7.495703289363585,5.736320881580037,2.4675668248260374,3.0206993988446067,2.8735493981094558,2.851653354924199,1.7856325694755002
2024-07-05,50.643346754599015,7.779191541979803,15.348680368415746,7.496361198736932,5.736824367261209,2.4677834069505886,3.015801498873447,2.8738016139470908,2.8519036489125438,1.786305600323627
2024-07-08,50.636810768511786,7.779736275831856,15.346699481136882,7.495393724909874,5.736083977720389,2.4674649169800844,3.0179934646936353,2.873430723621512,2.851535584719201,1.7948510818747794
2024-07-09,50.63837925130833,7.779977254328034,15.347691099947392,7.495625895852956,5.736261653780591,2.4675413470753966,3.014473180022036,2.8735197285684797,2.8516239114609623,1.7949066776558238
2024-07-10,50.640732157701564,7.780338750064895,15.34375774027518,7.495974179237069,5.736528188510139,2.4676560010966537,3.014613247167201,2.873653246327942,2.8517564118338337,1.7949900777855192
2024-07-11,50.647792188994444,7.776259954268876,15.342282436989585,7.497019223611846,5.732164456736568,2.4680000270979674,3.0150335267120276,2.8740538740633546,2.8521539868421195,1.795240324683216
2024-07-12,50.63654936415891,7.783825984923578,15.350233893163464,7.495355031150995,5.730892027709946,2.467452179091183,3.015912949428535,2.873415889999737,2.8515208641275422,1.7948418162461102
2024-07-15,50.63837925130833,7.7820422643115315,15.345626089963895,7.495625895852956,5.731099128821848,2.4696063570588938,3.016021937509659,2.8735197285684797,2.8516239114609623,1.796455435143447
2024-07-16,50.630799151143655,7.788103817123993,15.343328990716815,7.494503869517842,5.729208885498008,2.4702690301104826,3.01815134282157,2.8730895890638246,2.851197049558974,1.80134827444483
2024-07-17,50.62269879454798,7.792018734740689,15.340874231197446,7.493304833459384,5.728292276719127,2.4807117602813293,3.017668472660591,2.872629927146712,2.850740890201168,1.8010600790455737
2024-07-18,50.619563868453575,7.795148620933122,15.339924212567787,7.492840793465169,5.727937539153523,2.480558136547012,3.0200619000330198,2.872452032985938,2.850564351568936,1.8009485442919189
2024-07-19,50.619302642138585,7.791495987359964,15.338296875623787,7.492802126059926,5.728424037684951,2.480545335428006,3.0252068948818316,2.8724372094670803,2.850549641003212,1.8009392503526636
2024-07-22,46.031504178165264,16.147725748401246,13.948604480674486,6.813704147808099,5.208768322283652,2.2566637006544434,2.7510221704564386,2.612098517908683,2.592194693742688,1.6377140399049968
2024-07-23,46.03020809842323,16.15055599619221,13.947742465986082,6.813512298680596,5.208621662311878,2.2566001612120723,2.7509447116775285,2.612024970714567,2.59212170696787,1.6376679278339652
2024-07-24,46.0245925961628,16.14623961527635,13.947917758765668,6.821126955704146,5.208924662126388,2.2582017268405474,2.750609107367122,2.6117063140598766,2.5918054784321733,1.6388757852649303
2024-07-25,46.0177702866447,16.148661464631797,13.947983204860284,6.823505049983318,5.20894910332128,2.258212322722057,2.7524988843880696,2.6117185686473707,2.5918176396414303,1.638883475159692
2024-07-26,46.01690660881809,16.148358380828533,13.947721424166765,6.823376984021524,5.208851339917873,2.2581699397926203,2.7524472245132126,2.611669550987388,2.5917689954891387,1.6407295514648552
2024-07-30,46.016690694426984,16.13409708666581,13.959964678873272,6.823344968282193,5.208826899640411,2.25815934430884,2.7547803431537288,2.6116572968598852,2.5917568347363673,1.6407218530525065
2024-07-31,14.193794038883844,4.9763985148222,4.3057899346791855,2.1046527178405103,1.607090700131214,0.696526589731113,0.8497087518252421,0.8055626167891023,0.7994243426890479,0.5060787228696458
2024-08-01,46.02036151465686,16.131160930902194,13.960609042040817,6.823889276713915,5.2059577069174985,2.2583394810565784,2.7550000961011896,2.611865632667918,2.5919635830547776,1.6408527358882534
2024-08-02,46.021657238098676,16.129268824294225,13.960532851802762,6.824081406306323,5.206104282937677,2.258403065594137,2.755077664335972,2.611939170889169,2.592036560925102,1.6408989348159562
2024-08-05,46.021657238098676,16.129268824294225,13.960532851802762,6.824081406306323,5.206573540240015,2.258403065594137,2.754608407033634,2.611939170889169,2.592036560925102,1.6408989348159562
2024-08-06,46.02662485395606,16.13523360253964,13.96297837920781,6.824818003313915,5.207135542106816,2.2595854554031103,2.7473968144802754,2.602834946682674,2.5923163475015905,1.641076054808111
2024-08-07,46.01906586417425,16.14149908680163,13.96584676766367,6.823697157939885,5.20581113915068,2.260622054497,2.748353299920591,2.6024074809967126,2.5918906092936695,1.6408065395619065
2024-08-08,46.01841806629073,16.141741091580077,13.966588622782835,6.8236011026094765,5.20339173699056,2.2605902323347102,2.7506607334696134,2.6023708476138614,2.591854123953963,1.640783442374173
2024-08-09,46.017986211167035,16.14158961106665,13.966457554764622,6.823537067224905,5.203342906294577,2.26056901805757,2.7515733599179546,2.6023464259315974,2.5918298009648137,1.6407680446102721
2024-08-12,46.00287638656321,16.169124189974955,13.961871723411184,6.821296585692525,5.201634409136381,2.2602958349245608,2.750200825833503,2.6014919557278433,2.590978783853464,1.6402293048823784
2024-08-13,46.015066234502186,16.16296031515729,13.958681630906394,6.819279811035875,5.202441137055609,2.259627559135766,2.7512634139299323,2.600722802388756,2.590212738823528,1.639744357064669
2024-08-14,46.016299002245006,16.160714276921667,13.958586651619706,6.819462503116281,5.202580513180485,2.260157035426344,2.7513371217188425,2.6007924771157787,2.5902821319804388,1.6397882866754525
2024-08-15,46.01586742891847,16.166189933768564,13.958455738143272,6.819398545384314,5.199718107993742,2.260135838078634,2.749435576594222,2.6007680850485047,2.5902578384865986,1.6397729075836736
2024-08-16,46.013062399604436,16.175989331359723,13.957604860398012,6.81898284936699,5.1937742638409805,2.259998065009609,2.750205790255942,2.6006095477628857,2.5900999418832344,1.6396729505181844
2024-08-19,46.01412607535637,16.19086468883375,13.951771448821484,6.816361934383722,5.190840554107626,2.259129421852472,2.7491487329613298,2.5996099886380235,2.5891044221853847,1.6390427328598318
2024-08-20,46.007872194125966,16.202255373020623,13.949406570064305,6.8154355076187905,5.190603718301976,2.2588223785965535,2.748775090101472,2.599256669918296,2.5887525313003343,1.6388199669516827
2024-08-21,46.00334458261653,16.206284317002083,13.94756519934875,6.814764804046239,5.189155680312553,2.258600089024979,2.754127984295494,2.599000878379729,2.588497773468754,1.6386586915048862
2024-08-22,45.99881786213934,16.219215308259365,13.946192761549547,6.814094232467897,5.178336516590694,2.2579092726646195,2.7529198375479074,2.598745137180842,2.5882430657734194,1.6455260058263654
2024-08-23,45.994292032431396,16.224647364031643,13.943883544953872,6.813423792844809,5.17548439722043,2.257687116675857,2.7540545507026155,2.5984894463067745,2.587988408199532,1.650049346633074
2024-08-26,45.994507527936804,16.224723380824802,13.943480349133486,6.813455715549538,5.175508645742945,2.2576976945411698,2.754067454181528,2.5985016209217493,2.588000533614347,1.6500570775536338
2024-08-27,45.994507527936804,16.224723380824802,13.943480349133486,6.813455715549538,5.175040119115211,2.2576976945411698,2.754535980809262,2.5985016209217493,2.588000533614347,1.6500570775536338
2024-08-28,46.014621882379544,16.217745695808944,13.939496423729935,6.811508977817532,5.173561508805683,2.2570526260953008,2.751406992132468,2.5977591781198415,2.587261091178735,1.6495856239320146
2024-08-29,46.018443621750876,16.216973466529687,13.939703646239582,6.8113813617487775,5.172059428316456,2.2560735714331783,2.7508870595486212,2.5977105081680056,2.5872126179123307,1.6495547183524897
2024-08-30,46.01852983912043,16.217284880586753,13.939261377961756,6.81139412314047,5.172069118373834,2.2560777982760167,2.75089221344405,2.5977153750811226,2.587217465157236,1.6495578088583298
2024-09-02,45.851796131994895,16.532088817110427,13.877496742557732,6.786853328854657,5.153434653538683,2.2479493681574034,2.7405143175246414,2.588356057813549,2.5778959708438505,1.6436146116041555
2024-09-03,45.85350810873227,16.532706078676224,13.876148030173724,6.787106730814865,5.151760209283478,2.248033300246214,2.7406166405993257,2.5884526997279953,2.5779922222081533,1.643675979537751
2024-09-04,45.85352522914524,16.535171839135074,13.87615321113794,6.787109264930027,5.151762132806147,2.243203640212066,2.7429512384516004,2.5884536661835837,2.5779931847580935,1.643676593240229
2024-09-05,45.85052935150779,16.522181713651296,13.890423178748055,6.786665823585699,5.151425538206494,2.2430570786644335,2.746038816448914,2.5882845474426506,2.5778247494612843,1.6435692022833879
2024-09-09,45.849421189966115,16.522799269787196,13.890087461080627,6.786501796644938,5.151301033391677,2.2430028662131165,2.7473724668631734,2.588221991187904,2.5777624460094173,1.6435294788558332
2024-09-10,45.850277073684495,16.5217076598453,13.892680160430288,6.786628482134999,5.151397194140679,2.243044736962706,2.7446236616847757,2.588270306237567,2.577810565807882,1.6435601590713105
2024-09-11,45.85070502752655,16.521861868908402,13.892809830875716,6.7866918266536995,5.151445275861486,2.2430656729237155,2.7437159068221777,2.5882944644388375,2.5778346263808194,1.64357549960859
2024-09-12,45.85156095917754,16.522170295670836,13.893069179028558,6.7868185192386115,5.150141357225375,2.2431075460182197,2.7433004310300975,2.588342782194319,2.5778827488741687,1.6436061815422718
2024-09-16,45.85547190346768,16.529761468448275,13.882343128765134,6.78739740616374,5.150113907777838,2.2432988736080715,2.7412007493052712,2.588563556890168,2.5781026313734,1.6437463742004161
2024-09-17,45.84990796991224,16.535222657837707,13.88065869653587,6.786573848437374,5.149489011982497,2.2430266800102383,2.7455349231205,2.588249470151187,2.577789813924475,1.6435469280879151
2024-09-19,45.84987223670313,16.535287706263627,13.880647878619287,6.78656855930871,5.149484998718877,2.243024931903318,2.7455327833828678,2.5882474529942585,2.5777878049192986,1.6435456471866297
2024-09-20,46.21498260168378,16.425740573529147,13.789077042522862,6.7417974677403665,5.115513771228479,2.228227663778976,2.720002878764693,2.571172746873358,2.560782101248995,1.632703152629345
2024-09-23,46.21176904181369,16.42737981019646,13.78811821873597,6.741328676699563,5.1151580638616325,2.2276091570986782,2.724449411490798,2.570993960317716,2.560604037207134,1.6325896225783594
2024-09-24,46.27615749330181,16.45166128317625,13.673566783373769,6.750721602429638,5.122285189995908,2.230712961759706,2.721282289975472,2.574576214867209,2.5641718151184447,1.6348643660017992
2024-09-25,46.437186286346126,16.146960312129398,13.72114718060222,6.7863238583315875,5.140109388167358,2.238475253084618,2.7326149451001602,2.5835350593983413,2.5730944550892887,1.6405532617509015
2024-09-26,46.43826789875841,16.15246063425961,13.721466772814583,6.78648192501706,5.140229111315105,2.238993230438276,2.7317469151984333,2.5835952349561495,2.5731543874651095,1.6336038897772593
2024-09-27,46.26241310882989,16.477868024557097,13.669969700831643,6.760782530804523,5.112874558406098,2.2300504223818995,2.7214021973257205,2.5738115453858565,2.563410235826038,1.6274176756512393
2024-09-30,14.427382193399863,5.139072402768732,4.39888755016311,2.1084156001313508,1.5936311596293617,0.6954628518527408,0.8486956681315543,0.8026680919499942,0.7994243426890479,0.5075259852891999
2024-10-02,46.06996184425745,16.407471649573058,14.047587701031382,6.73265773012688,5.088370031472767,2.224932729351402,2.6925197027828003,2.5631045101623497,2.5527464699662215,1.6206476312756932
2024-10-03,46.067832845621105,16.40186113175979,14.048093837132125,6.732346598566258,5.0881348862192315,2.226678401878304,2.6988649964754807,2.5629860632223376,2.552628501695011,1.6205727374303578
2024-10-04,46.0697421224922,16.39700998870229,14.048213916924892,6.732625620019078,5.093429326531785,2.22492211796543,2.697590424386196,2.5630922859315297,2.552734295136069,1.6206399019105249
2024-10-07,46.071232524409375,16.3721860505253,14.071249846055489,6.732843427145176,5.097291360402894,2.224994096405886,2.696291222975875,2.563175204512812,2.5528168786260608,1.617919388941129
2024-10-08,46.07783403507454,16.373607561647272,14.073728327645153,6.733808170983265,5.098483970540773,2.225312914059604,2.6915931164675433,2.563542479871471,2.5531826697483524,1.6089067539620299
2024-10-09,46.06591010316815,16.39940716906872,14.073783184957394,6.732065609255204,5.106406667926546,2.223812844618422,2.674722963313258,2.5628790913548616,2.552521962123175,1.6084904042142671
2024-10-10,46.06548436259379,16.37568853732532,14.075039413380727,6.732003391587677,5.126229748124782,2.2224059940131142,2.679319237404409,2.5628554052578334,2.5524983717466077,1.6084755385657425
2024-10-14,46.06165305151706,16.373864494452828,14.068324047263586,6.731443484326967,5.127651638423776,2.224531459105684,2.6892617367547826,2.5626422500845387,2.5522860779778496,1.6083417600929266
2024-10-15,45.97476858715887,16.342979053922004,14.039020329707611,6.718746200952463,5.119824288321139,2.409884240358181,2.684189077611274,2.557808428793079,2.5474717911669544,1.6053080020084245
2024-10-16,45.973708457848524,16.34260220219124,14.038235426069026,6.7185912738044795,5.1197062306134296,2.4098286709883667,2.686894255550139,2.5577494484486647,2.54741304917442,1.605270985311715
2024-10-17,45.97264837742795,16.344070040294657,14.034222381831482,6.718436353801241,5.119588178350163,2.4097731041812342,2.6909828130760567,2.557690470824236,2.547354309890879,1.605233970322098
2024-10-18,45.95162902572645,16.377709154148405,14.024579034008006,6.715364588706367,5.117708386746756,2.411898022314498,2.69390107263464,2.5565210581963522,2.546189623103458,1.604500034415069
2024-10-21,45.9379920352897,16.39837822163964,14.017652059647201,6.713371680846143,5.123101919680357,2.411182247249238,2.6931016079813954,2.555762363587235,2.5454339945375817,1.6040238695415057
2024-10-22,45.954761594538475,16.3641717307503,14.024152137624815,6.715822381871004,5.129581983205038,2.4120624438308336,2.6917797751577472,2.5566953388106413,2.546363199413416,1.6046094147977294
2024-10-23,45.954126064574105,16.36394542293984,14.02303622642389,6.715729505611592,5.129972026118298,2.413873015526474,2.6917425492720017,2.55665998107096,2.5463279845617395,1.6045872239010994
2024-10-24,45.430931640890535,16.177639519032233,13.863837648896943,6.639269946281362,5.071566546837802,3.524449561789923,2.6610966679904826,2.52755203451853,2.5173376692955953,1.5863187644665908
2024-10-25,45.43113868601748,16.177713246365286,13.863445095365135,6.639300203827031,5.071589659794143,3.5244656239766448,2.6611087955669497,2.527563553483978,2.5173491417105005,1.5863259938928453
2024-10-28,45.432569717483545,16.176478402171426,13.861475496665829,6.638793426312612,5.072113948061013,3.5241966016589696,2.6636398807386086,2.5273706246607817,2.5171569925529393,1.5862049096942759
2024-10-29,45.603602438715605,15.86137882773545,13.91320015742089,6.663785429020369,5.091208123370276,3.5374635803636,2.673667259335457,2.5368850122066693,2.5266329304732844,1.5921762413584026
2024-10-30,45.48189797290847,16.085011107506453,13.875156957664107,6.646001473312436,5.078989566313325,3.5284791819551264,2.6665319185259078,2.530114708574634,2.5198899870510583,1.587927126188483
2024-10-31,14.428938000500882,5.10290111784306,4.4019790474175196,2.1084156001313508,1.6112877611479206,1.1195396860304565,0.8465247745022233,0.8026680919499942,0.7994243426890479,0.5037631029983595
2024-11-01,45.60235088195352,15.860028715652822,13.912360915846527,6.6636025464131015,5.09244061157613,3.5382813057246962,2.6754234993439496,2.5368153892948406,2.5265635889221714,1.592132545272244
