date,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,DEUTSCHE BANK AG,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-04,0.0,86.27828451818917,0.0,13.72171548181082,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,31.61481002793986,59.72383251287705,0.0,8.534962841883184,0.0,0.12639461729990686,0.0,0.0,0.0,0.0
2024-03-07,31.971821510605373,58.548211934532105,0.0,8.631344244649258,0.0,0.12782193347493057,0.0,0.0,0.7208003767383302,0.0
2024-03-14,30.960158583912666,57.11440563605736,0.0,8.358228401783139,0.744525411582954,0.12377734967566612,1.186587374710333,0.0,0.6979925733590194,0.814324668918856
2024-03-15,30.960158583912666,57.13767205516933,0.0,8.358228401783139,0.744525411582954,0.12377734967566612,1.186587374710333,0.0,0.6979925733590194,0.7910582498068888
2024-03-19,30.960158583912666,57.2307377316172,0.0,8.358228401783139,0.744525411582954,0.12377734967566612,1.186587374710333,0.0,0.6979925733590194,0.6979925733590194
2024-03-20,30.95295693922364,57.21742528564516,0.0,8.35628419368045,0.7443522274740407,0.14700956492612302,1.1863113625367523,0.0,0.6978302132569132,0.6978302132569132
2024-03-21,27.52614681935527,50.944926193155496,10.905540477924141,7.4311577414443635,0.6619447938041968,0.2341629708082346,1.0549745151254386,0.0,0.6205732441914344,0.6205732441914344
2024-03-25,27.52045400021509,50.934390019936956,10.903285048932421,7.429620866802889,0.6618078937136522,0.2547960390797561,1.0547563306061334,0.0,0.620444900356549,0.620444900356549
2024-03-26,27.514763535308422,50.923858203893936,10.901030552660746,7.428084627727325,0.6616710502373745,0.25474335434138917,1.0545382363158156,0.0,0.6409938299174566,0.6203166095975386
2024-04-02,27.556117975948258,50.88250376325409,10.901030552660746,7.428084627727325,0.6616710502373745,0.25474335434138917,1.0545382363158156,0.0,0.6409938299174566,0.6203166095975386
