date,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,CMB WING LUNG BANK LTD,CIS SECURITIES ASSET MANAGEMENT LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),VC BROKERAGE LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-04-30,0.0,0.0,0.0,36.84210526315789,63.1578947368421,0.0,0.0,0.0,0.0,0.0
2024-05-02,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0
2024-05-03,0.000527866048711479,1.4410743129823376,1.6295224923723355,51.72717771138395,45.191668162287144,0.0,0.0,0.000527866048711479,0.0,0.009501588876806622
2024-05-06,0.0005290445455507353,1.8876309385250238,1.7077557930377736,51.16495608930271,45.15871336366522,0.0,0.0,0.05343349910062427,0.0,0.026981271823087502
2024-05-07,0.0005869061243654077,2.164509786659624,2.2114622766088563,45.44296739736479,50.091263902338824,0.0,0.0,0.05927751856090618,0.0,0.029932212342635798
2024-05-08,0.0005901933473405888,2.20496234566444,2.2179465993059324,45.07955806322151,50.398380509454896,0.0,0.0,0.0684624282915083,0.0,0.03009986071437003
2024-05-09,0.04617461106769908,2.553219199166489,2.4614619592242666,44.298619497525515,50.5416637067557,0.0,0.0,0.06866993440837299,0.0,0.03019109185195709
2024-05-10,0.0005933450420088289,3.1838894954193764,3.066407177101628,43.0715099444629,50.5785114159586,0.0,0.0,0.06882802487302415,0.0,0.03026059714245028
2024-05-13,0.0005941276423826894,3.516641515263139,3.0698575281913567,42.68391221169956,50.626804662713745,0.0,0.0,0.06891880651639198,0.0,0.033271147973430615
2024-05-14,0.0005982900869315497,3.547261925417158,1.296494618380668,44.403893671885754,50.650640469538054,0.0,0.0,0.06940165008405975,0.0,0.03170937460737213
2024-05-16,0.04905068970055153,4.006603897735294,1.2962542022084773,44.153995238494026,50.375058322466415,0.0,0.0,0.06938878055199971,0.0,0.04964886884324118
2024-05-17,0.000598254293970195,4.120775576866703,1.2964170550334124,45.81072430647371,48.65243220283214,0.0,0.0,0.06939749810054262,0.0,0.04965510639952618
2024-05-20,0.0005982328202489845,4.292320485286464,0.698137701230565,47.0665653659091,47.79341824251162,0.0,0.0,0.0693950071488822,0.0,0.07956496509311495
2024-05-21,0.0006019309946307755,4.321262610454338,0.7283365035032384,46.64604049791732,48.15387763946741,0.0,0.0,0.06982399537716996,0.0,0.08005682228589314
2024-05-22,0.0006070134332072769,4.735918805883174,0.734486254180805,47.4642013827766,46.80012868684784,0.0,0.0,0.07041355825204412,0.0,0.1942442986263286
2024-05-23,0.0006285513149293508,5.012696736561573,3.2496102981847437,45.65985317041283,45.82139085834967,0.0,0.0,0.14896666163825614,0.0,0.10685372353798964
2024-05-24,0.2179927376923647,5.468344737297137,3.1865227379393817,46.32870587654077,44.54771138502581,0.0,0.0,0.14882790307042462,0.0,0.10189462243410814
2024-05-27,0.2577287881211018,5.18471588322856,3.173939252278962,47.34090321945699,43.797901263424656,0.0,0.0,0.14947039502011392,0.0,0.09534119846961998
2024-05-28,0.28629756555110747,5.828331810908734,4.099511393662218,44.66487245351497,44.872085680830324,0.0,0.0,0.15694256270039297,0.0,0.0919585328322615
2024-05-29,0.4087610923174977,6.21108496347502,4.193018581163897,43.720890327008874,45.22785213511791,0.0,0.0,0.16056282786684317,0.0,0.07783007304995833
2024-05-30,0.5409139410237274,6.359593666927769,4.263166659470928,42.672373915242424,45.921558226887804,0.0,0.0,0.16406283730024115,0.0,0.07833075314710762
2024-05-31,0.5411175280122414,6.276222913273114,4.283281504516511,42.274421244878816,46.260304062392024,0.0,0.0,0.1641245866034849,0.0,0.2005281603238067
2024-06-03,0.5349518116384043,6.328534829815786,2.1166280346468223,44.74441868976455,45.914968891057704,0.0,0.0,0.16225448334756618,0.0,0.1982432597291692
2024-06-04,0.5439704258723995,6.573544553472852,0.6698837627619059,44.534244706057486,47.3130217960328,0.0,0.0,0.16498988971728423,0.0,0.20034486608527372
2024-06-05,0.6678056567067391,6.71110390582132,0.8056068239636853,43.8962188856188,47.55200279343543,0.0,0.0,0.1658602284631117,0.0,0.20140170599092133
2024-06-06,0.6695997958840771,6.959855127479106,0.8525573609304699,43.36716596242525,47.78303970925927,0.0,0.0,0.16553303504197445,0.0,0.202249008979856
2024-06-07,0.7597637122379345,7.203408332449646,1.2251033914903968,42.707079276166,47.735991466693285,0.0,0.0,0.1659254084197788,0.0,0.20272841254296284
2024-06-11,0.3033461123311125,7.308842322055558,1.2239302241907668,43.34623639905212,47.45102418084143,0.0,0.0,0.1650103596729569,0.0,0.20161040185605636
2024-06-12,0.3046349364565163,7.630201844006977,1.313854971343135,43.07064540244207,47.312484425616745,0.0,0.0,0.16571143782706205,0.0,0.20246698230750063
2024-06-13,0.3061569476966229,11.45678115726074,1.389914977273012,38.794906149434645,47.69161417963712,0.0,0.0,0.1571480447277144,0.0,0.20347854397014814
2024-06-14,0.42880525768768785,11.71030439572066,1.4314253885075212,38.639772465599115,47.49344967295042,0.0,0.0,0.15621207500669035,0.0,0.14003074452790967
2024-06-17,0.3024137440553127,12.042746089957266,1.4409489236173383,38.38057130841872,47.53894581908361,0.0,0.0,0.1552266866214386,0.0,0.1391474282463095
2024-06-18,0.30239504294751685,12.528678057498347,1.440859816089395,37.89028439975512,47.5421899832415,0.0,0.0,0.15521708748430824,0.0,0.14037561298381662
2024-06-19,0.5555659128619101,12.65869982661869,1.4523014970450605,37.381382948973695,47.655002268250094,0.0,0.0,0.15598103370060343,0.0,0.1410665125499481
2024-06-20,0.5567236038367276,12.608701061196054,1.5159055000559833,37.33593759719337,47.685398290640826,0.0,0.0,0.15613142409275824,0.0,0.14120252298428734
2024-06-21,0.035763359497054226,12.664621253474378,1.5290404753389675,38.50145249433747,46.96921213946455,0.0,0.0,0.1574842672589581,0.0,0.14242601062861948
2024-06-24,0.051323456697398157,12.836497236669983,1.5309411595345839,38.5151247723304,46.754417259702954,0.0,0.0,0.16961776542676704,0.0,0.14207834963791927
2024-06-25,0.051675678400826805,13.097263709809557,1.6044667952256713,37.41697230939867,47.527129731160436,0.0,0.0,0.15817799120253084,0.0,0.14431378480230903
2024-06-26,0.37118272313143247,12.954526991982704,3.028201138543639,35.91474045329284,47.305175936861446,0.0,0.0,0.15684657155890494,0.0,0.269326184629036
2024-06-27,0.3790579846124977,13.502846062425721,3.343966973165697,35.31932194908363,47.02445737161444,0.0,0.0,0.15700256458372427,0.0,0.2733470945142929
2024-06-28,0.05854035236309965,13.572020202649263,3.466336183542688,36.12251125656243,46.41440341776015,0.0,0.0,0.15631519620359588,0.0,0.20987339091877213
2024-07-02,0.06478539836790631,14.934903133370709,3.4672646857285243,34.73992400174422,46.42683610540086,0.0,0.0,0.15635706721485082,0.0,0.2099296081729272
2024-07-03,0.08975205993443114,16.290622156293242,3.4691664277433585,34.985851584996446,44.791887411027034,0.0,0.0,0.15644282669126539,0.0,0.21627753331421948
2024-07-04,0.09102301136540751,16.467060268455537,3.472590228118629,34.845603775584635,44.74155075779775,0.0,0.0,0.15648476611450196,0.0,0.22568719256354464
2024-07-05,0.09164988497004234,17.038773512559775,3.49765887538733,33.88427175749565,45.10545971457607,0.0,0.0,0.1564906199148342,0.0,0.2256956350962947
2024-07-08,0.10195226449330332,22.19889187598235,4.17518797448766,28.82578906804707,44.3261744233325,0.0,0.0,0.15232153802273293,0.0,0.21968285563437975
2024-07-09,0.11821405837955806,40.15095025916159,5.547573580673517,16.654239034888302,37.12345791276409,0.0,0.0,0.1521627110424055,0.0,0.25340244309053983
2024-07-10,0.19524834860041604,40.38903689646363,5.5600160578081095,18.2973857401798,35.13192949162439,0.0,0.0,0.1526708270987677,0.0,0.27371263822488234
2024-07-11,0.19700767902996588,41.016022884607175,5.575378309637518,17.614804242679305,35.15031746903075,0.0,0.0,0.15309265460223356,0.0,0.2933767604130452
2024-07-12,0.19644214687547512,41.06918047742132,6.2952714003344985,17.86285540519994,34.15113273528965,0.0,0.0,0.15265318534286149,0.0,0.27246464953626276
2024-07-15,0.1960367796558735,40.99110854853883,6.287743149333899,18.02021060298,34.08066033441568,0.0,0.0,0.15233817861803173,0.0,0.27190240645768216
2024-07-16,0.19688759120528124,41.267151469342224,6.315032337110568,17.652222147720554,34.136529048539195,0.0,0.0,0.15299933558057457,0.0,0.2791780705016062
2024-07-17,0.203807664144496,41.121552355381986,6.321698804002929,18.498291432755675,33.42018550158652,0.0,0.0,0.15499145716377838,0.0,0.27947278496460826
2024-07-18,0.14045029586160152,40.41732057474704,6.326369848374745,19.366263838934046,33.31725279221295,0.0,0.0,0.15876989966963648,0.0,0.273572750199989
2024-07-19,0.14058937511079053,38.22747360892926,6.33263446151213,22.16544313159777,32.6980323600066,0.0,0.0,0.15953837784311448,0.0,0.2762886850003362
2024-07-22,0.14029608573920788,39.75503083463971,6.478019263262555,21.556188582338553,31.705695411098027,0.0,0.0,0.15920555816492718,0.0,0.20556426475701328
2024-07-23,0.14032262000634502,39.03897308246089,6.485345437684555,22.35644385875003,31.61407618908168,0.0,0.0,0.15923566878980894,0.0,0.20560314322668813
